chooser,picks,oos_4a,oos_4b,full_4b,mean_oos_Sharpe,mean_oos_CAGR,mean_oos_MaxDD,mean_G
C_SHARPE,3,0,1,1,0.9580640706401788,0.1396314732011983,-0.31132769457360226,1.0
C_MID,3,0,1,2,0.9588360296256669,0.11156805758126682,-0.2605878226456366,0.9666666666666667
C_MIDW,3,0,0,1,0.9364153544370478,0.11565047776128434,-0.2793647363632138,0.8833333333333333
C_LO,3,0,1,1,0.9365194506199602,0.11074333123105662,-0.27164552095751626,0.85
C_ANCHOR,3,0,0,0,0.9748857219382195,0.06979279565929149,-0.12818220217024345,0.75
