claim_set,L,rule,n,n_moved,mean_OOS_Sharpe,mean_OOS_CAGR,mean_OOS_MaxDD,mean_Sharpe,n_4b_full,n_4b_oos,n_4a
C_STRICT,21,R_RAW,12,7,0.8496235553102922,0.12959230185118373,-0.27094202478065366,0.9135170636751453,2,2,0
C_STRICT,21,R_BAR,12,0,0.8749671912415936,0.13343183282683566,-0.25227306092880886,0.9029149667073074,4,4,0
C_STRICT,21,R_ANCHOR,12,0,0.8749671912415936,0.13343183282683566,-0.25227306092880886,0.9029149667073074,4,4,0
C_STRICT,63,R_RAW,12,7,0.8496235553102922,0.12959230185118373,-0.27094202478065366,0.9135170636751453,2,2,0
C_STRICT,63,R_BAR,12,0,0.8749671912415936,0.13343183282683566,-0.25227306092880886,0.9029149667073074,4,4,0
C_STRICT,63,R_ANCHOR,12,0,0.8749671912415936,0.13343183282683566,-0.25227306092880886,0.9029149667073074,4,4,0
C_STRICT,126,R_RAW,12,7,0.8496235553102922,0.12959230185118373,-0.27094202478065366,0.9135170636751453,2,2,0
C_STRICT,126,R_BAR,12,0,0.8749671912415936,0.13343183282683566,-0.25227306092880886,0.9029149667073074,4,4,0
C_STRICT,126,R_ANCHOR,12,0,0.8749671912415936,0.13343183282683566,-0.25227306092880886,0.9029149667073074,4,4,0
C_STRICT,252,R_RAW,12,7,0.8496235553102922,0.12959230185118373,-0.27094202478065366,0.9135170636751453,2,2,0
C_STRICT,252,R_BAR,12,1,0.8718856085529706,0.13266826900574671,-0.2520839749304829,0.904687055581561,4,4,0
C_STRICT,252,R_ANCHOR,12,0,0.8749671912415936,0.13343183282683566,-0.25227306092880886,0.9029149667073074,4,4,0
C_PROX,21,R_RAW,36,26,0.8465946322408364,0.1241457804203179,-0.26286573135351626,0.9046292722912044,4,4,0
C_PROX,21,R_BAR,36,3,0.8747257815262892,0.12684456271573227,-0.2402302762336639,0.9026955953400285,11,11,0
C_PROX,21,R_ANCHOR,36,0,0.8749671912415936,0.1334318328268356,-0.25227306092880886,0.9029149667073071,12,12,0
C_PROX,63,R_RAW,36,26,0.8465946322408364,0.1241457804203179,-0.26286573135351626,0.9046292722912044,4,4,0
C_PROX,63,R_BAR,36,4,0.8728634963946564,0.12601667975044398,-0.24130156398460004,0.9023183047435466,10,10,0
C_PROX,63,R_ANCHOR,36,0,0.8749671912415936,0.1334318328268356,-0.25227306092880886,0.9029149667073071,12,12,0
C_PROX,126,R_RAW,36,26,0.8465946322408364,0.1241457804203179,-0.26286573135351626,0.9046292722912044,4,4,0
C_PROX,126,R_BAR,36,4,0.8728634963946564,0.12601667975044398,-0.24130156398460004,0.9023183047435466,10,10,0
C_PROX,126,R_ANCHOR,36,0,0.8749671912415936,0.1334318328268356,-0.25227306092880886,0.9029149667073071,12,12,0
C_PROX,252,R_RAW,36,26,0.8465946322408364,0.1241457804203179,-0.26286573135351626,0.9046292722912044,4,4,0
C_PROX,252,R_BAR,36,6,0.864508727514536,0.12578466757473958,-0.24310687843725542,0.8986420142410422,9,9,0
C_PROX,252,R_ANCHOR,36,0,0.8749671912415936,0.1334318328268356,-0.25227306092880886,0.9029149667073071,12,12,0
C_ALL,21,R_RAW,72,59,0.7995575457617328,0.10995246483819039,-0.24546687683514692,0.8851917639813826,6,7,0
C_ALL,21,R_BAR,72,12,0.7896028525575522,0.10714500750127624,-0.23120240553500024,0.8642213069692954,20,20,0
C_ALL,21,R_ANCHOR,72,0,0.7900802510800281,0.10953872661274473,-0.23630753118034883,0.8644867671835438,24,24,0
C_ALL,63,R_RAW,72,59,0.7995575457617328,0.10995246483819039,-0.24546687683514692,0.8851917639813826,6,7,0
C_ALL,63,R_BAR,72,13,0.7886717099917357,0.1067310660186321,-0.2317380494104683,0.8640326616710544,19,19,0
C_ALL,63,R_ANCHOR,72,0,0.7900802510800281,0.10953872661274473,-0.23630753118034883,0.8644867671835438,24,24,0
C_ALL,126,R_RAW,72,59,0.7995575457617328,0.10995246483819039,-0.24546687683514692,0.8851917639813826,6,7,0
C_ALL,126,R_BAR,72,14,0.7895381657124739,0.10642052332354865,-0.23148841192255937,0.8646303596866542,18,18,0
C_ALL,126,R_ANCHOR,72,0,0.7900802510800281,0.10953872661274473,-0.23630753118034883,0.8644867671835438,24,24,0
C_ALL,252,R_RAW,72,59,0.7995575457617328,0.10995246483819039,-0.24546687683514692,0.8851917639813826,6,7,0
C_ALL,252,R_BAR,72,17,0.7874713364626961,0.10663112329139901,-0.23219070603378933,0.8653099254839434,17,17,0
C_ALL,252,R_ANCHOR,72,0,0.7900802510800281,0.10953872661274473,-0.23630753118034883,0.8644867671835438,24,24,0
