p1,constant,split,outcome,support,n_forms,rho_R2,rho_absT,med_ratio,inverts
BASE8,ZERO,S2016,RESID,UNBOUNDED,19,-0.03773585268935404,-0.03773585268935404,0.9266829189934784,False
BASE8,ZERO,S2016,GAP,UNBOUNDED,19,-0.8366988586479368,-0.8363318049524279,0.7189765234267109,False
BASE8,ZERO,S2016,PRED,UNBOUNDED,19,-0.8122807017543859,-0.8122807017543859,0.7606226823801728,False
BASE8,ZERO,S2016,CSD,SEMI,19,-0.8240457133791498,-0.8245614035087719,1.0355134767216287,False
BASE8,ZERO,S2016,TURN,SEMI,19,-0.9662133444413673,-0.9666666666666667,0.615024222032694,False
BASE8,ZERO,S2016,SHARPE,UNBOUNDED,19,0.031578947368421054,0.02982456140350877,0.21147431794506905,True
BASE8,ZERO,S2016,CAGR,UNBOUNDED,20,-0.5846501128668171,-0.5844302782612387,0.22907936406086515,False
BASE8,ZERO,S2016,MAXDD,BOUNDED,20,-0.15092730442663166,-0.1508705541691538,0.4419837019439643,False
BASE8,ZERO,S2018,RESID,UNBOUNDED,19,-0.04651163238455265,-0.04651163238455265,0.9116877486618886,False
BASE8,ZERO,S2018,GAP,UNBOUNDED,19,-0.8012286861716335,-0.8,0.6716051709424955,False
BASE8,ZERO,S2018,PRED,UNBOUNDED,19,-0.848990342405619,-0.848617896525706,0.7055584923577819,False
BASE8,ZERO,S2018,CSD,SEMI,19,-0.7959632183545142,-0.7964912280701755,1.010083205950029,False
BASE8,ZERO,S2018,TURN,SEMI,19,-0.9697236563194468,-0.9701754385964912,0.5951057168859837,False
BASE8,ZERO,S2018,SHARPE,UNBOUNDED,19,-0.19921019908100854,-0.2,0.209066980502492,False
BASE8,ZERO,S2018,CAGR,UNBOUNDED,20,-0.7769838834541308,-0.7774436090225564,0.2513062628709941,False
BASE8,ZERO,S2018,MAXDD,BOUNDED,20,0.8019580586913275,0.8009037848862147,0.35387158135729735,True
BASE8,GLOBAL,S2016,RESID,UNBOUNDED,19,-0.03773585268935404,-0.03773585268935404,1.0069766947960896,False
BASE8,GLOBAL,S2016,GAP,UNBOUNDED,19,-0.8366988586479368,-0.8363318049524279,0.9419712012297983,False
BASE8,GLOBAL,S2016,PRED,UNBOUNDED,19,-0.8122807017543859,-0.8122807017543859,0.9511994197030827,False
BASE8,GLOBAL,S2016,CSD,SEMI,19,-0.8240457133791498,-0.8245614035087719,0.9953364882650749,False
BASE8,GLOBAL,S2016,TURN,SEMI,19,-0.9662133444413673,-0.9666666666666667,0.8548701398718367,False
BASE8,GLOBAL,S2016,SHARPE,UNBOUNDED,19,0.031578947368421054,0.02982456140350877,0.9901281333459178,True
BASE8,GLOBAL,S2016,CAGR,UNBOUNDED,20,-0.5846501128668171,-0.5844302782612387,0.9766308088309347,False
BASE8,GLOBAL,S2016,MAXDD,BOUNDED,20,-0.1517481648801326,-0.15169110597047103,0.9999999999999996,False
BASE8,GLOBAL,S2018,RESID,UNBOUNDED,19,-0.04651163238455265,-0.04651163238455265,0.9985365315177268,False
BASE8,GLOBAL,S2018,GAP,UNBOUNDED,19,-0.8012286861716335,-0.8,0.9506696477631947,False
BASE8,GLOBAL,S2018,PRED,UNBOUNDED,19,-0.848990342405619,-0.848617896525706,0.9479428916013879,False
BASE8,GLOBAL,S2018,CSD,SEMI,19,-0.7959632183545142,-0.7964912280701755,0.9968997214850434,False
BASE8,GLOBAL,S2018,TURN,SEMI,19,-0.9697236563194468,-0.9701754385964912,0.8547635112543153,False
BASE8,GLOBAL,S2018,SHARPE,UNBOUNDED,19,-0.19921019908100854,-0.2,0.9966405503114213,False
BASE8,GLOBAL,S2018,CAGR,UNBOUNDED,20,-0.7769838834541308,-0.7774436090225564,0.9505382419211383,False
BASE8,GLOBAL,S2018,MAXDD,BOUNDED,20,0.8019580586913275,0.8009037848862147,1.0005701385538006,True
BASE8,FAMILY,S2016,RESID,UNBOUNDED,19,-0.03773585268935404,-0.03773585268935404,1.2340209752788045,False
BASE8,FAMILY,S2016,GAP,UNBOUNDED,19,-0.8366988586479368,-0.8363318049524279,0.9560587893311024,False
BASE8,FAMILY,S2016,PRED,UNBOUNDED,19,-0.8122807017543859,-0.8122807017543859,0.9575290996132054,False
BASE8,FAMILY,S2016,CSD,SEMI,19,-0.8240457133791498,-0.8245614035087719,2.153483605095304,False
BASE8,FAMILY,S2016,TURN,SEMI,19,-0.9662133444413673,-0.9666666666666667,0.8663497204267032,False
BASE8,FAMILY,S2016,SHARPE,UNBOUNDED,19,0.031578947368421054,0.02982456140350877,0.9939815390096995,True
BASE8,FAMILY,S2016,CAGR,UNBOUNDED,20,-0.5846501128668171,-0.5844302782612387,0.9012151446852468,False
BASE8,FAMILY,S2016,MAXDD,BOUNDED,20,-0.154918145905216,-0.15485989504927242,0.9999999999999998,False
BASE8,FAMILY,S2018,RESID,UNBOUNDED,19,-0.04651163238455265,-0.04651163238455265,1.0991669456373532,False
BASE8,FAMILY,S2018,GAP,UNBOUNDED,19,-0.8012286861716335,-0.8,0.9514868578710685,False
BASE8,FAMILY,S2018,PRED,UNBOUNDED,19,-0.848990342405619,-0.848617896525706,0.9449307863628609,False
BASE8,FAMILY,S2018,CSD,SEMI,19,-0.7959632183545142,-0.7964912280701755,2.0709037710289193,False
BASE8,FAMILY,S2018,TURN,SEMI,19,-0.9697236563194468,-0.9701754385964912,0.8678802384765422,False
BASE8,FAMILY,S2018,SHARPE,UNBOUNDED,19,-0.19921019908100854,-0.2,0.9987567302036268,False
BASE8,FAMILY,S2018,CAGR,UNBOUNDED,20,-0.7769838834541308,-0.7774436090225564,0.9666055389413467,False
BASE8,FAMILY,S2018,MAXDD,BOUNDED,20,0.8019580586913275,0.8009037848862147,0.9969484312062975,True
BASE8,PANEL,S2016,RESID,UNBOUNDED,19,-0.03773585268935404,-0.03773585268935404,0.953717655670842,False
BASE8,PANEL,S2016,GAP,UNBOUNDED,19,-0.8366988586479368,-0.8363318049524279,0.9688056542010414,False
BASE8,PANEL,S2016,PRED,UNBOUNDED,19,-0.8122807017543859,-0.8122807017543859,0.9869799045706199,False
