corpus,cost_bps,dial,group,n_books,full_mode,full_share,distinct,share_mean,share_sd,d_mean,d_median,d_sd,win,dmargin_mean,mode_stable,published,dfix_mean,dfix_sd,switch_rate,n_draws
A,5,CADENCE,B136k20,16,M,0.625,4,0.625,0.15181197251863898,0.03137520229909786,0.03469595213645574,0.024225417029435935,0.9125,0.02835088222373321,0.875,False,0.03469595213645574,0.018575073215232267,0.0625,80
A,5,CADENCE,B136k40,16,M,0.625,3,0.6265625,0.13476505887562248,0.054216376559263646,0.05697043002072132,0.031664469374342405,0.95,0.09052128281654384,0.9,False,0.05697043002072133,0.025732291435828565,0.05,80
A,5,CADENCE,B136k80,16,M,0.875,2,0.875,0.090571104663684,0.012427049372400694,0.012427049372400696,0.009019148419606535,0.7375,-0.02072232957640365,1.0,False,0.012427049372400694,0.009019148419606535,0.0,80
A,5,SLEEVE,ALL,53,0.3,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,80
A,5,SLEEVE,B136,48,0.3,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,80
A,5,SLEEVE,B136k20,16,0.3,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,80
A,5,SLEEVE,B136k40,16,0.3,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,80
A,5,SLEEVE,B136k80,16,0.3,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,80
A,5,SLEEVE+,ALL,53,0.45,0.4339622641509434,5,0.4353276353276353,0.08342690828249655,0.0009724986353286801,0.0008815657123854776,0.00248074506433346,0.6125,-0.0015117498321229965,0.975,False,0.0008786371534657466,0.002215744760250268,0.0125,80
A,5,SLEEVE+,B136,48,0.45,0.4791666666666667,5,0.4791666666666667,0.06782841915041543,0.0023212731897719213,0.0023212731897719217,0.0023335969419267383,0.8375,-0.0006173000925147352,1.0,False,0.0023212731897719213,0.0023335969419267383,0.0,80
A,5,SLEEVE+,B136k20,16,0.3,0.4375,3,0.4796875,0.08254674338670182,-0.011560287512731096,-0.014196943795078826,0.009941468101169285,0.225,0.006930638338320605,0.55,False,-0.016139519031475993,0.0038757751684323207,0.225,80
A,5,SLEEVE+,B136k40,16,0.45,0.8125,3,0.8125,0.08838834764831845,0.0015567785300135417,0.0015567785300135417,0.0018654559503418476,0.775,-0.0002381555130738268,1.0,False,0.0015567785300135417,0.0018654559503418476,0.0,80
A,5,SLEEVE+,B136k80,16,0.45,0.625,2,0.6375,0.10193441518937556,-0.006082190247431636,-0.006973242770204446,0.005366222620918301,0.05,0.010828090896834966,0.9,False,-0.006973242770204446,0.0022911119246423342,0.05,80
A,10,GROSS,ALL,53,1.0,0.9433962264150944,4,0.943482905982906,0.03141483886826907,-5.71090807596199e-05,-5.63515561552015e-05,5.358325727261788e-05,0.125,-0.005461363528330874,1.0,True,-5.71090807596199e-05,5.358325727261788e-05,0.0,80
A,10,GROSS,B136,48,1.0,0.9583333333333334,3,0.9583333333333334,0.024650332429581746,-6.805460185369677e-05,-6.805460185369677e-05,5.6168002622136356e-05,0.0,-0.0014162560856260623,1.0,False,-6.805460185369677e-05,5.6168002622136356e-05,0.0,80
A,10,GROSS,B136k20,16,1.0,0.9375,2,0.9375,0.0625,-2.921585116836406e-05,-2.921585116836406e-05,2.9215851168364056e-05,0.0,0.004365052415140038,1.0,False,-2.921585116836406e-05,2.9215851168364056e-05,0.0,80
A,10,GROSS,B136k40,16,1.0,0.9375,2,0.9375,0.0625,-0.00017494795439272626,-0.00017494795439272626,0.00017494795439272623,0.0,-0.008613820672018225,1.0,False,-0.00017494795439272626,0.00017494795439272623,0.0,80
A,10,GROSS,B136k80,16,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,80
A,10,N,ALL,53,20,0.22641509433962265,10,0.24342948717948718,0.04364417220246124,0.004985099522205387,0.01616807727555468,0.03878325114277049,0.6625,0.014894811677380031,0.25,True,0.021568595537123474,0.013248718842638334,0.375,80
A,10,N,B136,48,20,0.1875,10,0.22395833333333331,0.03446956689119646,-0.020976249221970545,-0.0018088007259174366,0.05299205787966139,0.475,0.026676235777595737,0.0,False,0.024487240855303394,0.015640993910361545,0.625,80
A,10,N,B136k20,16,15,0.375,4,0.465625,0.08143008887997115,0.03138474420491005,0.030628385169341923,0.021276273968133287,0.925,0.010880632291536903,0.2,False,0.03760211239232801,0.019408476296420306,0.4,80
A,10,N,B136k40,16,8,0.25,6,0.3328125,0.07640289486498532,-0.032829249300713445,-0.07349789975605714,0.09606169289097713,0.275,-0.014263502485665658,0.15,False,-0.09116599246877659,0.02966613529697873,0.4375,80
A,10,N,B136k80,16,50,0.1875,10,0.2453125,0.04611360801054284,-0.04562373017818464,-0.08208025496620999,0.1184683994639826,0.2875,-0.03923174223482142,0.0,False,0.15252645071332754,0.02517578058562191,0.825,80
A,10,BAND,ALL,53,0.08,0.8113207547169812,5,0.8114850427350426,0.0523511268777032,0.0005148970508499261,0.0005045703250349561,0.0026964380731249377,0.5625,0.002890289340347604,1.0,True,0.0005148970508499261,0.0026964380731249377,0.0,80
A,10,BAND,B136,48,0.08,0.8333333333333334,5,0.8333333333333333,0.0562885670254429,0.00023704399605479343,0.00023704399605479348,0.003740356611996127,0.5125,0.0038132437772605875,1.0,False,0.00023704399605479343,0.003740356611996127,0.0,80
A,10,BAND,B136k20,16,0.08,0.6875,4,0.6875,0.10077822185373188,-0.0026823270067985877,-0.0026823270067985877,0.011181271307569424,0.375,0.00829601046652935,1.0,False,-0.0026823270067985877,0.011181271307569424,0.0,80
A,10,BAND,B136k40,16,0.08,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,80
A,10,BAND,B136k80,16,0.08,0.8125,4,0.8125,0.09270248108869579,0.003393458994962968,0.003393458994962968,0.0021681886112242203,0.925,0.0031437208652524127,1.0,False,0.003393458994962968,0.0021681886112242203,0.0,80
A,10,BAND+,ALL,53,0.12,0.3018867924528302,7,0.3396545584045584,0.0464165891451684,0.0050889242083180936,0.008497117042375386,0.009944712395623383,0.65,0.008309413551134051,0.075,False,0.012010830908523323,0.0044319568939910165,0.4625,80
A,10,BAND+,B136,48,0.12,0.3333333333333333,7,0.3510416666666667,0.05658657023142112,0.008480030837078193,0.011523830406740775,0.009564102366264393,0.825,0.010341108371951957,0.4,False,0.012996009688970456,0.004054170865044256,0.3,80
A,10,BAND+,B136k20,16,0.12,0.3125,6,0.346875,0.08833308765689107,0.017611344380924116,0.016725261972638954,0.013307379851899422,0.925,0.013036846149687883,0.0,False,0.011045333234788263,0.011559131026840629,0.5375,80
A,10,BAND+,B136k40,16,0.08,0.375,4,0.4171875,0.08602268505313003,-0.0026537116466623842,-0.0037136328792377257,0.010050032926471893,0.325,0.0008950490172603166,0.475,False,-0.005189814263633713,0.0066130553715418195,0.2625,80
A,10,BAND+,B136k80,16,0.12,0.5,4,0.528125,0.10265042316035526,0.008712046100139438,0.010798079656291294,0.008075257573036817,0.8625,0.007805669564403849,0.725,False,0.010982688531898335,0.003575556122163924,0.1375,80
A,10,CADENCE,ALL,53,M,0.8301886792452831,4,0.8302350427350426,0.050397350014168216,0.02607265849208986,0.02608197102804008,0.008809428666628661,1.0,0.03430015226762364,1.0,True,0.02607265849208986,0.008809428666628661,0.0,80
A,10,CADENCE,B136,48,M,0.8125,4,0.8125,0.06038073644245599,0.028800779621560933,0.028800779621560933,0.010554158692989837,1.0,0.037860332827272025,1.0,False,0.028800779621560933,0.010554158692989837,0.0,80
A,10,CADENCE,B136k20,16,M,0.75,4,0.75,0.10077822185373188,0.03550191610903932,0.03550191610903933,0.01623390366313074,0.975,0.020704474087644253,1.0,False,0.03550191610903932,0.01623390366313074,0.0,80
A,10,CADENCE,B136k40,16,M,0.6875,3,0.6890625,0.10457083051095081,0.0483757473407708,0.05090042275564348,0.034035630207481814,0.9875,0.08904667962476026,0.975,False,0.05090042275564348,0.019946557137970125,0.0125,80
A,10,CADENCE,B136k80,16,M,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,80
A,10,SLEEVE,ALL,53,0.3,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,0.0,0.0,0.0,80
A,10,SLEEVE,B136,48,0.3,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,80
A,10,SLEEVE,B136k20,16,0.3,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,80
A,10,SLEEVE,B136k40,16,0.3,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,80
A,10,SLEEVE,B136k80,16,0.3,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,80
A,10,SLEEVE+,ALL,53,0.45,0.39622641509433965,5,0.39964387464387463,0.060169336573749364,0.0007063466434871325,0.0005939762651357534,0.0029597900020165175,0.575,-0.0012580375132189027,0.875,False,0.0004341176669468828,0.0027272578212468273,0.0625,80
A,10,SLEEVE+,B136,48,0.45,0.4375,5,0.4375,0.07850601533923655,0.0018492957060505636,0.0018492957060505639,0.002438982355811276,0.7125,0.0007062600123369193,1.0,False,0.0018492957060505636,0.002438982355811276,0.0,80
A,10,SLEEVE+,B136k20,16,0.35,0.4375,3,0.4953125,0.0915230290350467,-0.007419774341386828,-0.006850897154179761,0.012563250464421858,0.4875,0.005106609535506421,0.0,False,0.003468767221849793,0.003299548346356497,0.5,80
A,10,SLEEVE+,B136k40,16,0.45,0.8125,3,0.8125,0.09270248108869579,0.0016468999732850709,0.0016468999732850709,0.0019876364572807823,0.775,-0.0001340255969731058,1.0,False,0.0016468999732850709,0.0019876364572807823,0.0,80
A,10,SLEEVE+,B136k80,16,0.45,0.5,2,0.609375,0.0799780243254358,-0.0029659624204267424,-0.010014592792927268,0.011743706893012138,0.3625,0.004250435828953094,0.275,False,-0.010014592792927268,0.002745092072962085,0.3625,80
A,15,GROSS,ALL,53,1.0,0.9433962264150944,4,0.9433938746438745,0.0358062705761001,-3.6119983188709535e-05,-3.580042734821629e-05,3.434671532867983e-05,0.1125,-0.008356617942219483,1.0,False,-3.6119983188709535e-05,3.434671532867983e-05,0.0,80
A,15,GROSS,B136,48,1.0,0.9583333333333334,3,0.9583333333333333,0.03159531435021481,-4.587809560825893e-05,-4.587809560825893e-05,3.906118882152903e-05,0.0,-0.004582892378271636,1.0,False,-4.587809560825893e-05,3.906118882152903e-05,0.0,80
A,15,GROSS,B136k20,16,1.0,0.9375,2,0.9375,0.0625,-2.7946831835649888e-05,-2.7946831835649888e-05,2.794683183564989e-05,0.0,0.004221450038902525,1.0,False,-2.7946831835649888e-05,2.794683183564989e-05,0.0,80
A,15,GROSS,B136k40,16,1.0,0.9375,2,0.9375,0.0625,-0.00010968745498912691,-0.00010968745498912691,0.00010968745498912691,0.0,-0.01797012717371743,1.0,False,-0.00010968745498912691,0.00010968745498912691,0.0,80
A,15,GROSS,B136k80,16,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,80
A,15,N,ALL,53,20,0.20754716981132076,10,0.2278311965811966,0.03276302470032185,-0.005386259828548996,-0.00044594246314137536,0.039648113169801394,0.4875,0.037196285685902275,0.1,False,0.012552658672324626,0.017065531263888073,0.4625,80
A,15,N,B136,48,20,0.1875,10,0.21875,0.03578242507774514,-0.01312460269527399,-0.01003243515464668,0.04585890995535649,0.4375,0.03916140339470916,0.0,False,0.014452748753604111,0.019422877493550067,0.5625,80
A,15,N,B136k20,16,20,0.5,4,0.5453125,0.08441839162025061,0.027202937574207435,0.028477888171764686,0.023799985600957654,0.8375,-0.009155334576795482,0.225,False,0.02472792398704196,0.021247336590575514,0.3875,80
A,15,N,B136k40,16,30,0.3125,6,0.378125,0.08833308765689106,-0.010825638286110485,-0.05695651967094559,0.12393413001066302,0.4375,0.00545008578548736,0.0,False,0.1045258473430187,0.034578985407047846,0.5625,80
A,15,N,B136k80,16,50,0.3125,10,0.3171875,0.0904497227400394,0.04896253099117578,0.1232435578953758,0.14073513177019675,0.6625,0.006414188941054782,0.325,False,0.13821684265328332,0.027332738312020946,0.3375,80
A,15,BAND,ALL,53,0.08,0.8490566037735849,5,0.8493767806267808,0.043071293331671756,0.0002822193324177576,0.0002969999163755802,0.002940229167039206,0.55,0.0034683728768096027,1.0,False,0.0002822193324177576,0.002940229167039206,0.0,80
A,15,BAND,B136,48,0.08,0.875,5,0.875,0.045643546458763826,-4.519197403931675e-05,-4.5191974039316795e-05,0.003195581130982162,0.5,0.004289340061605392,1.0,False,-4.519197403931675e-05,0.003195581130982162,0.0,80
A,15,BAND,B136k20,16,0.08,0.6875,4,0.6875,0.1152443057161611,-0.0009417723136834616,-0.0009417723136834616,0.01076813485970327,0.475,0.00945049066765918,1.0,False,-0.0009417723136834616,0.01076813485970327,0.0,80
A,15,BAND,B136k40,16,0.08,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,80
A,15,BAND,B136k80,16,0.08,0.9375,2,0.9375,0.0625,0.0008061963915655113,0.0008061963915655113,0.0008061963915655113,0.5,0.0034175295171569946,1.0,False,0.0008061963915655113,0.0008061963915655113,0.0,80
A,15,BAND+,ALL,53,0.12,0.3018867924528302,6,0.34586894586894584,0.045204864347946315,0.0036009371993288193,0.007914357322307908,0.010190359248660689,0.625,0.007797739932907744,0.125,False,0.011257936092049284,0.0038374939822933326,0.45,80
A,15,BAND+,B136,48,0.12,0.3333333333333333,6,0.36041666666666666,0.05191639914323797,0.0065153969284353856,0.009643442228727237,0.010543688137871566,0.725,0.0099388952292714,0.3,False,0.01227647948438367,0.004791997378810011,0.35,80
A,15,BAND+,B136k20,16,0.12,0.3125,6,0.3546875,0.08936352636143004,0.01796816183604526,0.017726588463094876,0.015477636627803009,0.8625,0.012595680145113686,0.0,False,0.01265464930138907,0.012340836580218919,0.55,80
A,15,BAND+,B136k40,16,0.08,0.3125,4,0.4078125,0.07588990277863057,-0.001626267963865701,-0.0047538503625104145,0.012283925175523196,0.4,0.003356512821722498,0.125,False,-0.009261033922120361,0.006578894764694818,0.45,80
A,15,BAND+,B136k80,16,0.12,0.4375,3,0.5203125,0.080145741270201,0.0032944312662469945,0.00700969640490922,0.009646333342634997,0.625,0.003568844039619156,0.225,False,0.009469560741743363,0.0034325953448428245,0.3875,80
A,15,CADENCE,ALL,53,M,0.8679245283018868,3,0.8675035612535613,0.047361991307492905,0.022393980954596306,0.022323008412512155,0.008726579214632503,1.0,0.02979770183694038,1.0,False,0.022393980954596306,0.008726579214632503,0.0,80
A,15,CADENCE,B136,48,M,0.8541666666666666,3,0.8541666666666667,0.05667279378639768,0.024650909136043415,0.024650909136043415,0.010409980698198082,0.9875,0.03281040002201754,1.0,False,0.024650909136043415,0.010409980698198082,0.0,80
A,15,CADENCE,B136k20,16,M,0.8125,3,0.8125,0.10458250331675945,0.028021305728314107,0.028021305728314107,0.016969491912261714,0.8875,0.013197849280203441,1.0,False,0.028021305728314107,0.016969491912261714,0.0,80
A,15,CADENCE,B136k40,16,M,0.75,2,0.75,0.11180339887498948,0.045931421679816134,0.045931421679816134,0.02250055623827996,0.95,0.08523335078584919,1.0,False,0.045931421679816134,0.02250055623827996,0.0,80
A,15,CADENCE,B136k80,16,M,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,80
A,15,SLEEVE,ALL,53,0.3,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,80
A,15,SLEEVE,B136,48,0.3,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,80
A,15,SLEEVE,B136k20,16,0.3,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,80
A,15,SLEEVE,B136k40,16,0.3,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,80
A,15,SLEEVE,B136k80,16,0.3,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,80
A,15,SLEEVE+,ALL,53,0.45,0.3584905660377358,5,0.3711894586894587,0.0593612044805487,0.002067729856351923,0.0011487805762802348,0.004515914895005527,0.625,-0.002526860139258429,0.6,False,0.0003348099810920125,0.002586557158646198,0.2,80
A,15,SLEEVE+,B136,48,0.45,0.3958333333333333,5,0.3979166666666667,0.06246526812735395,0.0010462740496755,0.0017442614979613358,0.008564992669542403,0.725,0.002046334276203787,0.925,False,0.0017442614979613358,0.002469610216470626,0.0375,80
A,15,SLEEVE+,B136k20,16,0.35,0.4375,3,0.4890625,0.08881544681951446,-0.007038383550961797,-0.006810763907069112,0.012553561011519486,0.45,0.005017283162306122,0.0,False,0.0037292775774711157,0.003926383903183109,0.5,80
A,15,SLEEVE+,B136k40,16,0.45,0.75,3,0.75,0.10458250331675945,0.0008762483264756205,0.0008762483264756205,0.002125488125793677,0.675,0.0013419163590812442,1.0,False,0.0008762483264756205,0.002125488125793677,0.0,80
A,15,SLEEVE+,B136k80,16,0.5,0.5625,2,0.603125,0.09008459565874734,-0.0015166521349787195,-0.0013018882318557162,0.012709915024833368,0.5,0.0017237375618659137,0.0,False,0.009042885633990083,0.0025177940163240127,0.5,80
A,20,GROSS,ALL,53,1.0,0.9433962264150944,3,0.943482905982906,0.03252949280963493,-3.1958654091419883e-05,-3.175034403160202e-05,2.9001160713664882e-05,0.175,-0.005159592211957885,1.0,False,-3.1958654091419883e-05,2.9001160713664882e-05,0.0,80
A,20,GROSS,B136,48,1.0,0.9583333333333334,3,0.9583333333333333,0.02551551815399145,-3.771991143900616e-05,-3.771991143900616e-05,2.796202158106347e-05,0.0,-0.0034227852875414627,1.0,False,-3.771991143900616e-05,2.796202158106347e-05,0.0,80
A,20,GROSS,B136k20,16,1.0,0.9375,2,0.9375,0.0625,-2.668037012871355e-05,-2.668037012871355e-05,2.668037012871355e-05,0.0,0.004078403757608699,1.0,False,-2.668037012871355e-05,2.668037012871355e-05,0.0,80
A,20,GROSS,B136k40,16,1.0,0.9375,2,0.9375,0.0625,-8.647936418830493e-05,-8.647936418830493e-05,8.647936418830493e-05,0.0,-0.014346759620233088,1.0,False,-8.647936418830493e-05,8.647936418830493e-05,0.0,80
A,20,GROSS,B136k80,16,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,80
A,20,N,ALL,53,20,0.22641509433962265,10,0.23817663817663814,0.05190465674772438,-0.0024346629877676023,-0.003869174891389629,0.033827449002779,0.4375,0.03519979969261585,0.475,False,0.00017046017129670397,0.019249622156930733,0.2625,80
A,20,N,B136,48,20,0.22916666666666666,10,0.23645833333333335,0.04408354993645589,0.005291481606131532,0.0051139764140250565,0.03063350218184026,0.575,0.038138005009983975,0.675,False,0.004814531950892188,0.019785433778826515,0.1625,80
A,20,N,B136k20,16,20,0.625,4,0.6265625,0.13904494271188003,0.025155139413557424,0.01990531347250239,0.024147389276749767,0.7625,-0.024091165647763473,0.725,False,0.025724232839148903,0.023355986209091663,0.1375,80
A,20,N,B136k40,16,30,0.3125,6,0.3796875,0.080145741270201,0.01887685468645555,0.07545798320644549,0.11587248033102769,0.725,0.004426751389250557,0.05,False,0.08483263811429474,0.0259314589141456,0.4875,80
A,20,N,B136k80,16,50,0.3125,10,0.321875,0.10964252995530521,0.05435200541238918,0.138839355474071,0.15821435493658406,0.6875,0.0011218112085283449,0.375,False,0.14734047900513886,0.031473466367235886,0.3125,80
A,20,BAND,ALL,53,0.08,0.8679245283018868,5,0.8682692307692308,0.051098205892983896,0.0027112208662204164,0.0027196380453285837,0.0025512294493785156,0.875,0.004603688228923779,1.0,False,0.0027112208662204164,0.0025512294493785156,0.0,80
A,20,BAND,B136,48,0.08,0.8958333333333334,5,0.8958333333333333,0.04564354645876384,0.0025808070463287946,0.002580807046328795,0.0029149181221507048,0.7625,0.005516187161963733,1.0,False,0.0025808070463287946,0.0029149181221507048,0.0,80
A,20,BAND,B136k20,16,0.08,0.75,4,0.75,0.10458250331675945,0.006725151959167022,0.006725151959167022,0.007377929338503343,0.7875,0.012776438986016821,1.0,False,0.006725151959167022,0.007377929338503343,0.0,80
A,20,BAND,B136k40,16,0.08,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,80
A,20,BAND,B136k80,16,0.08,0.9375,2,0.9375,0.0625,0.001017269179819362,0.001017269179819362,0.001017269179819362,0.5,0.003772122499874374,1.0,False,0.001017269179819362,0.001017269179819362,0.0,80
A,20,BAND+,ALL,53,0.15,0.33962264150943394,6,0.36134259259259255,0.044493694718610505,0.0029434616312095973,0.0007771078991665346,0.010024551669323728,0.5375,0.008526365152983528,0.15,False,-0.004077904502548132,0.004998449854112013,0.425,80
A,20,BAND+,B136,48,0.12,0.3125,6,0.36041666666666666,0.053965974362452575,0.006052693741013408,0.009114812089646138,0.011875395500534403,0.65,0.011184068159208378,0.175,False,0.01355083710050976,0.0050339238716304545,0.4375,80
A,20,BAND+,B136k20,16,0.12,0.3125,6,0.3359375,0.08290089621801443,0.020058498523200078,0.019854194173428742,0.01589350867614619,0.9,0.013008317488240112,0.075,False,0.014265481046346973,0.012211641495788305,0.4875,80
A,20,BAND+,B136k40,16,0.08,0.3125,4,0.40625,0.08028270361665706,0.0007587737701444597,-0.001888265407126874,0.014315585678064516,0.425,0.0009791916754000297,0.15,False,-0.008335312162619755,0.006988198375361209,0.425,80
A,20,BAND+,B136k80,16,0.15,0.5,3,0.575,0.0960143218483576,0.001456954830424626,0.002022956877865738,0.010703068523503464,0.525,0.006387975896441718,0.0,False,-0.006401969609576272,0.0048999129781539235,0.5,80
A,20,CADENCE,ALL,53,M,0.8679245283018868,2,0.8679131054131055,0.0421746104698206,0.023398681026648372,0.023391214164573078,0.008045826012438166,1.0,0.029501194050171098,1.0,False,0.023398681026648372,0.008045826012438166,0.0,80
