panel,book,sleeve,a0,a_ols,b_ols,b_norm,R2,rho,mean_w,rng,n_empty,n,assets,sl_CAGR,sl_Sharpe,sl_MaxDD,sl_vol,sl_corr,sl_cush,sl_CAGR_IS,sl_Sharpe_IS,sl_MaxDD_IS,sl_cush_IS
broad,TOP20,TLT,4.5,2.484101738733185,-66.51064901518812,-14.780144225597361,0.41257070479760016,-0.8942558383337748,1.375,5,25,48,TLT,0.007669646650722228,0.1259333186227752,-0.33061776362783646,0.10179348547055865,-0.25379414873859085,38.05576635101216,0.028793493492692557,0.30968197902731043,-0.17624459642526602,70.89371952785577
broad,TOP20,UUP,6.125,5.949132459977024,-129.37897861835364,-21.12309854993529,0.7927451218683277,-0.9547957146462968,3.7916666666666665,7,13,48,UUP,0.0117556489012971,0.24750496183805434,-0.16759201030680337,0.05286536212096879,-0.10377652976864017,9.588311551782324,0.005691497106612431,0.1274083193461849,-0.16759201030680337,17.96124549541025
u56,EWALL,BOND2,4.0,3.8346041782456206,-461.0191369981331,-115.25478424953327,0.8419380398054025,-0.9151577084889583,3.1666666666666665,2,0,48,TLT+IEF,0.00706186211283466,0.1445193651376675,-0.24963913740833155,0.061978213194178816,-0.2245880818465541,25.43260097640795,0.022274193977632528,0.3646873838179464,-0.10998923035326191,40.56623807542824
u56,EWALL,CASH,2.0,1.5413483999406632,-186.71300891230442,-93.35650445615221,0.3302241867214837,-0.7546755289857198,1.2708333333333333,1,0,48,-,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
u56,EWALL,DEFEQ,0.0,0.0,0.0,,,,0.0,0,48,48,XLU+XLP,0.06310434997305503,0.6319807400472259,-0.2332609207770877,0.10568323544071766,0.528081321443233,-82.76619089506289,0.08735470131601186,0.9572435131197541,-0.09229953526496204,-84.01887207449526
u56,EWALL,ETF3,6.0,5.580133383059946,-659.2454538681111,-109.87424231135185,0.9022732013671853,-0.9322250567077883,4.625,3,0,48,TLT+GLD+UUP,0.029328045628668642,0.513769499057112,-0.16677573372506982,0.05974027054568013,-0.04898578212209205,4.927317834349787,0.03268976412006985,0.5032101469109769,-0.16677573372506982,17.96027942986869
u56,EWALL,GLD,8.0,8.010174198624577,-1272.4128181148474,-159.05160226435592,0.9648699345519273,-0.9742597782903332,6.166666666666667,5,0,48,GLD,0.06864800006295835,0.6269178944795303,-0.3338707288429954,0.11682706905128952,0.20436959820411724,-27.13361228223147,0.030953986709529202,0.32748218807433366,-0.3338707288429954,-13.935082421220718
u56,EWALL,IEF,4.0,3.5343500092631635,-368.8153095985063,-92.20382739962658,0.7633571560902317,-0.8354208676902325,3.0,2,0,48,IEF,0.012412623777739995,0.29731257124354243,-0.13367003064178484,0.04487892236444588,-0.21851745489209992,18.78034679571106,0.01890158747554227,0.39838757113555123,-0.07334030396045654,30.545496023876456
u56,EWALL,SHY,2.0,2.180660839354389,-239.7299512390291,-119.86497561951455,0.7740441562754947,-0.6471142215276842,1.8333333333333333,1,0,48,SHY,0.011293894605606702,1.217870145819303,-0.011840564842419576,0.00925687049838913,-0.11681892371978835,3.5644961873546928,0.006083002235264701,0.7940620930947421,-0.008129460179088221,4.657637299024654
u56,EWALL,SPY1,0.0,0.0,0.0,,,,0.0,0,48,48,SPY,0.09312579763252371,0.7866146814704678,-0.2619144720688358,0.12282356033102257,0.8394054773043639,-157.99163526486706,0.10104765303210206,0.893872798192794,-0.1410168078987296,-147.07917655370846
u56,EWALL,TLT,4.0,4.274807513431586,-534.7821989178341,-133.69554972945852,0.917119097531264,-0.8354208676902325,3.5,2,0,48,TLT,0.007656717503751853,0.12581338161575445,-0.33066251878628317,0.10176643417510337,-0.2337815912834353,40.73291118509886,0.028789005760160746,0.3096617031979077,-0.17624653560969383,66.74256225796238
u56,EWALL,UUP,4.0,4.015265017600008,-700.7490882371621,-175.18727205929054,0.918573111161912,-0.9151577084889583,3.0,3,0,48,UUP,0.01153239009927276,0.24355250418409832,-0.16814172407913852,0.05280369140549451,-0.13858224604896752,9.54740565612697,0.0055990295346048935,0.12591044942235438,-0.16814172407913852,16.161700419103095
u56,TOP20,BOND2,8.0,7.734894200197555,-173.66883100862594,-21.708603876078243,0.9787796071060536,-0.9770629701168039,5.729166666666667,8,2,48,TLT+IEF,0.00706186211283466,0.1445193651376675,-0.24963913740833155,0.061978213194178816,-0.2245880818465541,25.43260097640795,0.022274193977632528,0.3646873838179464,-0.10998923035326191,40.56623807542824
u56,TOP20,CASH,5.875,5.735690619033737,-119.6212575272557,-20.361065111022246,0.867030440290827,-0.8468481842694567,4.354166666666667,6,2,48,-,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
u56,TOP20,DEFEQ,0.0,0.0,0.0,,,,0.0,0,48,48,XLU+XLP,0.06310434997305503,0.6319807400472259,-0.2332609207770877,0.10568323544071766,0.528081321443233,-82.76619089506289,0.08735470131601186,0.9572435131197541,-0.09229953526496204,-84.01887207449526
u56,TOP20,ETF3,8.875,9.073929199647136,-188.5935933987681,-21.24998235479077,0.9376556218568016,-0.9228021699962081,6.895833333333333,9,1,48,TLT+GLD+UUP,0.029328045628668642,0.513769499057112,-0.16677573372506982,0.05974027054568013,-0.04898578212209205,4.927317834349787,0.03268976412006985,0.5032101469109769,-0.16677573372506982,17.96027942986869
u56,TOP20,GLD,8.625,9.489924803232013,-161.47722214598969,-18.721996770549527,0.738179512625532,-0.5227188772787174,7.625,9,2,48,GLD,0.06864800006295835,0.6269178944795303,-0.3338707288429954,0.11682706905128952,0.20436959820411724,-27.13361228223147,0.030953986709529202,0.32748218807433366,-0.3338707288429954,-13.935082421220718
u56,TOP20,IEF,7.25,7.389712450257628,-163.623496557856,-22.568758145911172,0.971361868201013,-0.9630583537313713,5.5,8,2,48,IEF,0.012412623777739995,0.29731257124354243,-0.13367003064178484,0.04487892236444588,-0.21851745489209992,18.78034679571106,0.01890158747554227,0.39838757113555123,-0.07334030396045654,30.545496023876456
u56,TOP20,SHY,4.875,5.07077945507474,-117.96937585960613,-24.198846330175616,0.919732910430785,-0.8869042406925592,3.7083333333333335,5,3,48,SHY,0.011293894605606702,1.217870145819303,-0.011840564842419576,0.00925687049838913,-0.11681892371978835,3.5644961873546928,0.006083002235264701,0.7940620930947421,-0.008129460179088221,4.657637299024654
u56,TOP20,SPY1,0.0,0.0,0.0,,,,0.0,0,48,48,SPY,0.09312579763252371,0.7866146814704678,-0.2619144720688358,0.12282356033102257,0.8394054773043639,-157.99163526486706,0.10104765303210206,0.893872798192794,-0.1410168078987296,-147.07917655370846
u56,TOP20,TLT,8.5,8.50415678844213,-189.7677855330703,-22.325621827420036,0.9576515095329114,-0.9587554137031897,6.3125,10,2,48,TLT,0.007656717503751853,0.12581338161575445,-0.33066251878628317,0.10176643417510337,-0.2337815912834353,40.73291118509886,0.028789005760160746,0.3096617031979077,-0.17624653560969383,66.74256225796238
u56,TOP20,UUP,8.625,8.73258681678427,-202.33119356538407,-23.458689109030036,0.933833552029275,-0.9189059562406845,6.395833333333333,9,3,48,UUP,0.01153239009927276,0.24355250418409832,-0.16814172407913852,0.05280369140549451,-0.13858224604896752,9.54740565612697,0.0055990295346048935,0.12591044942235438,-0.16814172407913852,16.161700419103095
