panel,book,sleeve,a0,a_ols,b_ols,b_norm,R2,rho,mean_w,rng,n_empty,n,assets,sl_CAGR,sl_Sharpe,sl_MaxDD,sl_vol,sl_corr,sl_cush,sl_CAGR_IS,sl_Sharpe_IS,sl_MaxDD_IS,sl_cush_IS
broad,EWALL,BOND2,4.0,4.081424136221638,-494.30773107990103,-123.57693276997526,0.897708963465965,-0.9151577084889583,3.3333333333333335,2,0,48,TLT+IEF,0.007066467156118472,0.14457082938882126,-0.24972387101369553,0.06199496893649627,-0.24273335805772706,23.119458983848098,0.022295945465366618,0.36506427575056183,-0.10998989598036912,43.943514676301696
broad,EWALL,CASH,0.375,0.13263351277077848,-46.34134978874068,-123.57693276997514,0.0748090802888306,-0.37361156999544354,0.0625,1,45,48,-,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
broad,EWALL,DEFEQ,0.0,0.0,0.0,,,,0.0,0,48,48,XLU+XLP,0.06350136723158273,0.635497933754438,-0.23328471972171583,0.1056864419089674,0.5208401498021443,-74.94491128579912,0.08797315155732632,0.963011112186555,-0.0921530879224085,-86.52659260639574
broad,EWALL,ETF3,5.0,4.628497698951629,-635.5385113884445,-127.1077022776889,0.927479923989071,-0.9302853070180422,3.6666666666666665,3,0,48,TLT+GLD+UUP,0.02974873783756471,0.5203279909247169,-0.16666315369868556,0.05977688502486969,-0.08374489274409136,7.314685579526719,0.033174993298113575,0.5097489807359241,-0.16666315369868556,28.58201269978836
broad,EWALL,GLD,6.0,6.541983618308708,-688.5000540041483,-114.75000900069138,0.7740449736007555,-0.6471142215276842,5.5,3,0,48,GLD,0.0690638100732981,0.6303664828643782,-0.3338707288429954,0.11680023122100863,0.14338134477177222,-20.543204040436002,0.030953986709529202,0.32748218807433366,-0.3338707288429954,6.859272360325938
broad,EWALL,IEF,4.0,4.015266089634127,-670.8462064655798,-167.71155161639496,0.9185740810975435,-0.9151577084889583,3.0,3,0,48,IEF,0.012429511540202887,0.29760865506725825,-0.1336204390605541,0.04489235134090969,-0.23521557602488213,16.864367495598643,0.018937406714425675,0.399180058318825,-0.07338515631563858,33.16069535883554
broad,EWALL,SHY,1.0,1.1806612061029034,-229.50001800138256,-229.50001800138256,0.7740449736007555,-0.6471142215276842,0.8333333333333334,1,8,48,SHY,0.01141186140790329,1.226809119360543,-0.011748378066733456,0.009284714317866092,-0.13094251961378645,3.0947654361593178,0.006084343565166961,0.7921337069292492,-0.008122785017697254,4.557610938681202
broad,EWALL,SPY1,0.0,0.0,0.0,,,,0.0,0,48,48,SPY,0.09364563489381705,0.790404155421765,-0.2619040213716005,0.12283882146526393,0.8055981010527898,-148.21125990098514,0.10105594069772983,0.8939555891333838,-0.14101624598526374,-149.83946792102728
broad,EWALL,TLT,5.0,4.628497698951629,-635.5385113884445,-127.1077022776889,0.927479923989071,-0.9302853070180422,3.6666666666666665,3,0,48,TLT,0.007669646650722228,0.1259333186227752,-0.33061776362783646,0.10179348547055865,-0.25379414873859085,38.05576635101216,0.028793493492692557,0.30968197902731043,-0.17624459642526602,70.89371952785577
broad,EWALL,UUP,3.0,3.26208534232454,-723.8077490812834,-241.26924969376114,0.9389302934210347,-0.9151577084889583,2.1666666666666665,3,8,48,UUP,0.0117556489012971,0.24750496183805434,-0.16759201030680337,0.05286536212096879,-0.10377652976864017,9.588311551782324,0.005691497106612431,0.1274083193461849,-0.16759201030680337,17.96124549541025
broad,TOP20,BOND2,5.25,2.936691799662006,-78.65957635506668,-14.98277644858413,0.41961441169884406,-0.9114200514707907,1.625,6,24,48,TLT+IEF,0.007066467156118472,0.14457082938882126,-0.24972387101369553,0.06199496893649627,-0.24273335805772706,23.119458983848098,0.022295945465366618,0.36506427575056183,-0.10998989598036912,43.943514676301696
broad,TOP20,CASH,2.625,2.099639535788552,-50.95121121963572,-19.40998522652789,0.6124735932337415,-0.9275285752738338,1.25,3,18,48,-,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
broad,TOP20,DEFEQ,0.0,0.0,0.0,,,,0.0,0,48,48,XLU+XLP,0.06350136723158273,0.635497933754438,-0.23328471972171583,0.1056864419089674,0.5208401498021443,-74.94491128579912,0.08797315155732632,0.963011112186555,-0.0921530879224085,-86.52659260639574
broad,TOP20,ETF3,6.75,6.58667361088447,-142.6243868480158,-21.129538792298636,0.7823648905029459,-0.9314130876023955,4.208333333333333,7,13,48,TLT+GLD+UUP,0.02974873783756471,0.5203279909247169,-0.16666315369868556,0.05977688502486969,-0.08374489274409136,7.314685579526719,0.033174993298113575,0.5097489807359241,-0.16666315369868556,28.58201269978836
broad,TOP20,GLD,6.0,6.755537024537163,-120.26810928843501,-20.044684881405836,0.7834263941830014,-0.7591319728713518,4.75,6,8,48,GLD,0.0690638100732981,0.6303664828643782,-0.3338707288429954,0.11680023122100863,0.14338134477177222,-20.543204040436002,0.030953986709529202,0.32748218807433366,-0.3338707288429954,6.859272360325938
broad,TOP20,IEF,5.0,2.7132561092638414,-74.00591569145102,-14.801183138290204,0.3930141069227553,-0.8856656487198751,1.4791666666666667,6,28,48,IEF,0.012429511540202887,0.29760865506725825,-0.1336204390605541,0.04489235134090969,-0.23521557602488213,16.864367495598643,0.018937406714425675,0.399180058318825,-0.07338515631563858,33.16069535883554
broad,TOP20,SHY,3.375,2.501054950068208,-63.77929771632048,-18.897569693724588,0.5251951468777487,-0.9125687863974199,1.4375,4,23,48,SHY,0.01141186140790329,1.226809119360543,-0.011748378066733456,0.009284714317866092,-0.13094251961378645,3.0947654361593178,0.006084343565166961,0.7921337069292492,-0.008122785017697254,4.557610938681202
broad,TOP20,SPY1,0.0,0.0,0.0,,,,0.0,0,48,48,SPY,0.09364563489381705,0.790404155421765,-0.2619040213716005,0.12283882146526393,0.8055981010527898,-148.21125990098514,0.10105594069772983,0.8939555891333838,-0.14101624598526374,-149.83946792102728
