panel,fold,ratio_GROSS,ratio_DEG@0.00,ratio_DEG@0.01,ratio_DEG@0.03,ratio_DEG@0.10,ratio_DEG@0.30,ratio_DEG@1.00
U56,2013,0.0032369871058399646,0.0,0.02725981871252431,0.07997475427596362,0.250755339434595,0.619217674111529,1.0
U56,2014,0.0010970735319037305,0.0,0.03144696118735784,0.09235749424808032,0.28949163294218827,0.7154175262985388,1.0
U56,2015,0.011467124525680567,0.0,0.03311606655461578,0.09705785874440283,0.3030868294592199,0.7422651264446377,1.0
U56,2016,0.034589655123714314,0.0,0.0587610584692598,0.17069008430690757,0.5217499201260741,1.1942548121035783,1.0
U56,2017,0.02427584079609699,0.0,0.05167520042222929,0.1490398267880673,0.4457864516680069,0.9429423457661192,1.0
U56,2018,0.01726269744269995,0.0,0.02522334870216371,0.07224399140581685,0.2122081080588735,0.41698503341584353,1.0
U56,2019,0.026958498870295982,0.0,0.05436524695830274,0.15720222120045846,0.4766974232099259,1.0695778111246865,1.0
U56,2020,0.01396609704167404,0.0,0.015918432781284384,0.04507764428149169,0.128605390076466,0.24276409158665202,1.0
U56,2021,0.006541128935987719,0.0,0.011888627948747371,0.03366507002754648,0.09474602873923098,0.14280081772478115,1.0
U56,2022,0.005593103790165844,0.0,0.004818664939814091,0.012997182661239453,0.03544662129819272,0.10471789730338818,1.0
U56,2023,0.009406584704414578,0.0,0.008614849434332088,0.024173269033128195,0.06624143892606035,0.13437680642322966,1.0
U56,2024,0.007786453166256663,0.0,0.006749888481667016,0.018665941411061416,0.048901209373868985,0.1214597904536403,1.0
U56,2025,0.012227318726969746,0.0,0.0332907828510231,0.0958666715118889,0.28439825572390875,0.5722283179658828,1.0
U56,2026,0.008218837192238967,0.0,0.007509777527072634,0.020347502684026696,0.04948165323374123,0.06991283456618946,1.0
B136,2013,0.011124948486373857,0.0,0.017743327926362983,0.05235624901443111,0.1664922693934833,0.4347453962377555,1.0
B136,2014,0.008363183275817324,0.0,0.01486112997891906,0.043797245672252134,0.13847321387242875,0.35549143020519974,1.0
B136,2015,0.013332227198161909,0.0,0.0168449575209963,0.04968734612075128,0.15773864965021933,0.40927169011735853,1.0
B136,2016,0.01638117922136125,0.0,0.01791043428640012,0.0528753457027804,0.16840486427759258,0.44133094414539253,1.0
B136,2017,0.01905081817728501,0.0,0.02101147849715068,0.06206575809222575,0.19734598294801026,0.5132544618736291,1.0
B136,2018,0.029726306913769217,0.0,0.018455169164604466,0.054120403747292385,0.16823434181323615,0.40638720744771006,1.0
B136,2019,0.02841193975950325,0.0,0.01571451163141552,0.0460554122494633,0.1431475767997746,0.36219650036908907,1.0
B136,2020,0.04069034787310369,0.0,0.013927475469406097,0.04021194452736198,0.12935623831875592,0.36148846400591456,1.0
B136,2021,0.01903458985634477,0.0,0.01440963978644743,0.04175164609375601,0.1351659244828582,0.3795176086927747,1.0
B136,2022,0.018242405439032987,0.0,0.01014465396004624,0.03048652898247222,0.10108862000932851,0.2968344780272906,1.0
B136,2023,0.024871092688901357,0.0,0.0076596601772960455,0.021638433143486777,0.06987544817240597,0.20191821572769791,1.0
B136,2024,0.01743005552011587,0.0,0.005581551829718988,0.0161295710476363,0.049284423005487424,0.1731987143164469,1.0
B136,2025,0.023919619317737496,0.0,0.011517658238964544,0.032219105937763115,0.08789472291316702,0.1947542085632825,1.0
B136,2026,0.022554356930883798,0.0,0.008044320945759017,0.022892154412037253,0.07224051705583014,0.18447314969165254,1.0
SMALL,2013,0.007417217184578113,0.0,0.00941601779631078,0.02847466456203576,0.09681212909062939,0.3023847489592365,1.0
SMALL,2014,0.00691721459905333,0.0,0.008010321192513069,0.024364315424010404,0.08453569112358468,0.27693000604079976,1.0
SMALL,2015,0.00942545321324011,0.0,0.008834699959351969,0.02684596911506939,0.09258678749863666,0.29732258038293735,1.0
SMALL,2016,0.016999688976682633,0.0,0.008904986824467142,0.02707889479304415,0.09360291423097228,0.3007122358721411,1.0
SMALL,2017,0.00917731804173475,0.0,0.007927027356454574,0.02422615883316961,0.08497026135623333,0.282159594967709,1.0
SMALL,2018,0.007245750017044443,0.0,0.009280996271612203,0.02808828428793364,0.09584581355436247,0.29968252934056766,1.0
SMALL,2019,0.0039015358910003692,0.0,0.010041001434037213,0.030318726136223634,0.10280046751795505,0.3180854641725765,1.0
SMALL,2020,0.0045950995192874265,0.0,0.009784850160315047,0.029605778601213644,0.10101652074668666,0.31543165825059455,1.0
SMALL,2021,0.007008304677203103,0.0,0.00932808048031516,0.028229660265487063,0.09648391277874176,0.30389203000567083,1.0
SMALL,2022,0.0030969204685311275,0.0,0.009054559242554544,0.027425048466982193,0.09400178349177288,0.29823401200225247,1.0
SMALL,2023,0.0008389415754685923,0.0,0.009562476872989509,0.028915479539220797,0.09858613741607891,0.3084050743408557,1.0
SMALL,2024,0.00041644283391999707,0.0,0.009704952563709554,0.029342275907952242,0.09999725974578501,0.3122123532198987,1.0
SMALL,2025,0.0002652172822030057,0.0,0.00836084148163403,0.02544557594297942,0.08847946762996584,0.2889694077845661,1.0
SMALL,2026,0.0060131425334526015,0.0,0.00904042050845179,0.027429319998051933,0.0944918557435929,0.30203686709226574,1.0
