panel,subwin,mu_book,mu_spy,sd_book,sd_spy,mean_term,vol_term,total,check,mean_dominates
U56,ISH1_HALF,0.08620094684351524,0.17285246913736624,0.11807924371332933,0.2063285759062449,-0.41996859578590406,0.312241425013522,-0.10772717077238209,-5.551115123125783e-17,False
U56,ISH2_HALF,0.13156077359951193,0.13549861536151714,0.10456906868662233,0.12779139989428956,-0.030814606970912223,0.22862691997664406,0.19781231300573182,1.6653345369377348e-16,False
U56,CAL0912,0.08111158184757182,0.16723065827938935,0.11797744676193248,0.20634013400795634,-0.41736464331508494,0.2944212043030729,-0.12294343901201205,5.551115123125783e-17,False
U56,CAL0910,0.12259770309127567,0.23389075805693932,0.13177690105757092,0.22509142194983972,-0.4944349011685778,0.3856855156148127,-0.10874938555376512,0.0,False
U56,CAL1112,0.04003866898278935,0.10123450371874722,0.10257143366655509,0.1860571497691442,-0.32890880469731143,0.1751535802110597,-0.15375522448625173,-5.551115123125783e-17,False
U56,CAL1316,0.1364246985240392,0.14121846105816627,0.10473047563044167,0.12818568400758407,-0.03739701957547329,0.23835249223098084,0.20095547265550756,-5.551115123125783e-17,False
U56,Y2009,0.15614996468395992,0.313687135297965,0.13598206119133383,0.2643380033462607,-0.595968678811743,0.5575921411621332,-0.0383765376496098,1.1102230246251565e-16,False
U56,Y2010,0.08997744876505487,0.1563109468503866,0.12779345791874805,0.17929479816134652,-0.3699688934959426,0.20224411567375467,-0.16772477782218792,-5.551115123125783e-17,False
U56,Y2011,0.015628843390737848,0.045277307964546876,0.11438431417465011,0.2301690795931717,-0.12881167455773496,0.06873292178047519,-0.06007875277725977,2.7755575615628914e-17,False
U56,Y2012,0.06464377317957726,0.15763935703898116,0.08930223380532575,0.1273696228044083,-0.730123728184467,0.2163473613017312,-0.5137763668827358,0.0,True
U56,Y2013,0.25925412502845585,0.2862276471367029,0.10250630655213457,0.11074010722439565,-0.2435750044343905,0.18804877089749325,-0.05552623353689726,8.326672684688674e-17,False
U56,Y2014,0.08578212802737126,0.13265243565786144,0.10162042243469847,0.11245022269256083,-0.4168093802591545,0.08129726711998335,-0.3355121131391711,-5.551115123125783e-17,True
U56,Y2015,0.11135165215044826,0.024146769040609084,0.12185791067075322,0.15431869340062057,0.5650960437012649,0.19221327914741046,0.7573093228486754,0.0,True
U56,Y2016,0.08931088888988145,0.12184699239749164,0.09077284902832661,0.1306132493397172,-0.2491026268168686,0.30011306689031647,0.05101044007344788,-2.7755575615628914e-17,False
