panel,N,H,null_mean,null_median50,null_sd,real_IS,excess50
U56,5,21,0.8040842823938243,0.796165617132655,0.17206808837822563,1.0958470364702464,0.2996814193375914
U56,5,63,0.9281199350802294,0.9199436605464784,0.21738597367060478,1.1970228992107508,0.2770792386642724
U56,5,126,0.9357039915091403,0.8992040266269818,0.2053477879637776,1.1166700991092462,0.21746607248226435
U56,5,252,0.8524960867842905,0.865243796398905,0.17864303848907548,0.836390022596858,-0.02885377380204701
U56,10,21,0.9228284651641968,0.9283485498446882,0.12783723773104702,1.140442567135642,0.21209401729095378
U56,10,63,0.995964394151446,0.9807314275978041,0.14620110714052081,1.1869852932028384,0.20625386560503434
U56,10,126,1.0842248892839672,1.1160036047704323,0.1452691481494204,1.1239476420411478,0.007944037270715576
U56,10,252,0.9995071629970086,0.9729823966220057,0.14104353571151743,0.9314440748128906,-0.0415383218091151
U56,15,21,0.9665489801963817,0.9544498532031537,0.09557611261941128,1.0930184779198981,0.13856862471674447
U56,15,63,1.0905454675279214,1.0833110846758731,0.1206617376210673,1.1732997807076586,0.0899886960317855
U56,15,126,1.0625923424673642,1.0594200240044414,0.10893317782037623,1.1485301048192222,0.08911008081478089
U56,15,252,1.0324266926695425,1.0389576490526706,0.10929833301897045,0.9879429502055862,-0.05101469884708443
U56,20,21,0.978069399594769,0.9696245763683994,0.07621501292943181,1.1178208341203901,0.14819625775199075
U56,20,63,1.092705609769972,1.1005254989128956,0.08040993204292318,1.1190446826095897,0.01851918369669403
U56,20,126,1.0736836457141348,1.0674041155962712,0.1084679614494462,1.1157639886864141,0.04835987309014289
U56,20,252,1.03251727790709,1.041395414917193,0.07978730410998645,1.1321557001713343,0.09076028525414137
U56,25,21,0.986832706149298,0.9934042949102404,0.06063256905913763,1.039926448313035,0.04652215340279464
U56,25,63,1.0935266987257684,1.0851173057127061,0.05020143282663365,1.164142080533127,0.07902477482042092
U56,25,126,1.080632639123313,1.086495456801238,0.07448612525717402,1.099812948776019,0.01331749197478116
U56,25,252,1.0549983408071861,1.0478450163256126,0.0732583922458771,1.1090636008426107,0.06121858451699813
U56,30,21,0.9977402418479001,0.9891441346481182,0.048934814254523736,1.0192995073540747,0.030155372705956474
U56,30,63,1.1166572066523728,1.117770486693109,0.04558547153228566,1.1831257208721455,0.06535523417903644
U56,30,126,1.1229113880046382,1.1203892706446577,0.06122863710716381,1.1236242415725988,0.0032349709279411165
U56,30,252,1.0723722418522377,1.072493912371138,0.05674047067126763,1.0892174790931213,0.016723566721983385
B136,5,21,0.7927683002015838,0.8059375553730869,0.18305408191883563,1.0898026316324079,0.283865076259321
B136,5,63,0.9673731667953221,0.9725298707126333,0.17183865420865507,1.4618218579099092,0.48929198719727585
B136,5,126,1.022668386814607,1.0260689712386897,0.16943942629596317,1.2860497954477663,0.25998082420907664
B136,5,252,0.9407664595736778,0.9210189752037348,0.1594248984809919,1.0555902153970083,0.1345712401932735
B136,10,21,0.8801277852700976,0.8763248404309645,0.13368215043006118,1.2367484776621376,0.3604236372311731
B136,10,63,0.9870628301247014,0.9982215287471079,0.1174074425037193,1.295061931422953,0.2968404026758451
B136,10,126,1.042701984884073,1.037778339079224,0.13503486332930456,1.2859310870698761,0.24815274799065223
B136,10,252,0.9783550563503849,0.9930131677608862,0.1294029920321782,0.9232661493844728,-0.0697470183764134
B136,15,21,0.9274395667911804,0.9376091712138155,0.10127490106151779,1.1520485084037897,0.2144393371899742
B136,15,63,1.0621586854651823,1.0566690215865244,0.1099280427009157,1.255219840270686,0.19855081868416158
