panel,chooser,N,gross,is_sharpe,oos_CAGR,oos_Sharpe,oos_MaxDD,pass4b
U56,"C_FULL (N,g free)",40,1.0,1.1630270679633525,0.1893156592057894,1.1212604490918758,-0.2909326429708806,False
U56,"C_NFREE (g=0.75, N free)",40,0.75,1.1622879731188542,0.14166114183036194,1.121563798192138,-0.22455514379479757,False
U56,"ANCHOR (N=20,g=0.75)",20,0.75,1.115763165916695,0.17323365236641508,1.1856777042016955,-0.19127562163086176,True
B136,"C_FULL (N,g free)",10,1.0,1.2878670399685623,0.22152274151599505,0.925293619873677,-0.26250734179277035,False
B136,"C_NFREE (g=0.75, N free)",10,0.75,1.285994052600802,0.16773144987130206,0.9212099573945601,-0.20203525823476898,True
B136,"ANCHOR (N=20,g=0.75)",20,0.75,1.1391139987864047,0.16187458516000497,1.0179537645049168,-0.20740187631179052,False
SMALL,"C_FULL (N,g free)",25,1.0,0.7644407322900777,0.0689514891496179,0.3960738988696489,-0.47767570902868517,False
SMALL,"C_NFREE (g=0.75, N free)",25,0.75,0.7634819746663297,0.05721120433826998,0.3961624421242567,-0.3755243306849394,False
SMALL,"ANCHOR (N=20,g=0.75)",20,0.75,0.6401415772704396,0.06698806653983391,0.43984693026555094,-0.365105167152756,False
