file,dial,n_rungs,rung_lo,rung_hi,dSharpe_lo,LOW2,HI2,OLS,flag_OLS,flag_LOW2
2026-09-04_drawdown-control_C.grid.csv,uni,3,5.0,25.0,0.017646503896614207,-24.744697864128774,-24.691532454896493,-24.705276140828794,False,False
2026-09-04_drawdown-control_C.grid.csv,uni,3,5.0,25.0,0.017646503896614207,-24.744697864128774,-24.691532454896493,-24.705276140828794,False,False
2026-09-04_drawdown-control_C.grid.csv,uni,3,5.0,25.0,0.3014120319375029,660.33343499009,639.2730576191694,643.1413309262854,False,False
2026-09-04_drawdown-control_C.grid.csv,uni,3,5.0,25.0,0.3014120319375029,660.33343499009,639.2730576191694,643.1413309262854,False,False
2026-09-04_drawdown-control_C.grid.csv,uni,3,5.0,25.0,-0.044857102839095594,217.95718194838918,12.35915887354016,10.095874248983732,True,False
2026-09-04_drawdown-control_C.grid.csv,uni,3,5.0,25.0,-0.044857102839095594,217.95718194838918,12.35915887354016,10.095874248983732,True,False
2026-09-04_drawdown-control_C.grid.csv,uni,3,5.0,25.0,0.3475319859744491,1307.601012258282,1246.2230775331038,1257.4612810072827,False,False
2026-09-04_drawdown-control_C.grid.csv,uni,3,5.0,25.0,0.3475319859744491,1307.601012258282,1246.2230775331038,1257.4612810072827,False,False
2026-09-04_drawdown-control_C.grid.csv,uni,3,5.0,25.0,0.10802727941888032,-26.485247695044016,167.9260576662679,-5883.603460410833,False,False
2026-09-04_drawdown-control_C.grid.csv,uni,3,5.0,25.0,0.10802727941888032,-26.485247695044016,167.9260576662679,-5883.603460410833,False,False
2026-09-04_drawdown-control_C.grid.csv,uni,3,5.0,25.0,0.059026672310291906,169.63122325066945,162.72575633916767,163.90627666364293,False,False
2026-09-04_drawdown-control_C.grid.csv,uni,3,5.0,25.0,0.059026672310291906,169.63122325066945,162.72575633916767,163.90627666364293,False,False
2026-09-04_drawdown-control_C.grid.csv,uni,3,5.0,25.0,0.5818655632738747,152.2661333688699,30.583288450561444,32.27304283584318,False,False
2026-09-04_drawdown-control_C.grid.csv,uni,3,5.0,25.0,0.5818655632738747,152.2661333688699,30.583288450561444,32.27304283584318,False,False
2026-09-04_drawdown-control_C.grid.csv,uni,3,5.0,25.0,0.5318782383751032,563.4479949909104,549.8145115694241,552.3268043511923,False,False
2026-09-04_drawdown-control_C.grid.csv,uni,3,5.0,25.0,0.5318782383751032,563.4479949909104,549.8145115694241,552.3268043511923,False,False
2026-09-04_drawdown-control_C.grid.csv,uni,3,5.0,25.0,-0.2602489694198512,95.80365630903421,95.05208287728368,95.17534426571896,False,False
2026-09-04_drawdown-control_C.grid.csv,uni,3,5.0,25.0,-0.2602489694198512,95.80365630903421,95.05208287728368,95.17534426571896,False,False
2026-09-04_drawdown-control_C.grid.csv,uni,3,5.0,25.0,0.1557496815455009,-323.82593921155933,64.4352280700962,76.6610658338626,False,False
2026-09-04_drawdown-control_C.grid.csv,uni,3,5.0,25.0,0.1557496815455009,-323.82593921155933,64.4352280700962,76.6610658338626,False,False
2026-09-04_drawdown-control_C.grid.csv,uni,3,5.0,25.0,0.1893847691813614,-389.9000855777078,-148.82360213532635,-171.22431174691962,False,False
2026-09-04_drawdown-control_C.grid.csv,uni,3,5.0,25.0,0.1893847691813614,-389.9000855777078,-148.82360213532635,-171.22431174691962,False,False
