panel,book,cost,pick,pick_OOS,pick_OOS_CAGR,donothing_OOS,best_matched_OOS,cond_pick,cond_pick_OOS,oracle_OOS,v2_OOS,spy_OOS,pick_is_matched,pick_is_control,regret,vs_donothing,cond_vs_matched
broad,EWall,10.0,cond:band3-dg@hivol80,1.2220170361988185,0.11077863077652972,1.1022031339130582,1.1039403253429994,cond:band3-dg@hivol80,1.2220170361988185,1.257919286349079,1.1185082795688426,0.8820239235972316,False,False,0.035902250150260384,0.11981390228576028,0.11807671085581917
broad,EWall,25.0,cond:band3-dg@hivol80,1.1884190062583146,0.10744039084071177,1.0913501695849346,1.0922102986565116,cond:band3-dg@hivol80,1.1884190062583146,1.2297693779432628,1.0740236940215924,0.8820239235972316,False,False,0.04135037168494815,0.09706883667338007,0.096208707601803
broad,TOP20,10.0,always:g200-dg@spy200,0.9217135320015324,0.14279203951730723,0.9301240819488711,0.9305647231803071,cond:g200-dg@spy200,0.9223338258776407,0.9632533382381105,1.1185082795688426,0.8820239235972316,False,False,0.04153980623657816,-0.008410549947338697,-0.008230897302666462
broad,TOP20,25.0,always:g200-dg@spy200,0.795080634153901,0.12011696216268697,0.8066189970303554,0.8071367211005456,cond:g200-dg@spy200,0.7957080255080978,0.8295672846119374,1.0740236940215924,0.8820239235972316,False,False,0.03448665045803645,-0.011538362876454489,-0.011428695592447746
broad,V1u,10.0,cond:ddctl8@hivol80,0.543918817894439,0.053072756882055705,0.5726795060813383,0.573443245278702,cond:ddctl8@hivol80,0.543918817894439,0.5981719379505658,1.1185082795688426,0.8820239235972316,False,False,0.05425312005612681,-0.028760688186899364,-0.029524427384263086
broad,V1u,25.0,cond:g200-dg@breadth20,0.12582757768896002,0.007794565863746383,0.14599987578246443,0.1463110192196578,cond:g200-dg@breadth20,0.12582757768896002,0.15443721301851107,1.0740236940215924,0.8820239235972316,False,False,0.028609635329551047,-0.020172298093504404,-0.020483441530697782
small,EWall,10.0,cond:ddctl8@spy200,0.6516645282730028,0.0865760297135878,0.6366624355474834,0.6386587649998615,cond:ddctl8@spy200,0.6516645282730028,0.7042019824504229,0.5680478275902296,0.8820109845896832,False,False,0.05253745417742006,0.015002092725519445,0.013005763273141291
small,EWall,25.0,always:ddctl8@spy200,0.6830863344772166,0.07553049086706154,0.6206770724346838,0.6220122134027518,cond:ddctl8@hivol80,0.6223463154768913,0.6830863344772166,0.5072384596571063,0.8820109845896832,False,False,0.0,0.06240926204253272,0.00033410207413953064
small,TOP20,10.0,cond:vol60-dg@breadth20,0.632655344004941,0.11190079979294887,0.8091056551333645,0.8093618280038992,cond:vol60-dg@breadth20,0.632655344004941,0.82310420438429,0.5680478275902296,0.8820109845896832,False,False,0.19044886037934905,-0.17645031112842358,-0.17670648399895827
small,TOP20,25.0,cond:abs12-dg@spy200,0.6889965569127572,0.1386942897491672,0.6962918593916119,0.6965828737953316,cond:abs12-dg@spy200,0.6889965569127572,0.7264140476438068,0.5072384596571063,0.8820109845896832,False,False,0.03741749073104961,-0.007295302478854682,-0.007586316882574384
small,V1u,10.0,cond:g200-dg@spy200,0.5680163636988143,0.07518421318546942,0.5310569496765438,0.5338992961193285,cond:g200-dg@spy200,0.5680163636988143,0.6204095129763894,0.5680478275902296,0.8820109845896832,False,False,0.0523931492775751,0.03695941402227043,0.03411706757948574
small,V1u,25.0,cond:g200-dg@spy200,0.2300230528567851,0.023274130514942648,0.19789328807651987,0.20045148706264734,cond:g200-dg@spy200,0.2300230528567851,0.26308789123703524,0.5072384596571063,0.8820109845896832,False,False,0.03306483838025015,0.03212976478026522,0.02957156579413775
u56,EWall,10.0,cond:band3-dg@hivol80,1.2831219778714742,0.11767489188163394,1.1357457661990906,1.1358714277991542,cond:band3-dg@hivol80,1.2831219778714742,1.3218258891720662,1.2850846619485738,0.8820109845896832,False,False,0.03870391130059203,0.14737621167238357,0.14725055007232002
u56,EWall,25.0,cond:band3-dg@hivol80,1.2514355358628761,0.1144850906723649,1.125049412500613,1.1250492590530983,cond:band3-dg@hivol80,1.2514355358628761,1.2874499271047564,1.2482558034007076,0.8820109845896832,False,False,0.03601439124188022,0.12638612336226318,0.12638627680977788
u56,TOP20,10.0,cond:vol60-dg@hivol80,1.149680386662797,0.15109804459669407,1.1676757786012193,1.1677747659980815,cond:vol60-dg@hivol80,1.149680386662797,1.217108816405319,1.2850846619485738,0.8820109845896832,False,False,0.06742842974252206,-0.017995391938422367,-0.01809437933528457
u56,TOP20,25.0,cond:vol60-dg@hivol80,1.0447061466661904,0.135512097852726,1.0721881027666573,1.0723527629671206,cond:vol60-dg@hivol80,1.0447061466661904,1.1258600925580247,1.2482558034007076,0.8820109845896832,False,False,0.08115394589183422,-0.027481956100466887,-0.027646616300930127
u56,V1u,10.0,MATCHED[always:vol60-dg@spy200],0.7132062554805877,0.07552062361592182,0.7135811186539041,0.7163491371654641,cond:vol60-dg@spy200,0.7135811186539041,0.745003428438126,1.2850846619485738,0.8820109845896832,True,False,0.031797172957538256,-0.0003748631733163643,-0.0027680185115600553
u56,V1u,25.0,MATCHED[always:vol60-dg@spy200],0.35884542956221677,0.03418690522075796,0.3592014253245978,0.36142354494074835,cond:vol60-dg@spy200,0.3592014253245978,0.40218866308949675,1.2482558034007076,0.8820109845896832,True,False,0.04334323352727998,-0.000355995762381045,-0.002222119616150542
