Date,pick_S3_f025,RULES_v2,SPY,pick_minus_v2
2009,0.11623517709677467,0.16138815351126312,0.3113249493872856,-0.045152976414488455
2010,0.06624994630348646,0.0680940002849797,0.15056289746404183,-0.0018440539814932322
2011,0.04580999254037477,-0.006146392732017891,0.01894975331775095,0.05195638527239266
2012,0.025641282158140877,0.04350486375686824,0.15990244422746813,-0.017863581598727363
2013,0.10649439111850278,0.1940342280489833,0.3230784602570229,-0.08753983693048051
2014,0.06913863579699497,0.06179058373491908,0.13463786276376966,0.007348052062075894
2015,0.022115667201063394,0.03502468101702494,0.012343126670191218,-0.012909013815961545
2016,0.058512485842361794,0.06231825303040006,0.11997837954830959,-0.003805767188038267
2017,0.10017048253826188,0.1426952092195668,0.21705442464888836,-0.042524726681304914
2018,0.0031102845569053184,0.0049947263973466605,-0.045689833637461263,-0.0018844418404413421
2019,0.08695105150779892,0.09380247163845934,0.31223839687548005,-0.006851420130660424
2020,0.11208851086232885,0.14306160393666123,0.18331619978894564,-0.03097309307433238
2021,0.10497339545465234,0.1706530500524024,0.28728765030394854,-0.06567965459775005
2022,-0.030389743494113497,-0.04556931386649343,-0.1817536360013423,0.015179570372379936
2023,0.09062425913786432,0.1153660430853396,0.2617578965273395,-0.024741783947475282
2024,0.14431609683396607,0.16451491734660295,0.24886468383777216,-0.020198820512636884
2025,0.08902516355598467,0.08340293337137661,0.17719053971666665,0.005622230184608057
2026,0.04806220891596791,0.06260660000056606,0.12396124987321633,-0.014544391084598152
