panel,book,gross,band,cost,arm_gross,ctrl_gross,twin_gross,dCAGR_vs_CTRL,dCAGR_vs_TWIN,dCAGR_vs_PLACEBO,dCAGR_vs_EWALL,dSharpe_vs_CTRL,dSharpe_vs_TWIN,dSharpe_vs_PLACEBO,dSharpe_vs_EWALL,dMaxDD_vs_CTRL,dMaxDD_vs_TWIN,dMaxDD_vs_PLACEBO,dMaxDD_vs_EWALL,win_CAGR_CTRL,win_CAGR_TWIN,win_CAGR_PLACEBO,win_CAGR_EWALL,win_Sharpe_CTRL,win_Sharpe_TWIN,win_Sharpe_PLACEBO,win_Sharpe_EWALL,win_MaxDD_CTRL,win_MaxDD_TWIN,win_MaxDD_PLACEBO,win_MaxDD_EWALL
broad,EWALL,0.5,0.0,0.0,0.3547673306231581,0.5000000000000003,0.35476733062315796,-0.04057371572859925,-0.012894421263742517,-0.00564476315689566,0.0,0.012083643451826553,0.012148246235337057,0.17673813584222087,0.0,0.08999995982130837,0.04163575227123084,0.06659815140773362,0.0,False,False,False,False,True,True,True,False,True,True,True,False
broad,EWALL,0.5,0.0,5.0,0.3547673306231581,0.5000000000000003,0.35476733062315796,-0.04141522221653693,-0.013828980725162365,-0.004542162427586982,0.0,-0.00784523336217835,-0.007632415775732815,0.1877594578424291,0.0,0.08988460565016376,0.041510886022277926,0.06659531619425896,0.0,False,False,False,False,False,False,True,False,True,True,True,False
broad,EWALL,0.5,0.0,10.0,0.3547673306231581,0.5000000000000003,0.35476733062315796,-0.04225555552831595,-0.014762320970099996,-0.0034429728897085177,0.0,-0.027787946566680377,-0.027426899183141673,0.19880287038907563,0.0,0.08976926341640101,0.04138603281933251,0.06659246935151608,0.0,False,False,False,False,False,False,True,False,True,True,True,False
broad,EWALL,0.5,0.0,25.0,0.3547673306231581,0.5000000000000003,0.35476733062315796,-0.04476952953936997,-0.017555039711370846,-0.00016579257419913063,0.0,-0.08769056255273688,-0.08688473983474454,0.232027281728739,0.0,0.08942330833836154,0.04101155148487823,0.06658385907572095,0.0,False,False,False,False,False,False,True,False,True,True,True,False
broad,EWALL,0.5,0.0,50.0,0.3547673306231581,0.5000000000000003,0.35476733062315796,-0.048936145067337566,-0.02218531059411699,0.005228684323067334,0.0,-0.18772508366613594,-0.1861777063770711,0.2874845677160557,0.0,0.08884695527954956,0.04038767683214961,0.06656927629240172,0.0,False,False,True,False,False,False,True,False,True,True,True,False
broad,EWALL,0.5,0.01,0.0,0.35482496177450185,0.5000000000000003,0.3548249617745018,-0.04014720767276292,-0.01247887276921289,-0.005178615306091761,0.0,0.014663861535856304,0.014728432985918749,0.17965278391789463,0.0,0.09130380006005445,0.042959164513078796,0.06709294802485655,0.0,False,False,False,False,True,True,True,False,True,True,True,False
broad,EWALL,0.5,0.01,5.0,0.35482496177450185,0.5000000000000003,0.3548249617745018,-0.04082516228055333,-0.013249843209130807,-0.004030660775923511,0.0,-0.0018529780707041699,-0.0016402567702926696,0.19228610552858216,0.0,0.09121071731039854,0.04285657446160085,0.06712196572908047,0.0,False,False,False,False,False,False,True,False,True,True,True,False
broad,EWALL,0.5,0.01,10.0,0.35482496177450185,0.5000000000000003,0.3548249617745018,-0.04150227457934297,-0.0140199253154083,-0.0028859594031407365,0.0,-0.01838038759868965,-0.018019501460732057,0.20494550921096366,0.0,0.09111764189974003,0.04275399285727588,0.06715096460804648,0.0,False,False,False,False,False,False,True,False,True,True,True,False
broad,EWALL,0.5,0.01,25.0,0.35482496177450185,0.5000000000000003,0.3548249617745018,-0.04352856586433074,-0.016324850047664707,0.0005286950248233335,0.0,-0.06802053851889878,-0.0672150719650122,0.2430420359387674,0.0,0.09083845970190185,0.042446298726758425,0.06723784832635848,0.0,False,False,True,False,False,False,True,False,True,True,True,False
broad,EWALL,0.5,0.01,50.0,0.35482496177450185,0.5000000000000003,0.3548249617745018,-0.046888948645475104,-0.0201487030252554,0.006155367008866985,0.0,-0.1509141066616848,-0.14936741052262925,0.30670087799902024,0.0,0.09037330282020528,0.04193364411464984,0.06738227832598165,0.0,False,False,True,False,False,False,True,False,True,True,True,False
broad,EWALL,0.5,0.02,0.0,0.3547423642194222,0.5000000000000003,0.35474236421942246,-0.03941511460565783,-0.011731072353222682,-0.005472296443130409,0.0,0.02125147436337893,0.021316090722332204,0.16672712885407615,0.0,0.09237621476085311,0.04400352832459331,0.0625713351171363,0.0,False,False,False,False,True,True,True,False,True,True,True,False
broad,EWALL,0.5,0.02,5.0,0.3547423642194222,0.5000000000000003,0.35474236421942246,-0.03992369652910055,-0.0123327233403423,-0.004278169074126703,0.0,0.00825086763030014,0.008463726930322268,0.1811025414626687,0.0,0.09230851175266064,0.04392631116926793,0.0626231570019039,0.0,False,False,False,False,True,True,True,False,True,True,True,False
broad,EWALL,0.5,0.02,10.0,0.3547423642194222,0.5000000000000003,0.35474236421942246,-0.040431726425068426,-0.01293377625286829,-0.003087098422476675,0.0,-0.004757175228818689,-0.004396057990553759,0.19550847600411392,0.0,0.09224081275692686,0.043849099135229164,0.06267495828438441,0.0,False,False,False,False,False,False,True,False,True,True,True,False
broad,EWALL,0.5,0.02,25.0,0.3547423642194222,0.5000000000000003,0.35474236421942246,-0.04195250855664323,-0.014733351324111688,0.00046783247675086237,0.0,-0.04382269775008574,-0.04301672073664187,0.23887154006176003,0.0,0.09203773984499453,0.04361749376073998,0.06283023854829972,0.0,False,False,True,False,False,False,True,False,True,True,True,False
broad,EWALL,0.5,0.02,50.0,0.3547423642194222,0.5000000000000003,0.35474236421942246,-0.04447614785348719,-0.01772072618913212,0.006332134420204083,0.0,-0.10905048897944036,-0.1075028166076577,0.3113993672365547,0.0,0.09169936524579003,0.043231587228113044,0.06308862722425534,0.0,False,False,True,False,False,False,True,False,True,True,True,False
broad,EWALL,0.5,0.04,0.0,0.35107175492094195,0.5000000000000003,0.35107175492094167,-0.03991184475491072,-0.011529815621647455,-0.005430843079164305,0.0,-0.007295868367878322,-0.007229246851407245,0.14257767441580083,0.0,0.08954463827527137,0.039924748264122956,0.05933898110710378,0.0,False,False,False,False,False,False,True,False,True,True,True,False
