panel,theta,x,cad,con,qfam,Sharpe_ma,Sharpe_q,dSharpe,dSharpe_oos,dCAGR_pp,dMaxDD_pp
U56,0.3,0.04258870572676662,W,RESPREAD,QUANTILE-M,0.9835931857769409,1.2615377748378975,-0.27794458906095665,-0.22914734081498211,-5.5311708944524085,-29.221502324801772
U56,0.3,0.04258870572676662,W,DEGROSS,QUANTILE-M,0.7412353684502564,1.2569914999551286,-0.5157561315048722,-0.4879777788079288,-0.7239531027085855,-0.11418267234575286
U56,0.3,0.04258870572676662,W,RESPREAD,QUANTILE-D,0.9835931857769409,0.9835931857769409,0.0,0.0,0.0,0.0
U56,0.3,0.04258870572676662,W,DEGROSS,QUANTILE-D,0.7412353684502564,0.7412353684502564,0.0,0.0,0.0,0.0
U56,0.3,0.04258870572676662,W,RESPREAD,MOM-M,0.9835931857769409,1.1576520606658178,-0.17405887488887695,-0.19001105929921047,-3.404325512488504,-29.727957485182756
U56,0.3,0.04258870572676662,W,DEGROSS,MOM-M,0.7412353684502564,1.152201258661142,-0.4109658902108857,-0.4502242857260147,-0.6375606809311041,-0.17831337494121913
U56,0.3,0.04258870572676662,W,RESPREAD,MOM-D,0.9835931857769409,0.8794520271411079,0.10414115863583295,0.04495896815181788,5.653204830730063,-3.761101721027027
U56,0.3,0.04258870572676662,W,DEGROSS,MOM-D,0.7412353684502564,0.6786143756691478,0.06262099278110855,0.0003276730989592025,0.10250205528352652,0.419685873632758
U56,0.3,0.04258870572676662,D,RESPREAD,QUANTILE-D,0.7771406821129456,0.7771406821129456,0.0,0.0,0.0,0.0
U56,0.3,0.04258870572676662,D,RESPREAD,MOM-D,0.7771406821129456,0.8848567223046206,-0.10771604019167502,-0.15539093779305457,-1.9029428970030349,-16.19238643139512
U56,0.2,0.10223652894330977,W,RESPREAD,QUANTILE-M,0.8860804079704144,1.1445986984222145,-0.2585182904518001,-0.3533686989321727,-2.4289918298521895,-23.513503383184407
U56,0.2,0.10223652894330977,W,DEGROSS,QUANTILE-M,0.7761227934358069,1.140242693728258,-0.364119900292451,-0.30606749787528487,-0.6075348562382343,-0.4143144469462956
U56,0.2,0.10223652894330977,W,RESPREAD,QUANTILE-D,0.8860804079704144,0.8860804079704144,0.0,0.0,0.0,0.0
U56,0.2,0.10223652894330977,W,DEGROSS,QUANTILE-D,0.7761227934358069,0.7761227934358069,0.0,0.0,0.0,0.0
U56,0.2,0.10223652894330977,W,RESPREAD,MOM-M,0.8860804079704144,1.1700255528156567,-0.28394514484524225,-0.4288693689565568,-5.177671209765755,-21.04211537030991
U56,0.2,0.10223652894330977,W,DEGROSS,MOM-M,0.7761227934358069,1.1647403763241722,-0.38861758288836523,-0.3770479243290248,-0.8836593413980243,-0.09301418357708924
U56,0.2,0.10223652894330977,W,RESPREAD,MOM-D,0.8860804079704144,0.8812491066942323,0.004831301276182143,-0.07866520256372223,-0.5405642457691595,-4.3569321393829075
U56,0.2,0.10223652894330977,W,DEGROSS,MOM-D,0.7761227934358069,0.7767238464764913,-0.0006010530406843628,0.06420152368794063,0.03844340955883041,-0.0707062843387729
U56,0.2,0.10223652894330977,D,RESPREAD,QUANTILE-D,0.7313835732644426,0.7313835732644426,0.0,0.0,0.0,0.0
U56,0.2,0.10223652894330977,D,RESPREAD,MOM-D,0.7313835732644426,0.728619422356521,0.002764150907921592,-0.0823809463982722,-0.5235230953342773,-6.203413982165939
U56,0.12,0.2320147742060299,W,RESPREAD,QUANTILE-M,1.0811919707435262,1.1110099373134028,-0.029817966569876564,0.011701581903397873,2.421798076245052,-3.242561594635851
U56,0.12,0.2320147742060299,W,DEGROSS,QUANTILE-M,0.8527017650679819,1.1122929893336895,-0.2595912242657076,-0.19783628943744158,-0.6810022154778661,-0.4999517049711022
U56,0.12,0.2320147742060299,W,RESPREAD,QUANTILE-D,1.0811919707435262,1.0811919707435262,0.0,0.0,0.0,0.0
U56,0.12,0.2320147742060299,W,DEGROSS,QUANTILE-D,0.8527017650679819,0.8527017650679819,0.0,0.0,0.0,0.0
U56,0.12,0.2320147742060299,W,RESPREAD,MOM-M,1.0811919707435262,1.1815266886966966,-0.1003347179531704,-0.07098348194072601,-0.9856345571542802,1.6850922625128995
U56,0.12,0.2320147742060299,W,DEGROSS,MOM-M,0.8527017650679819,1.182492424447756,-0.32979065937977403,-0.2773336364344253,-1.4474896230453282,0.8705898630514519
U56,0.12,0.2320147742060299,W,RESPREAD,MOM-D,1.0811919707435262,1.0783432509918842,0.002848719751642026,-0.008263759105289425,-1.5889505146139404,5.9793732105155595
U56,0.12,0.2320147742060299,W,DEGROSS,MOM-D,0.8527017650679819,0.9116284401610645,-0.05892667509308258,-0.03294439846561936,-0.18572082079946206,-0.24211088435565076
U56,0.12,0.2320147742060299,D,RESPREAD,QUANTILE-D,0.7391754124374849,0.7391754124374849,0.0,0.0,0.0,0.0
U56,0.12,0.2320147742060299,D,RESPREAD,MOM-D,0.7391754124374849,0.9166786348162055,-0.17750322237872063,-0.24689078835275158,-5.3568412432643875,-12.544319614763811
U56,0.06,0.4407995099690702,W,RESPREAD,QUANTILE-M,1.0546645552467766,1.1664239627558086,-0.11175940750903202,-0.07422132261319536,-0.6791202237993454,-0.9477789047920404
U56,0.06,0.4407995099690702,W,DEGROSS,QUANTILE-M,1.0434525477444918,1.1654979320242385,-0.12204538427974665,-0.027165519059058285,-0.8744372426965796,0.7071009790053817
U56,0.06,0.4407995099690702,W,RESPREAD,QUANTILE-D,1.0546645552467766,1.0546645552467766,0.0,0.0,0.0,0.0
U56,0.06,0.4407995099690702,W,DEGROSS,QUANTILE-D,1.0434525477444918,1.0434525477444918,0.0,0.0,0.0,0.0
U56,0.06,0.4407995099690702,W,RESPREAD,MOM-M,1.0546645552467766,1.1076167891079334,-0.05295223386115677,-0.016560924215922146,-1.4915132737460812,1.056111733824383
U56,0.06,0.4407995099690702,W,DEGROSS,MOM-M,1.0434525477444918,1.1054908029783812,-0.062038255233889394,0.03126401635892129,-1.2474791184791334,1.6795663368254776
U56,0.06,0.4407995099690702,W,RESPREAD,MOM-D,1.0546645552467766,1.0654750831972395,-0.01081052795046289,-0.016763376766085303,-2.211706575920558,4.439081810239975
U56,0.06,0.4407995099690702,W,DEGROSS,MOM-D,1.0434525477444918,1.0589576575122346,-0.015505109767742775,0.015003918853147447,-0.11264308395586564,0.6023983756410556
U56,0.06,0.4407995099690702,D,RESPREAD,QUANTILE-D,0.8457380085958085,0.8457380085958085,0.0,0.0,0.0,0.0
U56,0.06,0.4407995099690702,D,RESPREAD,MOM-D,0.8457380085958085,0.908666034895877,-0.06292802630006855,-0.12317141549067223,-2.9730112694680955,-11.721944348140912
U56,0.0,0.7082024406166496,W,RESPREAD,QUANTILE-M,1.094826438332281,1.1438288640291525,-0.04900242569687152,-0.03460798558445766,-1.6059139943412681,1.9355795040968293
U56,0.0,0.7082024406166496,W,DEGROSS,QUANTILE-M,1.1746306354491145,1.141281027227106,0.03334960822200861,0.11700843703621455,-1.1942685834613442,3.0909471100721175
U56,0.0,0.7082024406166496,W,RESPREAD,QUANTILE-D,1.094826438332281,1.094826438332281,0.0,0.0,0.0,0.0
U56,0.0,0.7082024406166496,W,DEGROSS,QUANTILE-D,1.1746306354491145,1.1746306354491145,0.0,0.0,0.0,0.0
U56,0.0,0.7082024406166496,W,RESPREAD,MOM-M,1.094826438332281,1.1012690621199757,-0.006442623787694668,0.026919657778749606,-1.986259728951878,4.903763319585519
U56,0.0,0.7082024406166496,W,DEGROSS,MOM-M,1.1746306354491145,1.098339435845168,0.07629119960394659,0.17884379915393,-1.4724668776781247,5.349531580014755
U56,0.0,0.7082024406166496,W,RESPREAD,MOM-D,1.094826438332281,1.036893097509162,0.05793334082311907,0.08828974693727987,-1.5777498583817273,3.380070779651967
U56,0.0,0.7082024406166496,W,DEGROSS,MOM-D,1.1746306354491145,1.1468904830830882,0.02774015236602634,0.06321458988833295,-0.30102113842578326,0.5901849989029762
U56,0.0,0.7082024406166496,D,RESPREAD,QUANTILE-D,0.9710649988795362,0.9710649988795362,0.0,0.0,0.0,0.0
U56,0.0,0.7082024406166496,D,RESPREAD,MOM-D,0.9710649988795362,0.9553654288402209,0.015699570039315325,0.02961122544668815,-1.9717996849007546,0.15513803825497607
U56,-0.06,0.8576633052825114,W,RESPREAD,QUANTILE-M,1.1340913539815376,1.1515938732906477,-0.017502519309110065,-0.030709887049857443,-1.510279421404337,2.4161058551361303
U56,-0.06,0.8576633052825114,W,DEGROSS,QUANTILE-M,1.1708519842897802,1.1512523767319498,0.019599607557830412,0.0617277570040311,-1.7271264674425302,4.784074904108859
U56,-0.06,0.8576633052825114,W,RESPREAD,QUANTILE-D,1.1340913539815376,1.1340913539815376,0.0,0.0,0.0,0.0
U56,-0.06,0.8576633052825114,W,DEGROSS,QUANTILE-D,1.1708519842897802,1.1708519842897802,0.0,0.0,0.0,0.0
U56,-0.06,0.8576633052825114,W,RESPREAD,MOM-M,1.1340913539815376,1.125712778950384,0.008378575031153579,0.017868314615973713,-1.5888476430834686,2.9042583764049335
U56,-0.06,0.8576633052825114,W,DEGROSS,MOM-M,1.1708519842897802,1.1253390549546363,0.04551292933514395,0.11043496182822898,-1.797462739196054,5.222108698000616
U56,-0.06,0.8576633052825114,W,RESPREAD,MOM-D,1.1340913539815376,1.1170071196947753,0.017084234286762312,0.02031093837453546,-1.4438232957636687,3.527418573426311
U56,-0.06,0.8576633052825114,W,DEGROSS,MOM-D,1.1708519842897802,1.1603031007467801,0.010548883543000098,0.022175711617258065,-0.4941890906974722,1.7547670092047052
U56,-0.06,0.8576633052825114,D,RESPREAD,QUANTILE-D,1.0510004970472169,1.0510004970472169,0.0,0.0,0.0,0.0
U56,-0.06,0.8576633052825114,D,RESPREAD,MOM-D,1.0510004970472169,1.0408979101692106,0.010102586878006248,0.026933525489560628,-1.5110164075524457,1.9215323138991547
U56,-0.12,0.9220595407578257,W,RESPREAD,QUANTILE-M,1.1367702270768454,1.157642955327838,-0.020872728250992623,-0.031891215973463005,-1.244019975664723,1.3851882877200183
U56,-0.12,0.9220595407578257,W,DEGROSS,QUANTILE-M,1.1512014376599407,1.1560312586740358,-0.004829821014095126,0.010496190285634643,-1.6285079393465907,3.464091087894372
U56,-0.12,0.9220595407578257,W,RESPREAD,QUANTILE-D,1.1367702270768454,1.1367702270768454,0.0,0.0,0.0,0.0
U56,-0.12,0.9220595407578257,W,DEGROSS,QUANTILE-D,1.1512014376599407,1.1512014376599407,0.0,0.0,0.0,0.0
U56,-0.12,0.9220595407578257,W,RESPREAD,MOM-M,1.1367702270768454,1.1487613800617438,-0.01199115298489839,-0.02709747272357066,-1.2905291217373271,1.3274168431687716
U56,-0.12,0.9220595407578257,W,DEGROSS,MOM-M,1.1512014376599407,1.147024746957491,0.004176690702449637,0.015342584296683004,-1.670369645955816,3.4107397245718207
U56,-0.12,0.9220595407578257,W,RESPREAD,MOM-D,1.1367702270768454,1.102460333757902,0.03430989331894341,0.007662546344344268,-0.5362814585615494,2.457240438197539
U56,-0.12,0.9220595407578257,W,DEGROSS,MOM-D,1.1512014376599407,1.1350201503294206,0.016181287330520044,-0.000943124678321583,-0.24910497813204202,1.3600544648912027
U56,-0.12,0.9220595407578257,D,RESPREAD,QUANTILE-D,1.0762434264412766,1.0762434264412766,0.0,0.0,0.0,0.0
U56,-0.12,0.9220595407578257,D,RESPREAD,MOM-D,1.0762434264412766,1.0558701589769037,0.020373267464372846,-0.009092409784556166,-0.7453468413937347,0.3592195150371791
U56,-0.25,0.9715831586358515,W,RESPREAD,QUANTILE-M,1.1317612136759623,1.1286214543670652,0.0031397593088970943,-0.00017628083277809736,-0.4215946581585639,0.6177477455558078
U56,-0.25,0.9715831586358515,W,DEGROSS,QUANTILE-M,1.1452977267097433,1.1286466046503763,0.01665112205936703,0.006837889969851574,-0.68017783928358,1.2809109573296507
