tape,panel,partition,stat,within_def,within_scope,repair,min,max,median,count,LSENS,verdict_unanimous,LSENS_within,LSENS_between
T_MATCHED,B136,ALIGNED,CAGR,MATCHED,W_FIX3,P_CMATCH,1.4339304248607396,3.150582345934678,1.7605078341636773,5,2.1971654212167624,True,1.0,2.1971654212167624
T_MATCHED,B136,ALIGNED,CAGR,MATCHED,W_FIX3,P_CMNORM,1.1167956234770653,2.1013594553118535,1.4138462050177172,5,1.8815971437723022,True,1.0,1.8815971437723025
T_MATCHED,B136,ALIGNED,CAGR,MATCHED,W_FIX3,P_ELAST,1.6916460063275445,15.716186688604799,4.960057562486575,5,9.290470127803887,True,1.0,9.290470127803887
T_MATCHED,B136,ALIGNED,CAGR,MATCHED,W_FIX3,P_FREEZE,3.786789086195437,3.786789086195437,3.786789086195437,5,1.0,True,1.0,1.0
T_MATCHED,B136,ALIGNED,CAGR,MATCHED,W_FIX3,P_RAW,1.8832555123797199,12.732592475930915,3.786789086195437,5,6.760947939476227,True,1.0,6.760947939476227
T_MATCHED,B136,ALIGNED,CAGR,MATCHED,W_LADDER,P_CMATCH,2.3388903497887643,7.615331996483855,6.3990764890340195,5,3.255959389960983,True,5.773034081096566,2.1971654212167624
T_MATCHED,B136,ALIGNED,CAGR,MATCHED,W_LADDER,P_CMNORM,1.5599812389630427,6.0593399510605614,5.598175597969135,5,3.884238989366533,True,5.773034081096566,1.8815971437723025
T_MATCHED,B136,ALIGNED,CAGR,MATCHED,W_LADDER,P_ELAST,3.72093345853364,67.35507549733524,18.426724445858707,5,18.10166084611435,True,5.773034081096566,9.290470127803887
T_MATCHED,B136,ALIGNED,CAGR,MATCHED,W_LADDER,P_FREEZE,2.8111896398506495,2.8111896398506495,2.8111896398506495,5,1.0,True,1.0,1.0
T_MATCHED,B136,ALIGNED,CAGR,MATCHED,W_LADDER,P_RAW,2.8111896398506495,52.188695268341114,9.145791506483706,5,18.564629909177437,True,5.773034081096566,6.760947939476227
T_MATCHED,B136,ALIGNED,CAGR,RANGE,W_FIX3,P_CMATCH,2.2292643264187966,4.898062492759457,2.736978895934269,5,2.197165421216762,True,1.0,2.1971654212167624
T_MATCHED,B136,ALIGNED,CAGR,RANGE,W_FIX3,P_CMNORM,1.7362297362229746,3.266884912609687,2.1980403325319586,5,1.8815971437723025,True,1.0,1.8815971437723025
T_MATCHED,B136,ALIGNED,CAGR,RANGE,W_FIX3,P_ELAST,2.629922644399616,24.43321776622964,7.711168679686082,5,9.290470127803887,True,1.0,9.290470127803887
T_MATCHED,B136,ALIGNED,CAGR,RANGE,W_FIX3,P_FREEZE,5.887143249887711,5.887143249887711,5.887143249887711,5,1.0,True,1.0,1.0
T_MATCHED,B136,ALIGNED,CAGR,RANGE,W_FIX3,P_RAW,2.927808949787358,19.794763886244894,5.887143249887711,5,6.760947939476227,True,1.0,6.760947939476227
T_MATCHED,B136,ALIGNED,CAGR,RANGE,W_LADDER,P_CMATCH,3.001625083626346,15.990834360090831,13.965882898275835,5,5.327392300697282,True,9.817674568818248,2.1971654212167624
