Date,n5g0.75,n20g0.25,n20g1.00,SPY,v1
2011,-0.07112914904762979,-0.01791038017164226,-0.10398866139450313,-0.003476984650982895,0.16644422208397502
2012,-0.07394489857314057,-0.02340996292681108,-0.10298936288119231,0.15990346983483472,0.08083369792934225
2013,0.45669038236540227,0.10416987008646839,0.4676761945464556,0.32307729036742105,0.2656834612812078
2014,-0.02687765866992775,0.023345374719237366,0.08332594488517464,0.13463786276376988,0.09013318132302706
2015,-0.22059226340996418,-0.007337015094331822,-0.03701516973986774,0.012343126670188775,-0.12571246728856234
2016,-0.21769299144766197,-0.004341317263537703,-0.03469794825563677,0.11997896136886044,0.07072151851378616
2017,0.0370199306465957,0.02526271343013664,0.09666236040684151,0.21705431189076596,0.18270798297187318
2018,-0.009347246257795039,-0.0011092741023762676,-0.03045764777587412,-0.045690667823131026,-0.006796522249592929
2019,0.0706572153749867,-0.01533587675210557,-0.06951307030535692,0.3122389838142594,0.08956873160410939
2020,0.8088141910756248,0.11635445469472616,0.4516403484601621,0.18331619978894254,0.16254490778436415
2021,-0.13276758225152574,-0.04773019307932236,-0.22518193376800877,0.287287650303949,0.3068396037130099
2022,-0.12916996152170712,-0.06522232292480368,-0.26804425215326344,-0.1817534122370873,-0.13226690698511057
2023,-0.18807689265898708,-0.04177163107615678,-0.17704222946029713,0.26175755147693347,-0.006103494115068719
2024,-0.3626048423849231,-0.08329737617618893,-0.318307844563982,0.24886468383777527,-0.05884186892858345
2025,-0.1324531685221031,-0.009992393315964021,-0.06824260461606457,0.17719053971666532,0.10826222764752336
2026,-0.029206398126101374,-0.013994686381417099,-0.07125945763962438,0.135445586358673,0.1931360808239635
