freq,cost,cells,n_pass,rho,mean_base_pass,mean_base_fail,mean_base,max_base,cells_above_005,cells_above_050,base_rate_variance,outside_null,mean_turn
W,0.0,30,7,0.6568921797540405,0.586857142857143,0.07217391304347827,0.19226666666666667,1.0,12,5,0.09586751264367815,1,16.081589260901513
W,10.0,30,4,-0.07283570407292297,0.0,0.00046153846153846153,0.0004,0.012,0,0,4.8e-06,4,16.081589260901513
W,25.0,30,2,,0.0,0.0,0.0,0.0,0,0,0.0,2,16.081589260901513
M,0.0,30,3,0.41314111293384675,0.36000000000000004,0.061629629629629624,0.09146666666666665,0.964,8,2,0.046942602298850555,1,7.274145074122183
M,10.0,30,3,0.4349470810331771,0.164,0.020444444444444446,0.034800000000000005,0.408,7,0,0.006721268965517241,1,7.274145074122183
M,25.0,30,3,0.4244546748080043,0.016,0.0005925925925925926,0.0021333333333333334,0.044,0,0,6.480919540229886e-05,3,7.274145074122183
