claim_set,cost,n_fail,SOLE,ANY
REC,0.0,2785,0.0,0.001436265709156194
REC,10.0,3895,0.0,0.07933247753530166
REC,25.0,4497,0.0,0.863019790971759
GRID,0.0,2297,0.0,0.0
GRID,10.0,3119,0.0,0.017633857005450466
GRID,25.0,3600,0.0,0.8827777777777778
SHELF,0.0,488,0.0,0.00819672131147541
SHELF,10.0,776,0.0,0.327319587628866
SHELF,25.0,897,0.0,0.7837235228539576
