choice_set,winner,runner,IS_margin,floor_SE,z,OOS_win,OOS_run,OOS_anchor,gain_vs_anchor,gain_vs_runner,IS_spread,corr_mean,dial,OOS_SPY,beats_SPY_OOS
U56|gross=0.50|dial=N,"N=5,g=0.50","N=10,g=0.50",0.11264137847547961,0.11805453098654016,0.9541470160795631,0.8144764114968998,1.0962765601089632,1.17901526770208,-0.36453885620518023,-0.2818001486120635,0.22277335063733728,0.9381529822625418,N,0.8745240617633456,False
U56|gross=0.65|dial=N,"N=5,g=0.65","N=10,g=0.65",0.11177801810539356,0.11793067835477951,0.9478281619743045,0.8195732340839356,1.0986040122197716,1.1810407320790457,-0.36146749799511013,-0.279030778135836,0.2221757280621277,0.938324055273887,N,0.8745240617633456,False
U56|gross=0.80|dial=N,"N=5,g=0.80","N=10,g=0.80",0.11088733318579935,0.11779606365589519,0.9413500735450926,0.8246381626088516,1.1008721598630502,1.1830097849720065,-0.3583716223631549,-0.2762339972541986,0.22154167433831118,0.938477479147978,N,0.8745240617633456,False
U56|gross=1.00|dial=N,"N=5,g=1.00","N=10,g=1.00",0.10966900307602412,0.11760265942753387,0.9325384613738397,0.8313779266580696,1.1038185907088658,1.185553950071893,-0.35417602341382337,-0.27244066405079614,0.2206749741019287,0.9386533444610262,N,0.8745240617633456,False
U56|N=5|dial=gross,"N=5,g=1.00","N=5,g=0.80",0.0022221050125310615,0.0023972747406203012,0.9269296400946042,0.8313779266580696,0.8246381626088516,0.8225164337119392,0.008861492946130478,0.0067397640492180555,0.005759926948246674,0.9997751925051975,gross,0.8745240617633456,False
U56|N=10|dial=gross,"N=10,g=1.00","N=10,g=0.80",0.0034404351223062957,0.0017054216240246203,2.017351647147068,1.1038185907088658,1.1008721598630502,1.0998928307251628,0.003925759983703037,0.002946430845815584,0.00873230234770217,0.99986733921929,gross,0.8745240617633456,True
U56|N=15|dial=gross,"N=15,g=1.00","N=15,g=0.80",0.0030888052489135287,0.0015280153296549372,2.021449123557586,1.2421530767667956,1.2404192618139362,1.2397990197744648,0.002354056992330822,0.0017338149528594027,0.007858303483655238,0.9998789372500297,gross,0.8745240617633456,True
U56|N=20|dial=gross,"N=20,g=1.00","N=20,g=0.80",0.0027766135638134237,0.0012558229555511662,2.210991248041648,1.285436766699359,1.283772574186455,1.283176440197939,0.0022603265014198293,0.0016641925129039503,0.007097106700718614,0.9999109062396205,gross,0.8745240617633456,True
U56|N=25|dial=gross,"N=25,g=1.00","N=25,g=0.80",0.0028298165158602284,0.0012044113941974206,2.3495431291115634,1.2747971032663037,1.273072711631011,1.2724658199794063,0.0023312832868973565,0.0017243916352926991,0.00725973404686675,0.9999323029241372,gross,0.8745240617633456,True
U56|N=30|dial=gross,"N=30,g=1.00","N=30,g=0.80",0.00266934355641113,0.0011307345886258393,2.360716284141563,1.2675103230998612,1.2659729008760103,1.2654277564309853,0.0020825666688759625,0.0015374222238508928,0.006835358432033534,0.9999421270639518,gross,0.8745240617633456,True
U56|N=40|dial=gross,"N=40,g=1.00","N=40,g=0.80",0.0021571697629170217,0.0009575878864437289,2.2527120418453457,1.293783863303996,1.2923207238247323,1.2918062351238968,0.001977628180099167,0.0014631394792636865,0.005548693070170696,0.9999610651845106,gross,0.8745240617633456,True
B136|gross=0.50|dial=N,"N=20,g=0.50","N=15,g=0.50",0.018650699529609627,0.058147165361111065,0.3207499353370586,0.9952659531240393,0.9561766061744974,1.0276250855734212,-0.03235913244938193,0.039089346949541914,0.11903647101050607,0.9468480568680737,N,0.8767278433896203,True
B136|gross=0.65|dial=N,"N=20,g=0.65","N=15,g=0.65",0.01874801943418114,0.05810463373672484,0.3226596267542001,0.9982573464002874,0.9600881016263103,1.0310701125188504,-0.032812766118562986,0.038169244773977096,0.11938328847675628,0.9473184488882563,N,0.8767278433896203,True
B136|gross=0.80|dial=N,"N=20,g=0.80","N=15,g=0.80",0.018852624476035196,0.05805777683121083,0.3247217772537987,1.001167058612703,0.9639279005045872,1.0344034632553085,-0.033236404642605466,0.037239158108115844,0.11973413868039451,0.9477857843024199,N,0.8767278433896203,True
B136|gross=1.00|dial=N,"N=20,g=1.00","N=15,g=1.00",0.018996976033636148,0.05798778633230368,0.3276030563534957,1.0049127553375174,0.968947680826514,1.0386780329651177,-0.03376527762760029,0.0359650745110035,0.12020477904660476,0.9484082285586991,N,0.8767278433896203,True
B136|N=5|dial=gross,"N=5,g=1.00","N=5,g=0.80",0.003435107918240643,0.0026177791544019827,1.3122221989063758,1.1520047867237857,1.1430242588938926,1.1399468776970851,0.012057909026700564,0.008980527829893115,0.008757864466521381,0.9996581871313683,gross,0.8767278433896203,True
B136|N=10|dial=gross,"N=10,g=1.00","N=10,g=0.80",0.0034489825692534115,0.001894350879940862,1.8206672300123627,0.9990182787920102,0.9923137542730086,0.9900888770601579,0.008929401731852304,0.006704524519001609,0.008732388128369628,0.9997230091221855,gross,0.8767278433896203,True
B136|N=15|dial=gross,"N=15,g=1.00","N=15,g=0.80",0.0038805334979568062,0.0016666837879347235,2.328296180744268,0.968947680826514,0.9639279005045872,0.9622850722829772,0.00666260854353673,0.005019780321926737,0.009817507176785423,0.9997648733528344,gross,0.8767278433896203,True
B136|N=20|dial=gross,"N=20,g=1.00","N=20,g=0.80",0.004024885055557759,0.0014758674347843377,2.7271318281684955,1.0049127553375174,1.001167058612703,0.9999007783686368,0.0050119769688806715,0.0037456967248143958,0.010163783680811944,0.9997762108595154,gross,0.8767278433896203,True
B136|N=25|dial=gross,"N=25,g=1.00","N=25,g=0.80",0.0033737636667656723,0.0014804267409885075,2.278912946758142,1.0146967325941934,1.012918738928539,1.012240616168333,0.0024561164258602997,0.0017779936656543427,0.008533980247789286,0.9997504246446957,gross,0.8767278433896203,True
B136|N=30|dial=gross,"N=30,g=1.00","N=30,g=0.80",0.0034249249932170045,0.0014843155433497525,2.3074103135023103,1.0313083118266912,1.0291401555374775,1.0283725463284086,0.002935765498282672,0.0021681562892137407,0.00865205922413459,0.9997971685174797,gross,0.8767278433896203,True
B136|N=40|dial=gross,"N=40,g=1.00","N=40,g=0.80",0.0035542446893475077,0.0013917320304419676,2.55382833160691,1.0998576846551134,1.0983323760369526,1.097774447141623,0.002083237513490266,0.0015253086181608033,0.008995475644713258,0.9998438119713052,gross,0.8767278433896203,True
SMALL|gross=0.50|dial=N,"N=15,g=0.50","N=20,g=0.50",0.014936969349662377,0.10343583781817536,0.14440806653414767,0.4699390804474048,0.43733539965054546,0.43305582722889474,0.03688325321851005,0.032603680796859325,0.49989274598516836,0.8940682511931264,N,0.8767141873340053,False
SMALL|gross=0.65|dial=N,"N=15,g=0.65","N=20,g=0.65",0.01595889939219719,0.1031632741372965,0.15469554960962204,0.4694156904200756,0.4370675140682382,0.43272790360538377,0.036687786814691814,0.0323481763518374,0.4988122846075936,0.895064209203557,N,0.8767141873340053,False
SMALL|gross=0.80|dial=N,"N=15,g=0.80","N=20,g=0.80",0.016969056837509044,0.10288231317340402,0.16493657961313893,0.46903179214581797,0.4369750772290385,0.432567634119357,0.03646415802646097,0.03205671491677947,0.4976542731374028,0.8961298487797006,N,0.8767141873340053,False
SMALL|gross=1.00|dial=N,"N=15,g=1.00","N=20,g=1.00",0.018295833553372276,0.10249297046210362,0.17850817935008614,0.46882699912802905,0.43719803506662414,0.4327112362450153,0.03611576288301377,0.03162896406140492,0.4959683708748006,0.8976996222912751,N,0.8767141873340053,False
SMALL|N=5|dial=gross,"N=5,g=1.00","N=5,g=0.80",0.005692891724760896,0.004789742360518815,1.1885590698336128,0.41515079142595107,0.41520416319407477,0.4155386619479538,-0.0003878705220027312,-5.3371768123700036e-05,0.013752349665945685,0.9991328345146754,gross,0.8767141873340053,False
