q,k,n,char,book,stat,pairs,agree,ci_lo,ci_hi,pooled_rho,block_mean,block_sd,c_sqrtn,match_pooled_sign,estimable
0.5,40,60,disp,EWall,PARTIAL,400,0.48,0.43146252672290986,0.5289179789010773,-0.016198328757191193,-0.012233764079692195,0.12464571485302745,0.9655015556037876,0.545,False
0.5,40,60,corr,CAND10,MARGINAL,400,0.895,0.861108321155689,0.9213766927705632,-0.18871891805085958,-0.1901432342317311,0.11624340131435487,0.9004175147940036,0.945,False
0.5,40,60,corr,CAND10,PARTIAL,400,0.795,0.7527197602970003,0.8316677817491883,-0.1466973610335293,-0.14771260834738936,0.121059319716719,0.9377214583321037,0.885,False
0.5,40,60,corr,CAND20,MARGINAL,400,0.92,0.8892447798392307,0.9427646020570377,-0.1969845789261238,-0.19876194776326758,0.11376362431376708,0.8812092447428341,0.96,True
0.5,40,60,corr,CAND20,PARTIAL,400,0.83,0.7900900795523471,0.8636315776518637,-0.16013637026998856,-0.16192624063160943,0.12252199592801555,0.9490512995465944,0.9075,False
0.5,40,60,corr,EWall,MARGINAL,400,0.87,0.8334914191139058,0.8994692268423305,-0.17039787499077685,-0.17123186996387887,0.11650172009890293,0.9024184434951379,0.9325,False
0.5,40,60,corr,EWall,PARTIAL,400,0.73,0.6844562579830316,0.7711679273411154,-0.12641390192150723,-0.12762981902466616,0.12559516161345619,0.9728559385862897,0.8425,False
0.5,40,60,evol,CAND10,MARGINAL,400,0.715,0.6688796049741064,0.757029959568031,0.10927868610540842,0.11040045846068354,0.11461576715565554,0.8878099148132819,0.83,False
0.5,40,60,evol,CAND10,PARTIAL,400,0.535,0.4860191592087707,0.5833149559492518,0.04752028377038028,0.04518103597136792,0.12461325804443962,0.9652501462455242,0.655,False
0.5,40,60,evol,CAND20,MARGINAL,400,0.8525,0.8143991454822668,0.8838944428949584,0.17459385674416988,0.1722676437899417,0.11746744915632709,0.9098989486078427,0.92125,False
0.5,40,60,evol,CAND20,PARTIAL,400,0.7375,0.69226759360591,0.7782139021092418,0.1268230199241027,0.12209663830310688,0.12360721191181367,0.9574573464111709,0.83875,False
0.5,40,60,evol,EWall,MARGINAL,400,0.86,0.8225600194276628,0.8905908793405672,0.1663439294441382,0.16488795498749656,0.11398003813631219,0.8828855790040467,0.925,False
0.5,40,60,evol,EWall,PARTIAL,400,0.6825,0.6353288943116709,0.7261989918694457,0.109374765399507,0.10615365626047399,0.123015028854234,0.9528703161713463,0.80625,False
0.5,40,120,breadth,CAND10,MARGINAL,400,0.615,0.5664344525867856,0.6613776400752879,-0.06124678976881011,-0.06205711665428444,0.07775576866724411,0.8517717695040601,0.79,False
0.5,40,120,breadth,CAND10,PARTIAL,400,0.465,0.4166850440507483,0.5139808407912294,-0.03408889213642626,-0.034758968730429024,0.07997667077505953,0.8761005331532856,0.6675,False
0.5,40,120,breadth,CAND20,MARGINAL,400,0.6375,0.589287613174928,0.6830964106601597,-0.06676630015431122,-0.0657577077611021,0.080348303372397,0.8801715642866049,0.80375,False
0.5,40,120,breadth,CAND20,PARTIAL,400,0.48,0.43146252672290986,0.5289179789010773,-0.04075711517197689,-0.03940491736470931,0.08377879750424959,0.9177507446747003,0.675,False
0.5,40,120,breadth,EWall,MARGINAL,400,0.6625,0.6148092449935679,0.7070991468115359,-0.07270334778782743,-0.07080545290126121,0.08009329428175455,0.87737807966033,0.81875,False
0.5,40,120,breadth,EWall,PARTIAL,400,0.53,0.48103525950149856,0.5783939820625206,-0.05195533576801801,-0.04957563391757143,0.08273434439760644,0.9063093341394042,0.725,False
0.5,40,120,disp,CAND10,MARGINAL,400,0.885,0.8500077446624668,0.9126675220757792,0.1302705306880672,0.13008843496076114,0.0793202051770117,0.8689093128277473,0.9425,False
0.5,40,120,disp,CAND10,PARTIAL,400,0.39,0.3434632828365625,0.4386294980953673,0.007884291121883146,0.009244956255173981,0.07849525104095063,0.8598723930431906,0.5475,False
0.5,40,120,disp,CAND20,MARGINAL,400,0.935,0.9064641783755448,0.9552598243027332,0.1478268134844335,0.14728010625737895,0.07735525851341106,0.8473844005887756,0.9675,True
0.5,40,120,disp,CAND20,PARTIAL,400,0.5275,0.47854513130033327,0.5759316734666842,-0.03781080197217799,-0.0375739895975279,0.07567259184182792,0.8289517107330112,0.70875,False
0.5,40,120,disp,EWall,MARGINAL,400,0.945,0.9181319717303434,0.9634017781359406,0.14784167900034287,0.14707152406417112,0.0782765716058589,0.857476879853946,0.9725,True
0.5,40,120,disp,EWall,PARTIAL,400,0.445,0.3970499227484684,0.4939964677174965,-0.016198328757191193,-0.01602571345626386,0.07926910900858292,0.8683495823467368,0.5725,False
0.5,40,120,corr,CAND10,MARGINAL,400,0.9875,0.9710758472688621,0.9946493281464495,-0.18871891805085958,-0.1872379939579137,0.07474815627911927,0.818825026519901,0.99375,True
0.5,40,120,corr,CAND10,PARTIAL,400,0.925,0.8949516618259873,0.9469625936642844,-0.1466973610335293,-0.14447169726116516,0.07730509513208209,0.8468348882784833,0.9625,True
0.5,40,120,corr,CAND20,MARGINAL,400,0.9875,0.9710758472688621,0.9946493281464495,-0.1969845789261238,-0.19488404576706714,0.07748299778697734,0.8487837142210072,0.99375,True
0.5,40,120,corr,CAND20,PARTIAL,400,0.95,0.9240357990869275,0.9674028243733599,-0.16013637026998856,-0.15853971500230238,0.07940522847029505,0.8698406963406407,0.975,True
0.5,40,120,corr,EWall,MARGINAL,400,0.97,0.9483009668703324,0.9827571509659678,-0.17039787499077685,-0.1680012153621779,0.0798075397121696,0.8742477951868928,0.985,True
0.5,40,120,corr,EWall,PARTIAL,400,0.8825,0.847244320271723,0.9104785096695212,-0.12641390192150723,-0.12471032368427833,0.08180474547230142,0.8961260881229618,0.94125,False
0.5,40,120,evol,CAND10,MARGINAL,400,0.8325,0.7927791128508475,0.8658949811503649,0.10927868610540842,0.10891415202444613,0.07975721955437139,0.8736965654764268,0.91625,False
0.5,40,120,evol,CAND10,PARTIAL,400,0.515,0.46611266795606887,0.5636019528259407,0.04752028377038028,0.04747163048109555,0.0784455798223325,0.8593282721052722,0.705,False
0.5,40,120,evol,CAND20,MARGINAL,400,0.965,0.942114344143788,0.9790389000985089,0.17459385674416988,0.17463768317244252,0.07858968883723383,0.8609069072692983,0.9825,True
0.5,40,120,evol,CAND20,PARTIAL,400,0.9025,0.8694870411682052,0.9278552831490519,0.1268230199241027,0.1277459543751397,0.07619251404587736,0.8346471731191248,0.95125,True
0.5,40,120,evol,EWall,MARGINAL,400,0.975,0.9545979351700657,0.9863650562602375,0.1663439294441382,0.16571149906243487,0.07805082526970009,0.8550039526421795,0.9875,True
0.5,40,120,evol,EWall,PARTIAL,400,0.8675,0.830752941175613,0.8972552679836218,0.109374765399507,0.10985281120371666,0.0777979362342542,0.8522336920569908,0.93375,False
0.5,40,240,breadth,CAND10,MARGINAL,400,0.8175,0.7766862383008183,0.8522732349183845,-0.06124678976881011,-0.061118965271174774,0.045689167255433025,0.7078135355295094,0.90875,False
0.5,40,240,breadth,CAND10,PARTIAL,400,0.52,0.4710820210989227,0.5685374732770901,-0.03408889213642626,-0.03401238507670573,0.04652465356840049,0.7207568338339383,0.76,False
0.5,40,240,breadth,CAND20,MARGINAL,400,0.825,0.7847204162241496,0.859096367386058,-0.06676630015431122,-0.06653786128174645,0.04728103520807333,0.7324746478092582,0.9125,False
0.5,40,240,breadth,CAND20,PARTIAL,400,0.575,0.5260666333045342,0.6225064706055136,-0.04075711517197689,-0.04072945510308354,0.04785730365075819,0.7414021601351115,0.7875,False
0.5,40,240,breadth,EWall,MARGINAL,400,0.8625,0.825287326885749,0.8928160086794825,-0.07270334778782743,-0.07243351641869478,0.047421981357567984,0.7346581761680776,0.93125,False
0.5,40,240,breadth,EWall,PARTIAL,400,0.7125,0.6662892984695526,0.7546678292755832,-0.05195533576801801,-0.05173951605840874,0.04707604962853525,0.7292990248662036,0.85625,False
0.5,40,240,disp,CAND10,MARGINAL,400,1.0,0.9904873594003194,1.0,0.1302705306880672,0.13010145575444015,0.04134131955280743,0.640456968553049,1.0,True
0.5,40,240,disp,CAND10,PARTIAL,400,0.11,0.08296824650193971,0.14445161316581123,0.007884291121883146,0.007921808335430401,0.04633192030660536,0.7177710229811671,0.5525,False
0.5,40,240,disp,CAND20,MARGINAL,400,1.0,0.9904873594003194,1.0,0.1478268134844335,0.14759693636174237,0.04365026266656654,0.6762269614607663,1.0,True
0.5,40,240,disp,CAND20,PARTIAL,400,0.6225,0.5740402091679837,0.6686291938850946,-0.03781080197217799,-0.03791324718353202,0.044620790390081155,0.6912623123015851,0.81125,False
0.5,40,240,disp,EWall,MARGINAL,400,1.0,0.9904873594003194,1.0,0.14784167900034287,0.14744931335613465,0.04306660188967903,0.667184927585887,1.0,True
0.5,40,240,disp,EWall,PARTIAL,400,0.2875,0.2453321707244168,0.3337107015304474,-0.016198328757191193,-0.016573306054035924,0.0458282275127643,0.7099678477725628,0.64375,False
0.5,40,240,corr,CAND10,MARGINAL,400,1.0,0.9904873594003194,1.0,-0.18871891805085958,-0.1883875186635184,0.04659813269581953,0.7218951675810894,1.0,True
0.5,40,240,corr,CAND10,PARTIAL,400,0.995,0.9819547100278873,0.9986277757784289,-0.1466973610335293,-0.14675173705815836,0.049056335721034856,0.7599774850941121,0.9975,True
0.5,40,240,corr,CAND20,MARGINAL,400,1.0,0.9904873594003194,1.0,-0.1969845789261238,-0.19659497452212704,0.04645240725745332,0.719637598797445,1.0,True
0.5,40,240,corr,CAND20,PARTIAL,400,0.9975,0.9859763590327523,0.9995585635705656,-0.16013637026998856,-0.1602189627462254,0.048502340207614576,0.7513950235047105,0.99875,True
0.5,40,240,corr,EWall,MARGINAL,400,1.0,0.9904873594003194,1.0,-0.17039787499077685,-0.17002439169950864,0.04843397483940379,0.7503359117745597,1.0,True
0.5,40,240,corr,EWall,PARTIAL,400,0.985,0.9676649364884468,0.993107802129863,-0.12641390192150723,-0.12659768294041898,0.050384597634289395,0.7805548301718578,0.9925,True
0.5,40,240,evol,CAND10,MARGINAL,400,0.99,0.9745730330055918,0.9961045792067212,0.10927868610540842,0.10917622810291844,0.04326703427623675,0.6702900127666017,0.995,True
0.5,40,240,evol,CAND10,PARTIAL,400,0.6925,0.6456242765711028,0.7357133567980202,0.04752028377038028,0.04768490842550167,0.046771610519916636,0.7245826744757471,0.84625,False
0.5,40,240,evol,CAND20,MARGINAL,400,1.0,0.9904873594003194,1.0,0.17459385674416988,0.17457215945589333,0.046615979760978164,0.7221716531256418,1.0,True
0.5,40,240,evol,CAND20,PARTIAL,400,0.9925,0.9781838919722998,0.9974461570370148,0.1268230199241027,0.12711504774492843,0.046198194285612185,0.7156993483721226,0.99625,True
0.5,40,240,evol,EWall,MARGINAL,400,1.0,0.9904873594003194,1.0,0.1663439294441382,0.16607344094515525,0.04521377525395539,0.700448794310937,1.0,True
0.5,40,240,evol,EWall,PARTIAL,400,0.98,0.9610361296222221,0.9898317354020845,0.109374765399507,0.10963671170669304,0.04612317133459801,0.7145370978126776,0.99,True
0.25,40,30,breadth,CAND10,MARGINAL,400,0.4675,0.41914492339919235,0.5164733982397869,-0.04408083425860792,-0.0372867495837341,0.18108554746136904,0.9918463918276419,0.57625,False
0.25,40,30,breadth,CAND10,PARTIAL,400,0.4675,0.41914492339919235,0.5164733982397869,-0.009016969916394509,-0.005223250022670514,0.1926156627946833,1.0549994344145661,0.49875,False
0.25,40,30,breadth,CAND20,MARGINAL,400,0.4675,0.41914492339919235,0.5164733982397869,-0.037522309163393476,-0.03229783922946931,0.19032572708835535,1.0424569399986428,0.55625,False
0.25,40,30,breadth,CAND20,PARTIAL,400,0.4525,0.40440392129266217,0.5014997795643075,-0.006931760667233453,-0.0018909605723724748,0.20526068219209964,1.1242590580551193,0.50125,False
0.25,40,30,breadth,EWall,MARGINAL,400,0.4725,0.4240683265333157,0.5214548686996666,-0.02799007893281347,-0.024291072251395946,0.1864584105300674,1.0212747748387672,0.56625,False
0.25,40,30,breadth,EWall,PARTIAL,400,0.46,0.4117689359158348,0.5089920753321397,-0.0033905470627745224,-0.0022055278025882963,0.1998375967905314,1.0945555959979603,0.5075,False
0.25,40,30,disp,CAND10,MARGINAL,400,0.7175,0.6714715471495262,0.7593904541896127,0.17774643119110758,0.17866407119021133,0.17147717714839492,0.939219180214853,0.84875,False
0.25,40,30,disp,CAND10,PARTIAL,400,0.475,0.4265318481465433,0.5239437838834407,0.015146973644931368,0.021128052953283176,0.18969350584607966,1.0389941216413594,0.5475,False
0.25,40,30,disp,CAND20,MARGINAL,400,0.74,0.694874880703965,0.7805590518081883,0.19193909261758949,0.18978921023359288,0.1777618941777703,0.9736419930601105,0.8525,False
0.25,40,30,disp,CAND20,PARTIAL,400,0.4975,0.44875800198627125,0.5462895612167272,0.06373658192533489,0.0664959022776077,0.19384259108469773,1.0617195974233875,0.61375,False
0.25,40,30,disp,EWall,MARGINAL,400,0.81,0.7686754184345865,0.8454267443936117,0.23066083186124936,0.2293298109010011,0.17540144300970115,0.9607132695537015,0.8975,False
0.25,40,30,disp,EWall,PARTIAL,400,0.5425,0.49350413540767263,0.5906872901413545,0.09047075311495432,0.09523754550149807,0.19316150900821777,1.0579891572553821,0.68125,False
0.25,40,30,corr,CAND10,MARGINAL,400,0.72,0.6740651379481614,0.761749300187979,-0.16330116450158202,-0.16703837597330368,0.17191066775060704,0.9415935060278336,0.8275,False
0.25,40,30,corr,CAND10,PARTIAL,400,0.5675,0.5185336742850802,0.6151821192339629,-0.09827450642495632,-0.10328943210374886,0.19239820514933936,1.0538083698379979,0.68875,False
0.25,40,30,corr,CAND20,MARGINAL,400,0.7175,0.6714715471495262,0.7593904541896127,-0.1628600818579942,-0.16338709677419352,0.17465983715293845,0.9566513269884328,0.83625,False
0.25,40,30,corr,CAND20,PARTIAL,400,0.5575,0.5085070928349432,0.6053989534960934,-0.08114224572061496,-0.08647649660950328,0.19131450284607646,1.0478726878668239,0.68125,False
0.25,40,30,corr,EWall,MARGINAL,400,0.625,0.576578102393425,0.6710437374566548,-0.14413007434928102,-0.1452135706340378,0.17768470641451034,0.973219218269102,0.79,False
0.25,40,30,corr,EWall,PARTIAL,400,0.51,0.4611481516482723,0.558661595539734,-0.04278148771561109,-0.047096426111058264,0.19167255741268877,1.0498338334963369,0.59,False
0.25,40,30,evol,CAND10,MARGINAL,400,0.7225,0.6766603906469573,0.7641064842861849,0.18335496247813574,0.17987931034482757,0.17364629089670058,0.9510999055122689,0.85125,False
0.25,40,30,evol,CAND10,PARTIAL,400,0.5475,0.4985002204356925,0.5955960787073378,0.10168072814066459,0.09066500837723518,0.18730949439967787,1.0259363531759116,0.67625,False
0.25,40,30,evol,CAND20,MARGINAL,400,0.6525,0.604583891419141,0.6975147531979564,0.1560898701817282,0.1501523915461624,0.1749468579176289,0.9582234044613662,0.80375,False
0.25,40,30,evol,CAND20,PARTIAL,400,0.5075,0.458667706127959,0.5561896042630459,0.04794856682400631,0.03855632747734474,0.1862253476462683,1.0199982368510274,0.60125,False
0.25,40,30,evol,EWall,MARGINAL,400,0.775,0.7315721378719925,0.8131959097981832,0.20425164605749155,0.19695717463848722,0.17289523381106509,0.9469861964345023,0.8725,False
0.25,40,30,evol,EWall,PARTIAL,400,0.505,0.4561884685810796,0.5537164050129236,0.07156994177671759,0.05890250188401845,0.1895194850109755,1.0380409702727351,0.6125,False
0.25,40,60,breadth,CAND10,MARGINAL,400,0.54,0.4910079246678604,0.5882310640841653,-0.04408083425860792,-0.04923940436222937,0.12321071228712839,0.9543860735248036,0.66625,False
0.25,40,60,breadth,CAND10,PARTIAL,400,0.475,0.4265318481465433,0.5239437838834407,-0.009016969916394509,-0.015186130670095199,0.12857779629292618,0.9959593274691056,0.5475,False
0.25,40,60,breadth,CAND20,MARGINAL,400,0.495,0.44628359498707637,0.5438115314189205,-0.037522309163393476,-0.04055648947072158,0.12447715551611052,0.9641959005943336,0.6375,False
0.25,40,60,breadth,CAND20,PARTIAL,400,0.445,0.3970499227484684,0.4939964677174965,-0.006931760667233453,-0.011015641319399081,0.12912510951687045,1.0001987974720963,0.5325,False
0.25,40,60,breadth,EWall,MARGINAL,400,0.465,0.4166850440507483,0.5139808407912294,-0.02799007893281347,-0.028772605670106893,0.12205600957397977,0.9454417847691134,0.595,False
0.25,40,60,breadth,EWall,PARTIAL,400,0.45,0.40195136207927884,0.4989999019806892,-0.0033905470627745224,-0.005539375998317037,0.12700943975398854,0.9838108899566638,0.5125,False
0.25,40,60,disp,CAND10,MARGINAL,400,0.8475,0.8089753764784815,0.8794133383047404,0.17774643119110758,0.17413406501806059,0.11674934445495341,0.9043365335093356,0.92125,False
0.25,40,60,disp,CAND10,PARTIAL,400,0.4825,0.4339296820630707,0.5314032603579181,0.015146973644931368,0.014435995599482318,0.11749361193746409,0.9101016046391108,0.55375,False
0.25,40,60,disp,CAND20,MARGINAL,400,0.88,0.8444853274321313,0.9082850657121113,0.19193909261758949,0.184276951931092,0.11747004775718464,0.9099190772835322,0.94,False
0.25,40,60,disp,CAND20,PARTIAL,400,0.515,0.46611266795606887,0.5636019528259407,0.06373658192533489,0.0598030214517872,0.1217638941555721,0.9431790684677868,0.695,False
0.25,40,60,disp,EWall,MARGINAL,400,0.935,0.9064641783755448,0.9552598243027332,0.23066083186124936,0.22226521255904422,0.1156166763902277,0.8955629244064083,0.9675,True
0.25,40,60,disp,EWall,PARTIAL,400,0.615,0.5664344525867856,0.6613776400752879,0.09047075311495432,0.0859404845048131,0.12156939108385477,0.941672454152692,0.7675,False
0.25,40,60,corr,CAND10,MARGINAL,400,0.825,0.7847204162241496,0.859096367386058,-0.16330116450158202,-0.16162517365934984,0.11929272743477377,0.924037493357079,0.9075,False
0.25,40,60,corr,CAND10,PARTIAL,400,0.6525,0.604583891419141,0.6975147531979564,-0.09827450642495632,-0.09997785154885173,0.12619798340518718,0.9775253761064998,0.79125,False
0.25,40,60,corr,CAND20,MARGINAL,400,0.8175,0.7766862383008183,0.8522732349183845,-0.1628600818579942,-0.15763795498749658,0.12088979794574457,0.9364083483404967,0.90375,False
0.25,40,60,corr,CAND20,PARTIAL,400,0.6225,0.5740402091679837,0.6686291938850946,-0.08114224572061496,-0.08258759097298904,0.12642112955307547,0.9792538587355832,0.75375,False
0.25,40,60,corr,EWall,MARGINAL,400,0.7725,0.7289382239883379,0.8108773868848361,-0.14413007434928102,-0.13882495137538206,0.1219811393109777,0.9448618422056471,0.87625,False
0.25,40,60,corr,EWall,PARTIAL,400,0.5225,0.4735685130017636,0.5710034181712508,-0.04278148771561109,-0.04544352252054083,0.12850062025805975,0.9953615244735777,0.64875,False
0.25,40,60,evol,CAND10,MARGINAL,400,0.875,0.8389801748486139,0.9038853447016257,0.18335496247813574,0.18177556265629347,0.11833521093596013,0.9166206024498308,0.9325,False
0.25,40,60,evol,CAND10,PARTIAL,400,0.695,0.6482019278700493,0.7380881422960752,0.10168072814066459,0.10074414963583521,0.12098916439240102,0.9371780375266412,0.81,False
0.25,40,60,evol,CAND20,MARGINAL,400,0.8125,0.7713431632142457,0.847711436410954,0.1560898701817282,0.15150215337593778,0.1177827685790418,0.9123414023536622,0.89875,False
0.25,40,60,evol,CAND20,PARTIAL,400,0.5175,0.4685967396420818,0.5660703179369293,0.04794856682400631,0.04789821085898435,0.12353091535601186,0.9568663558311841,0.65375,False
0.25,40,60,evol,EWall,MARGINAL,400,0.8925,0.8583258711460311,0.9192067059832196,0.20425164605749155,0.19879285912753544,0.11919383695752257,0.9232714910140941,0.94375,False
0.25,40,60,evol,EWall,PARTIAL,400,0.575,0.5260666333045342,0.6225064706055136,0.07156994177671759,0.07118074459214024,0.12628135810491956,0.9781711937536169,0.72,False
0.25,40,120,breadth,CAND10,MARGINAL,400,0.495,0.44628359498707637,0.5438115314189205,-0.04408083425860792,-0.045714297519137866,0.07582645297315234,0.8306371749800041,0.7275,False
0.25,40,120,breadth,CAND10,PARTIAL,400,0.3675,0.32172062764064313,0.41580022211827217,-0.009016969916394509,-0.011581563563310188,0.07782582904559372,0.8525392424962487,0.56375,False
0.25,40,120,breadth,CAND20,MARGINAL,400,0.5075,0.458667706127959,0.5561896042630459,-0.037522309163393476,-0.03856731709575952,0.08028230881862808,0.8794486301711705,0.70375,False
0.25,40,120,breadth,CAND20,PARTIAL,400,0.4025,0.3555882638828042,0.4512667010341336,-0.006931760667233453,-0.008439368819620636,0.08150776481817755,0.8928728280548361,0.53875,False
0.25,40,120,breadth,EWall,MARGINAL,400,0.485,0.4363980471740593,0.5338873320439311,-0.02799007893281347,-0.0290090149975725,0.08072798603994213,0.8843307795207691,0.665,False
0.25,40,120,breadth,EWall,PARTIAL,400,0.3825,0.3362038597931757,0.4310316107477493,-0.0033905470627745224,-0.004558549886104687,0.08139857314513524,0.8916766932064961,0.52375,False
0.25,40,120,disp,CAND10,MARGINAL,400,0.965,0.942114344143788,0.9790389000985089,0.17774643119110758,0.16926410688242235,0.07823866982901592,0.8570616866910176,0.9825,True
0.25,40,120,disp,CAND10,PARTIAL,400,0.4,0.35316069336620937,0.44874183475372675,0.015146973644931368,0.008491542222080315,0.08085536229858212,0.8857261165237237,0.5375,False
