cell,panel,arm,L,null_median,observed,N_IID,phi
U56/N5/H63/W,U56,POP,1,32.158740253937026,26.26459628371725,32.91164636854576,0.11326921040164824
U56/N5/H63/W,U56,POP,5,30.77238796217408,26.26459628371725,32.91164636854576,0.3218357585802473
U56/N5/H63/W,U56,POP,21,28.560430263999518,26.26459628371725,32.91164636854576,0.6546085931378237
U56/N5/H63/W,U56,POP,63,26.427406910988047,26.26459628371725,32.91164636854576,0.9755063336076852
U56/N5/H63/W,U56,POP,126,26.264596283717268,26.26459628371725,32.91164636854576,0.9999999999999973
U56/N5/H63/W,U56,POP,252,26.264596283717268,26.26459628371725,32.91164636854576,0.9999999999999973
U56/N5/H63/W,U56,POP,504,26.264596283717268,26.26459628371725,32.91164636854576,0.9999999999999973
U56/N5/H63/W,U56,POP,1008,26.264596283717268,26.26459628371725,32.91164636854576,0.9999999999999973
U56/N5/H63/W,U56,POP,4446,26.264596283717268,26.26459628371725,32.91164636854576,0.9999999999999973
U56/N5/H63/M,U56,POP,1,34.23182181455064,26.948342611551094,33.46141622776591,-0.11828602472214456
U56/N5/H63/M,U56,POP,5,32.71347152234359,26.948342611551094,33.46141622776591,0.11483744073769599
U56/N5/H63/M,U56,POP,21,29.202092344458425,26.948342611551094,33.46141622776591,0.6539652603808375
U56/N5/H63/M,U56,POP,63,26.9979698729777,26.948342611551094,33.46141622776591,0.9923803622757997
U56/N5/H63/M,U56,POP,126,26.948342611551094,26.948342611551094,33.46141622776591,1.0
U56/N5/H63/M,U56,POP,252,26.948342611551094,26.948342611551094,33.46141622776591,1.0
U56/N5/H63/M,U56,POP,504,26.94834261155109,26.948342611551094,33.46141622776591,1.0000000000000004
U56/N5/H63/M,U56,POP,1008,26.948342611551084,26.948342611551094,33.46141622776591,1.0000000000000016
U56/N5/H63/M,U56,POP,4446,26.94834261155109,26.948342611551094,33.46141622776591,1.0000000000000004
U56/N5/H126/W,U56,POP,1,31.009811118045693,25.853597058015552,31.264182800892193,0.047013705157781784
U56/N5/H126/W,U56,POP,5,30.36587169562083,25.853597058015552,31.264182800892193,0.1660284390565374
U56/N5/H126/W,U56,POP,21,28.03730326135566,25.853597058015552,31.264182800892193,0.5964011463610779
U56/N5/H126/W,U56,POP,63,27.37456848483235,25.853597058015552,31.264182800892193,0.7188896915977635
U56/N5/H126/W,U56,POP,126,25.853597058015616,25.853597058015552,31.264182800892193,0.9999999999999882
U56/N5/H126/W,U56,POP,252,25.853597058015605,25.853597058015552,31.264182800892193,0.9999999999999901
U56/N5/H126/W,U56,POP,504,25.8535970580156,25.853597058015552,31.264182800892193,0.9999999999999915
U56/N5/H126/W,U56,POP,1008,25.8535970580156,25.853597058015552,31.264182800892193,0.9999999999999915
U56/N5/H126/W,U56,POP,4446,25.8535970580156,25.853597058015552,31.264182800892193,0.9999999999999915
U56/N5/H126/M,U56,POP,1,31.697330727310206,26.948342611551094,32.441333682418396,0.135445870111476
U56/N5/H126/M,U56,POP,5,31.389423211945832,26.948342611551094,32.441333682418396,0.1915004879675646
U56/N5/H126/M,U56,POP,21,29.72686069561604,26.948342611551094,32.441333682418396,0.4941702893345067
U56/N5/H126/M,U56,POP,63,29.02723758085041,26.948342611551094,32.441333682418396,0.6215368016298132
U56/N5/H126/M,U56,POP,126,27.799993867580262,26.948342611551094,32.441333682418396,0.8449567375876512
U56/N5/H126/M,U56,POP,252,26.948342611551094,26.948342611551094,32.441333682418396,1.0
U56/N5/H126/M,U56,POP,504,26.94834261155109,26.948342611551094,32.441333682418396,1.0000000000000007
U56/N5/H126/M,U56,POP,1008,26.948342611551087,26.948342611551094,32.441333682418396,1.0000000000000013
U56/N5/H126/M,U56,POP,4446,26.94834261155109,26.948342611551094,32.441333682418396,1.0000000000000007
U56/N5/H252/W,U56,POP,1,29.84786432550834,30.642338630654486,29.589942471896077,0.2450805730007158
U56/N5/H252/W,U56,POP,5,28.34588034819673,30.642338630654486,29.589942471896077,-1.1821233984425228
U56/N5/H252/W,U56,POP,21,27.642802015457335,30.642338630654486,29.589942471896077,-1.85019722870894
U56/N5/H252/W,U56,POP,63,27.383947994889063,30.642338630654486,29.589942471896077,-2.0961635584166247
U56/N5/H252/W,U56,POP,126,28.828548656247044,30.642338630654486,29.589942471896077,-0.723485931901639
U56/N5/H252/W,U56,POP,252,30.642338630654443,30.642338630654486,29.589942471896077,0.9999999999999595
U56/N5/H252/W,U56,POP,504,30.642338630654482,30.642338630654486,29.589942471896077,0.9999999999999967
U56/N5/H252/W,U56,POP,1008,30.64233863065448,30.642338630654486,29.589942471896077,0.9999999999999932
U56/N5/H252/W,U56,POP,4446,30.642338630654493,30.642338630654486,29.589942471896077,1.0000000000000067
U56/N5/H252/M,U56,POP,1,31.576720917026112,32.60644482299841,31.72205781458288,-0.16433630997944262
U56/N5/H252/M,U56,POP,5,30.822570287456998,32.60644482299841,31.72205781458288,-1.0170745596290498
U56/N5/H252/M,U56,POP,21,29.916140917132573,32.60644482299841,31.72205781458288,-2.0419984466820518
U56/N5/H252/M,U56,POP,63,31.041512583244252,32.60644482299841,31.72205781458288,-0.769510660901601
U56/N5/H252/M,U56,POP,126,32.59450504420225,32.60644482299841,31.72205781458288,0.986499373370994
U56/N5/H252/M,U56,POP,252,32.60644482299842,32.60644482299841,31.72205781458288,1.000000000000008
U56/N5/H252/M,U56,POP,504,32.60644482299842,32.60644482299841,31.72205781458288,1.000000000000008
U56/N5/H252/M,U56,POP,1008,32.606444822998405,32.60644482299841,31.72205781458288,0.999999999999992
U56/N5/H252/M,U56,POP,4446,32.60644482299842,32.60644482299841,31.72205781458288,1.000000000000008
U56/N10/H63/W,U56,POP,1,26.098910399576713,27.687075051048822,25.811282905549085,0.15333654889092216
U56/N10/H63/W,U56,POP,5,25.716687628082653,27.687075051048822,25.811282905549085,-0.050429509310708054
U56/N10/H63/W,U56,POP,21,25.772904403112086,27.687075051048822,25.811282905549085,-0.02045989078751255
U56/N10/H63/W,U56,POP,63,27.687075051048776,27.687075051048822,25.811282905549085,0.9999999999999754
U56/N10/H63/W,U56,POP,126,27.687075051048787,27.687075051048822,25.811282905549085,0.999999999999981
U56/N10/H63/W,U56,POP,252,27.687075051048794,27.687075051048822,25.811282905549085,0.9999999999999849
U56/N10/H63/W,U56,POP,504,27.68707505104879,27.687075051048822,25.811282905549085,0.9999999999999829
U56/N10/H63/W,U56,POP,1008,27.687075051048804,27.687075051048822,25.811282905549085,0.9999999999999906
U56/N10/H63/W,U56,POP,4446,27.687075051048804,27.687075051048822,25.811282905549085,0.9999999999999906
U56/N10/H63/M,U56,POP,1,27.56361717562703,27.635183891688325,27.705476288820577,2.018128830158463
U56/N10/H63/M,U56,POP,5,26.62508828003437,27.635183891688325,27.705476288820577,15.369912719771051
U56/N10/H63/M,U56,POP,21,26.658879138992567,27.635183891688325,27.705476288820577,14.889194173572914
U56/N10/H63/M,U56,POP,63,27.635183891688325,27.635183891688325,27.705476288820577,1.0
U56/N10/H63/M,U56,POP,126,27.635183891688325,27.635183891688325,27.705476288820577,1.0
U56/N10/H63/M,U56,POP,252,27.635183891688325,27.635183891688325,27.705476288820577,1.0
U56/N10/H63/M,U56,POP,504,27.635183891688325,27.635183891688325,27.705476288820577,1.0
U56/N10/H63/M,U56,POP,1008,27.635183891688325,27.635183891688325,27.705476288820577,1.0
U56/N10/H63/M,U56,POP,4446,27.635183891688325,27.635183891688325,27.705476288820577,1.0
U56/N10/H126/W,U56,POP,1,25.313882575760402,20.77105444573783,25.29811587794618,-0.0034827664811543126
U56/N10/H126/W,U56,POP,5,24.93780012417264,20.77105444573783,25.29811587794618,0.07959153176275215
U56/N10/H126/W,U56,POP,21,23.712611380502008,20.77105444573783,25.29811587794618,0.35022818249469745
