panel,fam,n,lam,cad,cost,turnover,rawchg,gross,CAGR,Sharpe,MaxDD,H1,H2,OOSs,OOScagr,OOSdd,IS_Sharpe,m_H1,m_H2,m_OOS,m_DD,m_CAGR,m_min,pass4b,pass4a,IS_pass4b
u56,RANKN,5,1.0,D,0.0,39.429194860694274,37.50209412294528,0.7419612699842377,0.22796937011792062,1.1297712264788358,-0.3119629374777779,1.3899353903796023,0.9589783731191267,0.9710134572914071,0.20960487542217132,-0.31196293747777815,1.4063206345391928,0.4312414685886742,0.13331968090515134,0.09523507716243629,-0.10965952577738816,0.12188966512807518,-0.10965952577738816,False,False,False
u56,RANKN,5,1.0,D,5.0,39.429194860694274,37.50209412294528,0.7419612699842377,0.20400743671654387,1.0308129577060794,-0.3124990784303239,1.270561997250596,0.8732293393510406,0.8830600516115653,0.18631575220744034,-0.3124990784303242,1.2877279940305464,0.31186807545966777,0.04757064713706527,0.0072816714825945095,-0.11019566672993411,0.09792773172669843,-0.11019566672993411,False,False,False
u56,RANKN,5,1.0,D,10.0,39.429194860694274,37.50209412294528,0.7419612699842377,0.18050911971887618,0.9318398856962538,-0.3130348789903412,1.1511451628237206,0.7874776188211321,0.7951007222715262,0.16347120122946768,-0.31303487899034155,1.1690976434388618,0.19245124103279243,-0.03818107339284327,-0.08067765785744463,-0.11073146728995145,0.07442941472903074,-0.11073146728995145,False,False,False
u56,RANKN,5,1.0,D,25.0,39.429194860694274,37.50209412294528,0.7419612699842377,0.11270777371424501,0.6349674263115442,-0.3588796954521437,0.7928662496481588,0.5302968020530981,0.5312834128042218,0.09752163054518226,-0.3588796954521435,0.8132107117895234,-0.1658276721427694,-0.2953618901608772,-0.34449496732474905,-0.15657628375175395,0.006628068724399569,-0.34449496732474905,False,False,False
u56,RANKN,5,1.0,D,50.0,39.429194860694274,37.50209412294528,0.7419612699842377,0.008180271644137704,0.14114463616948925,-0.4456195349173703,0.1970251141793326,0.10244966615077845,0.09236444183608238,-0.004257834446080966,-0.4456195349173704,0.22145250655619408,-0.7616688076115956,-0.7232090260631969,-0.7834139382928884,-0.2433161232169805,-0.09789943334570773,-0.7834139382928884,False,False,False
u56,RANKN,5,1.0,W,0.0,15.382412979007233,37.50209412294528,0.7419612699842377,0.25188740292980305,1.2171859229562405,-0.28442764271840904,1.3767964052292556,1.1246146257214629,1.1358275912396119,0.2575798254614592,-0.2844276427184087,1.3758121477866572,0.41810248343832745,0.2989559335074875,0.26004921111064105,-0.08212423101801927,0.14580769793995763,-0.08212423101801927,False,False,False
u56,RANKN,5,1.0,W,5.0,15.382412979007233,37.50209412294528,0.7419612699842377,0.2423097191173531,1.1791284623291112,-0.284484756551308,1.3314572073892712,1.091116299025533,1.1013450938218166,0.2478744618019617,-0.2844847565513081,1.3311208337526361,0.37276328559834304,0.2654576068115576,0.22556671369284576,-0.08218134485091824,0.13623001412750768,-0.08218134485091824,False,False,False
u56,RANKN,5,1.0,W,10.0,15.382412979007233,37.50209412294528,0.7419612699842377,0.2328031201294496,1.1410182659038584,-0.2845418670231763,1.2860409019076597,1.057577253779066,1.0668192438420687,0.23824176314047052,-0.2845418670231764,1.286355493284089,0.3273469801167316,0.2319185615650906,0.19104086371309792,-0.08223845532278654,0.12672341513960417,-0.08223845532278654,False,False,False
u56,RANKN,5,1.0,W,25.0,15.382412979007233,37.50209412294528,0.7419612699842377,0.20470473475193618,1.0264147311214935,-0.284713178273886,1.1494033450950918,0.956745268394784,0.9630138368858018,0.20977440060769958,-0.284713178273886,1.1516859330563816,0.19070942330416363,0.13108657618080866,0.08723545675683098,-0.08240976657349622,0.09862502976209074,-0.08240976657349622,False,False,False
u56,RANKN,5,1.0,W,50.0,15.382412979007233,37.50209412294528,0.7419612699842377,0.1592487428023226,0.8347619797726501,-0.28499862981652435,0.920826293874428,0.788154015217195,0.7894404670490424,0.16373358591382337,-0.28499862981652424,0.9264186166659627,-0.03786762791650011,-0.037504676996780395,-0.08633791307992844,-0.08269521811613459,0.05316903781247716,-0.08633791307992844,False,False,False
