panel,cost,gross,window,CAGR,Sharpe,MaxDD,H1,H2,L1_H1,L2_H2,L3_OOS,L4_DDcap,L5_CAGRfloor,pass4b,pass4a,dd_slack,cagr_slack
U56,0.0,0.01,FULL,0.0018375652069171355,1.1510156352234457,-0.00255582859104575,1.1704223572940124,1.1418446441959627,True,True,True,True,False,False,False,0.19974777765972862,-0.10407415355400071
U56,0.0,0.01,H1,0.001706152782997128,1.1704223572940124,-0.001518507889014531,0.9806712777651554,1.394211668663956,True,True,True,True,False,False,False,0.13085410305136064,-0.10677681465116744
U56,0.0,0.01,H2,0.0019689948706480553,1.1418446441959627,-0.00255582859104575,1.1335630496022775,1.1507747465263711,True,True,True,True,False,False,False,0.19974777765972862,-0.10137965265551702
U56,0.0,0.01,IS,0.0015955185634708435,1.074337395872566,-0.001518507889014531,0.83016391900351,1.3542456478878457,False,True,True,True,False,False,False,0.13085410305136064,-0.10311604508005205
U56,0.0,0.01,OOS,0.0020369475010411087,1.2103855700232435,-0.002555828591046083,1.3207146124045774,1.1002782045687638,True,True,True,True,False,False,False,0.19974777765972815,-0.10486450719718858
U56,0.0,0.02,FULL,0.0036760238651778465,1.1510206937744822,-0.005108222449116018,1.1704165052086435,1.1418599253595285,True,True,True,True,False,False,False,0.19719538380165835,-0.10223569489574
U56,0.0,0.02,H1,0.0034131041848195487,1.1704165052086435,-0.003036316528097216,0.9806241248916283,1.3942492864300298,True,True,True,True,False,False,False,0.12933629441227795,-0.10506986324934502
U56,0.0,0.02,H2,0.003939012437159883,1.1418599253595285,-0.00510822244911624,1.1335314133091596,1.1508415637773608,True,True,True,True,False,False,False,0.19719538380165813,-0.09940963508900519
U56,0.0,0.02,IS,0.0031913828819436496,1.074327878243691,-0.003036316528097216,0.8301134707268883,1.3542775517803276,False,True,True,True,False,False,False,0.12933629441227795,-0.10152018076157925
U56,0.0,0.02,OOS,0.004075327469410528,1.2104012735595033,-0.005108222449116462,1.3206884591913135,1.1003290753662094,True,True,True,True,False,False,False,0.19719538380165777,-0.10282612722881916
U56,0.0,0.03,FULL,0.005515368507301055,1.1510257105682264,-0.0076571822239761556,1.1704106222548238,1.141875164412549,True,True,True,True,False,False,False,0.19464642402679821,-0.10039635025361679
U56,0.0,0.03,H1,0.005120848348181051,1.1704106222548238,-0.0045534229652201,0.9805769286715603,1.394286894342543,True,True,True,True,False,False,False,0.12781918797515507,-0.10336211908598351
U56,0.0,0.03,H2,0.005910043519597785,1.141875164412549,-0.007657182223976711,1.1334997204487507,1.1509083693705913,True,True,True,True,False,False,False,0.19464642402679766,-0.09743860400656729
U56,0.0,0.03,IS,0.004787586443797842,1.0743183318408542,-0.0045534229652201,0.8300629720686808,1.3543094590702422,False,True,True,True,False,False,False,0.12781918797515507,-0.09992397719972505
