cost,memo_set,split,lead,n,rho_FULL_IS,rho_FULL_POST,rho_IS_POST,perm95,n_moved,max_disp,mean_disp,n_moved_ge3,top1_FULL,top1_IS,top1_POST,top1_changed,argmax_disp,post_share,contam
0,MEMO8,2013-12-31,CAGR,8,0.7380952380952381,0.9761904761904763,0.6904761904761906,0.7142857142857143,5,3.0,1.25,1,K8,K8,K8,False,K4,0.7184334908845375,0.2857142857142857
0,MEMO8,2013-12-31,Sharpe,8,0.5476190476190477,0.6666666666666669,0.1666666666666667,0.7142857142857143,8,5.0,1.75,1,K8,K7,K8,True,K8,0.7184334908845375,0.5000000000000001
0,MEMO8,2013-12-31,MaxDD,8,0.28571428571428575,1.0,0.28571428571428575,0.7142857142857143,7,5.0,2.25,3,K7,K7,K7,False,K8,0.7184334908845375,0.7142857142857142
0,MEMO8,2014-12-31,CAGR,8,0.7380952380952381,0.9047619047619048,0.5476190476190477,0.7142857142857143,5,3.0,1.25,1,K8,K8,K8,False,K4,0.6617150573936529,0.3571428571428571
0,MEMO8,2014-12-31,Sharpe,8,0.6190476190476191,0.4761904761904762,0.04761904761904763,0.7142857142857143,8,5.0,1.5,1,K8,K7,K8,True,K8,0.6617150573936529,0.4285714285714286
0,MEMO8,2014-12-31,MaxDD,8,0.28571428571428575,1.0,0.28571428571428575,0.7142857142857143,7,5.0,2.25,3,K7,K7,K7,False,K8,0.6617150573936529,0.7142857142857142
0,MEMO8,2015-12-31,CAGR,8,0.8571428571428572,0.9285714285714287,0.7142857142857144,0.7142857142857143,6,2.0,1.0,0,K8,K6,K8,True,K3,0.6049966239027684,0.2142857142857143
0,MEMO8,2015-12-31,Sharpe,8,0.523809523809524,0.5476190476190477,-0.11904761904761905,0.7142857142857143,8,5.0,1.75,2,K8,K7,K8,True,K8,0.6049966239027684,0.6666666666666667
0,MEMO8,2015-12-31,MaxDD,8,0.28571428571428575,1.0,0.28571428571428575,0.7142857142857143,7,5.0,2.25,3,K7,K7,K7,False,K8,0.6049966239027684,0.7142857142857142
0,MEMO8,2016-12-31,CAGR,8,0.880952380952381,0.880952380952381,0.6904761904761906,0.7142857142857143,4,2.0,0.75,0,K8,K8,K8,False,K3,0.5482781904118839,0.19047619047619047
0,MEMO8,2016-12-31,Sharpe,8,0.6904761904761906,0.30952380952380953,-0.28571428571428575,0.7142857142857143,8,4.0,1.5,1,K8,K7,K8,True,K8,0.5482781904118839,0.5952380952380953
0,MEMO8,2016-12-31,MaxDD,8,0.28571428571428575,1.0,0.28571428571428575,0.7142857142857143,7,5.0,2.25,3,K7,K7,K7,False,K8,0.5482781904118839,0.7142857142857142
0,MEMO8,2017-12-31,CAGR,8,0.880952380952381,0.9523809523809524,0.8095238095238096,0.7142857142857143,4,2.0,0.75,0,K8,K8,K8,False,K3,0.4917848300697727,0.1428571428571428
0,MEMO8,2017-12-31,Sharpe,8,0.7619047619047621,0.4761904761904762,0.11904761904761905,0.7142857142857143,5,4.0,1.0,1,K8,K7,K8,True,K8,0.4917848300697727,0.35714285714285715
0,MEMO8,2017-12-31,MaxDD,8,0.28571428571428575,1.0,0.28571428571428575,0.7142857142857143,7,5.0,2.25,3,K7,K7,K7,False,K8,0.4917848300697727,0.7142857142857142
0,MEMO8,2018-12-31,CAGR,8,0.9523809523809524,0.9761904761904763,0.9047619047619048,0.7142857142857143,4,1.0,0.5,0,K8,K8,K8,False,K1,0.4352914697276615,0.07142857142857151
0,MEMO8,2018-12-31,Sharpe,8,0.8571428571428572,0.6666666666666669,0.3571428571428572,0.7142857142857143,6,2.0,1.0,0,K8,K7,K8,True,K4,0.4352914697276615,0.30952380952380965
0,MEMO8,2018-12-31,MaxDD,8,0.5000000000000001,1.0,0.5000000000000001,0.7142857142857143,7,5.0,1.75,2,K7,K7,K7,False,K8,0.4352914697276615,0.4999999999999999
0,MEMO12,2013-12-31,CAGR,12,0.7762237762237763,0.9930069930069931,0.7552447552447553,0.5804195804195804,7,4.0,1.6666666666666667,3,R4,R4,R4,False,K2,0.7184334908845375,0.23776223776223782
0,MEMO12,2013-12-31,Sharpe,12,0.4125874125874127,0.7482517482517484,-0.08391608391608392,0.5804195804195804,10,9.0,2.6666666666666665,5,K8,R3,K8,True,K8,0.7184334908845375,0.8321678321678324
0,MEMO12,2013-12-31,MaxDD,12,-0.034965034965034975,1.0,-0.034965034965034975,0.5804195804195804,11,9.0,3.6666666666666665,5,K7,K7,K7,False,K8,0.7184334908845375,1.034965034965035
0,MEMO12,2014-12-31,CAGR,12,0.7692307692307694,0.965034965034965,0.6713286713286714,0.5804195804195804,7,4.0,1.6666666666666667,4,R4,R4,R4,False,K2,0.6617150573936529,0.29370629370629364
0,MEMO12,2014-12-31,Sharpe,12,0.4685314685314686,0.6293706293706295,-0.21678321678321683,0.5804195804195804,10,9.0,2.5,4,K8,K7,K8,True,K8,0.6617150573936529,0.8461538461538463
0,MEMO12,2014-12-31,MaxDD,12,-0.034965034965034975,1.0,-0.034965034965034975,0.5804195804195804,11,9.0,3.6666666666666665,5,K7,K7,K7,False,K8,0.6617150573936529,1.034965034965035
0,MEMO12,2015-12-31,CAGR,12,0.8461538461538463,0.9580419580419581,0.7552447552447553,0.5804195804195804,7,4.0,1.3333333333333333,3,R4,R4,K8,False,K3,0.6049966239027684,0.2027972027972028
0,MEMO12,2015-12-31,Sharpe,12,0.3076923076923077,0.7132867132867133,-0.27272727272727276,0.5804195804195804,11,9.0,3.1666666666666665,6,K8,R3,K8,True,K8,0.6049966239027684,0.986013986013986
0,MEMO12,2015-12-31,MaxDD,12,-0.034965034965034975,1.0,-0.034965034965034975,0.5804195804195804,11,9.0,3.6666666666666665,5,K7,K7,K7,False,K8,0.6049966239027684,1.034965034965035
0,MEMO12,2016-12-31,CAGR,12,0.8531468531468532,0.9020979020979022,0.6783216783216784,0.5804195804195804,5,4.0,1.1666666666666667,3,R4,R4,K8,False,K3,0.5482781904118839,0.22377622377622375
0,MEMO12,2016-12-31,Sharpe,12,0.3636363636363637,0.5454545454545455,-0.5104895104895105,0.5804195804195804,10,8.0,3.0,6,K8,R4,K8,True,K8,0.5482781904118839,1.055944055944056
0,MEMO12,2016-12-31,MaxDD,12,-0.034965034965034975,1.0,-0.034965034965034975,0.5804195804195804,11,9.0,3.6666666666666665,5,K7,K7,K7,False,K8,0.5482781904118839,1.034965034965035
0,MEMO12,2017-12-31,CAGR,12,0.8951048951048951,0.9090909090909092,0.7832167832167832,0.5804195804195804,4,4.0,0.8333333333333334,2,R4,R4,K8,False,K3,0.4917848300697727,0.12587412587412594
0,MEMO12,2017-12-31,Sharpe,12,0.46153846153846156,0.5874125874125874,-0.30069930069930073,0.5804195804195804,9,8.0,2.5,5,K8,R4,K8,True,K8,0.4917848300697727,0.8881118881118881
0,MEMO12,2017-12-31,MaxDD,12,-0.034965034965034975,1.0,-0.034965034965034975,0.5804195804195804,11,9.0,3.6666666666666665,5,K7,K7,K7,False,K8,0.4917848300697727,1.034965034965035
