panel,r_target,n,n_elig,r_real,sat_share,S_ew,S_fwd,C_ew,C_fwd,dS,dC,rev,rev_eps0,ew_wins_S,ew_wins_C,turn_fwd,turn_ew
B136,0.05,5,99.0,0.050505050505050504,0.002171552660152009,1.1054296734148639,0.9863622449423475,0.11635195735512016,0.19212132196495402,0.11906742847251639,-0.07576936460983386,True,True,True,False,21.883816969723267,8.266497294317862
B136,0.1,10,99.0,0.10101010101010101,0.011943539630836048,1.1054296734148639,1.0035676651869732,0.11635195735512016,0.1631643783045944,0.10186200822789071,-0.04681242094947424,True,True,True,False,17.922295935407835,8.266497294317862
B136,0.2,20,99.0,0.20202020202020202,0.0249728555917481,1.1054296734148639,1.0454701923010825,0.11635195735512016,0.14620897388850618,0.059959481113781354,-0.029857016533386016,True,True,True,False,14.310741802245708,8.266497294317862
B136,0.35,35,99.0,0.35353535353535354,0.06297502714440825,1.1054296734148639,1.0638517402139336,0.11635195735512016,0.1338709834287788,0.041577933200930284,-0.017519026073658628,True,True,True,False,11.771809812807087,8.266497294317862
B136,0.5,50,99.0,0.5050505050505051,0.10857763300760044,1.1054296734148639,1.0918028648232823,0.11635195735512016,0.12931036815195562,0.013626808591581607,-0.012958410796835462,True,True,True,False,10.455695288265538,8.266497294317862
B136,0.75,74,99.0,0.7474747474747475,0.20629750271444083,1.1054296734148639,1.092811863539904,0.11635195735512016,0.12167156522383382,0.012617809874959862,-0.0053196078687136605,True,True,True,False,9.101088307371008,8.266497294317862
B136,1.0,99,99.0,1.0,0.511400651465798,1.1054296734148639,1.1055271331276453,0.11635195735512016,0.11819086615589947,-9.745971278141141e-05,-0.0018389088007793042,False,False,False,False,8.334675165292676,8.266497294317862
BSTK100,0.05,4,72.0,0.05555555555555555,0.011943539630836048,1.0926815390192868,1.0423858872342993,0.13717411937332047,0.22538639175365383,0.050295651784987516,-0.08821227238033336,True,True,True,False,22.64786183976224,8.6396905042728
BSTK100,0.1,7,72.0,0.09722222222222222,0.01737242128121607,1.0926815390192868,0.9770711474134638,0.13717411937332047,0.17821632683265132,0.11561039160582298,-0.04104220745933085,True,True,True,False,19.73428622885414,8.6396905042728
BSTK100,0.2,14,72.0,0.19444444444444445,0.023887079261672096,1.0926815390192868,1.0532534109874678,0.13717411937332047,0.16784958656399795,0.03942812803181894,-0.030675467190677486,True,True,True,False,15.388434983437703,8.6396905042728
BSTK100,0.35,25,72.0,0.3472222222222222,0.05537459283387622,1.0926815390192868,1.0268299979023854,0.13717411937332047,0.1471959299761898,0.06585154111690139,-0.01002181060286933,True,True,True,False,12.5992809952296,8.6396905042728
BSTK100,0.5,36,72.0,0.5,0.09446254071661238,1.0926815390192868,1.070965319363059,0.13717411937332047,0.1461166438278556,0.02171621965622772,-0.008942524454535139,True,True,True,False,10.958373229542628,8.6396905042728
BSTK100,0.75,54,72.0,0.75,0.1976112920738328,1.0926815390192868,1.0826960168885902,0.13717411937332047,0.14058604475623326,0.009985522130696589,-0.003411925382912795,True,True,True,False,9.438021836458374,8.6396905042728
BSTK100,1.0,72,72.0,1.0,0.504885993485342,1.0926815390192868,1.0988350211748164,0.13717411937332047,0.13946129177719935,-0.006153482155529577,-0.0022871724038788788,False,False,False,False,8.723259691920227,8.6396905042728
ETF36,0.05,1,27.0,0.037037037037037035,0.0010857763300760044,0.7284482263279793,0.4044210040339528,0.059996237946978725,0.06646707740467539,0.32402722229402653,-0.006470839457696664,True,True,True,False,24.75020164080185,8.45085454610514
ETF36,0.1,3,27.0,0.1111111111111111,0.006514657980456026,0.7284482263279793,0.4363643537718757,0.059996237946978725,0.057566019792430145,0.29208387255610363,0.00243021815454858,False,False,True,True,21.6356776123333,8.45085454610514
ETF36,0.2,5,27.0,0.18518518518518517,0.026058631921824105,0.7284482263279793,0.6526909488515129,0.059996237946978725,0.07962730913825089,0.07575727747646643,-0.019631071191272165,True,True,True,False,16.20178706611419,8.45085454610514
ETF36,0.35,9,27.0,0.3333333333333333,0.08903365906623235,0.7284482263279793,0.7286199045415526,0.059996237946978725,0.07787991139322092,-0.0001716782135732231,-0.0178836734462422,False,False,False,False,13.94635926107005,8.45085454610514
ETF36,0.5,14,27.0,0.5185185185185185,0.15743756786102062,0.7284482263279793,0.7518623571508263,0.059996237946978725,0.07341488006204866,-0.023414130822846935,-0.013418642115069934,False,False,False,False,11.30634050734569,8.45085454610514
ETF36,0.75,20,27.0,0.7407407407407407,0.2280130293159609,0.7284482263279793,0.7753990419215766,0.059996237946978725,0.07094593458594334,-0.04695081559359726,-0.010949696638964612,False,False,False,False,9.578909507664012,8.45085454610514
ETF36,1.0,27,27.0,1.0,0.5374592833876222,0.7284482263279793,0.7409956985153834,0.059996237946978725,0.06275703240053176,-0.01254747218740404,-0.0027607944535530393,False,False,False,False,8.67260382489971,8.45085454610514
SMALL439,0.05,7,148.0,0.0472972972972973,0.004895960832313341,0.4361514694631411,0.5445798185812768,0.05061731543970338,0.09976479353358925,-0.1084283491181357,-0.049147478093885866,False,False,False,False,27.270710829276474,13.36027270641697
SMALL439,0.1,15,148.0,0.10135135135135136,0.0073439412484700125,0.4361514694631411,0.6100089802296627,0.05061731543970338,0.09786906455911115,-0.17385751076652156,-0.04725174911940777,False,False,False,False,21.95280146635667,13.36027270641697
SMALL439,0.2,30,148.0,0.20270270270270271,0.017135862913096694,0.4361514694631411,0.519820794426943,0.05061731543970338,0.07250986507405655,-0.08366932496380186,-0.021892549634353164,False,False,False,False,18.81300806128724,13.36027270641697
SMALL439,0.35,52,148.0,0.35135135135135137,0.05752753977968176,0.4361514694631411,0.5348531217508155,0.05061731543970338,0.07008389786734881,-0.09870165228767436,-0.01946658242764543,False,False,False,False,16.51427362340017,13.36027270641697
SMALL439,0.5,74,148.0,0.5,0.10648714810281518,0.4361514694631411,0.5304185710419396,0.05061731543970338,0.06720481911001852,-0.09426710157879847,-0.01658750367031514,False,False,False,False,14.992479955002551,13.36027270641697
SMALL439,0.75,111,148.0,0.75,0.25091799265605874,0.4361514694631411,0.44948647806593844,0.05061731543970338,0.053746833005166916,-0.013335008602797349,-0.0031295175654635354,False,False,False,False,13.859674347100292,13.36027270641697
SMALL439,1.0,148,148.0,1.0,0.5055079559363526,0.4361514694631411,0.43126003154349535,0.05061731543970338,0.05041520935339139,0.004891437919645747,0.00020210608631199278,False,False,False,False,13.341628106786802,13.36027270641697
