panel,cost_bps,gross,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turnover_yr,DD_margin_full,DD_margin_oos,pass_4b_full,pass_4b_oos,pass_4a
u56,0.0,0.25,0.029117307817748683,1.2266605481837074,-0.04089894593771637,1.2520869344132197,1.2072716732264026,0.031799196705543986,1.3028192140568722,-0.04089894593771637,0.6062768598393591,0.16140459440739546,0.16140459440739546,False,False,False
u56,0.0,0.375,0.04377638789908467,1.226520459725387,-0.06104937432474944,1.2522824098035255,1.2068564962235302,0.047843803356434345,1.3024353107885873,-0.06104937432474933,0.9022961093018053,0.1412541660203624,0.1412541660203625,False,False,False
u56,0.0,0.5,0.05849815944118286,1.2263766019852123,-0.08099973069895172,1.2524767356410993,1.2064360672674126,0.06398050745002481,1.3020451143504206,-0.08099973069895161,1.194826313378985,0.12130380964616011,0.12130380964616022,False,False,False
u56,0.0,0.625,0.07327931472229321,1.2262289037717806,-0.10074948785033966,1.2526699106744246,1.2060102844646263,0.08020572432505135,1.301648499213753,-0.10074948785033999,1.4848707099591762,0.10155405249477217,0.10155405249477184,False,False,False
u56,0.0,0.75,0.08811645471909801,1.2260772909325255,-0.12029812214763835,1.2528619330093715,1.2055790425000439,0.09651574458861623,1.3012453352065745,-0.12029812214763824,1.7735559161867938,0.08200541819747348,0.08200541819747359,False,False,False
u56,0.0,0.875,0.10300608852363546,1.2259216861832696,-0.13964511351493558,1.2530528001041281,1.2051422324226115,0.11290673256224526,1.300835487229165,-0.1396451135149357,2.0620965380506076,0.06265842683017625,0.06265842683017614,False,True,False
u56,0.0,1.0,0.11794463277118994,1.2257620089229675,-0.15878994540852154,1.2532425087633594,1.2046997414121023,0.1293747247195809,1.3004188149455909,-0.15878994540852176,2.3519482030399166,0.043513594936590294,0.04351359493659007,True,True,False
u56,0.0,1.125,0.13292841107796227,1.2255981750321796,-0.17773210479390478,1.2534310551315828,1.2042514525248589,0.1459156281133367,1.2999951724485994,-0.17773210479390433,2.6445367696226096,0.024571435551207055,0.0245714355512075,True,True,False
u56,0.0,1.25,0.14795365348716105,1.2254300966536316,-0.19647108212300957,1.2536184346857515,1.203797244416319,0.16252521878888437,1.2995644078952184,-0.19647108212300968,2.9415973955161574,0.005832458222102266,0.005832458222102155,True,True,False
u56,0.0,1.375,0.1630164959219753,1.2252576819530325,-0.21500637131155276,1.2538046422270233,1.2033369910378486,0.1791991401815345,1.2991263631100474,-0.21500637131155298,3.24479149133064,-0.012702830966440926,-0.012702830966441148,False,False,False
u56,0.0,1.5,0.17811297964368866,1.2250808348581115,-0.23333746971659175,1.2539896718717125,1.2028705613051107,0.19593290149416887,1.298680873152891,-0.23333746971659164,3.5553474403285628,-0.031033929371479918,-0.031033929371479807,False,False,False
u56,5.0,0.25,0.028805422049576368,1.2138244852279476,-0.04094527244352497,1.2391458344876662,1.1944931244523052,0.03148452044119687,1.2902442845538153,-0.04094527244352508,0.6062768598393591,0.16135826790158686,0.16135826790158675,False,False,False
u56,5.0,0.375,0.04330566579954831,1.2137857811002333,-0.0611170340739311,1.2394452631271118,1.194177060149147,0.04736818425111511,1.2899591374740078,-0.06111703407393121,0.9022961093018053,0.14118650627118073,0.14118650627118062,False,False,False
u56,5.0,0.5,0.05786610674122894,1.2137302354471953,-0.08108769013443073,1.2397314839972537,1.193841731001816,0.06334090268843884,1.2896537061259612,-0.08108769013443073,1.194826313378985,0.1212158502106811,0.1212158502106811,False,False,False
u56,5.0,0.625,0.07248295035459251,1.2136573401271782,-0.1008567752848536,1.2400033022540389,1.1934872790419941,0.07939858395394794,1.2893280620168521,-0.10085677528485348,1.4848707099591762,0.10144676506025824,0.10144676506025835,False,False,False
u56,5.0,0.75,0.08715221722313515,1.2135659757881787,-0.12042377450517217,1.2402588255913463,1.1931133121440216,0.09553693392108098,1.2889815018993998,-0.12042377450517261,1.7735559161867938,0.08187976583993967,0.08187976583993922,False,False,False
u56,5.0,0.875,0.10186975701203416,1.2134550567477123,-0.13978831337439224,1.240496806507729,1.1927189224653132,0.11175146658619473,1.2886132593081183,-0.13978831337439213,2.0620965380506076,0.0625152269707196,0.0625152269707197,False,True,False
u56,5.0,1.0,0.11663116041881305,1.213322887448467,-0.15894991887089915,1.2407158930481053,1.1923021253758685,0.12803734026925073,1.288221365491305,-0.15894991887089926,2.3519482030399166,0.04335362147421268,0.04335362147421257,True,True,False
u56,5.0,1.125,0.13143190333761678,1.2131687535539248,-0.17790854775154064,1.2409154611993707,1.1918621516424341,0.1443895769929291,1.2878051061138822,-0.17790854775154086,2.6445367696226096,0.024394992593571196,0.024394992593570974,True,True,False
u56,5.0,1.25,0.14626715133063017,1.2129908174544735,-0.19666432851758175,1.2410939510917727,1.191396945575087,0.16080279457666413,1.2873622930231787,-0.19666432851758187,2.9415973955161574,0.005639211827530077,0.005639211827529966,True,True,False
u56,5.0,1.375,0.1611319709218353,1.2127881980245763,-0.21521712534589432,1.2412515602645173,1.1909047090878173,0.1772714210806099,1.2868914588347506,-0.21521712534589466,3.24479149133064,-0.01291358500078249,-0.012913585000782823,False,False,False
