key,membership,decile,n_names,size,arm,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,dCAGR_vs_EWall,dSharpe_vs_EWall,dCAGR0_vs_EWall,dSharpeIS_vs_EWall,dSharpeOOS_vs_EWall,keep4a,keep4b
capQ,STATIC,1,44,$148M cap,EWall,0.09126399786121198,0.5868261090426177,-0.45977251914228345,0.8732968699298616,0.4054656143273739,0.8886493214307712,0.1287888849615868,-0.27161741744084356,0.06871447042672307,0.4458363843474998,-0.45977251914228434,0.0,0.0,0.0,0.0,0.0,False,False
capQ,STATIC,1,44,$148M cap,MA-RS,0.04141022334760103,0.3054734585208557,-0.4656396633797327,0.044401793478905244,0.4982247119287488,-0.09962702195188372,-0.030422671802769474,-0.4656396633797327,0.0884079870368859,0.5083128133346293,-0.43325010447254153,-0.04985377451361095,-0.28135265052176195,-0.038964520780244705,-0.9882763433826549,0.06247642898712952,False,False
capQ,STATIC,1,44,$148M cap,MA-DG,0.023792488405560253,0.33786457825320476,-0.20200685860672007,0.1438568465918854,0.5237089271748266,0.04130246544285503,0.00012244047397946822,-0.20200685860672007,0.038690070208392324,0.5239274777037775,-0.14890864378499158,-0.06747150945565172,-0.2489615307894129,-0.06583946856486822,-0.8473468559879163,0.07809109335627767,False,False
capQ,STATIC,2,43,$267M cap,EWall,0.10354637145741608,0.6606095177527055,-0.41954393365254394,0.8893311754657365,0.5230309808159401,1.0199756970663254,0.14613090987676003,-0.26313185751197987,0.07804035379645091,0.4964242407782296,-0.4195439336525425,0.0,0.0,0.0,0.0,0.0,False,False
capQ,STATIC,2,43,$267M cap,MA-RS,0.09174307191836184,0.5666698288191004,-0.45166870041346363,0.7327230484852982,0.48106431181254133,0.5265309773987316,0.06862178720256029,-0.2898056410787101,0.10627195180521598,0.5942273155974269,-0.4516687004134644,-0.011803299539054235,-0.09393968893360505,-0.001481890912220507,-0.49344471966759385,0.09780307481919731,False,False
capQ,STATIC,2,43,$267M cap,MA-DG,0.04716060059546012,0.6089999214777826,-0.19348488735804714,0.8284223356046976,0.4308609024961572,0.7766861543457336,0.05857395512061392,-0.13918142020181845,0.04017328114503105,0.5138506202279305,-0.1934848873580437,-0.05638577086195595,-0.0516095962749229,-0.05462412488840607,-0.24328954272059178,0.01742637944970088,False,False
capQ,STATIC,3,43,$372M cap,EWall,0.08129160857441242,0.5279537964315499,-0.38259837455270873,0.44811373710160074,0.5982442147400677,0.508473739472855,0.06597309290705144,-0.2597724156235621,0.09086206315360568,0.5436785819908451,-0.38259837455270795,0.0,0.0,0.0,0.0,0.0,False,False
capQ,STATIC,3,43,$372M cap,MA-RS,0.06729072931393087,0.4501123260024295,-0.530590671075777,0.6044620273581306,0.3618319971821071,0.6134071630350134,0.08226632296685787,-0.24178920726547093,0.05814551553969416,0.38312783528798006,-0.5305906710757762,-0.014000879260481547,-0.07784147042912043,-0.004502944158295996,0.1049334235621584,-0.160550746702865,False,False
capQ,STATIC,3,43,$372M cap,MA-DG,0.04365884764566896,0.5568293950132852,-0.16183408738134963,0.5803753353666704,0.5450637071014932,0.6167492595216822,0.04427093929473003,-0.08772621012133164,0.043280999873894554,0.5275414145617686,-0.1618340873813494,-0.03763276092874346,0.028875598581735273,-0.035946500320270136,0.10827552004882723,-0.01613716742907645,False,False
capQ,STATIC,4,44,$534M cap,EWall,0.10379523168335791,0.668090064665629,-0.4587623133552601,0.6551098529026248,0.690398145602751,0.659343973141352,0.0931669920488356,-0.23847044983447907,0.11041077062179294,0.6754345583894935,-0.4587623133552601,0.0,0.0,0.0,0.0,0.0,False,False
capQ,STATIC,4,44,$534M cap,MA-RS,0.04261139030638006,0.33331253636224073,-0.5127569940321425,0.20847377050608212,0.43188155677711143,0.19754955194628807,0.018443395758695358,-0.24027210948577105,0.05782313055405375,0.40477777585334385,-0.5075684450889638,-0.061183841376977854,-0.3347775283033883,-0.05101498684161254,-0.46179442119506386,-0.27065678253614966,False,False
capQ,STATIC,4,44,$534M cap,MA-DG,0.030562679803397552,0.41177050087908995,-0.1945336872542266,0.18545076518451079,0.6040911391177255,0.20265887088947374,0.012673840108186729,-0.16183727732907238,0.041768299409624454,0.530500536379686,-0.17802560721092142,-0.07323255187996036,-0.2563195637865391,-0.07103410768886875,-0.4566851022518782,-0.14493402200980754,False,False
capQ,STATIC,5,43,$653M cap,EWall,0.1088626483539028,0.669495957431481,-0.35834773294391453,0.9397910286178967,0.47285179174584985,0.7974798945443662,0.12171913517038568,-0.26506452129134994,0.100996212029131,0.6052458361928708,-0.3583477329439144,0.0,0.0,0.0,0.0,0.0,False,False
capQ,STATIC,5,43,$653M cap,MA-RS,0.08158632340886585,0.5161932593341337,-0.3806442706674623,0.7269571216763054,0.35715714179378544,0.6180919782601884,0.09307153622406372,-0.20848329167393775,0.07455343259076597,0.46500365406153105,-0.38064427066746187,-0.027276324945036956,-0.1533026980973473,-0.017448407170734592,-0.17938791628417783,-0.1402421821313397,False,False
capQ,STATIC,5,43,$653M cap,MA-DG,0.036561070881771185,0.4677024079467926,-0.15220402732034288,0.6622933893467063,0.2747156821993133,0.5364557793787409,0.04382836084701425,-0.11518752195280857,0.03209809800742258,0.42318516292385006,-0.15220402732034244,-0.07230157747213162,-0.20179354948468847,-0.07060368501149972,-0.2610241151656253,-0.1820606732690207,False,False
capQ,STATIC,6,43,$835M cap,EWall,0.12401280285902638,0.6991121894995698,-0.4106776102071191,0.6619589104260558,0.7369307678800547,0.6051761149486028,0.09730947654131405,-0.35800777256109895,0.14082834370908515,0.7523477644931588,-0.4106776102071197,0.0,0.0,0.0,0.0,0.0,False,False
capQ,STATIC,6,43,$835M cap,MA-RS,0.06350215474001053,0.41023728154580064,-0.5627021867491906,0.2609300648175978,0.5340476863192817,0.26115007297416964,0.03160575710213709,-0.4682805126878269,0.08369203212430354,0.4933593358209226,-0.4962349894129868,-0.06051064811901585,-0.28887490795376913,-0.04998534705485835,-0.34402604197443315,-0.25898842867223615,False,False
capQ,STATIC,6,43,$835M cap,MA-DG,0.04065198344418852,0.48417970216395817,-0.2358944262185788,0.2667460346712699,0.6822284665828378,0.3255103808912636,0.02544642860808244,-0.18768990200439484,0.05015532832622993,0.5798898903796497,-0.18730628527905324,-0.08336081941483786,-0.2149324873356116,-0.08167826936947908,-0.2796657340573392,-0.1724578741135091,False,False
