stem,artifact,column,seed_min,n_arm,med_abs,med_signed,med_sd,share_neg,z,determinate,floor
2026-09-10_does-every-published-MATCHED-GROSS-TWIN-claim-need-a-PLACEBO-column_cloud,2026-09-10_does-every-published-MATCHED-GROSS-TWIN-claim-need-a-PLACEBO-column_cloud.placebo.csv.gz,dSharpe,20,319,0.04624005599756538,-0.00720542295411045,0.07820315941515268,0.6144200626959248,4.087215329977736,True,0.012722703628822564
2026-09-10_does-every-published-MATCHED-GROSS-TWIN-claim-need-a-PLACEBO-column_cloud,2026-09-10_does-every-published-MATCHED-GROSS-TWIN-claim-need-a-PLACEBO-column_cloud.placebo.csv.gz,dSharpe_OOS,3,471,0.0414355036997654,-0.005946769645222826,0.07008150021412111,0.6233766233766234,5.303759999271284,True,0.016431178271804937
2026-09-10_does-every-published-MATCHED-GROSS-TWIN-claim-need-a-PLACEBO-column_cloud,2026-09-10_does-every-published-MATCHED-GROSS-TWIN-claim-need-a-PLACEBO-column_cloud.placebo.csv.gz,dSharpe_OOS,5,456,0.04288461683385229,-0.006519306829792293,0.07112729000636946,0.623059866962306,5.226785863762923,True,0.016676372202567905
2026-09-10_does-every-published-MATCHED-GROSS-TWIN-claim-need-a-PLACEBO-column_cloud,2026-09-10_does-every-published-MATCHED-GROSS-TWIN-claim-need-a-PLACEBO-column_cloud.placebo.csv.gz,dSharpe_OOS,10,435,0.04543539918609145,-0.006519306829792293,0.07543211408942772,0.6194895591647331,4.961335423848607,True,0.017042341179659505
2026-09-10_does-every-published-MATCHED-GROSS-TWIN-claim-need-a-PLACEBO-column_cloud,2026-09-10_does-every-published-MATCHED-GROSS-TWIN-claim-need-a-PLACEBO-column_cloud.placebo.csv.gz,dSharpe_OOS,20,319,0.06340797093825708,-0.0132360972115887,0.11373912269569263,0.6394984326018809,4.983043347507103,True,0.018503972983720637
2026-09-10_is-the-MATCHED-GROSS-TWIN-win-rate-a-FIRING-RATE-function_C,2026-09-10_is-the-MATCHED-GROSS-TWIN-win-rate-a-FIRING-RATE-function_C.placebo.csv.gz,dSharpe,3,43,0.09074838885263913,-0.09074838885263913,0.13194546268308743,1.0,6.324555320336758,True,0.011757370374496902
2026-09-10_is-the-MATCHED-GROSS-TWIN-win-rate-a-FIRING-RATE-function_C,2026-09-10_is-the-MATCHED-GROSS-TWIN-win-rate-a-FIRING-RATE-function_C.placebo.csv.gz,dSharpe,5,43,0.09074838885263913,-0.09074838885263913,0.13194546268308743,1.0,6.324555320336758,True,0.011757370374496902
2026-09-10_is-the-MATCHED-GROSS-TWIN-win-rate-a-FIRING-RATE-function_C,2026-09-10_is-the-MATCHED-GROSS-TWIN-win-rate-a-FIRING-RATE-function_C.placebo.csv.gz,dSharpe,10,42,0.09409131045096909,-0.09409131045096909,0.13357337257538776,1.0,6.244997998398398,True,0.01190242984945629
2026-09-10_is-the-MATCHED-GROSS-TWIN-win-rate-a-FIRING-RATE-function_C,2026-09-10_is-the-MATCHED-GROSS-TWIN-win-rate-a-FIRING-RATE-function_C.placebo.csv.gz,dSharpe,20,40,0.09836745913058209,-0.09836745913058209,0.13761475666799505,1.0,6.08276253029822,True,0.012262548709447029
2026-09-10_is-the-MATCHED-GROSS-TWIN-win-rate-a-FIRING-RATE-function_C,2026-09-10_is-the-MATCHED-GROSS-TWIN-win-rate-a-FIRING-RATE-function_C.placebo.csv.gz,gap,3,43,0.026863571938124158,-0.010321436613375395,0.03360981656353022,1.0,6.324555320336758,True,0.0029948969333295377
2026-09-10_is-the-MATCHED-GROSS-TWIN-win-rate-a-FIRING-RATE-function_C,2026-09-10_is-the-MATCHED-GROSS-TWIN-win-rate-a-FIRING-RATE-function_C.placebo.csv.gz,gap,5,43,0.026863571938124158,-0.010321436613375395,0.03360981656353022,1.0,6.324555320336758,True,0.0029948969333295377
2026-09-10_is-the-MATCHED-GROSS-TWIN-win-rate-a-FIRING-RATE-function_C,2026-09-10_is-the-MATCHED-GROSS-TWIN-win-rate-a-FIRING-RATE-function_C.placebo.csv.gz,gap,10,42,0.02738856401050572,-0.010360589553057471,0.03373365967131581,1.0,6.244997998398398,True,0.003005932320655141
2026-09-10_is-the-MATCHED-GROSS-TWIN-win-rate-a-FIRING-RATE-function_C,2026-09-10_is-the-MATCHED-GROSS-TWIN-win-rate-a-FIRING-RATE-function_C.placebo.csv.gz,gap,20,40,0.02809717695318746,-0.010258525620647298,0.03391781870434438,1.0,6.08276253029822,True,0.003022342327601168
2026-09-10_market-cap-as-the-third-substitution_B,2026-09-10_market-cap-as-the-third-substitution_B.placebo.csv,dSharpe_F,3,0,,,,,,False,
2026-09-10_market-cap-as-the-third-substitution_B,2026-09-10_market-cap-as-the-third-substitution_B.placebo.csv,dSharpe_F,5,0,,,,,,False,
2026-09-10_market-cap-as-the-third-substitution_B,2026-09-10_market-cap-as-the-third-substitution_B.placebo.csv,dSharpe_F,10,0,,,,,,False,
2026-09-10_market-cap-as-the-third-substitution_B,2026-09-10_market-cap-as-the-third-substitution_B.placebo.csv,dSharpe_F,20,0,,,,,,False,
2026-09-10_market-cap-as-the-third-substitution_B,2026-09-10_market-cap-as-the-third-substitution_B.placebo.csv,dSharpe_OOS,3,0,,,,,,False,
2026-09-10_market-cap-as-the-third-substitution_B,2026-09-10_market-cap-as-the-third-substitution_B.placebo.csv,dSharpe_OOS,5,0,,,,,,False,
2026-09-10_market-cap-as-the-third-substitution_B,2026-09-10_market-cap-as-the-third-substitution_B.placebo.csv,dSharpe_OOS,10,0,,,,,,False,
2026-09-10_market-cap-as-the-third-substitution_B,2026-09-10_market-cap-as-the-third-substitution_B.placebo.csv,dSharpe_OOS,20,0,,,,,,False,
2026-09-10_the-stop-family-never-beats-its-own-exposure_cloud,2026-09-10_the-stop-family-never-beats-its-own-exposure_cloud.placebo.csv,dSharpe,3,105,0.0036490825691591,0.0,0.03292895528938404,0.47959183673469385,-0.40406101782088427,False,0.0051691120588572784
2026-09-10_the-stop-family-never-beats-its-own-exposure_cloud,2026-09-10_the-stop-family-never-beats-its-own-exposure_cloud.placebo.csv,dSharpe,5,98,0.004183260866525726,0.0,0.03423639973355455,0.5164835164835165,0.3144854510165755,False,0.005076722226877261
2026-09-10_the-stop-family-never-beats-its-own-exposure_cloud,2026-09-10_the-stop-family-never-beats-its-own-exposure_cloud.placebo.csv,dSharpe,10,90,0.004588995575744451,-0.0006013407220934999,0.04131976105196164,0.5662650602409639,1.2074068598865937,False,0.005781604274850156
2026-09-10_the-stop-family-never-beats-its-own-exposure_cloud,2026-09-10_the-stop-family-never-beats-its-own-exposure_cloud.placebo.csv,dSharpe,20,75,0.0054685293920797,-0.00426475904523225,0.045405261142085464,0.6911764705882353,3.1529631254723287,True,0.005853409979931089
2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_B,2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_B.placebo.csv.gz,dSharpe,3,192,0.15436355905968685,-0.15436355905968685,0.1717745403354633,1.0,13.85640646055102,True,0.015306452003459991
2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_B,2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_B.placebo.csv.gz,dSharpe,5,192,0.15436355905968685,-0.15436355905968685,0.1717745403354633,1.0,13.85640646055102,True,0.015306452003459991
2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_B,2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_B.placebo.csv.gz,dSharpe,10,192,0.15436355905968685,-0.15436355905968685,0.1717745403354633,1.0,13.85640646055102,True,0.015306452003459991
2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_B,2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_B.placebo.csv.gz,dSharpe,20,192,0.15436355905968685,-0.15436355905968685,0.1717745403354633,1.0,13.85640646055102,True,0.015306452003459991
2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_B,2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_B.placebo.csv.gz,gap,3,192,0.034023557656238324,-0.009334283642183673,0.04585394712092865,1.0,13.85640646055102,True,0.004085944514274365
2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_B,2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_B.placebo.csv.gz,gap,5,192,0.034023557656238324,-0.009334283642183673,0.04585394712092865,1.0,13.85640646055102,True,0.004085944514274365
2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_B,2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_B.placebo.csv.gz,gap,10,192,0.034023557656238324,-0.009334283642183673,0.04585394712092865,1.0,13.85640646055102,True,0.004085944514274365
2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_B,2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_B.placebo.csv.gz,gap,20,192,0.034023557656238324,-0.009334283642183673,0.04585394712092865,1.0,13.85640646055102,True,0.004085944514274365
2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_cloud,2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_cloud.placebo.csv.gz,dSharpe,3,100,0.1551334352588694,-0.1551334352588694,0.18893311546850777,1.0,10.0,True,0.016835414946447913
2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_cloud,2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_cloud.placebo.csv.gz,dSharpe,5,100,0.1551334352588694,-0.1551334352588694,0.18893311546850777,1.0,10.0,True,0.016835414946447913
2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_cloud,2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_cloud.placebo.csv.gz,dSharpe,10,100,0.1551334352588694,-0.1551334352588694,0.18893311546850777,1.0,10.0,True,0.016835414946447913
2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_cloud,2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_cloud.placebo.csv.gz,dSharpe,20,100,0.1551334352588694,-0.1551334352588694,0.18893311546850777,1.0,10.0,True,0.016835414946447913
2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_cloud,2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_cloud.placebo.csv.gz,gap,3,100,0.03289819191237154,-0.00965313726961261,0.04387116707702082,1.0,10.0,True,0.0039092633395425135
2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_cloud,2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_cloud.placebo.csv.gz,gap,5,100,0.03289819191237154,-0.00965313726961261,0.04387116707702082,1.0,10.0,True,0.0039092633395425135
2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_cloud,2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_cloud.placebo.csv.gz,gap,10,100,0.03289819191237154,-0.00965313726961261,0.04387116707702082,1.0,10.0,True,0.0039092633395425135
2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_cloud,2026-09-12_does-the-PLACEBO-EXCESS-rate-slope-survive-outside-the-BREADTH-family_cloud.placebo.csv.gz,gap,20,100,0.03289819191237154,-0.00965313726961261,0.04387116707702082,1.0,10.0,True,0.0039092633395425135
2026-09-15_is-the-CORR-LO-POSITIVE-EXCESS-a-DE-GROSSING-artefact_C,2026-09-15_is-the-CORR-LO-POSITIVE-EXCESS-a-DE-GROSSING-artefact_C.placebo.csv.gz,gap,3,3264,0.034019719775263677,-0.009332183218321879,0.04584878131180262,1.0,30.983866769659333,True,0.012919435417798822
2026-09-15_is-the-CORR-LO-POSITIVE-EXCESS-a-DE-GROSSING-artefact_C,2026-09-15_is-the-CORR-LO-POSITIVE-EXCESS-a-DE-GROSSING-artefact_C.placebo.csv.gz,gap,5,3264,0.034019719775263677,-0.009332183218321879,0.04584878131180262,1.0,30.983866769659333,True,0.012919435417798822
2026-09-15_is-the-CORR-LO-POSITIVE-EXCESS-a-DE-GROSSING-artefact_C,2026-09-15_is-the-CORR-LO-POSITIVE-EXCESS-a-DE-GROSSING-artefact_C.placebo.csv.gz,gap,10,3264,0.034019719775263677,-0.009332183218321879,0.04584878131180262,1.0,30.983866769659333,True,0.012919435417798822
2026-09-15_is-the-CORR-LO-POSITIVE-EXCESS-a-DE-GROSSING-artefact_C,2026-09-15_is-the-CORR-LO-POSITIVE-EXCESS-a-DE-GROSSING-artefact_C.placebo.csv.gz,gap,20,960,0.034019719775263677,-0.009332183218321879,0.04584878131180262,1.0,30.983866769659333,True,0.0040854842003693334
