book,panel,full_CAGR,full_Sharpe,full_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,full_k1b1,OOS_k1b1,full_k2b1,full_k2b2,OOS_k2b1,OOS_k2b2,full_k3b1,full_k3b2,full_k3b3,OOS_k3b1,OOS_k3b2,OOS_k3b3,full_k4b1,full_k4b2,full_k4b3,full_k4b4,OOS_k4b1,OOS_k4b2,OOS_k4b3,OOS_k4b4
K1,U56,0.12778534248203832,1.0632204595128434,-0.1830834144627017,0.14426535084279468,1.129600365408191,-0.18308341446270193,1.0632204595128434,1.129600365408191,1.0761247650202286,1.0590655981379316,1.2350985056328918,1.0237346838032386,1.007916032551871,1.0223382296115595,1.1547966020639822,0.8358064422318461,1.2036843261641954,1.3397992472486415,0.8986645005231634,1.284537231969837,1.0287739749963571,1.0914031459478568,1.013958396535146,1.4235426713742132,0.8741137396778642,1.1832949301180646
K2,U56,0.1282413390173136,1.1168305185683665,-0.17244981000039827,0.15219188963648755,1.23543913426136,-0.1724498100003985,1.1168305185683665,1.23543913426136,1.1236591040999195,1.1192578792140804,1.351834741037822,1.116792718636797,1.0366483856246267,1.110482810083392,1.1970730493543673,1.0266352166924166,1.2279147188170139,1.4620214070285003,0.9060090678549025,1.3667301747924772,1.0883471381687697,1.1534711770641313,1.180729835193904,1.5030870298374415,1.0409034801991364,1.2078036965309569
K3,U56,0.11783458915117473,1.1582316284744965,-0.1237392928843456,0.13764740038429513,1.2863820666290864,-0.12373929288434582,1.1582316284744965,1.2863820666290864,1.137343884468843,1.1811423571925674,1.3807215013588399,1.1920971377740872,1.1086050129624319,1.1018044613917468,1.2575483019189098,1.039466549450857,1.2651619852870148,1.540407430690553,0.9878832562168353,1.299564559848138,1.1001234813084988,1.2694041367438953,1.2171580126388029,1.5285086241939192,1.074566331984979,1.3196517083627861
K4,U56,0.11921216196097117,1.2095309744401905,-0.15485495397691995,0.12645666994169646,1.2692590432079591,-0.15485495397691995,1.2095309744401905,1.2692590432079591,1.257639059962761,1.1655444635218315,1.4356675605622833,1.0894740403912206,1.2424996905370205,1.0548640047725892,1.3304240555184672,0.8009141055799228,1.5424301233424378,1.455627688963758,1.105969193414744,1.4817060684331669,1.1155631974480071,1.233342134560591,1.013272341222622,1.7748688047948757,0.7703912314404849,1.37343196922091
K5,U56,0.11544485987825248,1.2016651077116542,-0.15910990262743974,0.126956558390525,1.2775395947599435,-0.15910990262743996,1.2016651077116542,1.2775395947599435,1.2353972967586033,1.174935198833666,1.4077348475933793,1.1347851685972874,1.1959073980536121,1.0162437705124459,1.3934729908924512,0.738575165062479,1.658212132821407,1.4390979744368788,1.0425358394521516,1.5028262900379985,1.0677828963977503,1.3191431829332763,1.0168735978303483,1.7172658629128523,0.9065485339636516,1.341465473609491
K6,U56,0.13974222525739366,1.223289109519813,-0.19419373034827148,0.15072471200384263,1.2607540303838713,-0.1941937303482717,1.223289109519813,1.2607540303838713,1.2668429201355855,1.1941485107573024,1.3869840262442563,1.1224749915514747,1.244848044619907,1.124077952661557,1.3180523258021686,0.6515974423768107,1.6006177114171425,1.5762096391645721,1.072538068432418,1.5450277120773492,1.1596923680880307,1.2537441371326996,0.9715115249418482,1.7054906710473232,0.853247613338855,1.4168544134866883
K7,B136,0.06220101729156324,1.1687108743038912,-0.11133286588851088,0.06384233170332343,1.187119804006703,-0.11133286588851188,1.1687108743038912,1.187119804006703,1.2646773786881855,1.0834192877856104,1.3213888767776119,1.045993979527178,1.3088325282295725,0.9508385923881743,1.2542815424778138,0.8576552827286861,0.9934695694013171,1.846908055432699,1.1607705447991994,1.4209417995869338,0.9571933351362725,1.2294239236587778,1.3428048490943922,1.335481841093828,0.5499832860942614,1.6882046716221435
K8,U56,0.14159352927982938,1.2225788453420765,-0.1479115582684295,0.16040819756384783,1.393684369943309,-0.12719753492220232,1.2225788453420765,1.393684369943309,1.1406933767560927,1.3035745782595272,1.5596574227717552,1.2235810647290974,1.061177715761949,1.1802472326247722,1.4590091358875603,1.2089587783442284,1.5241838161281138,1.4303411335312213,0.9232351365537341,1.5327384743350974,1.221442514120748,1.3933800426630738,1.1796361992888056,1.8811846248176913,1.1963147187433316,1.2492818600256703
R1,U56,0.11390601126292133,1.1460877446699917,-0.1905060857627321,0.12038538471401328,1.1654257169217488,-0.1905060857627323,1.1460877446699917,1.1654257169217488,1.2436863556599573,1.0660114409061103,1.2460773008515493,1.0785339624617323,1.1762579055888678,0.9253434011202605,1.3457055724552214,0.5704246926818799,1.5649569868550808,1.4377405112636104,1.0195102936963591,1.5574302534133302,0.9258256802687584,1.2702090495289868,0.8978046254803767,1.5191528736716127,0.896733207446279,1.2421832246137023
R2,U56,0.11508784364638625,1.087689994351135,-0.18647361198328027,0.12350884936339579,1.1060790636851225,-0.1864736119832805,1.087689994351135,1.1060790636851225,1.174030567702205,1.0247151989948562,1.265184115127496,0.9356320050300626,1.1942001113070995,0.9137546880299101,1.1831480044596525,0.48671419927181003,1.3986993639102288,1.5033714572969463,1.0195697477912704,1.3637594040445307,1.011504218710174,1.0463302542768709,0.7292344773849254,1.6680963661873558,0.598370286383699,1.3708198670716778
