panel,sleeve,a_full,a_is,CAGR_full,Sharpe_full,MaxDD_full,CAGR_oos,Sharpe_oos,MaxDD_oos
U56,SHY,0.013095314957878301,0.008107679278035906,0.013095314957878301,0.9579044859478142,-0.05707072060005214,0.017214649036966234,1.0772436539833068,-0.05707072060005047
U56,IEF,0.01943853877550583,0.032483684455728135,0.01943853877550583,0.3186830381800507,-0.2392470838459212,0.008836330372699042,0.16562793544899368,-0.2392470838459242
U56,TLT,0.010752627756306143,0.03771749785213352,0.010752627756306143,0.14632809400249716,-0.48351126006024625,-0.010892297165425169,0.0005102344700430557,-0.48351126006024625
U56,GLD,0.0950630899159548,0.039097000050277275,0.0950630899159548,0.620082184342797,-0.45555013814399614,0.14332962325984866,0.8973758646388386,-0.2640451703972573
U56,TIP,0.0305041462679132,0.03822697187911661,0.0305041462679132,0.5491380218092946,-0.14509241876521384,0.024197460565470452,0.4441459540424851,-0.14509241876521106
U56,HYG,0.06351854959766912,0.08784520756602099,0.06351854959766912,0.7262546019401146,-0.2202868670638477,0.04392513316866853,0.5642151923558338,-0.22028686706384715
U56,LQD,0.04014580552524616,0.05982756202909156,0.04014580552524616,0.5511356316790358,-0.2495489797657633,0.024237492883305345,0.3169758527269751,-0.24954897976576407
U56,UUP,0.016994807216601515,0.005944641567744213,0.016994807216601515,0.25918084039851064,-0.21757282856759252,0.02617116937683206,0.4102068228191101,-0.14239936571910028
B136,SHY,0.013095314957878301,0.008107679278035906,0.013095314957878301,0.9579044859478142,-0.05707072060005214,0.017214649036966234,1.0772436539833068,-0.05707072060005047
B136,IEF,0.01943853877550583,0.032483684455728135,0.01943853877550583,0.3186830381800507,-0.2392470838459212,0.008836330372699042,0.16562793544899368,-0.2392470838459242
B136,TLT,0.010752627756306143,0.03771749785213352,0.010752627756306143,0.14632809400249716,-0.48351126006024625,-0.010892297165425169,0.0005102344700430557,-0.48351126006024625
B136,GLD,0.0950630899159548,0.039097000050277275,0.0950630899159548,0.620082184342797,-0.45555013814399614,0.14332962325984866,0.8973758646388386,-0.2640451703972573
B136,TIP,0.0305041462679132,0.03822697187911661,0.0305041462679132,0.5491380218092946,-0.14509241876521384,0.024197460565470452,0.4441459540424851,-0.14509241876521106
B136,HYG,0.06351854959766912,0.08784520756602099,0.06351854959766912,0.7262546019401146,-0.2202868670638477,0.04392513316866853,0.5642151923558338,-0.22028686706384715
B136,LQD,0.04014580552524616,0.05982756202909156,0.04014580552524616,0.5511356316790358,-0.2495489797657633,0.024237492883305345,0.3169758527269751,-0.24954897976576407
B136,UUP,0.016994807216601515,0.005944641567744213,0.016994807216601515,0.25918084039851064,-0.21757282856759252,0.02617116937683206,0.4102068228191101,-0.14239936571910028
SMALL,SHY,0.012935260156352157,0.006018911185784459,0.012935260156352157,0.9594847542969984,-0.057070720600052804,0.017214649036966234,1.0772436539833068,-0.05707072060005047
SMALL,IEF,0.020577202263869943,0.03995025668753094,0.020577202263869943,0.3464004260980113,-0.23924708384592153,0.008836330372699042,0.16562793544899368,-0.2392470838459242
SMALL,TLT,0.02123339231286181,0.07568380385063578,0.02123339231286181,0.2158573023081683,-0.4835112600602476,-0.010892297165425169,0.0005102344700430557,-0.48351126006024625
SMALL,GLD,0.07185248405598244,-0.03490260871522877,0.07185248405598244,0.4977205748554022,-0.45555013814399536,0.14332962325984866,0.8973758646388386,-0.2640451703972573
SMALL,TIP,0.025206591897136033,0.026848719690206746,0.025206591897136033,0.46965770354958136,-0.14509241876521484,0.024197460565470452,0.4441459540424851,-0.14509241876521106
SMALL,HYG,0.04744772584218082,0.05319789904598515,0.04744772584218082,0.6109344598079794,-0.2202868670638477,0.04392513316866853,0.5642151923558338,-0.22028686706384715
SMALL,LQD,0.034038833039713445,0.050168116779775174,0.034038833039713445,0.4747164710175166,-0.24954897976576418,0.024237492883305345,0.3169758527269751,-0.24954897976576407
SMALL,UUP,0.025149998903063464,0.023492594176183434,0.025149998903063464,0.3821359733990276,-0.14239936571909895,0.02617116937683206,0.4102068228191101,-0.14239936571910028
