panel,constr,m,n,tilt,n_held,gross,to_yr,CAGR_0,CAGR_10,Sharpe_10,MaxDD_10,H1_10,H2_10,OOSSharpe_10,OOSCAGR_10,OOSMaxDD_10,pass4a_10,pass4b_10,fail4b_10,pass4bOOS_10,CAGR_25,Sharpe_25,MaxDD_25,H1_25,H2_25,OOSSharpe_25,OOSCAGR_25,OOSMaxDD_25,pass4a_25,pass4b_25,fail4b_25,pass4bOOS_25
u56,lit,0.2,7,NONE,6.9110159945933765,0.7408296324791048,15.577357682714894,0.1648075073926405,0.146819492970653,0.948044865749295,-0.18582481500823878,0.8904852678491342,1.0025796803836042,1.0145335194759795,0.16803899780041576,-0.17589714212687002,False,False,H1,False,0.12034342126245612,0.7997929349620374,-0.20372539388066158,0.7264549248184888,0.8668415331676106,0.8776693005765168,0.14166769759304687,-0.17725736003079573,False,False,H1|OOS|DD,False
u56,lit,0.2,7,POS,6.976120747916197,0.7478260083917659,16.162079012107093,0.1942304669327113,0.17510271174223435,1.015466454587046,-0.21793661420381183,1.0519788159254548,0.989972191530862,1.0152991441550436,0.18467096819470763,-0.21793661420381183,False,False,DD,False,0.1469691565301694,0.8759587721289588,-0.22545066627074306,0.902637069491454,0.8580605849068776,0.8825198010718457,0.15615784874259964,-0.22545066627074295,False,False,H1|DD,False
u56,lit,0.3,11,INV,10.851543140346925,0.7400928073089844,15.549935397424036,0.10899121189979777,0.09188834503567156,0.9237078393448679,-0.13626541187889518,1.0658615633987694,0.805852908148846,0.8717772705767785,0.0900473759613678,-0.1362654118788953,True,False,H2|OOS|CAGR,False,0.06671523490153208,0.6916250840398689,-0.14374944288135294,0.8174585041388046,0.5867010075272615,0.6467217344281965,0.06456829611279202,-0.14374944288135272,True,False,H1|H2|OOS|CAGR,False
u56,lit,0.3,11,NONE,10.78531200720883,0.7356868320754538,13.254562683891706,0.14536707704457674,0.13030129475670305,0.9636368838653457,-0.1754983621423556,0.9548856222656753,0.9768444050399259,1.0061225007680716,0.14457901674224183,-0.1754983621423556,False,False,H1,True,0.10806435566380723,0.818565408904859,-0.17639214257676206,0.7952269988169897,0.8432744980774941,0.8701601592477604,0.12226797020454439,-0.1763921425767624,False,False,H1|OOS,False
u56,lit,0.3,11,POS,10.855823383644966,0.7405514696416576,13.03116716133136,0.18064848111550713,0.16537392484306612,1.0978690563686242,-0.20060339985338382,1.0254339094393656,1.1660267182739499,1.1879658653537895,0.1916531789508078,-0.20060339985338338,False,True,-,True,0.14282256155328232,0.9670783877773395,-0.2017790951300491,0.8821033268170133,1.0450257996253978,1.0660518788311657,0.16892968675629305,-0.2017790951300491,False,False,H1,True
u56,lit,0.4,15,INV,14.641360666816851,0.7322764297252914,12.812612349906026,0.10398550423543074,0.08993769956366071,0.9027003534992495,-0.15879837151447584,1.0484511974957365,0.7810103512333102,0.8504394349752729,0.0876799323796078,-0.1587983715144755,False,False,H2|OOS|CAGR,False,0.06919225818095676,0.712344573225709,-0.16046191653962016,0.8505094976373057,0.5963560454175367,0.661631926598416,0.06627991536637556,-0.16046191653961994,False,False,H1|H2|OOS|CAGR,False
u56,lit,0.4,15,NONE,14.578283397161522,0.7292176146355558,11.44747442546683,0.1446018129115183,0.13158389349952837,1.043786175973171,-0.19171827080007342,1.0732757988360884,1.025242315822546,1.0847869193623592,0.14518633057162988,-0.19171827080007353,False,True,-,True,0.11232736570091273,0.9076234137331227,-0.19296664659307639,0.9216563448212427,0.9013285156857692,0.9596388182892345,0.1262625129647248,-0.19296664659307639,False,False,H1,True
u56,lit,0.4,15,POS,14.643613426447398,0.7325243852401603,11.612739287018808,0.16338698580184263,0.14996703550902413,1.1084788718348217,-0.19710378559595876,0.9970194602586607,1.2099035185051414,1.2399984935515034,0.17937793916905487,-0.19710378559595865,False,True,-,True,0.13011960986685533,0.9787704474072216,-0.1982513863083245,0.8522915386342893,1.0922949270146551,1.1215460982004695,0.15980942322845704,-0.19825138630832462,False,False,H1,True
u56,lit,0.53,20,INV,19.179770218517685,0.7194610859150214,10.62238050611588,0.11068560328818267,0.09895662357435064,0.9958280541493004,-0.17382001834748262,1.053585234861429,0.9496472629699367,1.0296500468443777,0.1065684471745425,-0.17382001834748317,False,False,CAGR,False,0.08158951573489359,0.8360675632017025,-0.17514814909630116,0.8870732801302402,0.7950958772280614,0.8722693703429659,0.08868244783226964,-0.17514814909630128,False,False,H1|H2|OOS|CAGR,False
u56,lit,0.53,20,NONE,19.10745663437711,0.7168121232219334,9.630697203129404,0.13749175798268798,0.1265973583235207,1.092135905431323,-0.1830834869787813,1.0882791557222313,1.1015451872229007,1.167991233806965,0.14360571273280298,-0.18308348697878107,False,True,-,True,0.11044635761256427,0.9668297371038527,-0.1844071220073723,0.9535500018905777,0.9835762726543062,1.0495601201126592,0.12730703643605445,-0.18440712200737241,False,False,H1,True
u56,lit,0.53,20,POS,19.176391079071863,0.7194148322023497,9.821596074026822,0.14266334360315036,0.1315011838612552,1.08236160760536,-0.19001646468025435,1.0098715902165054,1.1501766582114046,1.1979907482951413,0.1541559638917096,-0.19001646468025424,False,True,-,True,0.11495698468638071,0.9603349458501207,-0.19124467788115418,0.8768128323844597,1.037110800636007,1.0842626211161719,0.13773178437402933,-0.19124467788115418,False,False,H1,True
u56,lit,0.7,26,INV,24.31268303671998,0.7015576797172604,8.449493446240737,0.10916618921049559,0.09983911975249415,1.0316237861672406,-0.1698264392438431,1.0471325415705584,1.022476547671948,1.1145826217485901,0.11307586092793631,-0.16982643924384322,False,False,CAGR,True,0.08599187560149635,0.9007084327460824,-0.17107885616826035,0.9162778618486868,0.8909564871976805,0.9822078601732536,0.09834694526957555,-0.17107885616826024,False,False,H1|CAGR,False
u56,lit,0.7,26,NONE,24.233611173687766,0.6993134604991728,7.9430332075991785,0.12369491833416046,0.114810556959835,1.085076937209835,-0.17775162581681048,1.0374478375853602,1.131178440677848,1.1953887559552092,0.13318006993584652,-0.1777516258168108,False,True,-,True,0.10161228514073306,0.9719648010896846,-0.1788813322454783,0.9168256669074454,1.0241218127377745,1.087754458910071,0.1198691438414834,-0.1788813322454781,False,False,H1|CAGR,True
u56,lit,0.7,26,POS,24.311781932867763,0.7015764595422568,8.205067293754707,0.1298527742120683,0.12062494294474035,1.0967980212909563,-0.17952240184674728,1.0175652260253327,1.170566856803471,1.2317391966760547,0.14204350572098634,-0.17952240184674706,False,True,-,True,0.10692079127408971,0.9840718502097169,-0.18068274028137743,0.8964866787624705,1.064825645561564,1.1247720319697412,0.12833749474946465,-0.18068274028137743,False,False,H1,True
u56,lit,0.85,32,INV,29.114214913268754,0.6825943062155461,6.718847647229446,0.10891724208322895,0.10149562087065056,1.1018151669229048,-0.15358568112581616,1.1009206624983294,1.1053449920353875,1.1921782086156079,0.11368200087468239,-0.15358568112581605,False,False,CAGR,True,0.09045393975539628,0.9917472684576847,-0.15474420072654638,0.9916446284555113,0.9942815704969037,1.0803265113057652,0.1020254580706037,-0.15474420072654615,True,False,CAGR,False
u56,lit,0.85,32,NONE,29.066231133138093,0.6814952589571859,6.4694330444793415,0.1169681231233779,0.10977017911747988,1.1230684438964507,-0.1594234866338058,1.0616562251665158,1.1810979865485474,1.2628875086993425,0.12874284795180624,-0.159423486633806,False,True,-,True,0.09905797274998984,1.0230865288030313,-0.1605056500925477,0.9587057708127193,1.0834846032154772,1.1650562860029428,0.11775573111160376,-0.16050565009254747,False,False,CAGR,True
u56,lit,0.85,32,POS,29.117594052714576,0.6826977355108709,6.720146549285119,0.11892548763124045,0.11143542687301777,1.110439701751957,-0.16102372995851832,1.0343541753913337,1.1817305188628409,1.2538585939678013,0.13043246200166725,-0.16102372995851844,False,True,-,True,0.10029185899720394,1.0092314467591361,-0.1622215693961251,0.9315874329181042,1.0817119480781676,1.15384984444281,0.11896061597280361,-0.16222156939612498,False,False,H1|CAGR,True
u56,lit,1.0,37,INV,32.74611398963731,0.6640091362220589,5.622343173675716,0.10136092869845181,0.09518871758160619,1.089247630661665,-0.14291151493497223,1.057955064456579,1.11976662888888,1.2100701468129111,0.10902895091508324,-0.14291151493497267,False,False,CAGR,True,0.08599357349629178,0.992196274708572,-0.14389771386438577,0.9630006162443382,1.0206207707465038,1.1111747728714938,0.09933896328414682,-0.1438977138643862,True,False,CAGR,False
u56,lit,1.0,37,NONE,32.71119621536382,0.6633159575184449,5.590542137404036,0.10749440444767222,0.10132363498486141,1.1170848110891654,-0.14822630144832571,1.0655021567959115,1.1662074788601604,1.2547006159904142,0.1179736019865012,-0.14822630144832571,False,False,CAGR,True,0.09213025889432824,1.0239993971346262,-0.149355422906284,0.972401918789103,1.0729192669907104,1.161647049893163,0.10839907314496466,-0.149355422906284,True,False,CAGR,True
u56,lit,1.0,37,POS,32.74476233385898,0.6639988409725054,5.645449512719579,0.1102568670304418,0.10400982200193787,1.1279789036622978,-0.14738481590481234,1.0668747242248018,1.1857393927421283,1.271508286594145,0.1213932298125846,-0.14738481590481234,False,False,CAGR,True,0.09470341383823677,1.0353581324541157,-0.14851890118965272,0.9743914708599644,1.0927913963223008,1.178769482550871,0.11169568792312634,-0.14851890118965239,True,False,CAGR,True
u56,norm,0.05,2,INV,1.9966208605541789,0.7501741584878434,32.2175950205466,0.08846452788482684,0.053957036866183916,0.514319105637004,-0.18024488979756215,0.5203963140574044,0.5103845528905515,0.5101688924956821,0.055151498522853615,-0.1802448897975617,False,False,H1|H2|OOS|CAGR,False,0.0041767879609957426,0.09386026327024295,-0.27545095588026214,0.06160251624065564,0.12292205945822983,0.10954520356013454,0.005952042128963164,-0.21804689487499562,False,False,H1|H2|OOS|DD|CAGR,False
u56,norm,0.05,2,NONE,1.9576481189457084,0.7504178031421244,24.807028341578285,0.22549134409295113,0.19551093112402285,0.8503068449969838,-0.2597998250093234,0.8378368347422906,0.8631480158424841,0.8268268345476769,0.19474226788534743,-0.25979982500932397,False,False,H1|OOS|DD,False,0.15186245691106603,0.6986708883235015,-0.27066355909529005,0.6906234601819785,0.7072053203093425,0.6728500907895936,0.14883459597574333,-0.27066355909528916,False,False,H1|H2|OOS|DD,False
u56,norm,0.05,2,POS,2.0,0.7504650091335826,26.203677058949832,0.23543119439803317,0.20352851501922742,0.8232543805858391,-0.3104650770250419,0.6766268505723915,0.9557194401520632,0.9077872650972231,0.24140582822149637,-0.31046507702504167,False,False,H1|DD,False,0.15716060660380804,0.677065789180425,-0.33746389691013434,0.5336364038294285,0.8061791993604193,0.7629800826617118,0.19175445217456688,-0.3374638969101337,False,False,H1|H2|OOS|DD,False
u56,norm,0.1,4,INV,3.999098896147781,0.7502044913411327,25.804818402563555,0.09111891919223769,0.06333634007726907,0.6435747363799144,-0.14804682611756415,0.6433607058124011,0.6484221868617541,0.7019809686428197,0.07391070521921184,-0.14804682611756326,False,False,H1|H2|OOS|CAGR,False,0.02294871329876713,0.2702408160354599,-0.17501750938801486,0.24440178482632807,0.29375342877881583,0.33884954724842653,0.031801820471182296,-0.17501750938801552,False,False,H1|H2|OOS|CAGR,False
u56,norm,0.1,4,NONE,3.932191935120523,0.750449084617697,19.83509062089424,0.21886773236257318,0.19494975553492955,1.0141260874026305,-0.242992366770724,1.0694534346973736,0.9763356720377309,0.981820595790861,0.20021133575319228,-0.24299236677072433,False,False,DD,False,0.15992476052399995,0.860679253486346,-0.25080339604054525,0.908173753533626,0.828179002659975,0.8346146335465046,0.1641083938958141,-0.2508033960405447,False,False,H1|H2|OOS|DD,False
u56,norm,0.1,4,POS,3.9988736201847264,0.7504335717952282,20.813976738613334,0.21753172465782988,0.1924776135954671,0.9331748271632152,-0.2952419333765074,0.9396163646211172,0.9319733380194979,0.9533581813472246,0.20778438037883573,-0.262653701368474,False,False,H1|DD,False,0.15583266178882083,0.7864409871589444,-0.32235078414092544,0.7872031127071124,0.7894376512754328,0.8120270320578518,0.17008280479529603,-0.28535759678197503,False,False,H1|H2|OOS|DD,False
u56,norm,0.15,6,INV,5.988736201847263,0.7501947210403074,21.99866773104498,0.09487431023928683,0.07106420550692549,0.7301990319974027,-0.1325538926199965,0.8070568131639853,0.6678024576219622,0.728076299861354,0.0740168056181374,-0.13255389261999606,False,False,H1|H2|OOS|CAGR,False,0.036291946607796444,0.40313016483232517,-0.16472469809834844,0.4731681591018479,0.3449587064353814,0.39770506279070666,0.037169943347416634,-0.1647246980983489,False,False,H1|H2|OOS|CAGR,False
u56,norm,0.15,6,NONE,5.942329353457986,0.7503762207312425,16.947075702211986,0.17485877607733258,0.15514093271893925,0.9418137181264573,-0.19417460046731294,0.8953496588475921,0.9870752576751891,0.9869953641137456,0.17365307251977313,-0.19417460046731272,False,False,H1,False,0.12616635433168066,0.7908435307375933,-0.19672755851344326,0.7293346393859261,0.8478196653792205,0.8453887899047761,0.14433954616436484,-0.19511080356518118,False,False,H1|OOS,False
u56,norm,0.15,6,POS,5.988736201847263,0.750397466683527,17.487662483496944,0.20250909510861037,0.18168106661143657,0.9983339445420295,-0.24090972881188044,0.995903315349886,1.0066413957828302,1.00417306798054,0.19386239800430083,-0.24090972881188066,False,False,DD,False,0.15109562130958198,0.8558402771329241,-0.24852383711316972,0.8454416078703921,0.8699602601751865,0.8665503905019818,0.16218062390979537,-0.24852383711316994,False,False,H1|OOS|DD,False
u56,norm,0.2,7,INV,6.97386798828565,0.750204297836692,20.142316502539646,0.09856554438780929,0.07667223047925309,0.7777200576023623,-0.14429666211262193,0.820893170459567,0.7447943063948729,0.8011717880386965,0.08293042802797213,-0.1442966621126216,False,False,H1|H2|OOS|CAGR,False,0.04462731913200657,0.48016043413892956,-0.16049297885231406,0.5108993709747519,0.45632213568921504,0.503963365574863,0.049208322248567304,-0.16049297885231417,False,False,H1|H2|OOS|CAGR,False
u56,norm,0.2,7,NONE,6.9110159945933765,0.7503520100978972,16.40922976430404,0.16734756468898704,0.14836578495134156,0.9473830603844667,-0.1874524771139171,0.8909102251642711,1.0011616622680295,1.0124213631087673,0.16997597087744842,-0.1863438876074277,False,False,H1,False,0.1204554577788064,0.7930157689548637,-0.2071280286615168,0.7211328568518611,0.8587666583864484,0.8686935951770698,0.1418583638464519,-0.18790712632119666,False,False,H1|OOS|DD,False
u56,norm,0.2,7,POS,6.976120747916197,0.7503815361888284,16.31757491972546,0.19604455922090325,0.1767051762268348,1.0220789436500781,-0.21793661420381183,1.051374788039813,1.002992735726133,1.0273103928318739,0.18769671747602157,-0.21793661420381172,False,False,DD,False,0.14826570196307376,0.8814334888121901,-0.22545066627074262,0.9017731604205086,0.8691481320745295,0.8927408569677516,0.1586651085131905,-0.22545066627074273,False,False,H1|DD,False
u56,norm,0.3,11,INV,10.851543140346925,0.750216431609135,15.989996758438764,0.1109943989482356,0.09337939737297285,0.9234006113032247,-0.13670707810719518,1.051674728745914,0.819951037639337,0.8830793584274786,0.09332288722198334,-0.13670707810719562,True,False,H2|CAGR,False,0.06746647325993416,0.6886761850345844,-0.1450696210158191,0.8017921795878291,0.596724246513024,0.6542982479716654,0.06678246889906903,-0.14506962101581855,True,False,H1|H2|OOS|CAGR,False
u56,norm,0.3,11,NONE,10.78531200720883,0.7503137515435953,14.090502093447,0.15114747739395384,0.13505793904223928,0.9803834123141414,-0.1738391736402053,0.9537764164096408,1.0094157743262975,1.0357031517926782,0.152565705758261,-0.17383917364020507,False,False,H1,True,0.11133407456164046,0.8286685190762021,-0.17488922926246409,0.788552151728114,0.8679883643572673,0.8918380532865714,0.1283134881947814,-0.17488922926246409,False,False,H1,False
u56,norm,0.3,11,POS,10.855823383644966,0.7503830029322891,13.444527454245637,0.18289458439921402,0.16710835336768404,1.10068380632527,-0.20060339985338316,1.0183126221649994,1.1773622007423012,1.1980911403539993,0.1954683485435318,-0.20060339985338327,False,True,-,True,0.14381313593587586,0.9667063372252792,-0.201779095130049,0.8735404167177546,1.051550510982464,1.0717219904457267,0.17162788155240993,-0.201779095130049,False,False,H1,True
u56,norm,0.4,15,INV,14.641360666816851,0.7502104979781434,13.50612521708009,0.10649893099452212,0.09166164799732424,0.8951065872081225,-0.1587983715144755,1.0348746037196637,0.7823752590211113,0.8485076723134747,0.0906114427925937,-0.1587983715144753,False,False,H2|OOS|CAGR,False,0.06976879508864298,0.7000929583930765,-0.1604619165396196,0.8340788087789037,0.5911152896364474,0.6538083595788008,0.0676885933382867,-0.16046191653962005,False,False,H1|H2|OOS|CAGR,False
u56,norm,0.4,15,NONE,14.578283397161522,0.7503038755756399,12.424455059303332,0.14769969631727875,0.13353884454420473,1.0358109574300507,-0.19171827080007342,1.0607164064182864,1.0224041586522463,1.0792313896976498,0.148437521438896,-0.19171827080007353,False,True,-,True,0.11261643284954959,0.891391001387567,-0.19296664659307627,0.9030106172413781,0.88805375249112,0.9440940835589001,0.1273930126128986,-0.19296664659307627,False,False,H1,True
u56,norm,0.4,15,POS,14.643613426447398,0.7503456318997144,12.300690018796592,0.1659989156631836,0.1517561763983606,1.1040447737624783,-0.19710378559595876,0.989969497363924,1.2074801453492943,1.2365641365150997,0.182588104567442,-0.19710378559595854,False,True,-,True,0.13070927471685012,0.9687995374592527,-0.19825138630832484,0.8419917288776254,1.082088649545237,1.110902400545111,0.16137968032075922,-0.19825138630832473,False,False,H1,True
u56,norm,0.53,20,INV,19.179770218517685,0.7502228420733932,11.785408534865352,0.11376889770344278,0.10072570569482009,0.9695397311789559,-0.17382001834748317,1.0378958385500259,0.9160210215356245,0.9926291653120919,0.10783615429796778,-0.1738200183474834,False,False,CAGR,False,0.08143971278291029,0.8003477816150194,-0.17514814909630128,0.8642381029700755,0.7497825261828784,0.824594834579578,0.0877293946013804,-0.17514814909630128,False,False,H1|H2|OOS|CAGR,False
u56,norm,0.53,20,NONE,19.10745663437711,0.7502841749395268,10.996244092602641,0.14034814475179003,0.12788458697149974,1.0635392242670008,-0.18308348697878107,1.0681688586356108,1.0663899991214876,1.1306969416161394,0.14453585654383216,-0.1830834869787813,False,True,-,True,0.10943762843851523,0.9258519118821691,-0.18440712200737264,0.9231772688851755,0.9340026251423675,0.9985108040321351,0.12559120208679553,-0.18440712200737253,False,False,H1,True
u56,norm,0.53,20,POS,19.176391079071863,0.7503025050339797,10.993460922530748,0.14598835350252037,0.1334639032291436,1.0650165506548896,-0.19001646468025446,1.005520118092765,1.1217223561975396,1.1693135584305836,0.15556020898033318,-0.19001646468025435,False,True,-,True,0.11492656450119432,0.9327116637267252,-0.19124467788115396,0.8645516183825803,0.9961047570706317,1.04388554458785,0.1368037406266509,-0.19124467788115396,False,False,H1,True
u56,norm,0.7,26,INV,24.31268303671998,0.7502241703200416,10.249220589159707,0.11508574920807302,0.10371935433943769,0.9981147761881417,-0.16798787801129933,1.03480906055107,0.9714406481154203,1.0578941755211253,0.1152502082641198,-0.16798787801129933,False,False,CAGR,True,0.08688075027080999,0.8504060041624925,-0.16957349337937122,0.8892539825678705,0.8211690215861511,0.9081713245789205,0.09730142034195421,-0.169573493379371,False,False,H1|H2|CAGR,False
u56,norm,0.7,26,NONE,24.233611173687766,0.7502597938220471,9.892563993030269,0.13000364677859477,0.11888445474301101,1.0543479899061048,-0.17652728041277355,1.0309394618610748,1.0796971958222044,1.141392021441322,0.13553516823731138,-0.176527280412774,False,True,-,True,0.10240467835904599,0.9221800295682449,-0.17801916731626166,0.8933821309583541,0.9515187130335134,1.0138343112473578,0.11869839795210435,-0.17801916731626144,False,False,H1|CAGR,True
u56,norm,0.7,26,POS,24.311781932867763,0.7502686804381462,10.009748574048487,0.1359492253711303,0.12463863754015181,1.0705551122463344,-0.17771450097835984,1.0156802667434832,1.1228557248097826,1.181540909634919,0.1443340424980002,-0.17771450097835984,False,True,-,True,0.10787750638392812,0.9406755913269869,-0.1792177669315883,0.8800340933446027,0.9974842206795377,1.0563555991227291,0.12731283852427588,-0.17921776693158797,False,False,H1,True
u56,norm,0.85,32,INV,29.114214913268754,0.7502204741209301,9.1402334822764,0.11699177292361007,0.10683080379573306,1.0405216856156672,-0.16716455231308192,1.0773709075630786,1.0123287753558774,1.091685575479056,0.11651260459319124,-0.16716455231308192,False,True,-,True,0.09175703589950768,0.9063644667867448,-0.1688408346097725,0.9447031024362632,0.8763362308284461,0.9567627413411876,0.10070213915660564,-0.1688408346097725,False,False,H1|CAGR,False
u56,norm,0.85,32,NONE,29.066231133138093,0.7502455834164524,8.957072257698025,0.12520781267296077,0.11517719089685619,1.0669592893488473,-0.17291585511957352,1.0461122323241072,1.0895891881413324,1.1651933075736218,0.13172400282310748,-0.1729158551195733,False,True,-,True,0.10029333190355261,0.9416561400184926,-0.17452412864969558,0.9191715381726423,0.9651851157215193,1.0422831658247962,0.1163743412511864,-0.17452412864969558,False,False,H1|CAGR,True
u56,norm,0.85,32,POS,29.117594052714576,0.7502443905015423,9.138077737656333,0.12707225938780753,0.11682193268889574,1.060635543853853,-0.17449041573621882,1.0264276138627446,1.0944693212663896,1.1616708463216479,0.13320340055469315,-0.17449041573621893,False,True,-,True,0.10161541233189908,0.935333948641138,-0.17621140262440071,0.9006437900121789,0.9691579199972065,1.0381004063979689,0.1175309079664828,-0.17621140262440083,False,False,H1|CAGR,True
u56,norm,1.0,37,INV,32.74611398963731,0.7502158195133187,8.604980691264117,0.11317217975319194,0.10363561119921849,1.0253203415456182,-0.16553454747253094,1.03903715634044,1.0166031741854975,1.0957307932033484,0.11473225049234137,-0.16553454747253105,False,False,CAGR,True,0.08947854592294635,0.8971235156637637,-0.1671514837597352,0.9130253567666841,0.8860370327953452,0.9675426043126326,0.10002574931838071,-0.167151483759735,False,False,H1|CAGR,False
u56,norm,1.0,37,NONE,32.71119621536382,0.7502295819527017,8.613159521341498,0.1195345165350854,0.10993521980413146,1.055761089990636,-0.17071250209359257,1.048142047501805,1.0663539075174102,1.144811458154804,0.12406852806887181,-0.17071250209359234,False,True,-,True,0.09568514474220535,0.9308953775934858,-0.17246964519377128,0.9236909638960473,0.9406453433146738,1.0213966128532095,0.10935162414349286,-0.17246964519377117,False,False,H1|CAGR,True
u56,norm,1.0,37,POS,32.74476233385898,0.7502327773096725,8.631555624044884,0.1221822145712903,0.1125394795168575,1.0678392984131582,-0.1698933643556959,1.053025313079946,1.0846592606740488,1.1607712457858714,0.12715863766373792,-0.16989336435569602,False,True,-,True,0.09822521032128195,0.9440067024107531,-0.17165618759149504,0.929732105196488,0.9598977326090227,1.038330894308707,0.11238852268469013,-0.17165618759149492,False,False,H1|CAGR,True
