panel,bar,L,N,H,dS,SE,decisive
U56,L21,21,10,21,0.024678578449227828,0.1425952675019295,False
U56,L21,21,10,42,-0.0631197652260207,0.1318252070457477,False
U56,L21,21,10,63,0.07122130451642428,0.13555484878313037,False
U56,L21,21,10,126,0.0081836533547337,0.1283328689652538,False
U56,L21,21,10,189,-0.025222755885200288,0.14834185748039022,False
U56,L21,21,10,252,-0.18431991387352353,0.13486220012740147,False
U56,L21,21,12,21,0.0908420763912372,0.14728922308208292,False
U56,L21,21,12,42,-0.0562351703343833,0.1262209992288192,False
U56,L21,21,12,63,0.08993941477287692,0.11652598278114872,False
U56,L21,21,12,126,0.05392370817200476,0.08471447274040872,False
U56,L21,21,12,189,-0.00901291019014816,0.1179460199581487,False
U56,L21,21,12,252,-0.11488966571259462,0.13598845344162905,False
U56,L21,21,16,21,-0.034220798789550866,0.137165010021962,False
U56,L21,21,16,42,-0.06840845460249567,0.10704443117176579,False
U56,L21,21,16,63,0.09635106126835336,0.1116325075315489,False
U56,L21,21,16,126,0.06243411390826603,0.05670348289254877,False
U56,L21,21,16,189,0.08138799058329793,0.09902364347456305,False
U56,L21,21,16,252,-0.06071927710264968,0.11245296968327329,False
U56,L21,21,20,21,0.0020568454339759956,0.11181645833829779,False
U56,L21,21,20,42,-0.07727782903362512,0.10932271301874895,False
U56,L21,21,20,63,0.003280693923175537,0.0843269816230511,False
U56,L21,21,20,189,0.130810226073506,0.07481059707009023,False
U56,L21,21,20,252,0.016391711484919913,0.09100650541533023,False
U56,L21,21,25,21,-0.07583754037337909,0.10469312113634734,False
U56,L21,21,25,42,-0.016771042764851307,0.0973286921351405,False
U56,L21,21,25,63,0.04837809184671271,0.08787975566794612,False
U56,L21,21,25,126,-0.015951039910395037,0.05788283307059911,False
U56,L21,21,25,189,0.13638676560249285,0.06881442281929655,False
U56,L21,21,25,252,-0.006700387843803446,0.08523181748974865,False
U56,L21,21,30,21,-0.09646448133233942,0.1032434201953679,False
U56,L21,21,30,42,0.008982002420278468,0.09260552333041386,False
U56,L21,21,30,63,0.06736173218573116,0.09030268889789443,False
U56,L21,21,30,126,0.007860252886184638,0.07717985064467138,False
U56,L21,21,30,189,0.08887815182758674,0.07648621988220497,False
U56,L21,21,30,252,-0.026546509593292855,0.08474113547573682,False
U56,L63,63,10,21,0.024678578449227828,0.13887636416958257,False
U56,L63,63,10,42,-0.0631197652260207,0.12638542676830894,False
U56,L63,63,10,63,0.07122130451642428,0.11840709234534928,False
U56,L63,63,10,126,0.0081836533547337,0.11263118878540429,False
U56,L63,63,10,189,-0.025222755885200288,0.1378372647843235,False
U56,L63,63,10,252,-0.18431991387352353,0.15829574398714885,False
U56,L63,63,12,21,0.0908420763912372,0.1440455373127087,False
U56,L63,63,12,42,-0.0562351703343833,0.12024772646092143,False
U56,L63,63,12,63,0.08993941477287692,0.11411916314765948,False
U56,L63,63,12,126,0.05392370817200476,0.08656195550357225,False
U56,L63,63,12,189,-0.00901291019014816,0.11843766464448971,False
U56,L63,63,12,252,-0.11488966571259462,0.12849620273982726,False
U56,L63,63,16,21,-0.034220798789550866,0.1210079557047333,False
U56,L63,63,16,42,-0.06840845460249567,0.10756343554911946,False
U56,L63,63,16,63,0.09635106126835336,0.11230332517134464,False
U56,L63,63,16,126,0.06243411390826603,0.04906865985405364,False
U56,L63,63,16,189,0.08138799058329793,0.09843219758996502,False
U56,L63,63,16,252,-0.06071927710264968,0.11422087889682764,False
U56,L63,63,20,21,0.0020568454339759956,0.12336123761438465,False
U56,L63,63,20,42,-0.07727782903362512,0.10105516043059815,False
U56,L63,63,20,63,0.003280693923175537,0.07670376846111272,False
U56,L63,63,20,189,0.130810226073506,0.0790651845618605,False
U56,L63,63,20,252,0.016391711484919913,0.0896560498535623,False
U56,L63,63,25,21,-0.07583754037337909,0.0922431635814222,False
U56,L63,63,25,42,-0.016771042764851307,0.09375526238678837,False
U56,L63,63,25,63,0.04837809184671271,0.08449619621623723,False
U56,L63,63,25,126,-0.015951039910395037,0.05489877019925017,False
U56,L63,63,25,189,0.13638676560249285,0.059852475536298,True
U56,L63,63,25,252,-0.006700387843803446,0.08427057264298601,False
U56,L63,63,30,21,-0.09646448133233942,0.0976125494901594,False
U56,L63,63,30,42,0.008982002420278468,0.09333776320530748,False
U56,L63,63,30,63,0.06736173218573116,0.08263996444945163,False
U56,L63,63,30,126,0.007860252886184638,0.06794542740923273,False
U56,L63,63,30,189,0.08887815182758674,0.07281342283105006,False
U56,L63,63,30,252,-0.026546509593292855,0.08402823176479357,False
U56,LHAT,2,10,21,0.024678578449227828,0.1511191898267662,False
U56,LHAT,2,10,42,-0.0631197652260207,0.1297595571672445,False
U56,LHAT,2,10,63,0.07122130451642428,0.12506552515150965,False
U56,LHAT,2,10,126,0.0081836533547337,0.13059367522473764,False
U56,LHAT,2,10,189,-0.025222755885200288,0.159389274924402,False
U56,LHAT,2,10,252,-0.18431991387352353,0.16469431300979487,False
U56,LHAT,2,12,21,0.0908420763912372,0.14711944825595363,False
U56,LHAT,2,12,42,-0.0562351703343833,0.12186149233325835,False
U56,LHAT,2,12,63,0.08993941477287692,0.11076543193237562,False
U56,LHAT,2,12,126,0.05392370817200476,0.09764980199474642,False
U56,LHAT,2,12,189,-0.00901291019014816,0.1309866424897302,False
U56,LHAT,2,12,252,-0.11488966571259462,0.13969229917851794,False
U56,LHAT,2,16,21,-0.034220798789550866,0.12523366239091713,False
U56,LHAT,2,16,42,-0.06840845460249567,0.11408299265764754,False
U56,LHAT,2,16,63,0.09635106126835336,0.09746966182752763,False
U56,LHAT,2,16,126,0.06243411390826603,0.06315563870601722,False
U56,LHAT,2,16,189,0.08138799058329793,0.10024503799508395,False
U56,LHAT,2,16,252,-0.06071927710264968,0.11774858948964022,False
U56,LHAT,2,20,21,0.0020568454339759956,0.11209340233913681,False
U56,LHAT,2,20,42,-0.07727782903362512,0.11281471460355215,False
U56,LHAT,2,20,63,0.003280693923175537,0.08643904816674644,False
U56,LHAT,2,20,189,0.130810226073506,0.08546015323900132,False
U56,LHAT,2,20,252,0.016391711484919913,0.10699983872170381,False
U56,LHAT,2,25,21,-0.07583754037337909,0.10820201892205925,False
U56,LHAT,2,25,42,-0.016771042764851307,0.10473180048263166,False
U56,LHAT,2,25,63,0.04837809184671271,0.0825807927731145,False
U56,LHAT,2,25,126,-0.015951039910395037,0.056987297027134294,False
U56,LHAT,2,25,189,0.13638676560249285,0.07364138377733961,False
U56,LHAT,2,25,252,-0.006700387843803446,0.09835933578201489,False
U56,LHAT,2,30,21,-0.09646448133233942,0.09949644643956548,False
U56,LHAT,2,30,42,0.008982002420278468,0.09706341050327263,False
U56,LHAT,2,30,63,0.06736173218573116,0.08882159048367311,False
U56,LHAT,2,30,126,0.007860252886184638,0.07039036118492183,False
U56,LHAT,2,30,189,0.08887815182758674,0.07561343255241633,False
U56,LHAT,2,30,252,-0.026546509593292855,0.099056553213664,False
U56,L252,252,10,21,0.024678578449227828,0.1548375904335115,False
U56,L252,252,10,42,-0.0631197652260207,0.14042974268266273,False
U56,L252,252,10,63,0.07122130451642428,0.10814577249944844,False
U56,L252,252,10,126,0.0081836533547337,0.07718764701643704,False
U56,L252,252,10,189,-0.025222755885200288,0.12044808044453469,False
U56,L252,252,10,252,-0.18431991387352353,0.13769873652534081,False
U56,L252,252,12,21,0.0908420763912372,0.15929127858059633,False
U56,L252,252,12,42,-0.0562351703343833,0.11973343209737676,False
U56,L252,252,12,63,0.08993941477287692,0.10976198362693973,False
U56,L252,252,12,126,0.05392370817200476,0.054079039989439685,False
U56,L252,252,12,189,-0.00901291019014816,0.13272233962827637,False
U56,L252,252,12,252,-0.11488966571259462,0.12003197360218337,False
U56,L252,252,16,21,-0.034220798789550866,0.12705120045612076,False
U56,L252,252,16,42,-0.06840845460249567,0.10707542140076834,False
U56,L252,252,16,63,0.09635106126835336,0.07359467211621627,False
U56,L252,252,16,126,0.06243411390826603,0.03411734805829444,False
U56,L252,252,16,189,0.08138799058329793,0.10836821697028882,False
U56,L252,252,16,252,-0.06071927710264968,0.09995832707276325,False
U56,L252,252,20,21,0.0020568454339759956,0.11873914345225461,False
U56,L252,252,20,42,-0.07727782903362512,0.10936994099917947,False
U56,L252,252,20,63,0.003280693923175537,0.0715972710589813,False
U56,L252,252,20,189,0.130810226073506,0.09140266551005645,False
U56,L252,252,20,252,0.016391711484919913,0.07805747612267278,False
U56,L252,252,25,21,-0.07583754037337909,0.08895834100901517,False
U56,L252,252,25,42,-0.016771042764851307,0.09767800981208143,False
U56,L252,252,25,63,0.04837809184671271,0.07336260725539857,False
U56,L252,252,25,126,-0.015951039910395037,0.03596828082420087,False
U56,L252,252,25,189,0.13638676560249285,0.057450791302196845,True
U56,L252,252,25,252,-0.006700387843803446,0.07901194743013475,False
U56,L252,252,30,21,-0.09646448133233942,0.08648493674037684,False
U56,L252,252,30,42,0.008982002420278468,0.08401724915407706,False
U56,L252,252,30,63,0.06736173218573116,0.07360013076663603,False
U56,L252,252,30,126,0.007860252886184638,0.06042678375536564,False
U56,L252,252,30,189,0.08887815182758674,0.06036778685711048,False
U56,L252,252,30,252,-0.026546509593292855,0.07021559008896884,False
U56,L504,504,10,21,0.024678578449227828,0.08911989732614883,False
U56,L504,504,10,42,-0.0631197652260207,0.09271728904915086,False
U56,L504,504,10,63,0.07122130451642428,0.08215654026660996,False
U56,L504,504,10,126,0.0081836533547337,0.07593320456265328,False
U56,L504,504,10,189,-0.025222755885200288,0.09648630350123677,False
U56,L504,504,10,252,-0.18431991387352353,0.11863603470159792,False
U56,L504,504,12,21,0.0908420763912372,0.12800770421277052,False
U56,L504,504,12,42,-0.0562351703343833,0.09835381729962646,False
U56,L504,504,12,63,0.08993941477287692,0.09330431723423939,False
U56,L504,504,12,126,0.05392370817200476,0.055686941688774985,False
U56,L504,504,12,189,-0.00901291019014816,0.1280395044184018,False
U56,L504,504,12,252,-0.11488966571259462,0.08757160626313491,False
U56,L504,504,16,21,-0.034220798789550866,0.10718073111200456,False
U56,L504,504,16,42,-0.06840845460249567,0.09235868900771406,False
U56,L504,504,16,63,0.09635106126835336,0.06877111779227979,False
U56,L504,504,16,126,0.06243411390826603,0.028194285925979477,True
U56,L504,504,16,189,0.08138799058329793,0.10379651395459912,False
U56,L504,504,16,252,-0.06071927710264968,0.0754046094075523,False
U56,L504,504,20,21,0.0020568454339759956,0.10180103565763982,False
U56,L504,504,20,42,-0.07727782903362512,0.08513904510999408,False
U56,L504,504,20,63,0.003280693923175537,0.052562560726153944,False
U56,L504,504,20,189,0.130810226073506,0.0968131848555933,False
U56,L504,504,20,252,0.016391711484919913,0.053299737231638944,False
U56,L504,504,25,21,-0.07583754037337909,0.08493760214094838,False
U56,L504,504,25,42,-0.016771042764851307,0.07913186997513037,False
U56,L504,504,25,63,0.04837809184671271,0.055186053689039095,False
U56,L504,504,25,126,-0.015951039910395037,0.026475897747970108,False
U56,L504,504,25,189,0.13638676560249285,0.04232385355523643,True
U56,L504,504,25,252,-0.006700387843803446,0.0603557837027964,False
U56,L504,504,30,21,-0.09646448133233942,0.09035417369447826,False
U56,L504,504,30,42,0.008982002420278468,0.06320807967688084,False
U56,L504,504,30,63,0.06736173218573116,0.05892865226624905,False
U56,L504,504,30,126,0.007860252886184638,0.05635782305656888,False
U56,L504,504,30,189,0.08887815182758674,0.059037292241388255,False
U56,L504,504,30,252,-0.026546509593292855,0.0670086249035549,False
B135,L21,21,10,21,0.0922714272058236,0.14118090270460773,False
B135,L21,21,10,42,0.033517452429660644,0.1470250259448502,False
B135,L21,21,10,63,0.15058488096663902,0.13686398005457595,False
B135,L21,21,10,126,0.14145403661356215,0.10078842803402092,False
B135,L21,21,10,189,-0.005925977285748729,0.15871847351931473,False
B135,L21,21,10,252,-0.22121090107184116,0.15553090425229169,False
B135,L21,21,12,21,-0.0008149399047348016,0.1449632391783019,False
B135,L21,21,12,42,0.12045921197156662,0.1348792777008494,False
B135,L21,21,12,63,0.13941205393661504,0.1356080582456145,False
B135,L21,21,12,126,0.08351034901911225,0.08148779050253974,False
B135,L21,21,12,189,0.01034968811111292,0.1496113269492973,False
B135,L21,21,12,252,-0.14835904055603943,0.13917325515057954,False
B135,L21,21,16,21,-0.02821523287289507,0.13543441136186754,False
B135,L21,21,16,42,0.052949639929997794,0.13453695042650027,False
B135,L21,21,16,63,0.12166458779915246,0.1240427777421414,False
B135,L21,21,16,126,-0.002021328560849911,0.0644555376973337,False
B135,L21,21,16,189,-0.053656746549759715,0.13055160105297095,False
B135,L21,21,16,252,-0.06017011670100336,0.14191709850083947,False
B135,L21,21,20,21,0.08115177954246988,0.13918075359808016,False
B135,L21,21,20,42,0.011772364028805438,0.12474997361265362,False
B135,L21,21,20,63,0.08687728988130261,0.11185431655831637,False
B135,L21,21,20,189,-0.031155807069293884,0.12259010501329116,False
