panel,gmode,bps,etf_share,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,f4a,f4b,pass4a,pass4b
ETF36,none,0,1.0,0.059996237946978725,0.7284482263279793,-0.20349568944395213,0.762184137474795,0.7015223826162108,0.7644227720247759,"H1,H2,DD","H1,H2,OOS,DD,CAGR",0,0
ETF36,none,10,1.0,0.051074398875337934,0.6286991144056556,-0.21789114887889938,0.6623591718911113,0.6014723134136614,0.6655585909084499,"H1,H2,DD","H1,H2,OOS,DD,CAGR",0,0
ETF36,none,25,1.0,0.03782611654692358,0.4788893993700832,-0.23901283520666583,0.5123757202040367,0.45125738090993567,0.5170800804278749,"H1,H2,DD","H1,H2,OOS,DD,CAGR",0,0
ETF36,g075,0,1.0,0.05999623794697895,0.7284482263279792,-0.20349568944395213,0.7621841374747953,0.7015223826162106,0.7644227720247757,"H1,H2,DD","H1,H2,OOS,DD,CAGR",0,0
ETF36,g075,10,1.0,0.051074398875337934,0.6286991144056558,-0.2178911488788995,0.6623591718911116,0.6014723134136613,0.6655585909084497,"H1,H2,DD","H1,H2,OOS,DD,CAGR",0,0
ETF36,g075,25,1.0,0.037826116546923805,0.478889399370083,-0.23901283520666572,0.5123757202040368,0.4512573809099355,0.5170800804278748,"H1,H2,DD","H1,H2,OOS,DD,CAGR",0,0
MIX~s0.000~0,none,0,0.0,0.11389734915507566,0.9605364633912098,-0.27596200199225285,1.0953854230408047,0.843834244574297,0.94082725234601,"H1,H2,DD",DD,0,0
MIX~s0.000~0,none,10,0.0,0.1043136981679369,0.8880295083170212,-0.27932878199794564,1.0247222050509035,0.7696675191582272,0.8681654896120213,"H1,H2,DD","H2,OOS,DD,CAGR",0,0
MIX~s0.000~0,none,25,0.0,0.09008658630276378,0.7791396988394376,-0.2843561821825068,0.9183556363982205,0.6584861911980134,0.7592060555961978,"H1,H2,DD","H1,H2,OOS,DD,CAGR",0,0
MIX~s0.000~0,g075,0,0.0,0.11389734915507566,0.9605364633912098,-0.2759620019922532,1.0953854230408044,0.8438342445742972,0.94082725234601,"H1,H2,DD",DD,0,0
MIX~s0.000~0,g075,10,0.0,0.1043136981679369,0.8880295083170212,-0.27932878199794564,1.0247222050509037,0.7696675191582271,0.8681654896120218,"H1,H2,DD","H2,OOS,DD,CAGR",0,0
MIX~s0.000~0,g075,25,0.0,0.09008658630276356,0.7791396988394375,-0.2843561821825068,0.9183556363982203,0.6584861911980135,0.7592060555961977,"H1,H2,DD","H1,H2,OOS,DD,CAGR",0,0
MIX~s0.000~1,none,0,0.0,0.15005369449219752,1.1274702853513812,-0.2526294369628398,1.235503302397335,1.0193951809857016,1.094432637892092,DD,DD,0,0
MIX~s0.000~1,none,10,0.0,0.14010499245168506,1.0612531580796996,-0.25552551776796284,1.1720619050941694,0.950532293288468,1.0261326228707526,"H1,H2,DD",DD,0,0
MIX~s0.000~1,none,25,0.0,0.1253364808759827,0.9617071043798928,-0.25985451015385974,1.0765366296852805,0.8471732755154753,0.9235915493918331,"H1,H2,DD",DD,0,0
MIX~s0.000~1,g075,0,0.0,0.1500536944921973,1.127470285351381,-0.25262943696284046,1.2355033023973347,1.0193951809857018,1.094432637892092,DD,DD,0,0
MIX~s0.000~1,g075,10,0.0,0.14010499245168528,1.0612531580796998,-0.25552551776796306,1.1720619050941692,0.950532293288468,1.0261326228707528,"H1,H2,DD",DD,0,0
MIX~s0.000~1,g075,25,0.0,0.1253364808759827,0.9617071043798928,-0.25985451015385996,1.0765366296852805,0.8471732755154756,0.9235915493918333,"H1,H2,DD",DD,0,0
MIX~s0.000~2,none,0,0.0,0.17893538661436592,1.3201945406324334,-0.1993576167010661,1.4937339198015054,1.13551745162337,1.2281347194072108,DD,-,0,1
MIX~s0.000~2,none,10,0.0,0.16909513986947333,1.2561942663091659,-0.20929728889227006,1.4347195726326216,1.0660276519427954,1.1594933412115624,DD,DD,0,0
MIX~s0.000~2,none,25,0.0,0.15448252345460323,1.1598980562093764,-0.223984632175653,1.3459396105832668,0.9614563621529073,1.0561727667583516,"H2,DD",DD,0,0
MIX~s0.000~2,g075,0,0.0,0.17893538661436592,1.3201945406324334,-0.1993576167010661,1.4937339198015054,1.13551745162337,1.2281347194072112,DD,-,0,1
MIX~s0.000~2,g075,10,0.0,0.16909513986947333,1.2561942663091659,-0.20929728889226995,1.4347195726326216,1.0660276519427956,1.159493341211563,DD,DD,0,0
MIX~s0.000~2,g075,25,0.0,0.15448252345460367,1.1598980562093766,-0.22398463217565268,1.345939610583267,0.9614563621529075,1.0561727667583518,"H2,DD",DD,0,0
MIX~s0.000~3,none,0,0.0,0.1148993465604935,0.9167346806286223,-0.2750526837548971,0.9558291264784028,0.8789117369632798,1.0125726952599097,"H1,H2,DD","H1,DD",0,0
MIX~s0.000~3,none,10,0.0,0.10527394838827098,0.8481916073557008,-0.27815586853232854,0.891929468319831,0.8058750753878866,0.9409175523927437,"H1,H2,DD","H1,H2,DD,CAGR",0,0
MIX~s0.000~3,none,25,0.0,0.0909853894098771,0.7453588840278093,-0.2828867019199104,0.7960337739689618,0.6963311219147013,0.8334055448261928,"H1,H2,DD","H1,H2,OOS,DD,CAGR",0,0
MIX~s0.000~3,g075,0,0.0,0.1148993465604935,0.9167346806286223,-0.2750526837548971,0.9558291264784028,0.8789117369632801,1.0125726952599097,"H1,H2,DD","H1,DD",0,0
MIX~s0.000~3,g075,10,0.0,0.10527394838827075,0.8481916073557008,-0.278155868532329,0.8919294683198309,0.8058750753878864,0.9409175523927437,"H1,H2,DD","H1,H2,DD,CAGR",0,0
MIX~s0.000~3,g075,25,0.0,0.0909853894098771,0.7453588840278091,-0.2828867019199105,0.7960337739689615,0.6963311219147014,0.8334055448261931,"H1,H2,DD","H1,H2,OOS,DD,CAGR",0,0
MIX~s0.000~4,none,0,0.0,0.11976131340904317,0.9723067382034265,-0.25631279379889793,0.9341766135452644,1.0094538979956342,1.1128920481146447,"H1,DD","H1,DD",0,0
MIX~s0.000~4,none,10,0.0,0.10967642148998613,0.8990741681845086,-0.2592275061263948,0.8607465107437252,0.93641410497029,1.0409257970863046,"H1,H2,DD","H1,DD",0,0
MIX~s0.000~4,none,25,0.0,0.09471243177873645,0.7891147009804975,-0.2635841400725737,0.7504460992501265,0.8267889791942603,0.9328790324806574,"H1,H2,DD","H1,H2,DD,CAGR",0,0
MIX~s0.000~4,g075,0,0.0,0.11976131340904317,0.9723067382034263,-0.25631279379889815,0.9341766135452644,1.0094538979956342,1.1128920481146447,"H1,DD","H1,DD",0,0
MIX~s0.000~4,g075,10,0.0,0.10967642148998613,0.8990741681845086,-0.2592275061263948,0.8607465107437252,0.9364141049702899,1.0409257970863046,"H1,H2,DD","H1,DD",0,0
MIX~s0.000~4,g075,25,0.0,0.09471243177873623,0.7891147009804975,-0.2635841400725736,0.7504460992501265,0.8267889791942604,0.9328790324806573,"H1,H2,DD","H1,H2,DD,CAGR",0,0
MIX~s0.000~5,none,0,0.0,0.1655625363551061,1.2132822077351189,-0.22893388424028382,1.3955304069097203,1.0177613816383047,1.128962440562086,DD,DD,0,0
MIX~s0.000~5,none,10,0.0,0.15523036178539895,1.146581121437599,-0.24217104514970833,1.3366309010619792,0.942460755409167,1.0554125545532942,"H2,DD",DD,0,0
MIX~s0.000~5,none,25,0.0,0.13989634014606533,1.0462056789201293,-0.26161651172490763,1.2479848902355066,0.8291642466877845,0.9447107380000506,"H2,DD","H2,DD",0,0
MIX~s0.000~5,g075,0,0.0,0.1655625363551061,1.2132822077351189,-0.22893388424028405,1.3955304069097203,1.0177613816383047,1.1289624405620857,DD,DD,0,0
MIX~s0.000~5,g075,10,0.0,0.1552303617853985,1.1465811214375987,-0.242171045149707,1.336630901061979,0.9424607554091667,1.055412554553294,"H2,DD",DD,0,0
MIX~s0.000~5,g075,25,0.0,0.1398963401460651,1.0462056789201293,-0.2616165117249081,1.2479848902355064,0.8291642466877844,0.9447107380000505,"H2,DD","H2,DD",0,0
MIX~s0.125~0,none,0,0.125,0.11513819802873115,1.027596138648579,-0.1810580085400152,1.0272412521462368,1.0279965526782346,1.101531235921857,"H1,DD",-,0,1
MIX~s0.125~0,none,10,0.125,0.10522990380650166,0.9477948558635404,-0.18229321283871847,0.9513032935824111,0.9444337389101151,1.0177759058810902,"H1,H2,DD","H1,CAGR",0,0
MIX~s0.125~0,none,25,0.125,0.09052613220376515,0.8278478706512535,-0.18414430140492932,0.8373294624927801,0.8186630503594337,0.8916900130782477,"H1,H2,DD","H1,H2,CAGR",0,0
MIX~s0.125~0,g075,0,0.125,0.11513819802873093,1.0275961386485792,-0.1810580085400152,1.0272412521462366,1.0279965526782344,1.1015312359218572,"H1,DD",-,0,1
MIX~s0.125~0,g075,10,0.125,0.10522990380650166,0.9477948558635404,-0.1822932128387187,0.9513032935824111,0.9444337389101151,1.0177759058810905,"H1,H2,DD","H1,CAGR",0,0
MIX~s0.125~0,g075,25,0.125,0.09052613220376515,0.8278478706512535,-0.1841443014049292,0.8373294624927798,0.8186630503594335,0.8916900130782476,"H1,H2,DD","H1,H2,CAGR",0,0
MIX~s0.125~1,none,0,0.125,0.1346403531442626,1.105970124449857,-0.1666063592235414,1.1574396896348826,1.0570029860603811,1.16950005025957,"H1,DD",-,0,1
MIX~s0.125~1,none,10,0.125,0.1251122965108049,1.0359448408615577,-0.16787699148933455,1.0903674241733181,0.9841302887614133,1.0982060091941108,"H1,H2,DD",-,0,1
