panel,h,mode,gate_priced,g_raw,g_eff,clipped,target_exposure,achieved_exposure,resid,g_raw_IS,turnover_yr
U56,63,MATCH_UP,DON63,0.8052882831785131,0.8052882831785131,False,0.5204412565477368,0.5204412565477369,1.1102230246251565e-16,0.8008891969672431,2.391333832634383
U56,63,MATCH_DN,MA,0.6985076173960763,0.6985076173960763,False,0.4847095761410396,0.4847095761410396,0.0,0.7023443469209469,1.6544411454715837
U56,126,MATCH_UP,DON126,0.7761099937602155,0.7761099937602155,False,0.5204412565477368,0.5204412565477368,0.0,0.7652722321824487,1.3710442680748551
U56,126,MATCH_DN,MA,0.7247684020595001,0.7247684020595001,False,0.502932503831922,0.5029325038319221,1.1102230246251565e-16,0.7350325496533818,1.7150486662686126
U56,189,MATCH_UP,DON189,0.7614704011889721,0.7614704011889721,False,0.5204412565477368,0.5204412565477368,0.0,0.7625954933361864,1.0725621910591032
U56,189,MATCH_DN,MA,0.7387023830758273,0.7387023830758273,False,0.5126015952837215,0.5126015952837216,1.1102230246251565e-16,0.7376125415312739,1.7471969328108763
U56,252,MATCH_UP,DON252,0.7515131026689414,0.7515131026689414,False,0.5204412565477368,0.520441256547737,2.220446049250313e-16,0.754435405143514,0.9471188087739711
U56,252,MATCH_DN,MA,0.7484899438244312,0.7484899438244312,False,0.5193933958364425,0.5193933958364427,2.220446049250313e-16,0.7455906710701062,1.7697753380441519
U56,378,MATCH_UP,DON378,0.7266870929529454,0.7266870929529454,False,0.5204412565477368,0.5204412565477368,0.0,0.7674510313373809,0.7874936100653915
U56,378,MATCH_DN,MA,0.7740608102921447,0.7740608102921447,False,0.5371375743370708,0.5371375743370708,0.0,0.7329457868077555,1.828758497502227
B136,63,MATCH_UP,DON63,0.8138267423839799,0.8138267423839799,False,0.5271200863004194,0.5271200863004203,8.881784197001252e-16,0.8111154055039591,2.5077525141652264
B136,63,MATCH_DN,MA,0.6911790565547687,0.6911790565547687,False,0.4857791519202562,0.48577915192025645,2.220446049250313e-16,0.6934894790347492,1.857173996101557
B136,126,MATCH_UP,DON126,0.768875454765235,0.768875454765235,False,0.5271200863004194,0.5271200863004202,7.771561172376096e-16,0.7623846175852687,1.4299590850636135
B136,126,MATCH_DN,MA,0.7315879269052116,0.7315879269052116,False,0.51417958822216,0.5141795882221603,2.220446049250313e-16,0.7378165653205712,1.9629677298716055
B136,189,MATCH_UP,DON189,0.7495339628854962,0.7495339628854962,False,0.5271200863004194,0.5271200863004193,-1.1102230246251565e-16,0.7564534911441936,1.1091093390138294
B136,189,MATCH_DN,MA,0.7504663268820165,0.7504663268820165,False,0.5274478333221431,0.5274478333221435,4.440892098500626e-16,0.7436015651790777,2.012366036955054
B136,252,MATCH_UP,DON252,0.7376907830153118,0.7376907830153118,False,0.5271200863004194,0.5271200863004194,0.0,0.7502011417948374,0.9659120156442266
B136,252,MATCH_DN,MA,0.7625146103910648,0.7625146103910648,False,0.535915689646225,0.5359156896462256,5.551115123125783e-16,0.749798912134728,2.0438865639556183
B136,378,MATCH_UP,DON378,0.7153502210616078,0.7153502210616078,False,0.5271200863004194,0.5271200863004197,3.3306690738754696e-16,0.766724475452288,0.8142062355587844
B136,378,MATCH_DN,MA,0.7863281277319352,0.7863281277319352,False,0.5526524674006732,0.5526524674006738,5.551115123125783e-16,0.73364033366508,2.1061827457771867
SMALL,63,MATCH_UP,DON63,0.7513138791404195,0.7513138791404195,False,0.41113595194836094,0.41113595194836106,1.1102230246251565e-16,0.782919814150133,2.527206076527551
SMALL,63,MATCH_DN,MA,0.7486884185389441,0.7486884185389441,False,0.41041696755829554,0.4104169675582957,1.6653345369377348e-16,0.7184643814521403,2.5675081273382694
SMALL,126,MATCH_UP,DON126,0.7433365857548038,0.7433365857548038,False,0.41113595194836094,0.41113595194836117,2.220446049250313e-16,0.742166611671605,1.577439166976705
SMALL,126,MATCH_DN,MA,0.7567231463911096,0.7567231463911096,False,0.4148214548704904,0.4148214548704904,0.0,0.757916067839624,2.594750996857224
SMALL,189,MATCH_UP,DON189,0.7401162065610218,0.7401162065610218,False,0.41113595194836094,0.41113595194836094,0.0,0.7422366586603698,1.2886838234664022
SMALL,189,MATCH_DN,MA,0.760015785377377,0.760015785377377,False,0.4166264178892121,0.4166264178892119,-2.220446049250313e-16,0.7578445411403304,2.6059146304473733
SMALL,252,MATCH_UP,DON252,0.7549064431320792,0.7549064431320792,False,0.41113595194836094,0.41113595194836106,1.1102230246251565e-16,0.7575585355002252,1.1515945220140373
SMALL,252,MATCH_DN,MA,0.7451254458316823,0.7451254458316823,False,0.4084638126572741,0.4084638126572741,0.0,0.7425168797399587,2.5554267023787682
SMALL,378,MATCH_UP,DON378,0.7966647461080648,0.7966647461080648,False,0.41113595194836094,0.4111359519483609,-5.551115123125783e-17,0.8368885537952667,1.0048205368682426
SMALL,378,MATCH_DN,MA,0.7060686477567552,0.7060686477567552,False,0.387053607515154,0.38705360751515405,5.551115123125783e-17,0.67213250491846,2.4229637532667994
