panel,start,warmup,anchor,n_days,is_rows,oos_rows,first,last,is_end,oos_start,years,turnover,full_CAGR,full_Sharpe,full_MaxDD,h1_Sharpe,h2_Sharpe,is_Sharpe,oos_CAGR,oos_Sharpe,oos_MaxDD,spy_CAGR,spy_Sharpe,spy_MaxDD,spy_h1,spy_h2,spy_oos_CAGR,spy_oos_Sharpe,spy_oos_MaxDD,live_CAGR,live_Sharpe,live_MaxDD,live_h1,live_h2,live_oos_Sharpe,live_oos_CAGR,live_oos_MaxDD,keep4a,keep4a_failed,keep4b,keep4b_failed,dd_margin_pp,cagr_margin_pp
U56,2008-01-01,200,False,4507,2067,2440,2008-10-16,2026-09-17,2016-12-30,2017-01-03,17.884920634920636,2.360530439328819,0.134317600684301,1.1600565055436054,-0.1638148264272492,1.1912295302435987,1.1502587573961334,1.1247420553795808,0.1512423946998156,1.1946624691617433,-0.16381482642724887,0.14747363340404807,0.823147899286205,-0.33717267708462373,0.807423169094408,0.8390896668538995,0.1527838188994346,0.8747033226162612,-0.3371726770846233,0.08530906669361893,1.1970921498790383,-0.12054947716248876,1.183681617129624,1.2128657221878747,1.2780694840193234,0.09466489117832899,-0.12054947716248854,False,"H2,DD",True,-,3.848877982352503,3.108605730146735
U56,2008-01-01,252,False,4455,2015,2440,2008-12-31,2026-09-17,2016-12-30,2017-01-03,17.678571428571427,2.360530439328819,0.13598749114650444,1.1668434817600555,-0.1638148264272492,1.2430040554766737,1.1208741617781515,1.1392362098930786,0.1512423946998156,1.1946624691617433,-0.16381482642724887,0.14955469166127489,0.87480524033859,-0.3371726770846233,0.9342316488370326,0.8263914682833444,0.1527838188994346,0.8747033226162612,-0.3371726770846233,0.08600559627706317,1.1996823961739695,-0.12054947716248887,1.221831352406036,1.18354115003327,1.2780694840193234,0.09466489117832899,-0.12054947716248854,False,"H2,DD",True,-,3.848877982352475,3.129920698361202
U56,2008-01-01,260,True,4447,2007,2440,2009-01-13,2026-09-17,2016-12-30,2017-01-03,17.646825396825395,2.360530439328819,0.13657311032419872,1.1705665614654293,-0.1638148264272492,1.2590639867986266,1.114896465229123,1.1481948196913223,0.1512423946998156,1.1946624691617433,-0.16381482642724887,0.1513403404167053,0.8849225790643692,-0.3371726770846234,0.9600165741933486,0.8236147300437067,0.1527838188994346,0.8747033226162612,-0.3371726770846233,0.08624462091809404,1.2017892948478177,-0.12054947716248876,1.2332221354085202,1.1773339273172976,1.2780694840193234,0.09466489117832899,-0.12054947716248854,False,"H2,DD",True,-,3.8488779823524832,3.063487203250502
U56,2008-01-01,378,False,4329,1889,2440,2009-07-02,2026-09-17,2016-12-30,2017-01-03,17.178571428571427,2.360530439328819,0.13818487725500317,1.1755206523880743,-0.16381482642724876,1.2626806233349877,1.1203512017102837,1.157748481719936,0.1512423946998156,1.1946624691617433,-0.16381482642724887,0.15088397872468606,0.9099061551080855,-0.3371726770846233,1.0367131387618045,0.8240159196947072,0.1527838188994346,0.8747033226162612,-0.3371726770846233,0.08869526921833892,1.2264104400860605,-0.12054947716248876,1.2635429030907679,1.1955527768819303,1.2780694840193234,0.09466489117832899,-0.12054947716248854,False,"H1,H2,DD",True,-,3.848877982352519,3.2566092147722934
U56,2009-01-01,200,False,4254,1814,2440,2009-10-19,2026-09-17,2016-12-30,2017-01-03,16.88095238095238,2.122405152832181,0.11530828978235874,1.0443884540007942,-0.17566873520482973,1.051568697085571,1.046296449672315,0.9278315316700139,0.13284034608058004,1.1236051719954259,-0.17566873520482995,0.14219739056442715,0.8656770969384935,-0.3371726770846235,0.8982106632531296,0.8517302184200646,0.1527838188994346,0.8747033226162612,-0.3371726770846233,0.08342852547288304,1.1696793130910277,-0.1207445910726399,1.0884846124359322,1.246210452916479,1.2763661330800433,0.09455129548155328,-0.1207445910726398,False,"H1,H2,DD",True,-,2.663487104594436,1.5770116387259738
U56,2009-01-01,252,False,4202,1762,2440,2010-01-04,2026-09-17,2016-12-30,2017-01-03,16.674603174603174,2.122405152832181,0.11681553214894547,1.0508589132465462,-0.17566873520482973,1.1075808401100715,1.0095117701272918,0.941470486651427,0.13284034608058004,1.1236051719954259,-0.17566873520482995,0.14212319148656705,0.8646210812757877,-0.3371726770846235,0.9159969490088203,0.8365201075026893,0.1527838188994346,0.8747033226162612,-0.3371726770846233,0.08162806248232024,1.1529785239925303,-0.12074459107263968,1.0854309751883453,1.21687308914099,1.2763661330800433,0.09455129548155328,-0.1207445910726398,False,"H2,DD",True,-,2.663487104594436,1.7329298108348545
U56,2009-01-01,260,False,4194,1754,2440,2010-01-14,2026-09-17,2016-12-30,2017-01-03,16.642857142857142,2.122405152832181,0.1177530554588968,1.0581867507257834,-0.17566873520482962,1.1387304673143377,0.9968530940234587,0.9600292591220709,0.13284034608058004,1.1236051719954259,-0.17566873520482995,0.14048307132593796,0.8558618333689805,-0.3371726770846236,0.9128661831558079,0.8233245970862211,0.1527838188994346,0.8747033226162612,-0.3371726770846233,0.08102838693824177,1.1456403017072658,-0.12074459107263946,1.0851295104760856,1.2031798646367293,1.2763661330800433,0.09455129548155328,-0.1207445910726398,False,"H2,DD",True,-,2.6634871045944557,1.9414905530740239
U56,2009-01-01,378,False,4076,1636,2440,2010-07-06,2026-09-17,2016-12-30,2017-01-03,16.174603174603174,2.122405152832181,0.12390674341178953,1.1223622904582353,-0.17566873520482917,1.3245302772216818,0.9732504168569039,1.1333163298287139,0.13284034608058004,1.1236051719954259,-0.17566873520482995,0.1523469584483379,0.9216632281580321,-0.3371726770846234,1.103043683350965,0.805175186154573,0.1527838188994346,0.8747033226162612,-0.3371726770846233,0.08520352296473876,1.2220156363820005,-0.1207445910726398,1.2687037487375612,1.1906137182268057,1.2763661330800433,0.09455129548155328,-0.1207445910726398,False,"H2,DD",True,-,2.6634871045944863,1.7263872497953012
U56,2010-01-01,200,False,4002,1562,2440,2010-10-19,2026-09-17,2016-12-30,2017-01-03,15.880952380952381,2.0156430396949587,0.11738333637457665,1.0326568758524772,-0.17566873520482973,1.1952939948370043,0.9351794582392029,0.8998777679691564,0.13858842190108178,1.109853917635693,-0.17566873520482962,0.14440553956775126,0.8810518921148566,-0.3371726770846235,1.0220966619941687,0.7987118828818777,0.1527838188994346,0.8747033226162612,-0.3371726770846233,0.08406673131779052,1.200390910340169,-0.12074459107263968,1.2424138421781332,1.1731803009443884,1.2763661330800433,0.09455129548155328,-0.1207445910726398,False,"H1,H2,DD",True,-,2.663487104594436,1.6299458677150769
U56,2010-01-01,252,False,3950,1510,2440,2011-01-03,2026-09-17,2016-12-30,2017-01-03,15.674603174603174,2.0156430396949587,0.11901717146717439,1.039460839947048,-0.17566873520482973,1.0736411856332446,1.029331662075612,0.9152918483600262,0.13858842190108178,1.109853917635693,-0.17566873520482962,0.14158695276889288,0.8640928309700149,-0.3371726770846234,0.908554272337321,0.849255073608881,0.1527838188994346,0.8747033226162612,-0.3371726770846233,0.0825201523501875,1.1782402961436615,-0.12074459107263957,1.088292830948346,1.2619474779675859,1.2763661330800433,0.09455129548155328,-0.1207445910726398,False,"H1,H2,DD",True,-,2.663487104594431,1.990630452894937
