panel,band,gross,full_CAGR,full_Sharpe,full_MaxDD,H1,H2,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,margin_pp,contrib_pp,fb,fa,leg_H1,leg_H2,leg_OOS,leg_DD,leg_CAGR
U56,0.1,0.2,0.0233872868567071,1.1875247515951777,-0.0332369103158725,1.2556882251108732,1.1274771025255288,1.2173988583895048,0.02437991616503643,-0.033236910315872725,16.906682488817033,0.6265854489030165,False,False,True,True,True,True,False
U56,0.1,0.25,0.029261297209017822,1.1875573414268594,-0.04146472194945383,1.2558484879843168,1.1274082514298074,1.2173367969914304,0.03050656752239478,-0.04146472194945372,16.0839013254589,0.7837128144911998,False,False,True,True,True,True,False
U56,0.1,0.3,0.03514563590777153,1.187584971498786,-0.04965991766812894,1.2560040736617388,1.1273344068047815,1.2172694329660814,0.036645310143591736,-0.04965991766812905,15.264381753591389,0.9409947848625255,False,False,True,True,True,True,False
U56,0.1,0.35,0.041040035229823024,1.1876079684557868,-0.057822472783212286,1.2561550585183654,1.127256114346121,1.2171972912936226,0.042795865402041944,-0.05782247278321251,14.448126242083054,1.098417862382639,False,False,True,True,True,True,False
U56,0.1,0.4,0.04694421301804774,1.1876262730277503,-0.06595241575142374,1.256301635633231,1.1271730828735365,1.2171201086144825,0.04895792723477177,-0.06595241575142352,13.635131945261907,1.255971954133217,False,False,True,True,True,True,False
U56,0.1,0.45,0.05285787317599655,1.18763962549826,-0.07404974954143262,1.2564435001385656,1.1270851103884525,1.2170377752336339,0.05513119060359273,-0.07404974954143295,12.82539856626102,1.4136370776545726,False,False,True,True,True,True,False
U56,0.1,0.5,0.05878073255155125,1.1876481330252173,-0.08211439539352294,1.2565806361742484,1.1269924244127885,1.2169504343746373,0.06131535937884669,-0.08211439539352294,12.018933981051989,1.571392802187721,False,False,True,True,True,True,False
U56,0.1,0.55,0.0647124936077994,1.1876517592206939,-0.09014632821881541,1.2567132023351828,1.1268948118031172,1.216858010198942,0.06751011778511118,-0.0901463282188153,11.215740698522742,1.7292259861971027,False,False,True,True,True,True,False
U56,0.1,0.6,0.07065285981472491,1.1876505667139878,-0.0981455889891597,1.2568412434995275,1.1267923474570387,1.2167604564654433,0.07371514304699334,-0.0981455889891597,10.415814621488312,1.8871252383901194,False,False,True,True,True,True,False
U56,0.1,0.65,0.07660150558585732,1.1876442132004739,-0.10611212297167372,1.2569644107254008,1.1266847143203267,1.2166573515145191,0.07993008871040042,-0.10611212297167394,9.61916122323691,2.045073439139933,False,False,True,True,True,True,False
U56,0.1,0.7,0.08255809693934157,1.1876323945991014,-0.11404589226507345,1.257081447072534,1.126572475132569,1.216549258322636,0.08615466394394766,-0.11404589226507356,8.825784293896938,2.2030489371863915,False,False,True,True,True,True,False
U56,0.1,0.75,0.08852232214343081,1.1876151348783304,-0.12194688947582,1.2571930180360804,1.1264550648846152,1.2164357429560337,0.0923885104784552,-0.12194688947582,8.035684572822282,2.361039116940322,False,False,True,True,True,True,False
