chooser_set,L_ladder,n_L,n_cells,rho_all,rho_Ldep_only,rho_OOS_all,rho_OOS_Ldep_only,mean_L_sens,mean_distinct,mean_oos_Sharpe,n_4b,n_4a,decisions
K_SE3,L_SHORT,3,36,,,,,1.099081787361251,1.0,0.893511046798989,9,0,108
K_SE3,L_WIDE,6,36,0.5769331770285901,0.6411193171391071,0.26627685093627235,0.042741287809273804,2.205306214272923,1.1388888888888888,0.8891253651975877,18,0,216
K_SE3,L_LONG,3,36,0.5414295969037538,0.572733256644269,0.3461599062171541,0.19660992392265952,1.833073759706756,1.1388888888888888,0.8847396835961865,9,0,108
K_SE3_NAIVE,L_SHORT,3,48,,,,,1.0726599773982508,1.0,0.8845924558014282,9,0,144
K_SE3_NAIVE,L_WIDE,6,48,0.5221847535875404,0.6411193171391071,0.3298008970026571,0.042741287809273804,1.8838912238001437,1.1041666666666667,0.8813031946003774,18,0,288
K_SE3_NAIVE,L_LONG,3,48,0.5001980271206966,0.572733256644269,0.3792710315530557,0.19660992392265952,1.6109207571182875,1.1041666666666667,0.8780139333993264,9,0,144
K_ALL,L_SHORT,3,72,,,,,1.0473869417814679,1.0,0.8845125701904745,12,0,216
K_ALL,L_WIDE,6,72,0.4696625936607912,0.6411193171391071,0.3636097499309351,0.042741287809273804,1.5764507981305285,1.0694444444444444,0.8823197293897738,24,0,432
K_ALL,L_LONG,3,72,0.4575422686630934,0.572733256644269,0.39088048117575525,0.19660992392265952,1.3984265807293181,1.0694444444444444,0.8801268885890733,12,0,216
