stat,is_path,b_ratio_movers,b_gap_movers,b_sd_movers,b_ratio_all,b_gap_all,b_sd_all,both_exponents_positive
CAGR,False,-0.16710082519183767,-0.7109648271151578,-0.45918945587992144,0.1028702865670882,-0.3494684184939353,-0.4674584097960217,False
VOL,False,-0.08185312940391436,-0.44244024184772934,-0.3181221280002933,0.2586452296125376,0.00040375610689966947,-0.3181221280002933,False
SHARPE,False,-0.10461701984577323,-0.6086455784361166,-0.4481799556194442,0.06249727766437563,-0.42305752634692306,-0.4481799556194442,False
MAXDD,True,0.0542804923298521,0.26060417259293284,0.16542546546340867,0.11423224171734242,0.14187389964757768,0.16542546546340867,True
ULCER,True,0.0158109203016362,-0.15600900266450568,-0.1915514094820744,0.09782012699329293,-0.122069574303134,-0.1915514094820744,False
CALMAR,True,0.010319708874477512,-0.4864277372456528,-0.5543330260721568,0.35812021905066654,-0.16989319431035796,-0.5543330260721568,False
