panel,theta,ref,mine,n_held,d
U56,0.3,5.3010360028938885,5.589054972873364,2.2755515533543447,0.2880189699794755
U56,0.2,-0.7844252604551016,-0.6699933716804107,5.445520036019811,0.1144318887746909
U56,0.12,-1.7972039041511678,-1.7832696312827911,12.338135974786132,0.013934272868376674
U56,0.06,-2.260723497112438,-2.2520902966844503,23.414002701485817,0.008633200427987653
U56,0.0,-1.6094579917967256,-1.6046331534226521,37.624493471409274,0.004824838374073437
U56,-0.06,-1.4818309814086603,-1.484335949434068,45.576767221972084,0.0025049680254076723
U56,-0.12,-0.5563107568573145,-0.5557955288519878,48.9984241332733,0.0005152280053266622
U56,-0.25,-0.2203984509058454,-0.22019199347134144,51.626969833408374,0.00020645743450395382
U56,-0.4,0.1313373109999904,0.1312162155582941,52.55605583070689,0.00012109544169630615
B136,0.3,1.2680070216477768,1.268007021647799,5.232935345798603,2.220446049250313e-14
B136,0.2,-4.6846015182965495,-4.6846015182965495,14.311556656904708,0.0
B136,0.12,-0.8240364342253947,-0.8240364342253725,34.32710069835549,2.220446049250313e-14
B136,0.06,-1.9643210658397916,-1.9643210658397914,62.11038522189683,2.220446049250313e-16
B136,0.0,-1.3776773316495294,-1.3776773316495294,92.37643613426448,0.0
B136,-0.06,-1.4262698279378538,-1.426269827937876,111.1214237440865,2.220446049250313e-14
B136,-0.12,-1.1279590804460726,-1.1279590804460504,120.28993016445145,2.220446049250313e-14
B136,-0.25,-0.2833642209102427,-0.2833642209102205,127.3464744311782,2.220446049250313e-14
B136,-0.4,0.0711573800726395,0.0711573800726395,129.28452354133813,0.0
SMALL439,0.3,1.6723398847838356,1.6723398847838356,36.05414336553127,0.0
SMALL439,0.2,-0.7831849459341234,-0.7831849459341234,61.58922216573462,0.0
SMALL439,0.12,-1.2849175126650847,-1.2849175126650847,95.58388408744281,0.0
SMALL439,0.06,-2.183107696294884,-2.1831076962948837,130.51093035078802,4.440892098500626e-16
SMALL439,0.0,-2.846000482830635,-2.8460004828306573,172.37061514997458,2.220446049250313e-14
SMALL439,-0.06,-2.471538308931565,-2.4715383089315868,213.60701576004067,2.1760371282653068e-14
SMALL439,-0.12,-1.5590447545687611,-1.5590447545687613,248.53253685815963,2.220446049250313e-16
SMALL439,-0.25,-0.8705145389930058,-0.8705145389930058,297.5094051855618,0.0
SMALL439,-0.4,-0.8613272655842108,-0.861327265584233,323.84367056431114,2.220446049250313e-14
