panel,leg,arm,is_sharpe,CAGR,Sharpe,MaxDD,H1,H2,keep4a,keep4b,fail4b
U56,OOS 2017-2026,THROTTLE pick d=0.12 g_low=0.00,1.1047437219516025,0.02367174476894718,0.4463261150995004,-0.15910990262743996,0.6313205044913672,,False,False,H1+H2+CAGRFLOOR
U56,OOS 2017-2026,THROTTLE IS-tied d=0.12 g_low=0.25,1.1047437219516025,0.11620867475409402,1.1950405848468053,-0.15910990262743996,1.252001703475232,1.1347851685972874,False,True,-
U56,OOS 2017-2026,THROTTLE IS-tied d=0.12 g_low=0.50,1.1047437219516025,0.12419175791347059,1.2579613418666553,-0.15910990262743996,1.3711513770003758,1.1347851685972874,False,True,-
U56,OOS 2017-2026,THROTTLE IS-tied d=0.12 g_low=0.75,1.1047437219516025,0.12613471550292465,1.2731579196796807,-0.15910990262743996,1.399700562707816,1.1347851685972874,False,True,-
U56,OOS 2017-2026,THROTTLE IS-tied d=0.15 g_low=0.00,1.1047437219516025,0.126956558390525,1.2775395947599435,-0.15910990262743996,1.4077348475933793,1.1347851685972874,False,True,-
U56,OOS 2017-2026,THROTTLE IS-tied d=0.15 g_low=0.25,1.1047437219516025,0.126956558390525,1.2775395947599435,-0.15910990262743996,1.4077348475933793,1.1347851685972874,False,True,-
U56,OOS 2017-2026,THROTTLE IS-tied d=0.15 g_low=0.50,1.1047437219516025,0.126956558390525,1.2775395947599435,-0.15910990262743996,1.4077348475933793,1.1347851685972874,False,True,-
U56,OOS 2017-2026,THROTTLE IS-tied d=0.15 g_low=0.75,1.1047437219516025,0.126956558390525,1.2775395947599435,-0.15910990262743996,1.4077348475933793,1.1347851685972874,False,True,-
U56,OOS 2017-2026,BAND g=1.00 parent,,0.126956558390525,1.2775395947599435,-0.15910990262743996,1.4077348475933793,1.1347851685972874,False,True,-
U56,OOS 2017-2026,RULES v2 (live),,0.09474682024310721,1.278242466157066,-0.12054943679771168,1.4098248411053318,1.133995373728286,False,False,CAGRFLOOR
U56,OOS 2017-2026,SPY,,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.9802103709739877,0.7649700312498386,False,False,H1+H2+DDCAP
U56,OOS ALL GRID,d=0.04 g_low=0.00,-0.20682185885727053,0.0,,0.0,,,False,False,H1+H2+CAGRFLOOR
U56,OOS ALL GRID,d=0.04 g_low=0.25,0.33203401329083665,0.05140957986269168,0.839216755766928,-0.11908283549462773,0.9328272358657224,0.7780669726832695,False,False,H1+CAGRFLOOR
U56,OOS ALL GRID,d=0.04 g_low=0.50,0.8292557044020183,0.09606304584215564,1.1998897813887965,-0.12746687091220488,1.4055039413547792,0.9859595160068348,False,False,CAGRFLOOR
U56,OOS ALL GRID,d=0.04 g_low=0.75,1.0248174282375508,0.11147521410684447,1.2411074116965854,-0.14319353077120534,1.403573998003522,1.0654639958748113,False,True,-
U56,OOS ALL GRID,d=0.06 g_low=0.00,0.47351685984502284,0.0,,0.0,,,False,False,H1+H2+CAGRFLOOR
U56,OOS ALL GRID,d=0.06 g_low=0.25,0.9548692967952005,0.0596180958495911,0.8568158336782513,-0.13813139196237845,1.0937064672381032,0.6799064079439867,False,False,H2+CAGRFLOOR
U56,OOS ALL GRID,d=0.06 g_low=0.50,1.0583043439910629,0.10032991584876694,1.1549015810657914,-0.12746687091220488,1.3404799735870458,0.968999563904913,False,False,CAGRFLOOR
U56,OOS ALL GRID,d=0.06 g_low=0.75,1.0657156583682774,0.11412638640002704,1.221539166615375,-0.1431935307712051,1.3561194704110358,1.0785721775649226,False,True,-
U56,OOS ALL GRID,d=0.08 g_low=0.00,0.4534870830737525,0.0,,0.0,,,False,False,H1+H2+CAGRFLOOR
U56,OOS ALL GRID,d=0.08 g_low=0.25,1.0084028189412322,0.10129289242549366,1.1323481011183059,-0.11190346215081837,1.3545707688464301,0.9077734287443219,False,False,CAGRFLOOR
U56,OOS ALL GRID,d=0.08 g_low=0.50,1.0799083176184694,0.11802176021738098,1.2543274266581903,-0.1274668709122051,1.438473879673147,1.0611050682844598,False,True,-
U56,OOS ALL GRID,d=0.08 g_low=0.75,1.0754046672647044,0.12275798736176635,1.2713945463136487,-0.14319353077120534,1.4178540469571306,1.1139528557884097,False,True,-
U56,OOS ALL GRID,d=0.10 g_low=0.00,0.544120297358646,0.0,,0.0,,,False,False,H1+H2+CAGRFLOOR
U56,OOS ALL GRID,d=0.10 g_low=0.25,0.7154365328191128,0.1088823116007851,1.161105696837087,-0.15910990262743996,1.1863911931958835,1.1347851685972874,False,True,-
U56,OOS ALL GRID,d=0.10 g_low=0.50,1.0828756672334634,0.1221008710004099,1.2501560824177467,-0.15910990262743996,1.3570734127714446,1.1347851685972874,False,True,-
U56,OOS ALL GRID,d=0.10 g_low=0.75,1.087845093423479,0.12490088475272265,1.2640323962383846,-0.15910990262743996,1.382607233614706,1.1347851685972874,False,True,-
U56,OOS ALL GRID,d=0.12 g_low=0.00,1.1047437219516025,0.02367174476894718,0.4463261150995004,-0.15910990262743996,0.6313205044913672,,False,False,H1+H2+CAGRFLOOR
U56,OOS ALL GRID,d=0.12 g_low=0.25,1.1047437219516025,0.11620867475409402,1.1950405848468053,-0.15910990262743996,1.252001703475232,1.1347851685972874,False,True,-
U56,OOS ALL GRID,d=0.12 g_low=0.50,1.1047437219516025,0.12419175791347059,1.2579613418666553,-0.15910990262743996,1.3711513770003758,1.1347851685972874,False,True,-
U56,OOS ALL GRID,d=0.12 g_low=0.75,1.1047437219516025,0.12613471550292465,1.2731579196796807,-0.15910990262743996,1.399700562707816,1.1347851685972874,False,True,-
U56,OOS ALL GRID,d=0.15 g_low=0.00,1.1047437219516025,0.126956558390525,1.2775395947599435,-0.15910990262743996,1.4077348475933793,1.1347851685972874,False,True,-
U56,OOS ALL GRID,d=0.15 g_low=0.25,1.1047437219516025,0.126956558390525,1.2775395947599435,-0.15910990262743996,1.4077348475933793,1.1347851685972874,False,True,-
U56,OOS ALL GRID,d=0.15 g_low=0.50,1.1047437219516025,0.126956558390525,1.2775395947599435,-0.15910990262743996,1.4077348475933793,1.1347851685972874,False,True,-
U56,OOS ALL GRID,d=0.15 g_low=0.75,1.1047437219516025,0.126956558390525,1.2775395947599435,-0.15910990262743996,1.4077348475933793,1.1347851685972874,False,True,-
B136,OOS 2017-2026,THROTTLE pick d=0.12 g_low=0.00,1.0927413254606884,0.025048234457791807,0.4479769189826123,-0.16157983013208954,0.6336573961354025,,False,False,H1+H2+CAGRFLOOR
B136,OOS 2017-2026,THROTTLE IS-tied d=0.12 g_low=0.25,1.0927413254606884,0.09871228846547808,1.0616601711496574,-0.16157983013208954,1.2182233483975264,0.8804048428043107,False,False,CAGRFLOOR
B136,OOS 2017-2026,THROTTLE IS-tied d=0.12 g_low=0.50,1.0927413254606884,0.10137219238019046,1.07660097666022,-0.16157983013208954,1.2299076701530418,0.8990067546102618,False,False,CAGRFLOOR
B136,OOS 2017-2026,THROTTLE IS-tied d=0.12 g_low=0.75,1.0927413254606884,0.1039790059461625,1.0964665316855051,-0.16157983013208954,1.2633265806060094,0.9017006787904137,False,False,CAGRFLOOR
B136,OOS 2017-2026,THROTTLE IS-tied d=0.15 g_low=0.00,1.0927413254606884,0.1052418687479828,1.1048029424254948,-0.16157983013208954,1.276599432772048,0.9037545918842923,False,False,CAGRFLOOR
B136,OOS 2017-2026,THROTTLE IS-tied d=0.15 g_low=0.25,1.0927413254606884,0.1052418687479828,1.1048029424254948,-0.16157983013208954,1.276599432772048,0.9037545918842923,False,False,CAGRFLOOR
B136,OOS 2017-2026,THROTTLE IS-tied d=0.15 g_low=0.50,1.0927413254606884,0.1052418687479828,1.1048029424254948,-0.16157983013208954,1.276599432772048,0.9037545918842923,False,False,CAGRFLOOR
B136,OOS 2017-2026,THROTTLE IS-tied d=0.15 g_low=0.75,1.0927413254606884,0.1052418687479828,1.1048029424254948,-0.16157983013208954,1.276599432772048,0.9037545918842923,False,False,CAGRFLOOR
B136,OOS 2017-2026,BAND g=1.00 parent,,0.1052418687479828,1.1048029424254948,-0.16157983013208954,1.276599432772048,0.9037545918842923,False,False,CAGRFLOOR
B136,OOS 2017-2026,RULES v2 (live),,0.07884939392053303,1.105887869727878,-0.12240985403190019,1.2789027571308935,0.9033864140612026,False,False,CAGRFLOOR
B136,OOS 2017-2026,SPY,,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.9802483009492403,0.7649626236424596,False,False,H1+H2+DDCAP
B136,OOS ALL GRID,d=0.04 g_low=0.00,-0.20791490570033902,0.0,,0.0,,,False,False,H1+H2+CAGRFLOOR
B136,OOS ALL GRID,d=0.04 g_low=0.25,0.7196912312367114,0.06341427807276245,1.0193528746784295,-0.08798900945433774,1.438223926804474,0.5646194464020592,False,False,H2+CAGRFLOOR
B136,OOS ALL GRID,d=0.04 g_low=0.50,0.8750493817894169,0.0785932270356311,1.063851125721973,-0.1320709296353686,1.3306087532095527,0.7597660788998847,False,False,H2+CAGRFLOOR
B136,OOS ALL GRID,d=0.04 g_low=0.75,1.021103182544939,0.094104550415953,1.107714640874185,-0.14674131458997874,1.291997464999821,0.8930479890102825,False,False,CAGRFLOOR
B136,OOS ALL GRID,d=0.06 g_low=0.00,0.4240509341586626,0.0,,0.0,,,False,False,H1+H2+CAGRFLOOR
B136,OOS ALL GRID,d=0.06 g_low=0.25,0.8489872766858987,0.06336668279966085,0.9598785345804788,-0.10020237707491964,1.3660002805701166,0.5325965289455097,False,False,H2+CAGRFLOOR
B136,OOS ALL GRID,d=0.06 g_low=0.50,1.0090347454269386,0.08149005559683187,1.0549581892520927,-0.13207092963536848,1.3141834421506224,0.7666007139636991,False,False,CAGRFLOOR
B136,OOS ALL GRID,d=0.06 g_low=0.75,1.0696272191158818,0.09261757238113177,1.0506669315942903,-0.14674131458997897,1.2184490070297718,0.8547754403417341,False,False,CAGRFLOOR
