chooser,q,w,interior,IS_Sharpe,IS_MaxDD,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,p4a,p4b,p4b_oos,fail4b,fail4b_oos
C1,0.17,252.0,True,1.0936376608035185,-0.13252000560926025,0.14021708711942438,1.1537944792853247,-0.15106525419372918,1.2097254290075874,1.0972962861722058,0.14285956767027752,1.2079947450814668,-0.15106525419372974,False,True,True,-,-
C2,0.42,504.0,True,0.9598115014400325,-0.11392449515139702,0.1072830143810739,0.9875332278409468,-0.14336138323770575,1.0993396959531312,0.871940158253512,0.10588252185404556,1.0142859872564303,-0.14336138323770664,False,True,False,-,CAGR
SPY,,,,0.8986655359968392,-0.22058362096015105,0.15163389387763448,0.8860757549112315,-0.3371595330739303,0.9595622658772724,0.8259431438686403,0.15331427255204866,0.8767278433896203,-0.3371595330739301,,,,,
RULES v2,,,,1.0917033790366668,-0.07898281858216083,0.07977883927766838,1.0992531359665725,-0.12240985403190008,1.2348466062129893,0.9658157974796912,0.07884939392053303,1.105887869727878,-0.12240985403190019,,,,,
