panel,book,gross,cadence,cost_bps,n_phases,spread_OOS_CAGR_pp,spread_IS_CAGR_pp,rho_IS_OOS_CAGR,rho_IS_OOS_Sharpe,n_phases_pass4b_REC,n_phases_pass4b_OOSPURE,n_phases_pass4a,fam_OOS_CAGR_mean,fam_OOS_CAGR_med,canon_OOS_CAGR,canon_pass4b_REC,oracle_phase,oracle_pass4b_REC
U56,TOP05,CORE,M,0.0,21,8.859756562331068,6.947661820083728,-0.44675324675324674,-0.43506493506493504,4,2,0,0.20652634808396822,0.20876124737892865,0.1648941820798715,False,6,True
U56,TOP05,CORE,M,5.0,21,8.805007726152203,6.923980419050002,-0.4402597402597402,-0.4324675324675325,4,2,0,0.201787474142774,0.2041662812537206,0.16023973521416224,False,6,True
U56,TOP05,CORE,M,10.0,21,8.750528920919765,6.900376404421182,-0.44415584415584414,-0.4285714285714285,4,2,0,0.19706536142828499,0.19958702928534922,0.15560200936364366,False,6,True
U56,TOP05,CORE,M,25.0,21,8.588701508420705,6.830026284500312,-0.438961038961039,-0.4454545454545455,4,2,0,0.18299906219401696,0.1859430798827002,0.1417886231433918,False,6,True
U56,TOP05,CORE,M,50.0,21,8.324285996705495,6.714301567574843,-0.41558441558441556,-0.4402597402597402,0,0,0,0.15988554450587558,0.162935190865938,0.11909576459189641,False,6,False
U56,TOP05,EXT,M,0.0,21,12.475213144894681,9.72310400048233,-0.4454545454545455,-0.4207792207792207,0,0,0,0.2753601005807822,0.2784736078641161,0.21788376233838735,False,6,False
U56,TOP05,EXT,M,5.0,21,12.380940145731788,9.678003624307529,-0.4454545454545455,-0.4207792207792207,0,0,0,0.2687010521263547,0.2720170355332381,0.2114169870647431,False,6,False
U56,TOP05,EXT,M,10.0,21,12.287259066774038,9.633101139030398,-0.4454545454545455,-0.4207792207792207,0,0,0,0.2620733068186501,0.26558978917196185,0.20498107672398524,False,6,False
U56,TOP05,EXT,M,25.0,21,12.009735645663543,9.499572927105348,-0.42987012987012985,-0.44415584415584414,0,0,0,0.2423765789538869,0.2464828209783967,0.1858572248082313,False,6,False
U56,TOP05,EXT,M,50.0,21,11.558741289858387,9.280908567639079,-0.4168831168831169,-0.4207792207792207,0,0,0,0.2101626003608026,0.21521339726749367,0.15458927918707044,False,6,False
