==============================================================================================================
IDEA 206 — 2026-09-08_does-REBASED-POS-survive-the-gross-ladder-on-U56_cloud
==============================================================================================================
SMALL: 483 names, dropped 44 with max_1d_move >= 1.0 -> 439 tradable (SURVIVORSHIP: current constituents only, no delistings — data/SMALL_PANEL_README.md)
panel u56         56 cols (55 tradable)  2008-01-02 .. 2026-09-04  (4699 rows)
panel broad136   136 cols (135 tradable)  2008-01-02 .. 2026-09-04  (4699 rows)
panel small439   440 cols (439 tradable)  2010-01-04 .. 2026-09-04  (4194 rows)

--- G1  fast_backtest vs engine.backtest ---
  u56       max|diff| = 1.388e-17
  broad136  max|diff| = 2.776e-17
  small439  max|diff| = 2.082e-17
  G1 worst = 2.776e-17 -> PASS

--- G2  RULES v1 on u56 @10bps (idea 196: 6.45305% / 0.66418 / -13.82780%) ---
  6.45851% / 0.66471 / -13.82781%
  deviation vs idea 196 (2026-09-05 price vintage): dCAGR +0.00546 pp, dSharpe +0.00053, dMaxDD -0.0000143 pp.  MaxDD is the shape statistic and is unchanged to 1e-7; the CAGR/Sharpe drift is the data vintage (data/prices.csv has been re-cached since), so it is REPORTED, not asserted away.  The construction gate is the MaxDD digit.

--- G3  U56 + REBASED/POS m=1.00, gross 0.75 @10bps (idea 196: 13.30% / 1.1327 / -18.44%, halves 1.189/1.107, OOS 1.2007 / 15.60%, 7.9x/yr) ---
  13.30% / 1.1327 / -18.44%  halves 1.189/1.107  OOS 1.2007 / 15.60%  turn 7.9x/yr

--- benchmarks (idea 196's window convention: 260-bar warm-up skip) ---
  u56       SPY  full  15.23% / 0.8890 / -33.72%  halves 0.957/0.834  |  OOS  15.45% / 0.8820 / -33.72%
  u56       RULES v2 @10bps full   8.66% / 1.2056 / -12.05%  halves 1.226/1.191  |  OOS   9.53% / 1.2851 / -12.05%
  u56       RULES v2 @25bps full   8.37% / 1.1681 / -12.09%  halves 1.188/1.153  |  OOS   9.24% / 1.2483 / -12.09%
  broad136  SPY  full  15.23% / 0.8890 / -33.72%  halves 0.957/0.834  |  OOS  15.45% / 0.8820 / -33.72%
  broad136  RULES v2 @10bps full   8.03% / 1.1058 / -12.24%  halves 1.229/0.984  |  OOS   7.98% / 1.1185 / -12.24%
  broad136  RULES v2 @25bps full   7.70% / 1.0640 / -12.28%  halves 1.191/0.939  |  OOS   7.64% / 1.0740 / -12.28%
  small439  SPY  full  14.13% / 0.8615 / -33.72%  halves 0.891/0.858  |  OOS  15.45% / 0.8820 / -33.72%
  small439  RULES v2 @10bps full   3.81% / 0.5725 / -14.68%  halves 0.570/0.577  |  OOS   3.85% / 0.5680 / -14.68%
  small439  RULES v2 @25bps full   3.38% / 0.5122 / -15.25%  halves 0.508/0.518  |  OOS   3.40% / 0.5072 / -15.25%

==============================================================================================================
THE GRID — TILT(m) at gross 0.75  vs  untilted CONTROL on its own static-gross LADDER(g)
3 m x 5 g x 3 panels x 2 rungs = 90 points, ALL reported
==============================================================================================================

--- u56 @ 10 bps ---
    m      g | TILT CAGR     Shp    MaxDD  turn |  CTL CAGR     Shp    MaxDD  turn |     dShp  dShpOOS | tilt4a/4b ctl4a/4b
 0.20  0.500 |    13.14%  1.1156  -18.46%   9.2 |     8.55%  1.1070  -12.35%   6.3 |  +0.0086  +0.0156 | .Y        ..
 0.20  0.625 |    13.14%  1.1156  -18.46%   9.2 |    10.70%  1.1073  -15.31%   7.9 |  +0.0083  +0.0153 | .Y        .Y
 0.20  0.750 |    13.14%  1.1156  -18.46%   9.2 |    12.86%  1.1075  -18.21%   9.5 |  +0.0081  +0.0150 | .Y        .Y
 0.20  0.875 |    13.14%  1.1156  -18.46%   9.2 |    15.01%  1.1076  -21.06%  11.0 |  +0.0080  +0.0148 | .Y        ..
 0.20  1.000 |    13.14%  1.1156  -18.46%   9.2 |    17.17%  1.1076  -23.85%  12.6 |  +0.0080  +0.0147 | .Y        ..
 0.50  0.500 |    13.05%  1.1034  -18.42%   8.7 |     8.55%  1.1070  -12.35%   6.3 |  -0.0036  +0.0044 | .Y        ..
 0.50  0.625 |    13.05%  1.1034  -18.42%   8.7 |    10.70%  1.1073  -15.31%   7.9 |  -0.0039  +0.0040 | .Y        .Y
 0.50  0.750 |    13.05%  1.1034  -18.42%   8.7 |    12.86%  1.1075  -18.21%   9.5 |  -0.0041  +0.0037 | .Y        .Y
 0.50  0.875 |    13.05%  1.1034  -18.42%   8.7 |    15.01%  1.1076  -21.06%  11.0 |  -0.0042  +0.0035 | .Y        ..
 0.50  1.000 |    13.05%  1.1034  -18.42%   8.7 |    17.17%  1.1076  -23.85%  12.6 |  -0.0042  +0.0034 | .Y        ..
 1.00  0.500 |    13.30%  1.1327  -18.44%   7.9 |     8.55%  1.1070  -12.35%   6.3 |  +0.0257  +0.0238 | .Y        ..
 1.00  0.625 |    13.30%  1.1327  -18.44%   7.9 |    10.70%  1.1073  -15.31%   7.9 |  +0.0254  +0.0235 | .Y        .Y
 1.00  0.750 |    13.30%  1.1327  -18.44%   7.9 |    12.86%  1.1075  -18.21%   9.5 |  +0.0252  +0.0232 | .Y        .Y
 1.00  0.875 |    13.30%  1.1327  -18.44%   7.9 |    15.01%  1.1076  -21.06%  11.0 |  +0.0251  +0.0230 | .Y        ..
 1.00  1.000 |    13.30%  1.1327  -18.44%   7.9 |    17.17%  1.1076  -23.85%  12.6 |  +0.0251  +0.0229 | .Y        ..

--- u56 @ 25 bps ---
    m      g | TILT CAGR     Shp    MaxDD  turn |  CTL CAGR     Shp    MaxDD  turn |     dShp  dShpOOS | tilt4a/4b ctl4a/4b
 0.20  0.500 |    11.58%  0.9969  -18.58%   9.2 |     7.52%  0.9834  -12.44%   6.3 |  +0.0135  +0.0212 | .Y        ..
 0.20  0.625 |    11.58%  0.9969  -18.58%   9.2 |     9.40%  0.9839  -15.42%   7.9 |  +0.0129  +0.0205 | .Y        ..
 0.20  0.750 |    11.58%  0.9969  -18.58%   9.2 |    11.27%  0.9844  -18.33%   9.5 |  +0.0125  +0.0200 | .Y        .Y
 0.20  0.875 |    11.58%  0.9969  -18.58%   9.2 |    13.13%  0.9846  -21.20%  11.0 |  +0.0122  +0.0196 | .Y        ..
