predictor,rho_OOS_Sharpe,rho_OOS_MaxDD,rho_OOS_CAGR,rho_IS_MaxDD,rho_IS_CAGR
W = gmax-gmin,0.7514581555002046,0.2981030732643925,0.5826163243377235,0.2567408377328039,0.5226877315951494
gmax  (DD-cap leg),0.31813495181146983,0.8102810637624223,-0.15108586874609636,0.9576353750942814,-0.49435726722365986
gmin  (CAGR-floor leg),-0.1749357147762036,0.5804776927536875,-0.5057147960807816,0.7609541022516173,-0.9088480107413538
PASS_IS_4b (binary),0.5195850860442857,-0.04382382546363446,0.5759305097097468,-0.20059867234307116,0.5547569294702596
IS_Sharpe,0.7126210103437263,0.03502377309063075,0.7361289205272528,-0.05946774206784931,0.7722449798830386
IS_MaxDD,0.11598894910634598,0.7941693516896637,-0.33210535808714897,1.0,-0.6149212262198326
IS_CAGR,0.5101665734609999,-0.4735695461040459,0.7836511313183977,-0.6149212262198327,1.0
