panel,chooser,pick,isSharpe,oCAGR,oSharpe,oMaxDD,k_is,tw_oCAGR,tw_oSharpe,tw_oMaxDD,d_oSharpe,live_oSharpe,spy_oSharpe,beats_live,beats_spy,keep4b_oos,keep4a_oos,tw_keep4b_oos
U56,C_SHARPE,RANKCUT 0.75,1.1754444789179002,0.10426972250819677,1.141820835674209,-0.16261727067466825,0.7348113148551796,0.10019081740680202,1.1269425799822976,-0.1693562197516233,0.014878255691911368,1.2768823974588255,0.8738401470547136,False,True,False,False,False
U56,C_MEMO,BASE,1.1102511330219245,0.1367347568612567,1.1268381888701722,-0.2252587495057875,1.0,0.1367347568612567,1.1268381888701722,-0.2252587495057875,0.0,1.2768823974588255,0.8738401470547136,False,True,False,False,False
U56,C_LIVE,BAND 0.03,1.1045450932922083,0.0945517936976279,1.2768823974588255,-0.12054956914840875,0.7033694397502954,0.09586705048553301,1.126943431541971,-0.16254925130861153,0.1499389659168544,1.2768823974588255,0.8738401470547136,False,True,False,False,False
U56,C_BASE,BASE,1.1102511330219245,0.1367347568612567,1.1268381888701722,-0.2252587495057875,1.0,0.1367347568612567,1.1268381888701722,-0.2252587495057875,0.0,1.2768823974588255,0.8738401470547136,False,True,False,False,False
B136,C_SHARPE,MAXVOL 0.45,1.1665562025056815,0.10641811953304159,1.1400557723778129,-0.15512494541556043,0.9148059930487604,0.12528844863177868,1.0875772873190743,-0.23407354715232842,0.05247848505873853,1.1019125044197382,0.8738511437360154,True,True,False,False,False
B136,C_MEMO,MAXVOL 1.00,1.1493588202110065,0.12777976088923393,1.075137792567492,-0.23679454769269392,0.9948509612500105,0.1362867446134266,1.087255892682079,-0.25253436431923126,-0.012118100114586916,1.1019125044197382,0.8738511437360154,False,True,False,False,False
B136,C_LIVE,BAND 0.03,1.09244515350567,0.07847283605551292,1.1019125044197382,-0.12241069123223425,0.7151740249581355,0.09784974809140867,1.0882879006631918,-0.18665957406135247,0.013624603756546394,1.1019125044197382,0.8738511437360154,False,True,False,False,False
B136,C_BASE,BASE,1.1462032926510208,0.13699404154142325,1.0872344731621302,-0.2537112445888018,1.0,0.13699404154142325,1.0872344731621302,-0.2537112445888018,0.0,1.1019125044197382,0.8738511437360154,False,True,False,False,False
SMALL,C_SHARPE,MAXVOL 0.45,1.0184691833200394,0.019567598703837952,0.27827355314799723,-0.16753281531277875,0.7615879714272684,0.07079285539005586,0.5962132506340911,-0.27628805262024847,-0.3179396974860939,0.6473415936678043,0.8738401470547136,False,False,False,False,False
SMALL,C_MEMO,BASE,0.982289550594291,0.09017168323096603,0.5953492001318936,-0.35010487800692736,1.0,0.09017168323096603,0.5953492001318936,-0.35010487800692736,0.0,0.6473415936678043,0.8738401470547136,False,False,False,False,False
SMALL,C_LIVE,BAND 0.03,0.87536085584015,0.036280008883579296,0.544774008875468,-0.14161687822607494,0.6048694414636315,0.05727952375634726,0.5967322335585299,-0.22460944377153502,-0.05195822468306188,0.6473415936678043,0.8738401470547136,False,False,False,False,False
SMALL,C_BASE,BASE,0.982289550594291,0.09017168323096603,0.5953492001318936,-0.35010487800692736,1.0,0.09017168323096603,0.5953492001318936,-0.35010487800692736,0.0,0.6473415936678043,0.8738401470547136,False,False,False,False,False
