panel,book,cost,dial,margin,pick,abstained,is_adopted,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,base_OOS_Sharpe,base_OOS_CAGR,base_OOS_MaxDD,v1_OOS_Sharpe,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,beat_SPY_oos,beat_base_oos,pass4a,pass4b
u56,EWall,10.0,band,0,nogate,True,False,0.13755026674281523,1.1315522372463844,-0.22525886731411904,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.7359903848559822,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,False
u56,EWall,10.0,band,1,nogate,True,False,0.13755026674281523,1.1315522372463844,-0.22525886731411904,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.7359903848559822,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,False
u56,EWall,10.0,band,2,nogate,True,False,0.13755026674281523,1.1315522372463844,-0.22525886731411904,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.7359903848559822,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,False
u56,EWall,10.0,gross,0,1.0,False,False,0.13755026674281523,1.1315522372463844,-0.22525886731411904,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.7359903848559822,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,False
u56,EWall,10.0,gross,1,0.95,False,False,0.1306071750373512,1.1315885182713044,-0.21492321476677934,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.7359903848559822,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,False
u56,EWall,10.0,gross,2,1.0,True,False,0.13755026674281523,1.1315522372463844,-0.22525886731411904,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.7359903848559822,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,False
u56,EWall,10.0,vol,0,1.2,False,False,0.13383249355564053,1.1194111024010278,-0.22649527112712686,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.7359903848559822,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,False
u56,EWall,10.0,vol,1,1.0,False,False,0.12985814998850098,1.1196987613080778,-0.20929396258273425,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.7359903848559822,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,False
u56,EWall,10.0,vol,2,none,True,False,0.13755026674281523,1.1315522372463844,-0.22525886731411904,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.7359903848559822,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,False
u56,EWall,10.0,K,0,nogate,True,False,0.13755026674281523,1.1315522372463844,-0.22525886731411904,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.7359903848559822,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,False
u56,EWall,10.0,K,1,nogate,True,False,0.13755026674281523,1.1315522372463844,-0.22525886731411904,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.7359903848559822,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,False
u56,EWall,10.0,K,2,nogate,True,False,0.13755026674281523,1.1315522372463844,-0.22525886731411904,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.7359903848559822,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,False
u56,TOP20,10.0,band,0,8.0,False,False,0.1582290993052371,1.1752213007645396,-0.2013084609275302,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.7359903848559822,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,True
u56,TOP20,10.0,band,1,nogate,True,False,0.16611228811672363,1.1663899771818018,-0.22210416783816656,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.7359903848559822,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,False
u56,TOP20,10.0,band,2,nogate,True,False,0.16611228811672363,1.1663899771818018,-0.22210416783816656,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.7359903848559822,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,False
u56,TOP20,10.0,n,0,20,False,True,0.16611228811672363,1.1663899771818018,-0.22210416783816656,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.7359903848559822,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,False
u56,TOP20,10.0,n,1,all,True,False,0.13755026674281523,1.1315522372463844,-0.22525886731411904,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.7359903848559822,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,False
u56,TOP20,10.0,n,2,all,True,False,0.13755026674281523,1.1315522372463844,-0.22525886731411904,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.7359903848559822,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,False
u56,TOP20,10.0,gross,0,1.0,False,False,0.16611228811672363,1.1663899771818018,-0.22210416783816656,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.7359903848559822,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,False
u56,TOP20,10.0,gross,1,0.95,False,False,0.15769714958358305,1.1662940339792216,-0.21189551965108433,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.7359903848559822,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,False
u56,TOP20,10.0,gross,2,0.9,False,False,0.14928832183738594,1.1661906610511377,-0.20159540965600264,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.7359903848559822,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,True
u56,TOP20,10.0,vol,0,1.2,False,False,0.15920726334108526,1.1366677150634696,-0.22368231740851652,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.7359903848559822,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,False
u56,TOP20,10.0,vol,1,1.0,False,False,0.15526560826900693,1.13566612463516,-0.20031747449941528,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.7359903848559822,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,True
u56,TOP20,10.0,vol,2,0.8,False,False,0.14505682700136302,1.109872855346274,-0.1831253901396226,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.7359903848559822,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,True
u56,TOP20,10.0,K,0,150,False,False,0.14446793686613324,1.1176574690270327,-0.19220325347201672,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.7359903848559822,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,True
u56,TOP20,10.0,K,1,nogate,True,False,0.16611228811672363,1.1663899771818018,-0.22210416783816656,1.278836537597142,0.09481988847882761,-0.12054946142590717,0.7359903848559822,0.8757783801289708,0.15315660628921846,-0.33717235283398284,True,False,False,False
