panel,T_trade,chooser,family,c_IS,pick,target,R_refresh,fresh,turn_py,oos_CAGR,oos_Sharpe,oos_MaxDD,CAGR,Sharpe,MaxDD,H1,H2,keep4b_full,keep4b_oos,keep4b,keep4a,keep4a_oos,bind,keep4b@0,keep4b@10,keep4b@25,keep4b@50,cost_fragile
U56,W,F_SHARPE@0,F_SHARPE,0,"t=0.16,R=M",0.16,M,False,1.6730487084002543,0.1629795609133713,1.1815336504062817,-0.2452176352862262,0.16296890036392142,1.2027641718672892,-0.2452176352862261,1.324734688109355,1.0981944845616514,False,False,False,False,False,L4_DD,False,False,False,False,True
U56,W,F_CALMAR@0,F_CALMAR,0,"t=0.08,R=M",0.08,M,False,2.8336184400736166,0.11742743809402412,1.2561223062377382,-0.16281316611106156,0.11191001070110818,1.2140601295553965,-0.16281316611106167,1.3148258511614404,1.121295452882642,True,True,True,False,False,none,True,True,True,False,False
U56,W,F_DD@0,F_DD,0,"t=0.08,R=M",0.08,M,False,2.8336184400736166,0.11742743809402412,1.2561223062377382,-0.16281316611106156,0.11191001070110818,1.2140601295553965,-0.16281316611106167,1.3148258511614404,1.121295452882642,True,True,True,False,False,none,True,True,True,False,False
U56,W,F_LEGS@0,F_LEGS,0,"t=0.10,R=M",0.1,M,False,2.588918043630289,0.13670860817591302,1.2605042154810016,-0.19623526387260637,0.13231820344849687,1.2292206891968203,-0.19623526387260648,1.3181849815692956,1.147351316622881,True,True,True,False,False,none,True,True,True,True,False
U56,W,F_GXS@0,F_GXS,0,"t=0.16,R=M",0.16,M,False,1.6730487084002543,0.1629795609133713,1.1815336504062817,-0.2452176352862262,0.16296890036392142,1.2027641718672892,-0.2452176352862261,1.324734688109355,1.0981944845616514,False,False,False,False,False,L4_DD,False,False,False,False,True
U56,W,F_GXDD@0,F_GXDD,0,"t=0.08,R=M",0.08,M,False,2.8336184400736166,0.11742743809402412,1.2561223062377382,-0.16281316611106156,0.11191001070110818,1.2140601295553965,-0.16281316611106167,1.3148258511614404,1.121295452882642,True,True,True,False,False,none,True,True,True,False,False
U56,W,F_SHARPE@10,F_SHARPE,10,"t=0.16,R=M",0.16,M,False,1.6730487084002543,0.1629795609133713,1.1815336504062817,-0.2452176352862262,0.16296890036392142,1.2027641718672892,-0.2452176352862261,1.324734688109355,1.0981944845616514,False,False,False,False,False,L4_DD,False,False,False,False,True
U56,W,F_CALMAR@10,F_CALMAR,10,"t=0.20,R=M",0.2,M,False,1.502080480867304,0.16572200289794292,1.102576884279414,-0.27704733386702973,0.16767144909653298,1.1503979979860557,-0.27704733386703007,1.3040802592946061,1.0266002722542886,False,False,False,False,False,L4_DD,False,False,False,False,True
U56,W,F_DD@10,F_DD,10,"t=0.08,R=M",0.08,M,False,2.8336184400736166,0.11742743809402412,1.2561223062377382,-0.16281316611106156,0.11191001070110818,1.2140601295553965,-0.16281316611106167,1.3148258511614404,1.121295452882642,True,True,True,False,False,none,True,True,True,False,False
U56,W,F_LEGS@10,F_LEGS,10,"t=0.12,R=M",0.12,M,False,2.134724459710851,0.15221849267829013,1.2649923221170265,-0.21272867194044376,0.14726313909357236,1.2333018971147576,-0.21272867194044354,1.3061493189664932,1.1672336006769757,False,False,False,False,False,L4_DD,False,False,False,False,True
