est,grid,book,panel,cost,obs_band,null_med,null_p05,null_p95,pct,share,indep_med,per_end_se,obs_full_sharpe,null_sharpe_mean,null_sharpe_se,n_min,n_max,n_ends
IID,Q16,U56-band0.03-g0.50,U56,0.0,0.14408016273104818,0.2687393717282981,0.14532809104347613,0.49321078336003504,0.048,1.8652073028953264,1.190900805196344,0.32411527625547515,1.2407754567744231,1.246355136909676,0.007012029345231136,1936,2881,16
IID,Q16,U56-band0.03-g0.50,U56,10.0,0.14399212240691095,0.26677018094865246,0.1429345552079607,0.47171156320312935,0.052,1.8526720523972826,1.1729337530170365,0.32409502588006345,1.2150550371611033,1.2230368404091352,0.006660645008731957,1936,2881,16
IID,Q16,U56-band0.03-g0.50,U56,25.0,0.14394273504420596,0.2612869778884613,0.1391759771102376,0.48446351655015407,0.0595,1.8152147644562817,1.1724538708081762,0.3240653579823218,1.1764366832649469,1.1818762260830207,0.006687928975011948,1936,2881,16
IID,Q16,U56-band0.03-g0.75,U56,0.0,0.14422124310270368,0.2585494530440956,0.14796151516775327,0.4817794914789138,0.0405,1.7927279468807231,1.1723419807921989,0.324114609262528,1.2402144384888274,1.2492047558923627,0.007024885349303741,1936,2881,16
IID,Q16,U56-band0.03-g0.75,U56,10.0,0.14411860437840907,0.26453906265511573,0.1473487397890097,0.48634446544415744,0.044,1.8355649764725817,1.1739734330737863,0.32409457828535004,1.2147441408775062,1.2180685318731188,0.007077448557277284,1936,2881,16
IID,Q16,U56-band0.03-g0.75,U56,25.0,0.14395763939776862,0.2624147157212387,0.14364742967135044,0.49436054708900984,0.051,1.8228606471947066,1.173629457379632,0.3240652249556857,1.1765016677074684,1.1847354171087168,0.0069302210082718,1936,2881,16
IID,Q16,U56-band0.03-g1.00,U56,0.0,0.14435110570265097,0.2680503059165502,0.14504234196836216,0.4857865064939115,0.049,1.8569328209283509,1.1649444297831346,0.3241139213458919,1.2396301834829377,1.239804917041102,0.006875469643624461,1936,2881,16
IID,Q16,U56-band0.03-g1.00,U56,10.0,0.14423684079668297,0.2615688739249398,0.14648727355187285,0.47325424443299496,0.045,1.8134678524583654,1.1737490876494379,0.32409401093208934,1.2142926666489777,1.2081931882416392,0.006819285281547312,1936,2881,16
IID,Q16,U56-band0.03-g1.00,U56,25.0,0.14405847262790084,0.26576543933545865,0.14480505920721506,0.4882028756495676,0.0485,1.844844211432976,1.1725739788505536,0.32406483099861816,1.1762497672088301,1.1919875038673933,0.006991256381490594,1936,2881,16
IID,Q16,U56-band0.08-g0.50,U56,0.0,0.1621167020713925,0.2672366167380972,0.14803147493460223,0.4743508931404722,0.088,1.6484212503928946,1.196702750502292,0.3240187739715662,1.151842078368116,1.1592364645742892,0.006910805478375921,1936,2881,16
IID,Q16,U56-band0.08-g0.50,U56,10.0,0.1626014303964567,0.26339531439825575,0.1423562476498061,0.48841373707665364,0.0965,1.619883132368776,1.1951308182421716,0.3240071213279111,1.1357358742661992,1.1496358049513087,0.00701370405488516,1936,2881,16
IID,Q16,U56-band0.08-g0.50,U56,25.0,0.1633248917812975,0.2617914849740013,0.14636822394799867,0.46823301465013734,0.0975,1.6028878520523184,1.1810361234401925,0.32398992870779597,1.1115610856082174,1.107693893495543,0.006883013398640542,1936,2881,16
IID,Q16,U56-band0.08-g0.75,U56,0.0,0.16190390163403023,0.2687232088253958,0.14507809942906869,0.48414446643176745,0.088,1.659769814768401,1.1929350243484727,0.32401791616697573,1.150848774591533,1.157488631764177,0.006693374383075105,1936,2881,16
IID,Q16,U56-band0.08-g0.75,U56,10.0,0.1623857561551838,0.2719405639673408,0.14451779237605641,0.5041539408478289,0.088,1.674657743425852,1.182435780294044,0.32400649114156344,1.1350310860780533,1.1442849566212208,0.006865738116436814,1936,2881,16
IID,Q16,U56-band0.08-g0.75,U56,25.0,0.16310495219649823,0.2646536154205285,0.14722829615638533,0.4758720272291823,0.0965,1.6225970570267607,1.1938777430366292,0.3239896293815458,1.1112896192613022,1.1187796640285206,0.006870146659865735,1936,2881,16
IID,Q16,U56-band0.08-g1.00,U56,0.0,0.16166801841659528,0.2672343417515364,0.14623442464327824,0.4915278452041145,0.0865,1.6529821072149955,1.194482136629572,0.32401701955941986,1.1498054257294972,1.1507027578454934,0.0068939051726828945,1936,2881,16
IID,Q16,U56-band0.08-g1.00,U56,10.0,0.16214554351103705,0.2655337942927405,0.1461647447843906,0.46961563825619507,0.0965,1.637626224828473,1.196486240736724,0.32400574353638945,1.1341740587962066,1.147746314894509,0.007135614307384032,1936,2881,16
IID,Q16,U56-band0.08-g1.00,U56,25.0,0.16285826186930685,0.2671544223502429,0.145886520920624,0.48522914466188627,0.0915,1.6404106201540658,1.1895772370848627,0.3239890987225702,1.1107124599009621,1.1052308027051905,0.006886649074920055,1936,2881,16
IID,Q16,U56-qroll-q0.12-w252-d0.50,U56,0.0,0.1390219497744014,0.2618522921094467,0.14282635905174898,0.47892630343026255,0.043,1.8835320072432367,1.1696059153295768,0.3242194079794549,1.301954064808403,1.2964974277827845,0.006930181128136298,1936,2881,16
IID,Q16,U56-qroll-q0.12-w252-d0.50,U56,10.0,0.14044663179899053,0.2662186404160786,0.14538185726352532,0.48196866126159277,0.039,1.8955145951602101,1.1713825085941103,0.3241442632301056,1.2113904038063097,1.2180924882565474,0.006719974141004738,1936,2881,16
IID,Q16,U56-qroll-q0.12-w252-d0.50,U56,25.0,0.14254370438132002,0.2636616241652703,0.14254467052200084,0.4744610446118299,0.05,1.849689716635584,1.1634498507606237,0.3240400523200606,1.0751006517590447,1.0679195664883991,0.0068953708628294265,1936,2881,16
IID,Q16,U56-qroll-q0.12-w252-d1.00,U56,0.0,0.1810474156786741,0.27447245437576984,0.14391344785677868,0.48434871835895077,0.1485,1.5160252541958843,1.1720365950832488,0.3243350541342319,1.3692694776565344,1.3704073140531874,0.006691052317630787,1936,2881,16
IID,Q16,U56-qroll-q0.12-w252-d1.00,U56,10.0,0.18766314159075637,0.26171485589070176,0.14459108801502246,0.4776889188986502,0.17,1.3945991400987658,1.1708717321378608,0.3242481006070161,1.271103286344553,1.2684927221246995,0.006610456233146036,1936,2881,16
IID,Q16,U56-qroll-q0.12-w252-d1.00,U56,25.0,0.19754098684109245,0.26163947129408344,0.1440452064035233,0.4680526785056963,0.2235,1.3244819491792537,1.1584469162494446,0.32412681385874764,1.122835167998498,1.1140097337205743,0.006549790813349707,1936,2881,16
IID,Q16,U56-qroll-q0.12-w504-d0.50,U56,0.0,0.17703836269008888,0.26480096327631597,0.14592641230254363,0.48366633830135974,0.1295,1.495726458676407,1.1824033352563679,0.3240907784378366,1.2342160890852656,1.2431206006320261,0.007008940813585314,1936,2881,16
IID,Q16,U56-qroll-q0.12-w504-d0.50,U56,10.0,0.17888136172533264,0.26511120582516473,0.14091598534986957,0.4807662989169264,0.153,1.4820504677968385,1.1783260753201332,0.32402815001795615,1.1495209161508515,1.1503135316100417,0.0071164349009766575,1936,2881,16
IID,Q16,U56-qroll-q0.12-w504-d0.50,U56,25.0,0.18155298831556588,0.2640620375936099,0.14387186071675181,0.4749571170182761,0.16,1.4544626339866746,1.1796229725566734,0.3239416844234755,1.02208486435006,1.0211458988632682,0.006877063057043553,1936,2881,16
IID,Q16,U56-qroll-q0.12-w504-d1.00,U56,0.0,0.2010840535407148,0.26586543082062847,0.14589162749117046,0.485735319972579,0.232,1.3221606892204258,1.1908628611033454,0.3240911731792008,1.2525312258871093,1.2422937021636098,0.006806515313950044,1936,2881,16
IID,Q16,U56-qroll-q0.12-w504-d1.00,U56,10.0,0.20508060767112424,0.2639824071540309,0.14025450576979825,0.48963790785361055,0.257,1.2872129166759834,1.192234214957358,0.3240278462178584,1.166391795889443,1.1685671686142332,0.006871445708469383,1936,2881,16
IID,Q16,U56-qroll-q0.12-w504-d1.00,U56,25.0,0.21099015143747224,0.2689634607242136,0.14395153722591805,0.47741921289563505,0.261,1.2747678452845796,1.1786271674469808,0.3239403330438426,1.0364538389690876,1.04072693168522,0.006867679414217136,1936,2881,16
IID,Q16,U56-qroll-q0.12-w1008-d0.50,U56,0.0,0.15593404986476456,0.26765420300584963,0.1504275607917902,0.4786184813055096,0.063,1.7164577155404837,1.1827569887244946,0.32417893607554965,1.309697602609646,1.312397749055542,0.007081898135306877,1936,2881,16
IID,Q16,U56-qroll-q0.12-w1008-d0.50,U56,10.0,0.15521057989484532,0.26229280401396704,0.14655085611357038,0.4745534572748634,0.067,1.689915753112124,1.1833110234771864,0.32411106946121954,1.2267604072930625,1.2253792670346928,0.006909424830208007,1936,2881,16
IID,Q16,U56-qroll-q0.12-w1008-d0.50,U56,25.0,0.1540053047582004,0.2644662702987728,0.14178109499595226,0.4795123519485277,0.0765,1.717254290129838,1.1725432717204503,0.32401667956213226,1.1019793226065113,1.0990650739392491,0.006957902896682895,1936,2881,16
IID,Q16,U56-qroll-q0.12-w1008-d1.00,U56,0.0,0.13618303089037176,0.2671548972389579,0.146212800792068,0.4898257594732476,0.0325,1.9617341124829228,1.1684182733818234,0.3242763429636862,1.4086909147845212,1.4121695287464027,0.006944878290897287,1936,2881,16
IID,Q16,U56-qroll-q0.12-w1008-d1.00,U56,10.0,0.1350043838480779,0.2623628469874084,0.14070847660740876,0.48051063112400966,0.036,1.943365389398381,1.1845546984588307,0.3242029665370241,1.3282387582145914,1.326876994184534,0.0068327575968598325,1936,2881,16
IID,Q16,U56-qroll-q0.12-w1008-d1.00,U56,25.0,0.13308374406726342,0.259462216060447,0.14008533829437073,0.48312019838056797,0.0365,1.9496161449238245,1.1675713850160103,0.32410008159283066,1.2069376819970428,1.200908888252392,0.006554430213838704,1936,2881,16
IID,Q16,U56-qroll-q0.17-w252-d0.50,U56,0.0,0.1459657597743944,0.26845796218604095,0.1487525709440885,0.4718928519587608,0.0465,1.8391844950553558,1.171468929540645,0.3242148158957763,1.2872421178154194,1.3027109454992045,0.006766922223335149,1936,2881,16
IID,Q16,U56-qroll-q0.17-w252-d0.50,U56,10.0,0.14738876078217555,0.2626249040905836,0.142480142521107,0.4810477024316504,0.0615,1.7818516330340441,1.168573948609466,0.324139301441314,1.1970894629336244,1.2011315831676306,0.0066613675596933295,1936,2881,16
IID,Q16,U56-qroll-q0.17-w252-d0.50,U56,25.0,0.14938718264752282,0.2631901221206886,0.14755368456982776,0.4832489324532664,0.054,1.7617985523007176,1.171166966116083,0.3240347030556784,1.0614567176397336,1.0656718119206252,0.0068066311774193835,1936,2881,16
IID,Q16,U56-qroll-q0.17-w252-d1.00,U56,0.0,0.20757914467748484,0.2616536719251786,0.14410770625404326,0.4902636043933917,0.2715,1.2605007710755778,1.1739002328748778,0.3243084036827171,1.3193703705596858,1.3257939406242831,0.0068412084955947056,1936,2881,16
IID,Q16,U56-qroll-q0.17-w252-d1.00,U56,10.0,0.21252674510936886,0.26455276971807595,0.14803190326607035,0.4777922898373071,0.2855,1.2447975410432879,1.1797032606443918,0.3242242386473184,1.2235683300219695,1.2148368694776817,0.0069828780925072255,1936,2881,16
IID,Q16,U56-qroll-q0.17-w252-d1.00,U56,25.0,0.21986225714612195,0.2625569329295415,0.14786132911881258,0.4824485273488569,0.307,1.1941882901486107,1.157523821657189,0.3241068727643629,1.0789076754876212,1.081632428156542,0.006819874880870786,1936,2881,16
IID,Q16,U56-qroll-q0.17-w504-d0.50,U56,0.0,0.14979216438401566,0.26115872328381895,0.1478051861642098,0.47875666534064926,0.053,1.7434738616520533,1.1875006854808778,0.3240938906856202,1.2433847863110112,1.245102444447911,0.006759153658676268,1936,2881,16
IID,Q16,U56-qroll-q0.17-w504-d0.50,U56,10.0,0.15176848229654416,0.263652551259722,0.14168219297749818,0.4826431286022653,0.0705,1.7372022653858052,1.1874843699247917,0.32403058532378215,1.1581221873668528,1.1644013765440004,0.006734671715078752,1936,2881,16
IID,Q16,U56-qroll-q0.17-w504-d0.50,U56,25.0,0.15467094640269197,0.2665422069539616,0.1428625967544732,0.4833016562059806,0.0725,1.7232855500864934,1.1795178050163404,0.3239432553734205,1.0298722770426325,1.0324955248986725,0.006991439597579852,1936,2881,16
IID,Q16,U56-qroll-q0.17-w504-d1.00,U56,0.0,0.14665554298441097,0.26505281178811124,0.14217215131533711,0.4887597421489897,0.0585,1.807315334929315,1.199565157951784,0.32408349793953656,1.2533184151369532,1.2664269569525235,0.007101136868237926,1936,2881,16
IID,Q16,U56-qroll-q0.17-w504-d1.00,U56,10.0,0.15042613267391625,0.274473181446677,0.1473451334784697,0.4905014089451249,0.0545,1.82463762491097,1.19114065037913,0.3240193945078027,1.1673705634363198,1.172418935688209,0.007086805877143903,1936,2881,16
IID,Q16,U56-qroll-q0.17-w504-d1.00,U56,25.0,0.156060197439142,0.26927760578650245,0.1483819902166483,0.4934869497391441,0.0625,1.725472671476731,1.1784013800018083,0.32393108433916407,1.037734959065722,1.0487828675517452,0.0069575238512557674,1936,2881,16
IID,Q16,U56-qroll-q0.17-w1008-d0.50,U56,0.0,0.14429979145909377,0.26344843955491637,0.1473968982843543,0.4826754726284636,0.0455,1.8257021503014366,1.189982774141617,0.32417521696854334,1.3312433055055737,1.340821693520255,0.006884192422126779,1936,2881,16
IID,Q16,U56-qroll-q0.17-w1008-d0.50,U56,10.0,0.14412905379241803,0.2663711170280487,0.1430508278893201,0.48270906212063114,0.052,1.84814310521798,1.1723848622972,0.3241084632213129,1.2486499899405221,1.2555604675701006,0.006878166195084214,1936,2881,16
IID,Q16,U56-qroll-q0.17-w1008-d0.50,U56,25.0,0.14376035485165195,0.2573394985334737,0.13983653133690047,0.45833606861955334,0.06,1.790058871230705,1.1668349011872523,0.32401554151598666,1.1243803721203918,1.1236745173096987,0.006931132166873329,1936,2881,16
IID,Q16,U56-qroll-q0.17-w1008-d1.00,U56,0.0,0.11442490121200133,0.2651973578849143,0.14598185966132934,0.4797237684734494,0.0065,2.31765424375214,1.1814789857431163,0.3242573335193958,1.4385941392315849,1.4366261702040295,0.006972456430291597,1936,2881,16
IID,Q16,U56-qroll-q0.17-w1008-d1.00,U56,10.0,0.11427677296738503,0.26318763292083847,0.14369550349780047,0.472853127684509,0.011,2.3030719724291924,1.1781091165425939,0.3241903061189742,1.3637566827028271,1.3742370121167453,0.00674826026506831,1936,2881,16
IID,Q16,U56-qroll-q0.17-w1008-d1.00,U56,25.0,0.11391704203417619,0.2644436239275668,0.14574436339969787,0.4816660546909964,0.007,2.321370176099123,1.1816783709200562,0.32409588021684926,1.250887546489203,1.2556500812638238,0.006940445405922766,1936,2881,16
IID,Q16,B136-band0.03-g0.50,B136,0.0,0.1765840379263106,0.26640827325470684,0.14145843915008294,0.47302056335875786,0.128,1.5086769811316714,1.182725814105697,0.3241201946564429,1.0748941869893918,1.0651198208796073,0.006724261713874038,1934,2879,16
IID,Q16,B136-band0.03-g0.50,B136,10.0,0.1781489016759249,0.26915762548903455,0.14391550974611622,0.4741383984517505,0.143,1.5108576194236991,1.1759505134724044,0.324099059178241,1.044534970700513,1.0418817419513688,0.006907870659209142,1934,2879,16
IID,Q16,B136-band0.03-g0.50,B136,25.0,0.18049141625234566,0.2635659935615443,0.1429314250278388,0.47095860390989697,0.165,1.460268853966173,1.168827243271458,0.3240684009545277,0.9989561364457398,1.0026059062263408,0.006879375088307864,1934,2879,16
IID,Q16,B136-band0.03-g0.75,B136,0.0,0.17669249968340406,0.26858614245919465,0.14913571961999594,0.47893311770650376,0.1295,1.5200766469456528,1.1583242876890563,0.3241193189000706,1.0740258449009683,1.0775355478947057,0.006846576736269594,1934,2879,16
IID,Q16,B136-band0.03-g0.75,B136,10.0,0.17827173600744373,0.2669536089189112,0.14726775619851823,0.4626586008340942,0.126,1.497453353501671,1.1662139516515715,0.324098407326199,1.0439509874507007,1.0368752881825132,0.006873014424267129,1934,2879,16
IID,Q16,B136-band0.03-g0.75,B136,25.0,0.18063583207751732,0.26115439642171595,0.1445082362609751,0.4722594850388929,0.1595,1.4457507871951187,1.1856517092740704,0.3240680649511406,0.998799445926089,1.0083142733932642,0.00688286633419516,1934,2879,16
IID,Q16,B136-band0.03-g1.00,B136,0.0,0.17679664725071487,0.26144930082449336,0.14662286527122284,0.4866811868481028,0.1535,1.4788136816516253,1.1852209140286982,0.32411842393466284,1.0731316984351906,1.0791642330771956,0.006797754938318134,1934,2879,16
IID,Q16,B136-band0.03-g1.00,B136,10.0,0.17838266557703308,0.26259270884099833,0.14715812283427362,0.49086582201612927,0.143,1.472075260180479,1.1757011409970617,0.32409765569550875,1.0432290644820044,1.0491010010947894,0.0067332277531951,1934,2879,16
IID,Q16,B136-band0.03-g1.00,B136,25.0,0.18075694654426633,0.26540637868874456,0.15307285619354252,0.47222831854742336,0.139,1.468305278235866,1.1753151697527962,0.32406751642629306,0.998336223066921,0.995848740010609,0.006956188532104981,1934,2879,16
IID,Q16,B136-band0.08-g0.50,B136,0.0,0.19508064274063386,0.2614910458751986,0.14554863458342576,0.4796896878990572,0.1995,1.3404253861458697,1.1823668869220607,0.32410649924381174,1.0714992314500096,1.0687924870703855,0.0069679247181788475,1934,2879,16
IID,Q16,B136-band0.08-g0.50,B136,10.0,0.19583133229081928,0.2634784470828616,0.14440613284040477,0.4821069435008395,0.2175,1.3454356052257408,1.189270799575555,0.3240940136606112,1.0534794255001847,1.0508979350539442,0.006703637010157179,1934,2879,16
IID,Q16,B136-band0.08-g0.50,B136,25.0,0.19695344047693875,0.26179231694397403,0.1418306269169926,0.4748899629123655,0.224,1.3292091588246577,1.1839227106544499,0.3240756593864332,1.026436212103595,1.023446313171589,0.006855353641020991,1934,2879,16
IID,Q16,B136-band0.08-g0.75,B136,0.0,0.1949123028084776,0.26583202855446497,0.14616901516710265,0.4838627559571871,0.1935,1.363854537266812,1.1785982818926828,0.32410544814988107,1.0703305678989805,1.0746215241008634,0.0069467259769110095,1934,2879,16
IID,Q16,B136-band0.08-g0.75,B136,10.0,0.1956735713130393,0.2650759379342009,0.14325456398878608,0.48859519712030675,0.2125,1.3546844172948194,1.174487660199371,0.3240931937858592,1.052618389021709,1.055234786095726,0.0069306086557949535,1934,2879,16
