panel,cost,key,share,instr,dial,base_nfail,treat_nfail,fixed,zmin,m_H1,m_H2,m_OOS,m_DD,m_CAGR,cleared_H1,cleared_H2,cleared_OOS,cleared_DD,cleared_CAGR
u56,10.0,NONE,0.05,GUP,MILD,3,3,False,-1.1232978063446717,-0.11808381702287785,0.033014601759658535,-0.05135726115955275,-0.10225227435111761,0.12434429659489299,False,True,False,False,True
u56,10.0,NONE,0.05,GUP,STRONG,3,3,False,-1.4376336565888104,-0.11767761375018349,0.03557726580148657,-0.04883064175244789,-0.1308658400645124,0.14702941101337597,False,True,False,False,True
u56,10.0,NONE,0.05,GDN,MILD,3,3,False,-0.42380619420110294,-0.11959026462531686,0.025188574664012475,-0.05906368622166169,-0.01046435827757608,0.05198534747724015,False,True,False,False,True
u56,10.0,NONE,0.05,GDN,STRONG,3,2,False,-0.42703001367975785,-0.120499966818989,0.021211726559213884,-0.06297640644511415,0.03893859661820065,0.013767523687343686,False,True,False,True,True
u56,10.0,NONE,0.05,WIDE,MILD,3,1,False,-0.7285214740581752,0.0941359985193927,0.27363381321344094,0.22029992717342217,-0.06631632076135274,0.1288039301092737,True,True,True,False,True
u56,10.0,NONE,0.05,WIDE,STRONG,3,2,False,-0.24684538977463716,-0.06965520062852237,0.12269834786213474,0.07285547368677747,-0.012784488111689751,0.05521033494453864,False,True,True,False,True
u56,10.0,NONE,0.05,SLOW,MILD,3,1,False,-1.6234273682858251,0.15524201172512153,0.10946886549826484,0.03833531464750939,-0.14777838941148969,0.1552982662821888,True,True,True,False,True
u56,10.0,NONE,0.05,SLOW,STRONG,3,3,False,-2.6496951736659478,0.18783522246505846,-0.26022463634350157,-0.257580957244268,-0.24119815450025772,0.10431733574509294,True,False,False,False,True
u56,25.0,NONE,0.05,GUP,MILD,4,4,False,-1.2579636958455154,-0.2651562556223612,-0.122778223779473,-0.20518730912086092,-0.11451072745340418,0.07066430150154723,False,False,False,False,True
u56,25.0,NONE,0.05,GUP,STRONG,4,4,False,-1.581238876636548,-0.26473839666792987,-0.12017748654740446,-0.20262539766783072,-0.1439380282906757,0.08644199199731284,False,False,False,False,True
u56,25.0,NONE,0.05,GDN,MILD,4,4,False,-0.9465166179783527,-0.2670894724171461,-0.13103471806423406,-0.21331057533040698,-0.019711296603729833,0.017953093668577114,False,False,False,False,True
u56,25.0,NONE,0.05,GDN,STRONG,4,4,False,-0.9512322931447886,-0.2684201486761474,-0.13537957286031377,-0.21758485889195278,0.03156103905574981,-0.011075588213840581,False,False,False,True,False
u56,25.0,NONE,0.05,WIDE,MILD,4,2,False,-0.8370413252871587,-0.0657127601408466,0.12816213001377896,0.07664530082683574,-0.07619473549494626,0.08867237295965802,False,True,True,False,True
u56,25.0,NONE,0.05,WIDE,STRONG,4,4,False,-0.8426019748956274,-0.23776668328676454,-0.020507803489945853,-0.07338839689850896,-0.03026924791674357,0.023410830123393622,False,False,False,False,True
