book,key,panel,form,n,freq,cost,g,published_g,fail4b,keep4b,keep4a,fail4b_IS,fail4b_OOS,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
1,U56/R620/g0.75/M,U56,R6,20,M,10.0,0.2,0.75,CAGR,False,False,CAGR,CAGR,0.04277154913948067,1.1771161465890898,-0.06781216097722176,1.3560704462013964,1.0529479802899988,0.04157369563282076,1.285752131601498,-0.031094921671910636,0.043759485581054136,1.113058647352014,-0.06781216097722154
1,U56/R620/g0.75/M,U56,R6,20,M,10.0,0.25,0.75,CAGR,False,False,CAGR,CAGR,0.05357032432547881,1.1774523133858057,-0.08420867010829125,1.3568006442451626,1.0531045457586734,0.05210214317546935,1.2864142867248247,-0.03878456811641451,0.05478148571489827,1.1132393712251363,-0.08420867010829192
1,U56/R620/g0.75/M,U56,R6,20,M,10.0,0.3,0.75,CAGR,False,False,CAGR,CAGR,0.06440975785683478,1.1777813065120073,-0.1003891730193156,1.3575231612741367,1.0532585844828062,0.0626837342524591,1.287069798840434,-0.04644074320451519,0.06583392038972424,1.113415053547765,-0.10038917301931549
1,U56/R620/g0.75/M,U56,R6,20,M,10.0,0.35,0.75,CAGR,False,False,CAGR,CAGR,0.0752889256842304,1.1781025731597035,-0.11635685925741346,1.358238405661241,1.0534088954227112,0.07331805375046807,1.2877194438569046,-0.05406357664794892,0.0769154293871872,1.1135843100029563,-0.11635685925741379
1,U56/R620/g0.75/M,U56,R6,20,M,10.0,0.4,0.75,CAGR,False,False,CAGR,CAGR,0.08620694522388606,1.178416684394781,-0.13211485601023998,1.3589465806817411,1.053556421559458,0.08400463703625816,1.2883630492942533,-0.06165318943362008,0.08802476983637164,1.113748271999918,-0.1321148560102401
1,U56/R620/g0.75/M,U56,R6,20,M,10.0,0.45,0.75,CAGR,False,False,CAGR,CAGR,0.09716285673379321,1.178723285484443,-0.14766622962116005,1.3596461887772329,1.053701799132712,0.09474289953459092,1.2889991749056213,-0.06920967729986016,0.099160657908683,1.1139073802584953,-0.14766622962116038
1,U56/R620/g0.75/M,U56,R6,20,M,10.0,0.5,0.75,-,True,False,-,-,0.10815555651113917,1.1790210941406989,-0.1630139870604832,1.36033797445914,1.0538422497343318,0.1055323827715473,1.2896286981458538,-0.07673318735091905,0.11032144324570248,1.1140589474889344,-0.16301398706048287
1,U56/R620/g0.75/M,U56,R6,20,M,10.0,0.55,0.75,-,True,False,-,-,0.11918415515799774,1.1793113325837006,-0.17816108269130548,1.3610221263597788,1.0539799545619744,0.11637256671746266,1.2902516660955092,-0.08422384219671475,0.1215059188102956,1.1142050911626882,-0.17816108269130548
1,U56/R620/g0.75/M,U56,R6,20,M,10.0,0.6,0.75,-,True,False,-,-,0.13024756322761877,1.1795934003006106,-0.19311054291383567,1.3616992996496204,1.0541134752857524,0.12726298824128612,1.2908688618128863,-0.09168193846067674,0.13271246580434348,1.114344369156774,-0.19311054291383545
1,U56/R620/g0.75/M,U56,R6,20,M,10.0,0.65,0.75,DD,False,False,-,DD,0.141344762965101,1.179867615679263,-0.2078650843002724,1.3623687647023404,1.0542440849090107,0.138203043989501,1.2914797342545892,-0.09910733360744439,0.14393971345876877,1.1144777740912963,-0.2078650843002725
1,U56/R620/g0.75/M,U56,R6,20,M,10.0,0.7,0.75,DD,False,False,-,DD,0.15247467109863666,1.1801338972181126,-0.22242752230560936,1.36303032296863,1.0543719356915804,0.14919213440839374,1.2920840806393357,-0.10650012795566866,0.15518616915937766,1.1146054017924185,-0.22242752230560947
1,U56/R620/g0.75/M,U56,R6,20,M,10.0,0.75,0.75,DD,False,False,-,DD,0.16363606568802225,1.1803915634516067,-0.23680069279937277,1.3636832932271195,1.054496452598185,0.16022950732136376,1.292680816493937,-0.1138604789269766,0.16645021426799267,1.114726915067867,-0.23680069279937288
1,U56/R620/g0.75/M,U56,R6,20,M,10.0,0.8,0.75,DD,False,False,-,DD,0.17482762906855576,1.1806395849142446,-0.25098724325654165,1.3643271156242611,1.0546163533154338,0.17131442641088368,1.293269229833764,-0.1211886417630571,0.17773004313217844,1.1148411445598039,-0.25098724325654154
1,U56/R620/g0.75/M,U56,R6,20,M,10.0,0.85,0.75,DD,False,False,-,DD,0.18604838059304485,1.180879182258221,-0.2649898068406319,1.3649634127925447,1.0547327375962512,0.18244656887431998,1.2938515565513569,-0.12848455733502895,0.18902412490408205,1.114948749199002,-0.264989806840632
1,U56/R620/g0.75/M,U56,R6,20,M,10.0,0.9,0.75,DD,False,False,DD,DD,0.19729711659601512,1.1811101784060571,-0.2788108777803069,1.3655912813947046,1.0548461681674417,0.19362515685530512,1.2944268586403076,-0.13574830855787057,0.20033089919439417,1.1150501762164633,-0.2788108777803069
1,U56/R620/g0.75/M,U56,R6,20,M,10.0,0.95,0.75,DD,False,False,DD,DD,0.20857255226646676,1.1813322796099104,-0.2924529852669093,1.3662100494465286,1.0549567681471752,0.20484936643708718,1.294994247001905,-0.14298014202878073,0.21164869674392484,1.1151456118619507,-0.29245298526690944
1,U56/R620/g0.75/M,U56,R6,20,M,10.0,1.0,0.75,DD,False,False,DD,DD,0.2198738500111035,1.1815474537543451,-0.30591861179128965,1.3668225875538773,1.0550660634580447,0.2161189738656919,1.2955565488405492,-0.1501799822240859,0.22297617016989002,1.115236620626113,-0.30591861179128976
1,U56/R620/g0.75/M,U56,R6,20,M,25.0,0.2,0.75,CAGR,False,False,CAGR,CAGR,0.04096824100352747,1.1292955576351567,-0.06798545007724799,1.301879231118662,1.0095237073624932,0.039791719809314285,1.2325638766705325,-0.031676492364900555,0.041938567108884994,1.0685047156515286,-0.06798545007724788
1,U56/R620/g0.75/M,U56,R6,20,M,25.0,0.25,0.75,CAGR,False,False,CAGR,CAGR,0.05129852643353816,1.1297583742779953,-0.0844208224099885,1.3027219186348928,1.0098152860635747,0.04985706251666944,1.2333380500914202,-0.03950537215137795,0.05248762338240476,1.0688204391825227,-0.08442082240998883
1,U56/R620/g0.75/M,U56,R6,20,M,25.0,0.3,0.75,CAGR,False,False,CAGR,CAGR,0.06166217137013397,1.1302102947981154,-0.1006384947584048,1.3035514832410842,1.0101017458128805,0.059968176727672295,1.234100053506692,-0.04729835837240626,0.06305987327007179,1.0691284704541133,-0.10063849475840458
1,U56/R620/g0.75/M,U56,R6,20,M,25.0,0.35,0.75,CAGR,False,False,CAGR,CAGR,0.07205806479676324,1.1306498209454703,-0.116641699770892,1.3043688466193037,1.010379799629861,0.07012453624806092,1.2348517119530755,-0.05505567444702775,0.07365370735666033,1.0694251312802407,-0.11664169977089178
1,U56/R620/g0.75/M,U56,R6,20,M,25.0,0.4,0.75,CAGR,False,False,CAGR,CAGR,0.08248522393988655,1.131078279427321,-0.13243360673373195,1.3051744230207722,1.0106515334201147,0.08032550641808478,1.2355924777341978,-0.06277752203068732,0.084267840721022,1.069713051780533,-0.1324336067337315
1,U56/R620/g0.75/M,U56,R6,20,M,25.0,0.45,0.75,CAGR,False,False,CAGR,CAGR,0.09294249863932791,1.1314946843136622,-0.1480173231123969,1.305964355151755,1.0109182717378544,0.09057016897408121,1.236318620945134,-0.07046403972722926,0.0949009180441085,1.0699931397551732,-0.1480173231123969
1,U56/R620/g0.75/M,U56,R6,20,M,25.0,0.5,0.75,CAGR,False,False,CAGR,CAGR,0.10342840541206866,1.1318957039258897,-0.16339589604813098,1.3067404054437706,1.0111727513151352,0.10085793539415078,1.2370322232275182,-0.07811549449329058,0.1055507030631595,1.070258431642915,-0.16339589604813165
1,U56/R620/g0.75/M,U56,R6,20,M,25.0,0.55,0.75,-,True,False,-,-,0.1139420200548209,1.132284321996293,-0.17857232715401095,1.3075029548184443,1.011420174168775,0.11118807920985296,1.2377332876070415,-0.08573209213809341,0.11621609625940255,1.0705140507872222,-0.17857232715401095
1,U56/R620/g0.75/M,U56,R6,20,M,25.0,0.6,0.75,-,True,False,-,-,0.12448194559214443,1.1326589358458616,-0.19354988206803092,1.3082535435142915,1.0116566477747353,0.12156003110055225,1.2384236569720453,-0.09331447286326289,0.12689500501341588,1.07075617384849,-0.1935498820680308
