grain,cad,cost,pick,pick_is,pick_oos,pick_cagr_oos,pick_dd_oos,nodial_oos,nodial_cagr_oos,nodial_dd_oos,d_nodial,oracle,regret,pick_4a,pick_4b,nodial_4a,nodial_4b
DIV,D,0.0,5,0.9082099392767441,0.8034401463902394,0.16021620852861362,-0.29425070633168104,0.7887608440420104,0.16410223586394168,-0.3156861485212339,0.014679302348229006,8,0.015878345289186524,False,False,False,False
DIV,D,10.0,5,0.6619361212843867,0.6059134183869304,0.11232864046661106,-0.337282294512795,0.6108011875784833,0.118462970306485,-0.3403441682928454,-0.004887769191552982,8,0.026758863743570616,False,False,False,False
DIV,D,25.0,5,0.2928278609400436,0.30957430907704564,0.04416050115248904,-0.3969748275408985,0.3438756589822729,0.05332154669290001,-0.3970296695617693,-0.03430134990522726,8,0.043211843567356745,False,False,False,False
DIV,D,50.0,20,-0.2834995323640655,-0.10083335168874008,-0.04696344394176488,-0.5953991012268136,-0.10083335168874008,-0.04696344394176488,-0.5953991012268136,0.0,20,0.0,False,False,False,False
DIV,W,0.0,5,0.9770388811091137,0.7064371420748738,0.13804467337494009,-0.322598989153545,0.8846413508186907,0.19125363098719905,-0.30763800805500296,-0.17820420874381682,20,0.17820420874381682,False,False,False,False
DIV,W,10.0,5,0.8826859399300724,0.6253317923795605,0.1182455216634346,-0.3403781036567096,0.8095445149093666,0.1710881311062058,-0.3084989458059241,-0.18421272252980614,20,0.18421272252980614,False,False,False,False
DIV,W,25.0,5,0.7409241902171422,0.5035312728669338,0.08917741982911709,-0.3661873119071325,0.6967251831259601,0.141464933850044,-0.30978893579867794,-0.19319391025902632,20,0.19319391025902632,False,False,False,False
DIV,W,50.0,5,0.5044033248969209,0.3003812902877183,0.04236586705815548,-0.40700719655530915,0.5084114958315736,0.09371499553425067,-0.3477956911005097,-0.20803020554385532,20,0.20803020554385532,False,False,False,False
SIC2,D,0.0,2,0.7978001667521862,0.7419886292684483,0.14728557777124007,-0.30444862625355473,0.7887608440420104,0.16410223586394168,-0.3156861485212339,-0.04677221477356208,3,0.05000795313382189,False,False,False,False
SIC2,D,10.0,2,0.5613032333529684,0.5474481287068687,0.09985605694172217,-0.33444455060017486,0.6108011875784833,0.118462970306485,-0.3403441682928454,-0.06335305887161469,8,0.06335305887161469,False,False,False,False
SIC2,D,25.0,8,0.24383066151582358,0.3438756589822729,0.05332154669290001,-0.3970296695617693,0.3438756589822729,0.05332154669290001,-0.3970296695617693,0.0,8,0.0,False,False,False,False
SIC2,D,50.0,8,-0.2834995323640655,-0.10083335168874008,-0.04696344394176488,-0.5953991012268136,-0.10083335168874008,-0.04696344394176488,-0.5953991012268136,0.0,8,0.0,False,False,False,False
SIC2,W,0.0,4,0.8398632936451765,0.8546622820358782,0.18312863394281598,-0.31375146098773266,0.8846413508186907,0.19125363098719905,-0.30763800805500296,-0.029979068782812424,8,0.029979068782812424,False,False,False,False
SIC2,W,10.0,4,0.7486569829421893,0.7790920922505434,0.16298949917456462,-0.3147001119371957,0.8095445149093666,0.1710881311062058,-0.3084989458059241,-0.030452422658823197,8,0.030452422658823197,False,False,False,False
SIC2,W,25.0,4,0.611670693861444,0.6655815400106584,0.133408497339494,-0.31612131205817173,0.6967251831259601,0.141464933850044,-0.30978893579867794,-0.03114364311530171,8,0.03114364311530171,False,False,False,False
SIC2,W,50.0,4,0.38322317475386264,0.47616913970353514,0.08573550687798104,-0.35245802970349227,0.5084114958315736,0.09371499553425067,-0.3477956911005097,-0.032242356128038496,8,0.032242356128038496,False,False,False,False
