panel,arm,Sharpe_min,Sharpe_max,d_Sharpe,d_OOS_Sharpe,d_CAGR,d_MaxDD,rho_Sharpe_g,rho_CAGR_g,rho_absDD_g
B136,BAND03,1.105534916674678,1.1057901818007876,0.00025526512610962726,0.003021549878194918,0.08594403950175455,0.1282201574155417,0.3333333333333334,1.0,1.0
B136,BAND03_M,1.088686740856464,1.0940143003852882,0.005327559528824244,0.002118419534149041,0.09026816758462952,0.16127202183069167,1.0,1.0,1.0
B136,BAND08,1.123729390443029,1.1242051124921402,0.00047572204911117133,0.00390912986252312,0.09185615181344353,0.1543734006466283,-0.9285714285714287,1.0,1.0
B136,CAND05,0.8655198392974528,0.8802858920129917,0.01476605271553888,0.021857581593526798,0.17314055572728515,0.23957483599331975,1.0,1.0,1.0
B136,CAND10,0.8868911690690059,0.8976808428095235,0.010789673740517647,0.014752226798907753,0.14968584237780758,0.21937402795139083,1.0,1.0,1.0
B136,CAND20,0.9384877095366722,0.944976899729114,0.006489190192441874,0.006288896141982359,0.13745564817652278,0.20611044902249498,1.0,1.0,1.0
B136,CAND20_NOCAP,0.9841046869652039,0.9926302290225052,0.008525542057301272,0.00894648410323362,0.15720707078038187,0.2417335511411809,1.0,1.0,1.0
B136,CAND20_VS,0.8340406922952697,0.8345876318410281,0.0005469395457584625,0.0013637253591473053,0.08992998434730048,0.18563077547934137,0.5952380952380953,1.0,1.0
B136,EWELIG,1.025918436554878,1.0261192135065869,0.0002007769517089475,0.0031077591446526664,0.11424567369497152,0.18153649959568463,0.7857142857142858,1.0,1.0
B136,SPYBH,0.882363780952539,0.8890499106949826,0.006686129742443647,0.00378136715216959,0.12132185299056286,0.26170268817264597,1.0,1.0,1.0
U56,BAND03,1.1996276726447264,1.1998450740781486,0.00021740143342219298,0.0017565834881261289,0.09247874337125728,0.12625207796055882,-0.4761904761904762,1.0,1.0
U56,BAND03_M,1.1675213420177313,1.1724500287307331,0.00492868671300184,0.0032377108613157457,0.09557422055884812,0.14799773847182507,1.0,1.0,1.0
U56,BAND08,1.1439139554635542,1.1448448849519355,0.0009309294883812491,0.002788967121900132,0.09116370354839676,0.15087963830946705,-1.0,1.0,1.0
U56,CAND05,0.9166234266034092,0.9264614092424088,0.009837982638999598,0.012170259924663807,0.17013843779484272,0.21827489372856756,1.0,1.0,1.0
U56,CAND10,0.9280771708937878,0.9336844921935367,0.005607321299748835,0.006335136789966778,0.13816956281050907,0.18146538174405968,1.0,1.0,1.0
U56,CAND20,1.0604804503542977,1.0620345997120357,0.0015541493577380106,0.0022987753168779435,0.1361430306371545,0.1890490497535794,1.0,1.0,1.0
U56,CAND20_NOCAP,1.1053137658200543,1.1064226315652737,0.0011088657452194006,0.0016184719413072646,0.15319695808213463,0.21715571919070953,0.9761904761904763,1.0,1.0
U56,CAND20_VS,0.9624425443796243,0.962829412739775,0.0003868683601506717,0.0015476283920551337,0.1059015517356856,0.17990326724108463,-0.4761904761904762,1.0,1.0
U56,EWELIG,1.0434689521612632,1.044155133568219,0.0006861814069558658,0.00024952705862579805,0.11040945462059071,0.16521650761691997,1.0,1.0,1.0
U56,SPYBH,0.8767839388759509,0.8834737236154954,0.006689784739544513,0.0038071583004904985,0.12036153529698712,0.26171236260095954,1.0,1.0,1.0
