leg,window,char,k,n_B,n_S,n_min,rep,n_overlap,reach_lo_B,reach_hi_B,reach_lo_S,reach_hi_S,reach_w_B,reach_w_S,abs_resid,mean_resid,abs_resid_sd_units,worst_rung
ASYM_S,FULL,tpers,36,134,330,134,0,3,0.9583442041156969,0.9771879834657076,0.9358770916593114,0.983524824583275,0.018843779350010692,0.047647732923963515,0.0010963271258844405,0.0010963271258844405,0.08535004532000293,0.0020597458502281674
ASYM_S,FULL,tpers,36,134,500,134,0,3,0.9583442041156969,0.9771879834657076,0.9301542217664662,0.9838655391999664,0.018843779350010692,0.053711317433500216,0.0015464697011906559,0.0015464697011906559,0.12039404660005334,0.002718828527787598
ASYM_S,FULL,tpers,36,134,663,134,0,3,0.9583442041156969,0.9771879834657076,0.9284740596034141,0.9866554520366532,0.018843779350010692,0.058181392433239054,0.001640344186597938,0.001640344186597938,0.12770225908037466,0.0025714886797557623
ASYM_B,FULL,tpers,36,36,663,36,0,0,0.9690323958425768,0.9690323958425768,0.9284740596034141,0.9866554520366532,0.0,0.058181392433239054,,,,
ASYM_B,FULL,tpers,36,48,663,48,0,1,0.9655393088312076,0.9714718187071324,0.9284740596034141,0.9866554520366532,0.005932509875924752,0.058181392433239054,0.0005836732226429664,0.0005836732226429664,0.04543948136324806,0.0005836732226429664
ASYM_B,FULL,tpers,36,64,663,64,0,2,0.9630394691033614,0.9738058299762439,0.9284740596034141,0.9866554520366532,0.010766360872882519,0.058181392433239054,0.0021131242415064477,0.0021131242415064477,0.16450860835343653,0.00248519314180784
ASYM_B,FULL,tpers,36,84,663,84,0,2,0.9613345348515736,0.9751956881707707,0.9284740596034141,0.9866554520366532,0.013861153319197128,0.058181392433239054,0.0014547520576614348,0.0014547520576614348,0.11325374618511312,0.00197586227116453
ASYM_B,FULL,tpers,36,110,663,110,0,3,0.9597809371450163,0.9762879388869029,0.9284740596034141,0.9866554520366532,0.016507001741886573,0.058181392433239054,0.0018246971694122112,0.0018246971694122112,0.142054303343972,0.0025936295531373554
ASYM_B,FULL,tpers,36,134,663,134,0,3,0.9583442041156969,0.9771879834657076,0.9284740596034141,0.9866554520366532,0.018843779350010692,0.058181392433239054,0.0016516441962002675,0.0016516441962002675,0.12858197491418408,0.0019175459699457553
SYM,FULL,tpers,36,36,36,36,1,0,0.9687881678781375,0.9687881678781375,0.9654552310781059,0.9654552310781059,0.0,0.0,,,,
SYM,FULL,tpers,36,48,48,48,1,2,0.9646555520904019,0.970717668596696,0.9595155346230941,0.9704103333034124,0.0060621165062940685,0.010894798680318285,0.0015144340989420857,0.0015144340989420857,0.11790004637036527,0.001533244940209677
SYM,FULL,tpers,36,64,64,64,1,1,0.962017109279299,0.9727459725413472,0.9561682021847228,0.9688281684414323,0.01072886326204825,0.01265996625670951,0.0005813118625916935,0.0005813118625916935,0.04525564737553167,0.0005813118625916935
SYM,FULL,tpers,36,84,84,84,1,2,0.9610929355092634,0.9754615704320317,0.95367385470173,0.9746565402013592,0.014368634922768297,0.020982685499629117,0.0020606281240939106,0.0020606281240939106,0.16042173875539603,0.0028130587349971536
SYM,FULL,tpers,36,110,110,110,1,3,0.9595496048676746,0.9764108499873672,0.9514292992381032,0.9746253658499681,0.01686124511969256,0.023196066611864907,0.0019238154899950215,0.0019238154899950215,0.14977075307329957,0.002526274583144139
SYM,FULL,tpers,36,134,134,134,1,3,0.9583442041156969,0.9771879834657076,0.9473859058480242,0.9777904319933701,0.018843779350010692,0.030404526145345945,0.0011140987769088968,0.0011140987769088968,0.08673358421504301,0.0016861859007502034
ASYM_S,FULL,tpers,36,134,36,36,1,0,0.9583442041156969,0.9771879834657076,0.9654552310781059,0.9654552310781059,0.018843779350010692,0.0,,,,
ASYM_S,FULL,tpers,36,134,48,48,1,3,0.9583442041156969,0.9771879834657076,0.9595155346230941,0.9704103333034124,0.018843779350010692,0.010894798680318285,0.001956661514981454,0.001956661514981454,0.15232784543650488,0.0029109922575412117
ASYM_S,FULL,tpers,36,134,64,64,1,2,0.9583442041156969,0.9771879834657076,0.9561682021847228,0.9688281684414323,0.018843779350010692,0.01265996625670951,0.0016063528189917409,0.0016063528189917409,0.12505600077190004,0.0019817901616615563
ASYM_S,FULL,tpers,36,134,84,84,1,3,0.9583442041156969,0.9771879834657076,0.95367385470173,0.9746565402013592,0.018843779350010692,0.020982685499629117,0.0013817028543477254,0.0013817028543477254,0.1075668005042011,0.0021265333383232443
ASYM_S,FULL,tpers,36,134,110,110,1,3,0.9583442041156969,0.9771879834657076,0.9514292992381032,0.9746253658499681,0.018843779350010692,0.023196066611864907,0.0017439514729198728,0.0017439514729198728,0.135768178799296,0.0018232332068568446
ASYM_S,FULL,tpers,36,134,134,134,1,3,0.9583442041156969,0.9771879834657076,0.9473859058480242,0.9777904319933701,0.018843779350010692,0.030404526145345945,0.0011086178544937135,0.0011086178544937135,0.0863068895128081,0.0017815800143963223
ASYM_S,FULL,tpers,36,134,200,134,1,3,0.9583442041156969,0.9771879834657076,0.9448815588909008,0.9794622248832202,0.018843779350010692,0.03458066599231946,0.0016041820012505648,0.0016041820012505648,0.12488700067310073,0.0019538002883534578
ASYM_S,FULL,tpers,36,134,330,134,1,3,0.9583442041156969,0.9771879834657076,0.9380484589346556,0.9828007926424862,0.018843779350010692,0.044752333707830605,0.0011125216418046424,0.0011125216418046424,0.08661080283944284,0.0015711523959844875
ASYM_S,FULL,tpers,36,134,500,134,1,3,0.9583442041156969,0.9771879834657076,0.9323484021599443,0.9857800103175633,0.018843779350010692,0.05343160815761905,0.0015904666003908607,0.0015904666003908607,0.12381924447395225,0.0020359593407021093
ASYM_S,FULL,tpers,36,134,663,134,1,3,0.9583442041156969,0.9771879834657076,0.9284740596034141,0.9866554520366532,0.018843779350010692,0.058181392433239054,0.0017417280405263764,0.0017417280405263764,0.13559508260285028,0.0021851484274784116
ASYM_B,FULL,tpers,36,36,663,36,1,0,0.9687881678781375,0.9687881678781375,0.9284740596034141,0.9866554520366532,0.0,0.058181392433239054,,,,
ASYM_B,FULL,tpers,36,48,663,48,1,2,0.9646555520904019,0.970717668596696,0.9284740596034141,0.9866554520366532,0.0060621165062940685,0.058181392433239054,0.0006465075076023674,6.820502926513372e-05,0.05033118653255,0.0007147125368675011
ASYM_B,FULL,tpers,36,64,663,64,1,2,0.962017109279299,0.9727459725413472,0.9284740596034141,0.9866554520366532,0.01072886326204825,0.058181392433239054,0.00086488027535081,3.7644837870831616e-05,0.0673317014189696,0.0009025251132216416
ASYM_B,FULL,tpers,36,84,663,84,1,2,0.9610929355092634,0.9754615704320317,0.9284740596034141,0.9866554520366532,0.014368634922768297,0.058181392433239054,0.0013363979733169162,0.0013363979733169162,0.10403977507729902,0.0019333395874636672
ASYM_B,FULL,tpers,36,110,663,110,1,3,0.9595496048676746,0.9764108499873672,0.9284740596034141,0.9866554520366532,0.01686124511969256,0.058181392433239054,0.0011156501857316758,0.0010189803349869297,0.08685436277666733,0.00205677605989385
ASYM_B,FULL,tpers,36,134,663,134,1,3,0.9583442041156969,0.9771879834657076,0.9284740596034141,0.9866554520366532,0.018843779350010692,0.058181392433239054,0.0014181414591786974,0.0014181414591786974,0.11040357841500228,0.001870641561485975
SYM,FULL,tpers,36,36,36,36,2,0,0.9666890754070503,0.9666890754070503,0.9624185993178916,0.9624185993178916,0.0,0.0,,,,
SYM,FULL,tpers,36,48,48,48,2,0,0.9660668117837431,0.9717660146550576,0.9593167661841613,0.9662495618808042,0.005699202871314535,0.006932795696642957,,,,
SYM,FULL,tpers,36,64,64,64,2,1,0.9637866798877924,0.9738889068418803,0.9560613945137934,0.9692689228019581,0.010102226954087912,0.013207528288164738,0.003027747886236387,0.003027747886236387,0.23571287547897232,0.003027747886236387
SYM,FULL,tpers,36,84,84,84,2,2,0.961335524297263,0.9755475771737908,0.9539969550562408,0.9749805349979892,0.014212052876527825,0.020983579941748376,0.0019090268738942706,0.0019090268738942706,0.1486194461096951,0.0023289709233589306
SYM,FULL,tpers,36,110,110,110,2,3,0.9588240906121082,0.9758186036587316,0.9485494077636406,0.975614203380003,0.01699451304662347,0.027064795616362436,0.002151586550150649,0.002151586550150649,0.16750293341243408,0.002586920975982565
SYM,FULL,tpers,36,134,134,134,2,3,0.9583442041156969,0.9771879834657076,0.9466676817978055,0.9768465143546311,0.018843779350010692,0.03017883255682563,0.0017116861602817963,0.0017116861602817963,0.13325629541074782,0.002052189482920408
ASYM_S,FULL,tpers,36,134,36,36,2,0,0.9583442041156969,0.9771879834657076,0.9624185993178916,0.9624185993178916,0.018843779350010692,0.0,,,,
ASYM_S,FULL,tpers,36,134,48,48,2,2,0.9583442041156969,0.9771879834657076,0.9593167661841613,0.9662495618808042,0.018843779350010692,0.006932795696642957,0.0024652018522275942,0.0024652018522275942,0.1919181646087979,0.003504634194623435
ASYM_S,FULL,tpers,36,134,64,64,2,2,0.9583442041156969,0.9771879834657076,0.9560613945137934,0.9692689228019581,0.018843779350010692,0.013207528288164738,0.0015144526723435692,0.0015144526723435692,0.11790149232624918,0.0019172420373889665
ASYM_S,FULL,tpers,36,134,84,84,2,3,0.9583442041156969,0.9771879834657076,0.9539969550562408,0.9749805349979892,0.018843779350010692,0.020983579941748376,0.0018997383143578943,0.0018997383143578943,0.14789632345891904,0.0021723158471642634
ASYM_S,FULL,tpers,36,134,110,110,2,3,0.9583442041156969,0.9771879834657076,0.9485494077636406,0.975614203380003,0.018843779350010692,0.027064795616362436,0.0018310371682526878,0.0018310371682526878,0.14254787791271845,0.0021918300443420913
ASYM_S,FULL,tpers,36,134,134,134,2,3,0.9583442041156969,0.9771879834657076,0.9466676817978055,0.9768465143546311,0.018843779350010692,0.03017883255682563,0.0016371858375373582,0.0016371858375373582,0.12745637878689986,0.0018769344062322668
ASYM_S,FULL,tpers,36,134,200,134,2,3,0.9583442041156969,0.9771879834657076,0.9431173725619316,0.9794693394344414,0.018843779350010692,0.036351966872509744,0.001442016770027051,0.001442016770027051,0.11226229267539443,0.0018589458626551147
ASYM_S,FULL,tpers,36,134,330,134,2,3,0.9583442041156969,0.9771879834657076,0.9373646911680287,0.9821017498582548,0.018843779350010692,0.04473705869022615,0.001702207356515532,0.001702207356515532,0.13251836207686502,0.001856181726210604
ASYM_S,FULL,tpers,36,134,500,134,2,3,0.9583442041156969,0.9771879834657076,0.9294388562765055,0.9848341916119083,0.018843779350010692,0.05539533533540286,0.001195854347739389,0.001195854347739389,0.09309832837834736,0.0017298695833991573
ASYM_S,FULL,tpers,36,134,663,134,2,3,0.9583442041156969,0.9771879834657076,0.9284740596034141,0.9866554520366532,0.018843779350010692,0.058181392433239054,0.0014371309617653056,0.0014371309617653056,0.11188192814119721,0.0017703174065641925
ASYM_B,FULL,tpers,36,36,663,36,2,0,0.9666890754070503,0.9666890754070503,0.9284740596034141,0.9866554520366532,0.0,0.058181392433239054,,,,
ASYM_B,FULL,tpers,36,48,663,48,2,1,0.9660668117837431,0.9717660146550576,0.9284740596034141,0.9866554520366532,0.005699202871314535,0.058181392433239054,3.8569226972207105e-06,-3.8569226972207105e-06,0.00030026487462669427,3.8569226972207105e-06
ASYM_B,FULL,tpers,36,64,663,64,2,2,0.9637866798877924,0.9738889068418803,0.9284740596034141,0.9866554520366532,0.010102226954087912,0.058181392433239054,0.0010993511486591112,0.0010993511486591112,0.08558546819222153,0.00115187102580816
ASYM_B,FULL,tpers,36,84,663,84,2,2,0.961335524297263,0.9755475771737908,0.9284740596034141,0.9866554520366532,0.014212052876527825,0.058181392433239054,0.0013634985624784712,0.0013634985624784712,0.1061495801332229,0.001601971829352844
ASYM_B,FULL,tpers,36,110,663,110,2,3,0.9588240906121082,0.9758186036587316,0.9284740596034141,0.9866554520366532,0.01699451304662347,0.058181392433239054,0.0010602813851511665,0.0010602813851511665,0.08254385222987384,0.001710106099301445
ASYM_B,FULL,tpers,36,134,663,134,2,3,0.9583442041156969,0.9771879834657076,0.9284740596034141,0.9866554520366532,0.018843779350010692,0.058181392433239054,0.0016799860681440497,0.0016799860681440497,0.1307884149426601,0.0021634378066598403
SYM,FULL,tpers,36,36,36,36,3,0,0.9697101307397945,0.9697101307397945,0.9660652198389372,0.9660652198389372,0.0,0.0,,,,
SYM,FULL,tpers,36,48,48,48,3,1,0.9637713167247859,0.9705371958428228,0.9591717251645222,0.9671882533763172,0.006765879118036944,0.008016528211794993,0.0030696856764311775,0.0030696856764311775,0.23897776987886096,0.0030696856764311775
SYM,FULL,tpers,36,64,64,64,3,2,0.9638743988207589,0.9741872954399357,0.9563615224416897,0.9714148803716753,0.010312896619176781,0.015053357929985633,0.0025768549074336455,0.0025768549074336455,0.20061045461691518,0.003148399180895045
SYM,FULL,tpers,36,84,84,84,3,2,0.9614270358644679,0.9753868283285585,0.9525083454297564,0.9760232263905588,0.013959792464090626,0.023514880960802453,0.0004348243523548678,0.0004348243523548678,0.03385146395040558,0.0007269541331993423
SYM,FULL,tpers,36,110,110,110,3,3,0.959192699080366,0.9760302779691702,0.949642981885175,0.9770844928582587,0.016837578888804217,0.02744151097308367,0.0005855116092896203,0.0005855116092896203,0.045582601404614384,0.0007265153486736287
SYM,FULL,tpers,36,134,134,134,3,3,0.9583442041156969,0.9771879834657076,0.9467200318827016,0.9776969448772067,0.018843779350010692,0.030976912994505112,0.0016112876321366192,0.0016112876321366192,0.1254401803799904,0.002198776389143231
ASYM_S,FULL,tpers,36,134,36,36,3,0,0.9583442041156969,0.9771879834657076,0.9660652198389372,0.9660652198389372,0.018843779350010692,0.0,,,,
ASYM_S,FULL,tpers,36,134,48,48,3,2,0.9583442041156969,0.9771879834657076,0.9591717251645222,0.9671882533763172,0.018843779350010692,0.008016528211794993,0.0030896705826531368,0.0030896705826531368,0.24053361266655462,0.0034139821073986276
ASYM_S,FULL,tpers,36,134,64,64,3,3,0.9583442041156969,0.9771879834657076,0.9563615224416897,0.9714148803716753,0.018843779350010692,0.015053357929985633,0.001882655136869027,0.001882655136869027,0.14656638284314868,0.002186671257707884
ASYM_S,FULL,tpers,36,134,84,84,3,3,0.9583442041156969,0.9771879834657076,0.9525083454297564,0.9760232263905588,0.018843779350010692,0.023514880960802453,0.0016165526190323742,0.0016165526190323742,0.12585006430929607,0.0020106222451382605
ASYM_S,FULL,tpers,36,134,110,110,3,3,0.9583442041156969,0.9771879834657076,0.949642981885175,0.9770844928582587,0.018843779350010692,0.02744151097308367,0.0010362764191997516,0.0010362764191997516,0.08067504420397961,0.0015725122412472148
ASYM_S,FULL,tpers,36,134,134,134,3,3,0.9583442041156969,0.9771879834657076,0.9467200318827016,0.9776969448772067,0.018843779350010692,0.030976912994505112,0.0016577200250923092,0.0016577200250923092,0.12905498361664958,0.0017803119660895206
ASYM_S,FULL,tpers,36,134,200,134,3,3,0.9583442041156969,0.9771879834657076,0.9456534683465718,0.9800263808064629,0.018843779350010692,0.03437291245989105,0.0015747899830276986,0.0015747899830276986,0.12259880581944863,0.0021123414758492665
ASYM_S,FULL,tpers,36,134,330,134,3,3,0.9583442041156969,0.9771879834657076,0.9415782881291709,0.9820559357603026,0.018843779350010692,0.04047764763113171,0.0016445931673229424,0.0016445931673229424,0.12803304602241114,0.0019364346332984006
ASYM_S,FULL,tpers,36,134,500,134,3,3,0.9583442041156969,0.9771879834657076,0.9302859315234353,0.9857935683979956,0.018843779350010692,0.055507636874560284,0.001978034346640123,0.001978034346640123,0.15399173945829384,0.002636056536775566
ASYM_S,FULL,tpers,36,134,663,134,3,3,0.9583442041156969,0.9771879834657076,0.9284740596034141,0.9866554520366532,0.018843779350010692,0.058181392433239054,0.0015697183918400581,0.0015697183918400581,0.12220397791864261,0.0021601688168250144
ASYM_B,FULL,tpers,36,36,663,36,3,0,0.9697101307397945,0.9697101307397945,0.9284740596034141,0.9866554520366532,0.0,0.058181392433239054,,,,
ASYM_B,FULL,tpers,36,48,663,48,3,2,0.9637713167247859,0.9705371958428228,0.9284740596034141,0.9866554520366532,0.006765879118036944,0.058181392433239054,0.0008889473170852202,0.0008889473170852202,0.0692053420999782,0.0012398582316599516
ASYM_B,FULL,tpers,36,64,663,64,3,2,0.9638743988207589,0.9741872954399357,0.9284740596034141,0.9866554520366532,0.010312896619176781,0.058181392433239054,0.0023961484502294517,0.0023961484502294517,0.18654229562691238,0.0026915182853052277
ASYM_B,FULL,tpers,36,84,663,84,3,2,0.9614270358644679,0.9753868283285585,0.9284740596034141,0.9866554520366532,0.013959792464090626,0.058181392433239054,0.0018325527148273513,0.0018325527148273513,0.14266586456631672,0.0021939918521314272
ASYM_B,FULL,tpers,36,110,663,110,3,3,0.959192699080366,0.9760302779691702,0.9284740596034141,0.9866554520366532,0.016837578888804217,0.058181392433239054,0.0013877095989736077,0.0013877095989736077,0.10803443093488221,0.002065431409062679
ASYM_B,FULL,tpers,36,134,663,134,3,3,0.9583442041156969,0.9771879834657076,0.9284740596034141,0.9866554520366532,0.018843779350010692,0.058181392433239054,0.0016721733697994123,0.0016721733697994123,0.13018018940299889,0.0019658885732957154
SYM,FULL,tpers,36,36,36,36,4,0,0.9692337085999068,0.9692337085999068,0.9571486395911075,0.9571486395911075,0.0,0.0,,,,
SYM,FULL,tpers,36,48,48,48,4,1,0.9642936627162967,0.9701644979746233,0.9596913587362876,0.96889215531893,0.0058708352583266565,0.00920079658264239,0.0009733871026604834,0.0009733871026604834,0.07577905477706441,0.0009733871026604834
SYM,FULL,tpers,36,64,64,64,4,2,0.9630062802812319,0.9736258966259896,0.9537139832158569,0.970637835547287,0.01061961634475772,0.016923852331430123,0.0007857342256017974,0.0007857342256017974,0.06117011080108913,0.0009592464711014603
SYM,FULL,tpers,36,84,84,84,4,2,0.9613777480097556,0.9747164793455178,0.9524947601309238,0.9734554229018446,0.013338731335762133,0.02096066277092079,0.0016149972486174113,0.0016149972486174113,0.12572897733418417,0.0018697963222686909
SYM,FULL,tpers,36,110,110,110,4,2,0.9600638800195895,0.9758714283738404,0.9489826655520791,0.9753482464975048,0.01580754835425091,0.026365580945425737,0.000986001669848302,0.000986001669848302,0.07676111009226422,0.0014297909903195904
SYM,FULL,tpers,36,134,134,134,4,3,0.9583442041156969,0.9771879834657076,0.9445442321393855,0.9779148479193274,0.018843779350010692,0.033370615779941826,0.0016194287589190355,0.0016194287589190355,0.12607397436668444,0.001836698767581968
ASYM_S,FULL,tpers,36,134,36,36,4,0,0.9583442041156969,0.9771879834657076,0.9571486395911075,0.9571486395911075,0.018843779350010692,0.0,,,,
ASYM_S,FULL,tpers,36,134,48,48,4,2,0.9583442041156969,0.9771879834657076,0.9596913587362876,0.96889215531893,0.018843779350010692,0.00920079658264239,0.0010577447452672084,0.0010577447452672084,0.08234637255072999,0.0010931144017831684
ASYM_S,FULL,tpers,36,134,64,64,4,3,0.9583442041156969,0.9771879834657076,0.9537139832158569,0.970637835547287,0.018843779350010692,0.016923852331430123,0.0012940477141438385,0.0012940477141438385,0.10074276959928527,0.0021167395527754707
ASYM_S,FULL,tpers,36,134,84,84,4,3,0.9583442041156969,0.9771879834657076,0.9524947601309238,0.9734554229018446,0.018843779350010692,0.02096066277092079,0.0023225555699044977,0.0023225555699044977,0.1808130242053947,0.0026556707120095613
ASYM_S,FULL,tpers,36,134,110,110,4,3,0.9583442041156969,0.9771879834657076,0.9489826655520791,0.9753482464975048,0.018843779350010692,0.026365580945425737,0.0017231950777399547,0.0017231950777399547,0.13415227490760243,0.0023245434752601213
ASYM_S,FULL,tpers,36,134,134,134,4,3,0.9583442041156969,0.9771879834657076,0.9445442321393855,0.9779148479193274,0.018843779350010692,0.033370615779941826,0.001861486213446802,0.001861486213446802,0.14491836325957322,0.0019764679572049637
ASYM_S,FULL,tpers,36,134,200,134,4,3,0.9583442041156969,0.9771879834657076,0.9435584386324977,0.981884597555867,0.018843779350010692,0.038326158923369325,0.001551489000164737,0.001551489000164737,0.12078480350535828,0.0016146675009899303
ASYM_S,FULL,tpers,36,134,330,134,4,3,0.9583442041156969,0.9771879834657076,0.9365110733841071,0.9827269606981193,0.018843779350010692,0.04621588731401216,0.0018274392917816777,0.0018274392917816777,0.14226778001802415,0.0019194649498398553
ASYM_S,FULL,tpers,36,134,500,134,4,3,0.9583442041156969,0.9771879834657076,0.9315662521913727,0.9850609959294668,0.018843779350010692,0.05349474373809415,0.001881596540918055,0.001881596540918055,0.14648397020347406,0.0021295667713212563
ASYM_S,FULL,tpers,36,134,663,134,4,3,0.9583442041156969,0.9771879834657076,0.9284740596034141,0.9866554520366532,0.018843779350010692,0.058181392433239054,0.0016599555418087182,0.0016599555418087182,0.1292290205884204,0.0020429550370859584
ASYM_B,FULL,tpers,36,36,663,36,4,0,0.9692337085999068,0.9692337085999068,0.9284740596034141,0.9866554520366532,0.0,0.058181392433239054,,,,
ASYM_B,FULL,tpers,36,48,663,48,4,1,0.9642936627162967,0.9701644979746233,0.9284740596034141,0.9866554520366532,0.0058708352583266565,0.058181392433239054,0.001514498224057359,0.001514498224057359,0.11790503856782669,0.001514498224057359
ASYM_B,FULL,tpers,36,64,663,64,4,2,0.9630062802812319,0.9736258966259896,0.9284740596034141,0.9866554520366532,0.01061961634475772,0.058181392433239054,0.001784283306437262,0.001784283306437262,0.1389080480383892,0.0018303709878928487
ASYM_B,FULL,tpers,36,84,663,84,4,2,0.9613777480097556,0.9747164793455178,0.9284740596034141,0.9866554520366532,0.013338731335762133,0.058181392433239054,0.0013577743476559934,0.0013577743476559934,0.10570394489991991,0.001424859323275296
ASYM_B,FULL,tpers,36,110,663,110,4,2,0.9600638800195895,0.9758714283738404,0.9284740596034141,0.9866554520366532,0.01580754835425091,0.058181392433239054,0.0014931691001803804,0.0014931691001803804,0.11624454723585544,0.0015310372908030612
ASYM_B,FULL,tpers,36,134,663,134,4,3,0.9583442041156969,0.9771879834657076,0.9284740596034141,0.9866554520366532,0.018843779350010692,0.058181392433239054,0.0014303231882857685,0.0014303231882857685,0.11135193689926925,0.0015582328178846971
SYM,FULL,tpers,36,36,36,36,5,0,0.968094821060578,0.968094821060578,0.9645474847774389,0.9645474847774389,0.0,0.0,,,,
SYM,FULL,tpers,36,48,48,48,5,1,0.9641962873820658,0.9704128647209428,0.9584504522627082,0.9673961083787656,0.0062165773388770384,0.008945656116057354,0.002503069336854402,0.002503069336854402,0.19486618208710776,0.002503069336854402
SYM,FULL,tpers,36,64,64,64,5,2,0.9632272578354666,0.9731273577812032,0.953641101162577,0.9734697386296379,0.009900099945736596,0.019828637467060872,0.0016567033647685303,0.0016567033647685303,0.12897583570298324,0.003200110825848146
SYM,FULL,tpers,36,84,84,84,5,2,0.960054114352865,0.9755715865806658,0.9550968088635808,0.9733526111498835,0.015517472227800755,0.018255802286302636,0.001142045235052458,0.001142045235052458,0.0889092409262297,0.0011588506529383036
SYM,FULL,tpers,36,110,110,110,5,3,0.9592001413494641,0.9770488859305159,0.9491293797971202,0.975306945121429,0.01784874458105179,0.026177565324308816,0.0014389542354182883,0.0014389542354182883,0.11202387162251652,0.001940975808847778
SYM,FULL,tpers,36,134,134,134,5,3,0.9583442041156969,0.9771879834657076,0.9442395338327056,0.973544219790629,0.018843779350010692,0.02930468595792335,0.0019632346427577163,0.0019632346427577163,0.15283956930099066,0.002209084027147923
ASYM_S,FULL,tpers,36,134,36,36,5,0,0.9583442041156969,0.9771879834657076,0.9645474847774389,0.9645474847774389,0.018843779350010692,0.0,,,,
ASYM_S,FULL,tpers,36,134,48,48,5,2,0.9583442041156969,0.9771879834657076,0.9584504522627082,0.9673961083787656,0.018843779350010692,0.008945656116057354,0.0020165270713045635,0.0020165270713045635,0.15698843243161603,0.002282545515171819
ASYM_S,FULL,tpers,36,134,64,64,5,3,0.9583442041156969,0.9771879834657076,0.953641101162577,0.9734697386296379,0.018843779350010692,0.019828637467060872,0.0017064720702041718,0.0017064720702041718,0.13285037384416357,0.0028288506890623566
ASYM_S,FULL,tpers,36,134,84,84,5,3,0.9583442041156969,0.9771879834657076,0.9550968088635808,0.9733526111498835,0.018843779350010692,0.018255802286302636,0.0013279804788539629,0.0013279804788539629,0.10338446561999232,0.0018876467044715017
ASYM_S,FULL,tpers,36,134,110,110,5,3,0.9583442041156969,0.9771879834657076,0.9491293797971202,0.975306945121429,0.018843779350010692,0.026177565324308816,0.0015629841631216168,0.0015629841631216168,0.12167971220201122,0.0018815488743175734
ASYM_S,FULL,tpers,36,134,134,134,5,3,0.9583442041156969,0.9771879834657076,0.9442395338327056,0.973544219790629,0.018843779350010692,0.02930468595792335,0.0018682234309199315,0.0018682234309199315,0.14544286165342482,0.002365220032428561
ASYM_S,FULL,tpers,36,134,200,134,5,3,0.9583442041156969,0.9771879834657076,0.9458922634684505,0.9809804916015609,0.018843779350010692,0.03508822813311041,0.0010245687390699754,0.0010245687390699754,0.07976359085572612,0.0019572814497573754
ASYM_S,FULL,tpers,36,134,330,134,5,3,0.9583442041156969,0.9771879834657076,0.9358355082550067,0.982243608125726,0.018843779350010692,0.046408099870719255,0.0018445994663865983,0.0018445994663865983,0.14360371492800605,0.0025017917519933874
ASYM_S,FULL,tpers,36,134,500,134,5,3,0.9583442041156969,0.9771879834657076,0.9364094816820567,0.9851887731741841,0.018843779350010692,0.04877929149212734,0.0016799788476817474,0.0016799788476817474,0.13078785282322497,0.0020208940507050466
ASYM_S,FULL,tpers,36,134,663,134,5,3,0.9583442041156969,0.9771879834657076,0.9284740596034141,0.9866554520366532,0.018843779350010692,0.058181392433239054,0.0014121012125573411,0.0014121012125573411,0.10993333982407,0.0016490274537429572
ASYM_B,FULL,tpers,36,36,663,36,5,0,0.968094821060578,0.968094821060578,0.9284740596034141,0.9866554520366532,0.0,0.058181392433239054,,,,
ASYM_B,FULL,tpers,36,48,663,48,5,2,0.9641962873820658,0.9704128647209428,0.9284740596034141,0.9866554520366532,0.0062165773388770384,0.058181392433239054,0.0005405243507383695,0.0005405243507383695,0.04208030317125235,0.000745537328747381
ASYM_B,FULL,tpers,36,64,663,64,5,2,0.9632272578354666,0.9731273577812032,0.9284740596034141,0.9866554520366532,0.009900099945736596,0.058181392433239054,0.0011320488115033611,0.0011320488115033611,0.08813101043023149,0.001299102654202855
ASYM_B,FULL,tpers,36,84,663,84,5,2,0.960054114352865,0.9755715865806658,0.9284740596034141,0.9866554520366532,0.015517472227800755,0.058181392433239054,0.0008604847900573476,0.0008604847900573476,0.06698950896551026,0.0010657158177408421
ASYM_B,FULL,tpers,36,110,663,110,5,3,0.9592001413494641,0.9770488859305159,0.9284740596034141,0.9866554520366532,0.01784874458105179,0.058181392433239054,0.0015434949800537574,0.0015434949800537574,0.12016246190434143,0.0022392298103124375
ASYM_B,FULL,tpers,36,134,663,134,5,3,0.9583442041156969,0.9771879834657076,0.9284740596034141,0.9866554520366532,0.018843779350010692,0.058181392433239054,0.0016505702584725575,0.0016505702584725575,0.12849836790349647,0.0026375817838965032
SYM,IS,momac,12,36,36,36,0,3,0.7555507711137586,0.9125078479584158,0.6737354771333616,0.9167005992798863,0.1569570768446572,0.24296512214652477,0.0074138935002174096,-0.0016325251806908654,0.06396523440903515,0.013569628021362412
SYM,IS,momac,12,48,48,48,0,3,0.7326279945111224,0.915835084041582,0.649549930590412,0.9106032620133866,0.1832070895304596,0.2610533314229746,0.005427450005709433,-0.005427450005709433,0.04682669259389044,0.011852437512058778
SYM,IS,momac,12,64,64,64,0,4,0.7334073041947861,0.9246561008775461,0.6673025315143463,0.927552829649775,0.19124879668276007,0.26025029813542877,0.027260101261855157,-0.027260101261855157,0.23519339294224642,0.03796137136733524
SYM,IS,momac,12,84,84,84,0,4,0.7371153873531241,0.929993511892475,0.5749705668659729,0.9272567895048843,0.19287812453935094,0.3522862226389114,0.019829664916821588,0.018954532325554607,0.17108543097090856,0.034265107774600345
