panel,book,lam,cost,bar,m1,m_lam,COST,PATH,TOTAL,flip_by_path
u56,EWall,1.0,0.0,H1,0.2421460038653872,0.2421460038653872,0.0,0.0,0.0,False
u56,EWall,1.0,0.0,H2,0.24593517918115937,0.24593517918115937,0.0,0.0,0.0,False
u56,EWall,1.0,0.0,OOS,0.26291166964510715,0.26291166964510715,0.0,0.0,0.0,False
u56,EWall,1.0,0.0,DD,-0.02281058155038032,-0.02281058155038032,0.0,0.0,0.0,False
u56,EWall,1.0,0.0,CAGR,0.027216922032225796,0.027216922032225796,0.0,0.0,0.0,False
u56,EWall,1.0,5.0,H1,0.23854446823302677,0.23854446823302677,0.0,0.0,0.0,False
u56,EWall,1.0,5.0,H2,0.24239572865410774,0.24239572865410774,0.0,0.0,0.0,False
u56,EWall,1.0,5.0,OOS,0.2593428761408486,0.2593428761408486,0.0,0.0,0.0,False
u56,EWall,1.0,5.0,DD,-0.022883021170304302,-0.022883021170304302,0.0,0.0,0.0,False
u56,EWall,1.0,5.0,CAGR,0.026747377591133756,0.026747377591133756,0.0,0.0,0.0,False
u56,EWall,1.0,10.0,H1,0.23494283102517366,0.23494283102517366,0.0,0.0,0.0,False
u56,EWall,1.0,10.0,H2,0.23885607453900837,0.23885607453900837,0.0,0.0,0.0,False
u56,EWall,1.0,10.0,OOS,0.2557738571174136,0.2557738571174136,0.0,0.0,0.0,False
u56,EWall,1.0,10.0,DD,-0.022955455613729386,-0.022955455613729386,0.0,0.0,0.0,False
u56,EWall,1.0,10.0,CAGR,0.026278023407342962,0.026278023407342962,0.0,0.0,0.0,False
u56,EWall,1.0,15.0,H1,0.23134109475412357,0.23134109475412357,0.0,0.0,0.0,False
u56,EWall,1.0,15.0,H2,0.235316219209046,0.235316219209046,0.0,0.0,0.0,False
u56,EWall,1.0,15.0,OOS,0.25220461502688074,0.25220461502688074,0.0,0.0,0.0,False
u56,EWall,1.0,15.0,DD,-0.02302788488091881,-0.02302788488091881,0.0,0.0,0.0,False
u56,EWall,1.0,15.0,CAGR,0.025808859405486148,0.025808859405486148,0.0,0.0,0.0,False
u56,EWall,1.0,25.0,H1,0.2241373350707837,0.2241373350707837,0.0,0.0,0.0,False
u56,EWall,1.0,25.0,H2,0.2282359143989171,0.2282359143989171,0.0,0.0,0.0,False
u56,EWall,1.0,25.0,OOS,0.24506547145475255,0.24506547145475255,0.0,0.0,0.0,False
u56,EWall,1.0,25.0,DD,-0.023172727887643046,-0.023172727887643046,0.0,0.0,0.0,False
u56,EWall,1.0,25.0,CAGR,0.024871101646237057,0.024871101646237057,0.0,0.0,0.0,False
u56,EWall,1.0,50.0,H1,0.2061263780835939,0.2061263780835939,0.0,0.0,0.0,False
u56,EWall,1.0,50.0,H2,0.2105317972981574,0.2105317972981574,0.0,0.0,0.0,False
u56,EWall,1.0,50.0,OOS,0.22721388056782754,0.22721388056782754,0.0,0.0,0.0,False
u56,EWall,1.0,50.0,DD,-0.023534744838720673,-0.023534744838720673,0.0,0.0,0.0,False
u56,EWall,1.0,50.0,CAGR,0.02253003016167575,0.02253003016167575,0.0,0.0,0.0,False
u56,EWall,0.7,0.0,H1,0.2421460038653872,0.2428840887658813,0.0,0.0007380849004940959,0.0007380849004940959,False
u56,EWall,0.7,0.0,H2,0.24593517918115937,0.24591928415718833,0.0,-1.589502397103537e-05,-1.589502397103537e-05,False
u56,EWall,0.7,0.0,OOS,0.26291166964510715,0.2628961906629631,0.0,-1.5478982144045972e-05,-1.5478982144045972e-05,False
u56,EWall,0.7,0.0,DD,-0.02281058155038032,-0.022810581550380432,0.0,-1.1102230246251565e-16,-1.1102230246251565e-16,False
u56,EWall,0.7,0.0,CAGR,0.027216922032225796,0.027264028174562624,0.0,4.710614233682797e-05,4.710614233682797e-05,False
u56,EWall,0.7,5.0,H1,0.23854446823302677,0.23928349577432784,7.184181844976933e-07,0.0007383227243566992,0.0007390275413010627,False
u56,EWall,0.7,5.0,H2,0.24239572865410774,0.24238024320218166,3.9366353110636965e-07,-1.58790814916987e-05,-1.548545192608941e-05,False
u56,EWall,0.7,5.0,OOS,0.2593428761408486,0.259327783353826,3.702857793719261e-07,-1.546303738830801e-05,-1.5092787022608078e-05,False
u56,EWall,0.7,5.0,DD,-0.022883021170304302,-0.02288302117030419,1.1102230246251565e-16,0.0,1.1102230246251565e-16,False
u56,EWall,0.7,5.0,CAGR,0.026747377591133756,0.02679454764243404,8.281530172737916e-08,4.7087306049187205e-05,4.717005130028262e-05,False
u56,EWall,0.7,10.0,H1,0.23494283102517366,0.23568280247037865,1.438849270840592e-06,0.0007385597155387114,0.0007399714452049899,False
u56,EWall,0.7,10.0,H2,0.23885607453900837,0.23884099894984956,7.876270042839195e-07,-1.5863148448369557e-05,-1.5075589158808356e-05,False
u56,EWall,0.7,10.0,OOS,0.2557738571174136,0.25575915082046385,7.408754598703382e-07,-1.544710179723907e-05,-1.4706296949773545e-05,False
u56,EWall,0.7,10.0,DD,-0.022955455613729386,-0.022955455613729497,0.0,0.0,-1.1102230246251565e-16,False
u56,EWall,0.7,10.0,CAGR,0.026278023407342962,0.026325257313401615,1.655689758628398e-07,4.7068477131206876e-05,4.723390605865241e-05,False
u56,EWall,0.7,15.0,H1,0.23134109475412357,0.23208201135569484,2.161282959267652e-06,0.0007387958736901901,0.0007409166015712731,False
u56,EWall,0.7,15.0,H2,0.235316219209046,0.2353015537720725,1.1818891483272864e-06,-1.5847224874132593e-05,-1.4665436973482215e-05,False
u56,EWall,0.7,15.0,OOS,0.25220461502688074,0.2521902955136678,1.111767784944817e-06,-1.5431175402147446e-05,-1.4319513212956991e-05,False
u56,EWall,0.7,15.0,DD,-0.02302788488091881,-0.023027884880919475,-4.440892098500626e-16,-7.771561172376096e-16,-6.661338147750939e-16,False
