panel,H,N,gross,phase,delay,anchor,turn_yr,drag_bp_yr,avg_names,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,dd_margin_pp,cagr_margin_pp,pass4a,pass4b,a_h1,a_h2,a_dd,b_h1,b_h2,b_oos,b_dd,b_cagr,is_sh,is_b_sh,is_b_dd,is_b_cagr
U56,126,10,0.55,Mon,1,False,2.112953727530925,21.12953727530925,9.435374149659864,0.1358748869969304,1.192504663046085,-0.15483014623041325,1.3437790219163674,1.0849336477704783,1.2345809347062298,0.1448547843925998,1.173682485839906,-0.15483014623041325,4.747346002036079,2.99366487052367,False,True,True,False,False,True,True,True,True,True,1.2345809347062298,True,True,True
U56,126,10,0.65,Mon,1,False,2.4801653128311343,24.801653128311344,9.435374149659864,0.16084237998489304,1.1919173264265062,-0.1811276141910999,1.3431536186034319,1.0843605639270069,1.2339155565923243,0.17140945519804918,1.1731297418690572,-0.18112761419110113,2.117599205967413,5.4904141693199335,False,True,True,False,False,True,True,True,True,True,1.2339155565923243,True,True,True
U56,189,10,0.55,Mon,1,False,1.7393520201937809,17.393520201937807,9.428571428571429,0.11477220703810032,0.9963284479781288,-0.15760084631685556,1.1753298023707517,0.8890904479330898,1.0201890543416385,0.12801268653799935,0.9970686020131742,-0.15760084631685556,4.470275993391848,0.8833968746406615,False,True,False,False,False,True,True,True,True,True,1.0201890543416385,True,True,False
U56,189,10,0.65,Mon,1,False,2.0368470320399776,20.368470320399776,9.428571428571429,0.1353386625195847,0.995959224727348,-0.1857443886877479,1.1740198833142923,0.8893704836288321,1.0190196340913644,0.15095673566510248,0.9971717670348573,-0.18574438868774856,1.655921756302614,2.9400424227891007,False,True,False,False,False,True,True,True,True,True,1.0190196340913644,True,False,True
U56,252,10,0.55,Mon,1,False,1.4792327760333106,14.792327760333105,9.434240362811792,0.12069553494968455,1.1141675966331153,-0.17850639378188948,1.3030693360771601,0.9577679434967508,1.21869880588261,0.11780193347428591,1.0412356997866357,-0.1785063937818897,2.3797212468884554,1.4757296657990846,False,True,True,False,False,True,True,True,True,True,1.21869880588261,True,True,True
U56,252,10,0.65,Mon,1,False,1.7320798314528874,17.320798314528872,9.434240362811792,0.14272078213199313,1.1138238869637491,-0.20846258975464926,1.302365877349478,0.9577914665965986,1.2178454674774177,0.1391460299061804,1.0412856778426098,-0.20846258975464915,-0.6158983503875226,3.678254384029943,False,False,True,False,False,True,True,True,False,True,1.2178454674774177,True,True,True
U56,0,15,0.55,Mon,1,False,8.40023803895028,84.00238038950279,13.826530612244898,0.09533445219457626,1.0207442704769853,-0.1495394586615093,0.9222402074385604,1.1104807309196676,0.8240105896047517,0.11662997361637184,1.166378060445592,-0.1495394586615093,5.276414758926473,-1.0603786097117442,False,False,False,False,False,False,True,True,True,False,0.8240105896047517,False,True,False
U56,0,15,0.65,Mon,1,False,9.912138294610719,99.12138294610719,13.826530612244898,0.11260930328801222,1.0207643557976793,-0.17462610842227388,0.9219354949603165,1.1107774079127892,0.8238097855878452,0.1381100828470916,1.1665832363868052,-0.17462610842227422,2.7677497828500153,0.6671064996318519,False,False,False,False,False,False,True,True,True,True,0.8238097855878452,False,False,False
U56,5,15,0.55,Mon,1,False,8.087262319309913,80.87262319309913,13.828798185941043,0.09667295839844048,1.032017043250884,-0.14953945866150897,0.9415084312527162,1.1150690444852753,0.8456727166298591,0.117354113893815,1.170014867802518,-0.14953945866150942,5.2764147589265065,-0.9265279893253222,False,False,False,False,False,False,True,True,True,False,0.8456727166298591,False,True,False
U56,5,15,0.65,Mon,1,False,9.542125701661787,95.42125701661787,13.828798185941043,0.11421431522933112,1.0320516634656423,-0.1746261084222741,0.9412145080225719,1.1153806920573017,0.8454826755481106,0.138977735458649,1.1702343289903765,-0.17462610842227377,2.767749782849993,0.827607693763742,False,False,False,False,False,False,True,True,True,True,0.8454826755481106,False,False,False
U56,21,15,0.55,Mon,1,False,4.403295426323201,44.03295426323201,14.005668934240363,0.10103011153266261,1.0062586877002078,-0.1702872525016289,0.9323670625813616,1.076083051225872,0.8428962597497608,0.12254031584158298,1.125671227218399,-0.17028725250162913,3.201635374914513,-0.4908126759031087,False,False,False,False,False,False,True,True,True,False,0.8428962597497608,False,True,False
U56,21,15,0.65,Mon,1,False,5.187840815422796,51.87840815422796,14.005668934240363,0.11929496290558439,1.0063826943331644,-0.19866417505715417,0.931678542633379,1.076861200808221,0.8422078714017539,0.1450800470100937,1.1263708339283975,-0.19866417505715428,0.36394311936198687,1.335672461389069,False,False,False,False,False,False,True,True,True,True,0.8422078714017539,False,True,False
U56,42,15,0.55,Mon,1,False,3.522336581788988,35.22336581788988,14.052154195011338,0.11540052639722398,1.1052801380782373,-0.16897696035861387,1.1875878824113577,1.0597160083167425,1.0838675296806,0.12947818236327757,1.1304031531498104,-0.16897696035861376,3.3326645892160167,0.9462288105530279,False,True,False,False,False,True,True,True,True,True,1.0838675296806,True,True,False
U56,42,15,0.65,Mon,1,False,4.1466899280719876,41.46689928071987,14.052154195011338,0.13651426797733035,1.1054753955143355,-0.1971821627517668,1.187124184521767,1.0604133813749295,1.0834745460710768,0.15328416346391482,1.1309815862868067,-0.1971821627517668,0.5121443499007228,3.057602968563665,False,True,False,False,False,True,True,True,True,True,1.0834745460710768,True,True,True
U56,63,15,0.55,Mon,1,False,2.860931944514263,28.60931944514263,14.108843537414966,0.11548049570977503,1.0843787859028007,-0.19136099308371846,1.2803424791041753,0.9481509089337179,1.1765999863921206,0.11882234514575885,1.0321134014777473,-0.19136099308371846,1.0942613167055582,0.9542257418081332,False,True,True,False,False,True,True,True,True,True,1.1765999863921206,True,True,True
U56,63,15,0.65,Mon,1,False,3.3635909103309367,33.635909103309366,14.108843537414966,0.1365261871733059,1.0843637403436672,-0.22290165050250998,1.279466123744408,0.9488208980043782,1.1757097966060823,0.14038934441127027,1.0326850476123792,-0.22290165050250976,-2.0598044251735947,3.058794888161219,False,False,True,False,False,True,True,True,False,True,1.1757097966060823,True,True,True
U56,126,15,0.55,Mon,1,False,2.15228082685759,21.5228082685759,14.105442176870747,0.11578614741170057,1.0919473869208554,-0.1675835433865308,1.2128171346451677,1.0114928296524268,1.1058085463445544,0.12530124163623357,1.0910246876183929,-0.16758354338653103,3.472006286424323,0.9847909120006868,False,True,False,False,False,True,True,True,True,True,1.1058085463445544,True,True,False
U56,126,15,0.65,Mon,1,False,2.526845524772482,25.268455247724823,14.105442176870747,0.1368671962746273,1.0917308920433937,-0.1956254399023093,1.2119860888755816,1.011757456176829,1.104892866972103,0.14816555530412256,1.0912763348335153,-0.1956254399023093,0.6678166348464742,3.092895798293359,False,True,False,False,False,True,True,True,True,True,1.104892866972103,True,True,True
U56,189,15,0.55,Mon,1,False,1.6540046048359123,16.540046048359123,14.096371882086167,0.12115451792689291,1.1343854382111105,-0.1611519758889517,1.3008931624206352,1.0236828006613161,1.1531628248875203,0.1318630473740885,1.132324298651797,-0.1611519758889517,4.115163036182235,1.5216279635199212,False,True,True,False,False,True,True,True,True,True,1.1531628248875203,True,True,True
U56,189,15,0.65,Mon,1,False,1.9377600382282785,19.377600382282786,14.096371882086167,0.1433570676284237,1.1342983339739128,-0.18824589118338952,1.2997678075572068,1.0244225058939587,1.1520900728052061,0.15612070794186939,1.1328976905805859,-0.18824589118338952,1.4057715067384513,3.7418829336730006,False,True,True,False,False,True,True,True,True,True,1.1520900728052061,True,True,True
U56,252,15,0.55,Mon,1,False,1.517739311962911,15.17739311962911,14.096371882086167,0.11968623800191658,1.168512845115903,-0.16634523519501387,1.3446258414726673,1.0283468253113226,1.2184281672034243,0.12288542933126423,1.1368354028943672,-0.16634523519501365,3.5958371055760163,1.3747999710222878,False,True,True,False,False,True,True,True,True,True,1.2184281672034243,True,True,True
U56,252,15,0.65,Mon,1,False,1.7793925537453863,17.793925537453863,14.096371882086167,0.14167697178722505,1.168192419445135,-0.19433278030561252,1.343768735813135,1.0285283489522747,1.2175092112397365,0.14545336786885277,1.1369612736759098,-0.1943327803056124,0.7970825945161519,3.5738733495531347,False,True,True,False,False,True,True,True,True,True,1.2175092112397365,True,False,True
U56,0,20,0.55,Mon,1,False,7.354898615505808,73.54898615505807,18.099773242630384,0.0926224169804577,1.0596088052917545,-0.1469152623370611,1.0477527151699646,1.0757361438907878,0.9463727202009823,0.10599084257248359,1.1454126733817627,-0.1469152623370612,5.538834391371294,-1.3315821311236,False,False,False,False,False,True,True,True,True,False,0.9463727202009823,True,True,False
U56,0,20,0.65,Mon,1,False,8.676774188391363,86.76774188391363,18.099773242630384,0.10947345167172107,1.059499208968251,-0.1716230536026131,1.0472057654514588,1.075992444465256,0.9458880212192607,0.12546791143045666,1.1455818567313756,-0.17162305360261298,3.068055264816094,0.3535213380027366,False,True,False,False,False,True,True,True,True,True,0.9458880212192607,True,True,False
U56,5,20,0.55,Mon,1,False,7.074358517539988,70.74358517539989,18.114512471655328,0.09267706914652885,1.058989591369897,-0.1469152623370612,1.0409080088143419,1.0805296308439192,0.9392522316374845,0.10661098015622428,1.1494898614287092,-0.14691526233706087,5.538834391371283,-1.3261169145164855,False,False,False,False,False,True,True,True,True,False,0.9392522316374845,True,True,False
U56,5,20,0.65,Mon,1,False,8.345446225780002,83.45446225780002,18.114512471655328,0.10953666718663757,1.0588786083754262,-0.1716230536026131,1.0403885139067583,1.0807597980694785,0.9387943379144249,0.12620738261552877,1.149637071060971,-0.1716230536026131,3.068055264816094,0.359842889494387,False,True,False,False,False,True,True,True,True,True,0.9387943379144249,True,True,False
U56,21,20,0.55,Mon,1,False,4.132504517890414,41.32504517890414,18.472789115646258,0.09857543124975865,1.0571192533417038,-0.16114586595540847,1.12295678087749,1.0105136768054286,1.0278330045177826,0.10704624133909646,1.0820546305032985,-0.16114586595540858,4.115774029536556,-0.7362807041935051,False,False,False,False,False,True,True,True,True,False,1.0278330045177826,True,True,False
U56,21,20,0.65,Mon,1,False,4.867883301511794,48.678833015117945,18.472789115646258,0.11650024925750602,1.057069617523677,-0.1881342520157434,1.1222555177947116,1.0109993645438575,1.0271302009978185,0.1266141652433923,1.0824715045625928,-0.18813425201574385,1.416935423503063,1.0562010965812316,False,True,False,False,False,True,True,True,True,True,1.0271302009978185,True,True,False
U56,42,20,0.55,Mon,1,False,3.2270584726218843,32.27058472621884,18.614512471655328,0.10654169019492477,1.101754692019447,-0.16020956923729213,1.1967963404354136,1.0408889899882248,1.0886010133758144,0.11701868650360892,1.1185581916451226,-0.16020956923729246,4.209403701348191,0.060345190323106424,False,True,False,False,False,True,True,True,True,True,1.0886010133758144,True,True,False
U56,42,20,0.65,Mon,1,False,3.7985965301762508,37.985965301762505,18.614512471655328,0.1260294228643455,1.101863011551419,-0.18717423527605148,1.1962207524707136,1.0415462218826115,1.0880662394021328,0.1385178737531645,1.1191068483888298,-0.18717423527605148,1.5129370974722556,2.0091184572651786,False,True,False,False,False,True,True,True,True,True,1.0880662394021328,True,True,True
U56,63,20,0.55,Mon,1,False,2.710600741140698,27.10600741140698,18.67800453514739,0.11107244752544099,1.1055739403379672,-0.19009408716735599,1.2405861323901506,1.0171882300577535,1.1137268814995778,0.12122528274661848,1.1095088275421998,-0.19009408716735554,1.2209519083418052,0.5134209233747287,False,True,True,False,False,True,True,True,True,True,1.1137268814995778,True,True,False
U56,63,20,0.65,Mon,1,False,3.1873440150758987,31.873440150758988,18.67800453514739,0.13137989826222207,1.1055827962748794,-0.22152951810768018,1.2398629455622048,1.0177830588391865,1.1129708456146905,0.14346404471344099,1.1100334646940468,-0.2215295181076804,-1.9225911856906142,2.544165997052837,False,False,True,False,False,True,True,True,False,True,1.1129708456146905,True,True,True
U56,126,20,0.55,Mon,1,False,2.069211996284296,20.69211996284296,18.746031746031747,0.11093428429509045,1.0895267069656727,-0.16861724797792266,1.2188349790873974,0.9995664823854667,1.095901255671166,0.11983995058723096,1.0923462889341977,-0.16861724797792255,3.368635827285138,0.4996046003396745,False,True,False,False,False,True,True,True,True,True,1.095901255671166,True,True,False
U56,126,20,0.65,Mon,1,False,2.4286794488309567,24.286794488309567,18.746031746031747,0.13115055680772736,1.089408362842957,-0.19682040821455893,1.2179388874507635,1.000069961635742,1.094991568028329,0.14175184206555413,1.0927693010181592,-0.19682040821455915,0.5483198036215109,2.521231851603366,False,True,False,False,False,True,True,True,True,True,1.094991568028329,True,True,True
U56,189,20,0.55,Mon,1,False,1.5730199832940523,15.730199832940524,18.733560090702948,0.11733747558178265,1.15387288887834,-0.17193006791330256,1.3563448835088352,1.021352055682822,1.2394036309360055,0.12312443526160521,1.1097535130457992,-0.17193006791330245,3.0373538337471473,1.1399237290088946,False,True,True,False,False,True,True,True,True,True,1.2394036309360055,True,True,True
U56,189,20,0.65,Mon,1,False,1.8430115176462274,18.430115176462273,18.733560090702948,0.13887194594219587,1.1536377866295615,-0.20070759575183883,1.3551854832444503,1.0218292858053628,1.2381861110996013,0.14569236798116703,1.1101637490882212,-0.20070759575183872,0.15960104989352075,3.2933707650502173,False,True,True,False,False,True,True,True,True,True,1.2381861110996013,True,True,True
U56,252,20,0.55,Mon,1,False,1.488268051523571,14.882680515235709,18.72562358276644,0.1183191298852746,1.1601693468823517,-0.16175161070481292,1.2611758849189396,1.0865630536695983,1.1421899340529775,0.12766028891934256,1.177641889155203,-0.1617516107048128,4.055199554596111,1.2380891593580898,False,True,True,False,False,True,True,True,True,True,1.1421899340529775,True,True,True
U56,252,20,0.65,Mon,1,False,1.742689328306552,17.42689328306552,18.72562358276644,0.14001910203777634,1.159705538166829,-0.1891334201046847,1.260055031219984,1.0866608418019208,1.1409968574202298,0.15120325677727786,1.1777026169740201,-0.1891334201046847,1.3170186146089335,3.4080863746082644,False,True,True,False,False,True,True,True,True,True,1.1409968574202298,True,False,True
U56,0,10,0.55,Mon,2,False,9.714900651445156,97.14900651445156,9.354875283446711,0.11441396356548883,1.088803434724671,-0.1268192276673612,1.0061618396470133,1.1655835908081398,0.9596481865029718,0.13319751604517527,1.1856598105926692,-0.12681922766736076,7.548437858341284,0.8475725273795129,False,True,False,False,False,True,True,True,True,True,0.9596481865029718,True,True,False
U56,0,10,0.65,Mon,2,False,11.466558883954479,114.66558883954478,9.354875283446711,0.1354311774152832,1.0898768881647871,-0.14854217929535218,1.0067534848722863,1.167072529360587,0.960161127560186,0.15799716147994647,1.1871385945046096,-0.14854217929535196,5.376142695542185,2.949293912358951,False,True,False,False,False,True,True,True,True,True,0.960161127560186,True,False,True
U56,5,10,0.55,Mon,2,False,9.322593400400196,93.22593400400196,9.354875283446711,0.11519817052723225,1.0941606487122058,-0.12681922766736142,1.040854232543034,1.1463122144494928,1.0083222577018311,0.13023381295958036,1.1598922870807131,-0.1268192276673613,7.548437858341261,0.9259932235538546,False,True,False,False,False,True,True,True,True,True,1.0083222577018311,True,True,False
U56,5,10,0.65,Mon,2,False,11.002930208362905,110.02930208362905,9.354875283446711,0.1363783455676597,1.0952816399108984,-0.1485421792953523,1.041454868474737,1.1478833131520634,1.0088183723998168,0.15442622459147226,1.1614661460946607,-0.14854217929535207,5.376142695542175,3.044010727596601,False,True,False,False,False,True,True,True,True,True,1.0088183723998168,True,False,True
U56,21,10,0.55,Mon,2,False,4.926435799096449,49.26435799096449,9.424036281179138,0.11982535607620082,1.0701629144124345,-0.1706285752158765,1.0948472467756056,1.0609028430777387,1.0338014588225675,0.13270454663423048,1.1015744651604444,-0.17062857521587627,3.167503103489755,1.3887117784507117,False,True,False,False,False,True,True,True,True,True,1.0338014588225675,True,True,False
U56,21,10,0.65,Mon,2,False,5.80513532236475,58.051353223647496,9.424036281179138,0.14182939549190587,1.0712999043281675,-0.19889934880801696,1.0953268307583335,1.0626387693143056,1.0342666660685456,0.15725850264925745,1.1032034696159765,-0.19889934880801696,0.3404257442757075,3.5891157200212174,False,True,False,False,False,True,True,True,True,True,1.0342666660685456,True,False,True
U56,42,10,0.55,Mon,2,False,3.882540859481588,38.825408594815876,9.435374149659864,0.1319755634242039,1.1339545583737134,-0.18442574907176246,1.2807107889631693,1.0402155820261163,1.2204594569747511,0.13830458235593168,1.0893708851000872,-0.18442574907176223,1.787785717901158,2.603732513251021,False,True,True,False,False,True,True,True,True,True,1.2204594569747511,True,True,True
U56,42,10,0.65,Mon,2,False,4.571789324591006,45.71789324591006,9.435374149659864,0.15641939100244384,1.1350796458239276,-0.21486454309351966,1.2811644148644996,1.042115216850492,1.2208687118997406,0.16391133325801088,1.0911221707374987,-0.21486454309351954,-1.2560936842745618,5.048115271075014,False,False,True,False,False,True,True,True,False,True,1.2208687118997406,True,True,True
U56,63,10,0.55,Mon,2,False,2.9893697450090344,29.893697450090343,9.447845804988662,0.12982963932078695,1.113408623413631,-0.18047057206240025,1.3119053367355686,0.9765718367941624,1.2633743924549135,0.12894670843703837,1.0245609451627564,-0.18047057206240047,2.183303418837379,2.389140102909325,False,True,True,False,False,True,True,True,True,True,1.2633743924549135,True,True,True
U56,63,10,0.65,Mon,2,False,3.5142963663415516,35.142963663415514,9.447845804988662,0.15388147111767614,1.114961404676841,-0.21063220543861516,1.312603482476596,0.9790883717220145,1.2639400669210852,0.15271536531189223,1.0269645645338057,-0.2106322054386146,-0.8328599187841124,4.794323282598244,False,False,True,False,False,True,True,True,False,True,1.2639400669210852,True,False,True
U56,126,10,0.55,Mon,2,False,2.1197682178231525,21.197682178231524,9.435374149659864,0.13205243792819843,1.166040872624338,-0.15645824722447865,1.3647850984948833,1.0198765606071443,1.2561293579495247,0.1361216825805429,1.1144955386775859,-0.1564582472244792,4.584535902629538,2.611419963650473,False,True,True,False,False,True,True,True,True,True,1.2561293579495247,True,True,True
U56,126,10,0.65,Mon,2,False,2.489470715523916,24.89470715523916,9.435374149659864,0.15652652427438074,1.1670042578258915,-0.1827293569414271,1.365219458548323,1.021375191564936,1.2564714403696662,0.16127505455684643,1.1159250219043513,-0.18272935694142656,1.9574249309346925,5.058828598268704,False,True,True,False,False,True,True,True,True,True,1.2564714403696662,True,True,True
U56,189,10,0.55,Mon,2,False,1.7448519324390543,17.448519324390542,9.428571428571429,0.11411120253796048,0.9929294331756744,-0.16084195674393187,1.1523692667685876,0.8993469275867264,0.9995465580993389,0.12873119364339347,1.0041290831308383,-0.1608419567439323,4.146164950684216,0.8172964246266776,False,True,False,False,False,True,True,True,True,True,0.9995465580993389,True,False,False
U56,189,10,0.65,Mon,2,False,2.0436773445145295,20.436773445145295,9.428571428571429,0.13476007600841866,0.9937247087524238,-0.18783053273073824,1.1527851481378455,0.9005230429121166,1.00002652885521,0.15205185100177365,1.0051628490920916,-0.18783053273073802,1.4473073520035795,2.882183771672496,False,True,False,False,False,True,True,True,True,True,1.00002652885521,True,False,True
U56,252,10,0.55,Mon,2,False,1.4822129458564035,14.822129458564035,9.434240362811792,0.12385295078753722,1.1387138933471506,-0.18039809412494734,1.3142530639363483,0.9952843290592915,1.2300504977873494,0.12269317149876957,1.0761668267260263,-0.1803980941249469,2.19055121258267,1.7914712495843519,False,True,True,False,False,True,True,True,True,True,1.2300504977873494,True,True,True
U56,252,10,0.65,Mon,2,False,1.7365625396690145,17.365625396690145,9.434240362811792,0.14672700192264743,1.139375919238662,-0.21026274345365825,1.3146576481272374,0.9963644414743895,1.2304062628604957,0.14526157740794954,1.0771468168753007,-0.21026274345365803,-0.7959137202884214,4.078876363095373,False,False,True,False,False,True,True,True,False,True,1.2304062628604957,True,True,True
U56,0,15,0.55,Mon,2,False,8.404631478572089,84.04631478572088,13.826530612244898,0.10744386232743364,1.1307195879601541,-0.12066870935575791,1.0169003538914203,1.2340838987407752,0.926063834998911,0.1306497139462477,1.2821367444231995,-0.12066870935575769,8.163489689501613,0.1505624035739936,False,True,False,True,False,True,True,True,True,True,0.926063834998911,True,True,False
U56,0,15,0.65,Mon,2,False,9.917493354748604,99.17493354748603,13.826530612244898,0.12725441333944287,1.1315950128170473,-0.14136525422181134,1.0173118687724036,1.2353559982589866,0.9264106039285368,0.15515382608507067,1.2834008843188096,-0.141365254221811,6.093835202896269,2.1316175047749173,False,True,False,True,False,True,True,True,True,True,0.9264106039285368,True,True,False
U56,5,15,0.55,Mon,2,False,8.092430994796322,80.92430994796322,13.828798185941043,0.10807865854227994,1.1353438675335967,-0.1206687093557578,1.0293060168524109,1.2321826658683208,0.9463803289620096,0.1301980544079573,1.2752890168546454,-0.12066870935575802,8.163489689501624,0.21404202505862363,False,True,False,True,False,True,True,True,True,True,0.9463803289620096,True,True,False
U56,5,15,0.65,Mon,2,False,9.548590363248202,95.48590363248202,13.828798185941043,0.12802069179228148,1.13626838222689,-0.141365254221811,1.0297439697142616,1.2335220864243126,0.9467424566483794,0.1546113149043571,1.2766253598371264,-0.14136525422181123,6.093835202896303,2.208245350058778,False,True,False,True,False,True,True,True,True,True,0.9467424566483794,True,True,False
U56,21,15,0.55,Mon,2,False,4.410782704209926,44.10782704209926,14.005668934240363,0.10548223118277988,1.0460348466842633,-0.16879451463113393,1.0069891260231933,1.0878450794373968,0.9187949094585426,0.12418252822197862,1.1406048988308854,-0.16879451463113337,3.350909161964011,-0.04560071089138168,False,False,False,False,False,True,True,True,True,False,0.9187949094585426,True,True,False
U56,21,15,0.65,Mon,2,False,5.196711007053293,51.967110070532925,14.005668934240363,0.12479813942948681,1.047022618875996,-0.19682080818801406,1.007371619127998,1.0893704461813283,0.9191564645027693,0.14725180774939828,1.1420249340070108,-0.19682080818801395,0.5482798062759975,1.885990113779311,False,True,False,False,False,True,True,True,True,True,0.9191564645027693,True,True,False
U56,42,15,0.55,Mon,2,False,3.535906405673829,35.35906405673829,14.052154195011338,0.1158749558309835,1.1091385259195328,-0.17036176868634811,1.2215855591834934,1.0395091087059647,1.1199885064565744,0.12702289761579943,1.1126223014177696,-0.17036176868634745,3.1941837564425923,0.9936717539289806,False,True,False,False,False,True,True,True,True,True,1.1199885064565744,True,True,False
U56,42,15,0.65,Mon,2,False,4.162644277498296,41.626442774982955,14.052154195011338,0.13726496331581628,1.1102191658321887,-0.19867264877958157,1.2221680020392391,1.0411678195395555,1.1205148440459274,0.15058010555084622,1.1141580329442742,-0.1986726487795818,0.3630957471192464,3.132672502412258,False,True,False,False,False,True,True,True,True,True,1.1205148440459274,True,True,True
U56,63,15,0.55,Mon,2,False,2.8669518089506694,28.669518089506695,14.108843537414966,0.11489144980337751,1.08098189349957,-0.18521993252942803,1.281129543596703,0.9409569022629349,1.1741216301878497,0.11797450907709872,1.0277416698568167,-0.18521993252942803,1.7083673721346004,0.895321151168381,False,True,True,False,False,True,True,True,True,True,1.1741216301878497,True,True,True
U56,63,15,0.65,Mon,2,False,3.370946857550094,33.70946857550094,14.108843537414966,0.13604493228704806,1.0819782759240424,-0.21578272811079469,1.2816404229490808,0.9426544539123023,1.1745687060856744,0.13965770964617463,1.029273143324681,-0.21578272811079457,-1.3479121860020649,3.010669399535436,False,False,True,False,False,True,True,True,False,True,1.1745687060856744,True,True,True
U56,126,15,0.55,Mon,2,False,2.1619986577912824,21.619986577912826,14.105442176870747,0.11379970073201395,1.078079145464721,-0.1683975019874242,1.209366859074143,0.9889530924488622,1.1037799191151305,0.12202474689566922,1.0689160570493375,-0.1683975019874242,3.3906104263349834,0.7861462440320253,False,True,False,False,False,True,True,True,True,True,1.1037799191151305,True,True,False
U56,126,15,0.65,Mon,2,False,2.5401052046181265,25.401052046181263,14.105442176870747,0.13469453824587085,1.078906619343491,-0.1964748411155055,1.2098323648567977,0.990188416094896,1.1041765930538106,0.14446144056377475,1.0700868550942817,-0.1964748411155055,0.5828765135268532,2.8756299954177154,False,True,False,False,False,True,True,True,True,True,1.1041765930538106,True,True,True
