panel,k,frac,n,keep4b,keep4b_full,keep4b_oos,keep4a_fix,keep4a_mat,Sharpe,Sharpe_sd,CAGR,MaxDD,turn_py,L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR,minmarg_L1_H1,minmarg_L2_H2,minmarg_L3_OOS,minmarg_L4_DD,minmarg_L5_CAGR,top_bind
U56,0,0.0,1,1.0,1.0,1.0,0.0,0.0,1.2433652555867878,,0.12524573140837925,-0.1348766087743387,3.0301149329201356,0.2950468914003477,0.41091509638413204,0.47131371086291785,0.06742712642970378,0.019387542007675437,0.2950468914003477,0.41091509638413204,0.47131371086291785,0.06742712642970378,0.019387542007675437,-
U56,5,0.08928571428571429,200,1.0,1.0,1.0,0.0,0.005,1.2327502342212682,0.029280041352800438,0.12397745661890885,-0.13790095633454644,3.0203591829622742,0.28834721135185065,0.3964937476722353,0.45906334558410294,0.06440277886949604,0.01811926721820507,0.15698439574812806,0.2708228154587785,0.33469319702902867,0.0486452941452033,0.003155538372131547,-
U56,10,0.17857142857142858,200,1.0,1.0,1.0,0.0,0.0,1.2254162117511684,0.04280643094227019,0.1234947233820401,-0.13959662120824853,3.0367806065148204,0.28446751322295893,0.38582454134863753,0.45042142734973994,0.06270711399579397,0.017636533981336286,0.07194259437367223,0.2595435511917771,0.3384160772347443,0.03747313618411913,0.004194508937290772,-
U56,20,0.35714285714285715,200,0.965,0.965,0.995,0.005,0.07,1.206133786715593,0.06971318868187375,0.1217792148701854,-0.14005337729307332,3.069446565058834,0.26475082623619195,0.366916661057425,0.431691341108445,0.06225035791096917,0.0159210254694816,0.014026901619165533,0.11602070268016107,0.19950193781833325,0.02760890709861491,-0.007420136015563697,L5_CAGR 7/200
U56,40,0.7142857142857143,200,0.71,0.72,0.905,0.015,0.075,1.1346204441294179,0.13128405251658706,0.11650337604231358,-0.149616780887667,3.2641181059507973,0.196160480104107,0.2924441457020233,0.3525877217219599,0.05268695431637548,0.010645186641609765,-0.31200125816062474,-0.06906012933911476,-0.011293131329930484,-0.01048616275014419,-0.03340738660359889,L5_CAGR 22/200
B136,0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.228631477106311,,0.1250962195302865,-0.1180752235695588,3.132308383984482,0.36004065467592683,0.31657530255421906,0.4191157342889814,0.08422049627479933,0.01923601447023955,0.36004065467592683,0.31657530255421906,0.4191157342889814,0.08422049627479933,0.01923601447023955,-
B136,5,0.03676470588235294,200,1.0,1.0,1.0,0.76,0.765,1.2210273042063085,0.011253734257921155,0.12429466716988331,-0.12051031137467465,3.1511446472577016,0.3496959485287798,0.31202669601275795,0.4099439187714097,0.08178540846968346,0.01843446210983637,0.3079192797661435,0.27194437050390197,0.35826251478054794,0.07126798802807044,0.014175279385943165,-
B136,10,0.07352941176470588,200,1.0,1.0,1.0,0.63,0.605,1.2190564742664818,0.014289472128023346,0.12414439428230509,-0.12168970368480822,3.164368766828986,0.3476295840907258,0.3101985100778373,0.4078296507404196,0.08060601615954989,0.01828418922225814,0.2973575671526979,0.260744608946859,0.34308666201948446,0.07327168492409786,0.013309901851249098,-
B136,20,0.14705882352941177,200,1.0,1.0,1.0,0.405,0.42,1.215366432952878,0.019794229646393713,0.12389550485465849,-0.12360955041511859,3.178046516517053,0.3457041095711651,0.30489171503531765,0.40157200772032575,0.07868616942923955,0.018035299794611544,0.25877291683829495,0.23859601473043868,0.3326003863012871,0.06898404326959495,0.011882440458795232,-
B136,40,0.29411764705882354,200,1.0,1.0,1.0,0.28,0.33,1.207755281424928,0.03132350505351614,0.12307258115916887,-0.12461972774188589,3.185943734357649,0.3362803972722234,0.29931261735537584,0.39463117094428296,0.07767599210247225,0.017212376099121934,0.22541543479535042,0.20637011221827617,0.2996895808042722,0.06396445320684707,0.006349293932197034,-
