panel,cons,key,S,cost,gap
U56,CANDq,COMP,0.4,0.0,0.19238366933930562
U56,CANDq,COMP,0.4,5.0,0.2689370325490843
U56,CANDq,COMP,0.4,10.0,0.34553042140936174
U56,CANDq,COMP,0.4,15.0,0.42202254637297
U56,CANDq,COMP,0.4,20.0,0.49827327695734597
U56,CANDq,COMP,0.4,25.0,0.5741444861475875
U56,CANDq,COMP,0.4,30.0,0.6495008634659525
U56,CONSTn-dg,COMP,0.4,0.0,0.19276917592057108
U56,CONSTn-dg,COMP,0.4,5.0,0.26641224881932746
U56,CONSTn-dg,COMP,0.4,10.0,0.34009145607171287
U56,CONSTn-dg,COMP,0.4,15.0,0.41370750817348023
U56,CONSTn-dg,COMP,0.4,20.0,0.48716174697133696
U56,CONSTn-dg,COMP,0.4,25.0,0.5603565928829586
U56,CONSTn-dg,COMP,0.4,30.0,0.6331959790105645
U56,CONSTn-rw,COMP,0.4,0.0,0.20485216661768146
U56,CONSTn-rw,COMP,0.4,5.0,0.2762535726898303
U56,CONSTn-rw,COMP,0.4,10.0,0.3476806043843492
U56,CONSTn-rw,COMP,0.4,15.0,0.41903646801290884
U56,CONSTn-rw,COMP,0.4,20.0,0.4902249941912676
U56,CONSTn-rw,COMP,0.4,25.0,0.5611510714249976
U56,CONSTn-rw,COMP,0.4,30.0,0.6317210671280561
U56,CANDq,COMP,0.55,0.0,0.19845874866398627
U56,CANDq,COMP,0.55,5.0,0.24877548844632802
U56,CANDq,COMP,0.55,10.0,0.299147349048382
U56,CANDq,COMP,0.55,15.0,0.3495074372631014
U56,CANDq,COMP,0.55,20.0,0.39978908208154196
U56,CANDq,COMP,0.55,25.0,0.44992610973229585
U56,CANDq,COMP,0.55,30.0,0.49985311322979464
U56,CONSTn-dg,COMP,0.55,0.0,0.183560654509198
U56,CONSTn-dg,COMP,0.55,5.0,0.23557162016465538
U56,CONSTn-dg,COMP,0.55,10.0,0.2876247117166939
U56,CONSTn-dg,COMP,0.55,15.0,0.33967251331304216
U56,CONSTn-dg,COMP,0.55,20.0,0.39166774095759826
U56,CONSTn-dg,COMP,0.55,25.0,0.443563381472974
U56,CONSTn-dg,COMP,0.55,30.0,0.4953128292061451
U56,CONSTn-rw,COMP,0.55,0.0,0.19612099657117765
U56,CONSTn-rw,COMP,0.55,5.0,0.24556632659427613
U56,CONSTn-rw,COMP,0.55,10.0,0.2950333382747641
U56,CONSTn-rw,COMP,0.55,15.0,0.34447496727974436
U56,CONSTn-rw,COMP,0.55,20.0,0.3938443290145094
U56,CONSTn-rw,COMP,0.55,25.0,0.4430948614368103
U56,CONSTn-rw,COMP,0.55,30.0,0.4921804652563821
U56,CANDq,COMP,0.7,0.0,0.1483361180311653
U56,CANDq,COMP,0.7,5.0,0.17867706016093576
U56,CANDq,COMP,0.7,10.0,0.2090289686288398
U56,CANDq,COMP,0.7,15.0,0.2393619441284619
U56,CANDq,COMP,0.7,20.0,0.2696461918478634
U56,CANDq,COMP,0.7,25.0,0.2998521075145366
U56,CANDq,COMP,0.7,30.0,0.3299503620536159
U56,CONSTn-dg,COMP,0.7,0.0,0.11970842177255814
U56,CONSTn-dg,COMP,0.7,5.0,0.15514594585025765
U56,CONSTn-dg,COMP,0.7,10.0,0.19063300191179156
U56,CONSTn-dg,COMP,0.7,15.0,0.22614763086162948
U56,CONSTn-dg,COMP,0.7,20.0,0.26166785657167335
U56,CONSTn-dg,COMP,0.7,25.0,0.29717172822140925
U56,CONSTn-dg,COMP,0.7,30.0,0.3326373624249648
U56,CONSTn-rw,COMP,0.7,0.0,0.13777772284862966
U56,CONSTn-rw,COMP,0.7,5.0,0.1707632371144937
U56,CONSTn-rw,COMP,0.7,10.0,0.20377749970134384
U56,CONSTn-rw,COMP,0.7,15.0,0.23679718070121802
U56,CONSTn-rw,COMP,0.7,20.0,0.2697989756415605
U56,CONSTn-rw,COMP,0.7,25.0,0.30275965741186717
U56,CONSTn-rw,COMP,0.7,30.0,0.3356561276943961
U56,CANDq,COMP,0.85,0.0,0.14693635405736183
U56,CANDq,COMP,0.85,5.0,0.16127192869138607
U56,CANDq,COMP,0.85,10.0,0.17561180264102438
U56,CANDq,COMP,0.85,15.0,0.1899459689354459
U56,CANDq,COMP,0.85,20.0,0.20426443612509082
U56,CANDq,COMP,0.85,25.0,0.21855724873881
U56,CANDq,COMP,0.85,30.0,0.23281450756136823
U56,CONSTn-dg,COMP,0.85,0.0,0.06903375628970276
U56,CONSTn-dg,COMP,0.85,5.0,0.09196759773294838
U56,CONSTn-dg,COMP,0.85,10.0,0.11493621414721811
U56,CONSTn-dg,COMP,0.85,15.0,0.13793061176322263
U56,CONSTn-dg,COMP,0.85,20.0,0.1609417747220293
U56,CONSTn-dg,COMP,0.85,25.0,0.18396067579309638
U56,CONSTn-dg,COMP,0.85,30.0,0.2069782871028184
U56,CONSTn-rw,COMP,0.85,0.0,0.08868878180324935
U56,CONSTn-rw,COMP,0.85,5.0,0.10955541627101306
U56,CONSTn-rw,COMP,0.85,10.0,0.13043924837876775
U56,CONSTn-rw,COMP,0.85,15.0,0.1513292999526612
U56,CONSTn-rw,COMP,0.85,20.0,0.17221459483882084
U56,CONSTn-rw,COMP,0.85,25.0,0.19308417763685726
U56,CONSTn-rw,COMP,0.85,30.0,0.21392713232347593
U56,CANDq,COMP,0.95,0.0,0.04098006297925538
U56,CANDq,COMP,0.95,5.0,0.04546738612560364
U56,CANDq,COMP,0.95,10.0,0.04995754081064252
U56,CANDq,COMP,0.95,15.0,0.054447819065378766
U56,CANDq,COMP,0.95,20.0,0.058935515052010334
U56,CANDq,COMP,0.95,25.0,0.06341792954691872
U56,CANDq,COMP,0.95,30.0,0.06789237439481766
U56,CONSTn-dg,COMP,0.95,0.0,0.05348676523047646
U56,CONSTn-dg,COMP,0.95,5.0,0.07001274827632353
U56,CONSTn-dg,COMP,0.95,10.0,0.0865650968696221
U56,CONSTn-dg,COMP,0.95,15.0,0.10313863480632468
U56,CONSTn-dg,COMP,0.95,20.0,0.11972817176094763
U56,CONSTn-dg,COMP,0.95,25.0,0.13632850808885388
U56,CONSTn-dg,COMP,0.95,30.0,0.15293443963865794
U56,CONSTn-rw,COMP,0.95,0.0,0.07459184540896957
U56,CONSTn-rw,COMP,0.95,5.0,0.08938952107737097
U56,CONSTn-rw,COMP,0.95,10.0,0.10420221640559757
U56,CONSTn-rw,COMP,0.95,15.0,0.11902295067917279
U56,CONSTn-rw,COMP,0.95,20.0,0.13384473926230356
U56,CONSTn-rw,COMP,0.95,25.0,0.1486606044107307
U56,CONSTn-rw,COMP,0.95,30.0,0.16346358604040234
U56,CANDq,COMP,1.0,0.0,0.0
U56,CANDq,COMP,1.0,5.0,0.0
U56,CANDq,COMP,1.0,10.0,0.0
U56,CANDq,COMP,1.0,15.0,0.0
U56,CANDq,COMP,1.0,20.0,0.0
