panel,book,cost,1,2,4,8,16,32,64,128,256,512
BROAD136,v1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROAD136,v1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROAD136,v1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROAD136,v2,0.0,0.0,0.05,0.025,0.0,0.0,0.05,0.025,0.125,0.2,0.225
BROAD136,v2,10.0,0.0,0.075,0.15,0.075,0.075,0.1,0.1,0.075,0.05,0.025
BROAD136,v2,25.0,0.0,0.125,0.075,0.05,0.05,0.05,0.0,0.0,0.0,0.0
U56,v1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U56,v1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U56,v1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U56,v2,0.0,0.0,0.075,0.175,0.125,0.15,0.3,0.15,0.375,0.2,0.175
U56,v2,10.0,0.0,0.0,0.125,0.125,0.025,0.1,0.075,0.15,0.025,0.0
U56,v2,25.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
