panel,book,cost,arm,fam,strength,regime,armed_frac,d_ann_vs_matched,d_cagr_vs_matched,d_shp_vs_matched,d_dd_vs_matched,d_ann_vs_control,d_shp_vs_control,d_ann_vs_always,gross_cond,gross_always,gross_ctl,match_gap,to_cond,to_always,to_matched,switch_mult,cost_bill_pp,oos_shp_cond,oos_shp_matched,p4b_cond,p4b_matched,p4a_cond,p4a_matched
u56,V1u,0.0,gross00,gross,0.0,spy200,0.17053390403243973,0.36940863402895996,0.3141147331556349,-0.04133442500743256,-0.008854618318527518,-0.7624504340757792,-0.0408879316713765,8.171506010843446,0.6192346532983731,0.0,0.7498934888027835,6.43497250191194e-05,22.03485240338667,0.0,20.288186580255,,0.0,0.9084328588594818,0.9497565895657327,False,False,False,False
u56,V1u,0.0,gross00,gross,0.0,breadth20,0.08650596981302094,-0.41634028141422874,-0.4671489113954541,-0.057101784741409145,-0.015724701666964158,-0.7458240399555027,-0.05697105953910786,8.188132404963723,0.6831156596740067,0.0,0.7498934888027835,2.050340209414081e-05,22.659397200472814,0.0,22.3771048311512,,0.0,0.8729771100823025,0.9491515971936008,False,False,False,False
u56,V1u,0.0,gross25,gross,0.25,spy200,0.17053390403243973,0.15234971110697337,0.12211338560434992,-0.02330485414729866,-0.002761579995891328,-0.5689974084399374,-0.023019458768529066,6.126037961415214,0.6519128952973098,0.1875953794202899,0.7498934888027835,4.300278750535291e-05,22.33051699763394,5.8282060950258145,21.35661847541121,22.46741683486672,0.0,0.9274371824524675,0.9494476543108905,False,False,False,False
u56,V1u,0.0,gross25,gross,0.25,breadth20,0.08650596981302094,-0.43821234151375066,-0.4682805509104826,-0.03891796073502274,-0.008676810307957528,-0.558027185692497,-0.03887035157934682,6.137008184162655,0.6998145090414903,0.1875953794202899,0.7498934888027835,7.622497268044981e-06,22.800214088519553,5.8282060950258145,22.92338909482978,45.22285168774866,-0.0,0.8983767596218717,0.9489927234739348,False,False,False,False
u56,V1u,0.0,gross50,gross,0.5,spy200,0.17053390403243973,-0.0663598787428974,-0.07598869590821344,-0.010434486057324333,0.0032965263069465456,-0.377433759294334,-0.010311048783930965,4.082319932560406,0.6845817931054259,0.37510597297153303,0.7498934888027835,1.9395820629486415e-05,22.625656446553233,11.638250780743068,22.42506305331059,11.399944652351728,0.0,0.9404041211684744,0.9491376604195686,False,False,False,False
u56,V1u,0.0,gross50,gross,0.5,breadth20,0.08650596981302094,-0.460931134435981,-0.47259806957589134,-0.023282587665808374,-0.001677125552152936,-0.37114743030006814,-0.02331831757703995,4.088606261554672,0.7165102747613646,0.37510597297153303,0.7498934888027835,5.836168570527711e-06,22.940995745711337,11.638250780743068,23.469677966484454,22.786544656020403,-0.0,0.9195266556525654,0.948833576429708,False,False,False,False
u56,V1u,0.0,gross75,gross,0.75,spy200,0.17053390403243973,-0.28673214201369923,-0.28022904545461635,-0.0026865517765690683,0.009319931625487832,-0.18776523026100378,-0.0027259387963566306,2.0403177553110226,0.7172418292647941,0.5625369528828845,0.7498934888027835,6.439085853737758e-06,22.921282506960164,17.437122737712752,23.493617666045925,7.70820675208504,-0.0,0.9474319981799879,0.9488265961826424,False,False,False,False
u56,V1u,0.0,gross75,gross,0.75,breadth20,0.08650596981302094,-0.48446453706700865,-0.48006570823444505,-0.0102461981590104,0.00527441552611474,-0.18514968242220853,-0.010365491800352733,2.042933303149818,0.7332031909367195,0.5625369528828845,0.7498934888027835,1.986839593060008e-05,23.082270272441605,17.437122737712752,24.016013384684264,15.302331924817995,-0.0,0.9363431342643139,0.9486741528913986,False,False,False,False
u56,V1u,0.0,ddctl04,ddctl,0.04,spy200,0.17053390403243973,-0.28959898365363124,-0.3040942820853543,-0.021142705916954996,0.005543914661816474,-0.4479312398381836,-0.021079809053089593,5.013724049781455,0.6967466431747352,0.4851817992833156,0.7498934888027835,1.0032574226825908e-05,22.762761116465803,15.710138146880599,22.823018428849515,8.49638536552094,-0.0,0.9252744915542654,0.9490219339773316,False,False,False,False
u56,V1u,0.0,ddctl04,ddctl,0.04,breadth20,0.08650596981302094,-0.6301410578936295,-0.6521053765546014,-0.037152219634113304,-0.0009312278985266209,-0.48943833458196906,-0.037208233555428794,4.97221695503767,0.7205666567078275,0.4851817992833156,0.7498934888027835,9.193197654577823e-06,23.03587450825618,15.710138146880599,23.6024228715866,16.950348065402284,-0.0,0.8951820530931037,0.9487948644468822,False,False,False,False
