panel,mode,bps,arm,pi,n_pool,empty,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,d_vs_S0,d_vs_SPY
U56,skip,10,S0_do_nothing,,0,True,0.14486780221909457,1.1774914098378444,-0.1820705506780067,0.0,0.2954804252481612
U56,skip,10,S1_IS_argmax,0.1,4,False,0.14259583216656257,1.0858287196262983,-0.21774859024481952,-0.09166269021154605,0.20381773503661516
U56,skip,10,S2_ROT,,0,True,0.14486780221909457,1.1774914098378444,-0.1820705506780067,0.0,0.2954804252481612
U56,skip,10,S3_ROT,,0,True,0.14486780221909457,1.1774914098378444,-0.1820705506780067,0.0,0.2954804252481612
U56,skip,10,S2_RS1,,0,True,0.14486780221909457,1.1774914098378444,-0.1820705506780067,0.0,0.2954804252481612
U56,skip,10,S3_RS1,,0,True,0.14486780221909457,1.1774914098378444,-0.1820705506780067,0.0,0.2954804252481612
U56,skip,10,S2_RS2,,0,True,0.14486780221909457,1.1774914098378444,-0.1820705506780067,0.0,0.2954804252481612
U56,skip,10,S3_RS2,,0,True,0.14486780221909457,1.1774914098378444,-0.1820705506780067,0.0,0.2954804252481612
U56,skip,10,S2_RS4,,0,True,0.14486780221909457,1.1774914098378444,-0.1820705506780067,0.0,0.2954804252481612
U56,skip,10,S3_RS4,,0,True,0.14486780221909457,1.1774914098378444,-0.1820705506780067,0.0,0.2954804252481612
U56,skip,10,S2_RS8,,0,True,0.14486780221909457,1.1774914098378444,-0.1820705506780067,0.0,0.2954804252481612
U56,skip,10,S3_RS8,,0,True,0.14486780221909457,1.1774914098378444,-0.1820705506780067,0.0,0.2954804252481612
U56,skip,10,S2_RS16,0.5,1,False,0.14262729241620797,1.060468322716376,-0.21774859024481985,-0.11702308712146836,0.17845733812669284
U56,skip,10,S3_RS16,0.5,1,False,0.14262729241620797,1.060468322716376,-0.21774859024481985,-0.11702308712146836,0.17845733812669284
U56,skip,10,ORACLE_OOS,0.1,4,False,0.14259583216656257,1.0858287196262983,-0.21774859024481952,-0.09166269021154605,0.20381773503661516
U56,skip,25,S0_do_nothing,,0,True,0.1289245657348439,1.0617576564122284,-0.18334964014435562,0.0,0.17974667182254522
U56,skip,25,S1_IS_argmax,0.5,4,False,0.1327772112791874,0.9960017985957925,-0.21892667465535487,-0.06575585781643589,0.11399081400610933
U56,skip,25,S2_ROT,,0,True,0.1289245657348439,1.0617576564122284,-0.18334964014435562,0.0,0.17974667182254522
U56,skip,25,S3_ROT,,0,True,0.1289245657348439,1.0617576564122284,-0.18334964014435562,0.0,0.17974667182254522
U56,skip,25,S2_RS1,,0,True,0.1289245657348439,1.0617576564122284,-0.18334964014435562,0.0,0.17974667182254522
U56,skip,25,S3_RS1,,0,True,0.1289245657348439,1.0617576564122284,-0.18334964014435562,0.0,0.17974667182254522
U56,skip,25,S2_RS2,,0,True,0.1289245657348439,1.0617576564122284,-0.18334964014435562,0.0,0.17974667182254522
U56,skip,25,S3_RS2,,0,True,0.1289245657348439,1.0617576564122284,-0.18334964014435562,0.0,0.17974667182254522
U56,skip,25,S2_RS4,,0,True,0.1289245657348439,1.0617576564122284,-0.18334964014435562,0.0,0.17974667182254522
U56,skip,25,S3_RS4,,0,True,0.1289245657348439,1.0617576564122284,-0.18334964014435562,0.0,0.17974667182254522
U56,skip,25,S2_RS8,,0,True,0.1289245657348439,1.0617576564122284,-0.18334964014435562,0.0,0.17974667182254522
U56,skip,25,S3_RS8,,0,True,0.1289245657348439,1.0617576564122284,-0.18334964014435562,0.0,0.17974667182254522
U56,skip,25,S2_RS16,0.5,1,False,0.1327772112791874,0.9960017985957925,-0.21892667465535487,-0.06575585781643589,0.11399081400610933
U56,skip,25,S3_RS16,0.5,1,False,0.1327772112791874,0.9960017985957925,-0.21892667465535487,-0.06575585781643589,0.11399081400610933
