corpus,cell,unit,panel,cost,point,shift,off,is_phase0,turnover,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,fail4a,fail4b,pass4a,pass4b
A,SMALL,SMALL439,SMALL,10.0,D,0,0,True,43.946290161618755,0.0342410395720405,0.28700241253936554,-0.40325062286791646,0.48099306022716704,0.12597755310984,0.30422694577496867,0.2779681364620111,0.033437791887521495,-0.403250622867919,"H1,H2,DD","H1,H2,OOS,DD,CAGR",False,False
A,SMALL,SMALL439,SMALL,10.0,2D,0,0,True,30.976932076695153,0.06591160739144386,0.46789500296898423,-0.32925228797401485,0.6551757444757778,0.3128322697189312,0.456057887980921,0.47534536494767565,0.06937593121397656,-0.32925228797401573,"H1,H2","H1,H2,OOS,DD,CAGR",False,False
A,SMALL,SMALL439,SMALL,10.0,2D,1,0,False,31.262227703261654,0.05398108069664631,0.399914254795666,-0.31644844395962024,0.5438101534262288,0.28124414693921196,0.39511370209512076,0.4032962957833641,0.056150582481685474,-0.3164484439596231,"H1,H2","H1,H2,OOS,DD,CAGR",False,False
A,SMALL,SMALL439,SMALL,10.0,W,0,0,True,20.19590102343125,0.0655831265149307,0.462864671151153,-0.27432604586461007,0.6033916370675825,0.3477129033976654,0.42025439160371103,0.487330838507868,0.07232854473169592,-0.2743260458646113,"H1,H2","H1,H2,OOS,DD,CAGR",False,False
A,SMALL,SMALL439,SMALL,10.0,W,0,1,False,20.50335228877175,0.060828355495331055,0.4366711154022024,-0.2927551480815458,0.5482213761691533,0.3449007230018794,0.38933010375466276,0.4637376647226749,0.06772767141331393,-0.29275514808154635,"H1,H2","H1,H2,OOS,DD,CAGR",False,False
A,SMALL,SMALL439,SMALL,10.0,W,0,2,False,20.28510301240743,0.06889991016401442,0.47681898011793084,-0.2946197060647111,0.616937312082652,0.36470225146832835,0.4865332975451462,0.4728923331270706,0.07074449576934794,-0.2946197060647111,"H1,H2","H1,H2,OOS,DD,CAGR",False,False
A,SMALL,SMALL439,SMALL,10.0,W,0,3,False,20.26132259258812,0.08764729568267593,0.5769886366143945,-0.2748916986972968,0.705483192255641,0.4752808222763525,0.565067615605395,0.5849377681056942,0.09253896133556982,-0.2748916986972968,H1,"H1,H2,OOS,DD,CAGR",False,False
A,SMALL,SMALL439,SMALL,10.0,W,0,4,False,20.349106673617115,0.06605775748907394,0.46215829897803423,-0.2901305959355346,0.6418458973328444,0.3180256521061586,0.47690738879146805,0.4554252013019593,0.06721630577402538,-0.2901305959355349,"H1,H2","H1,H2,OOS,DD,CAGR",False,False
A,SMALL,SMALL439,SMALL,10.0,2W,0,0,True,14.435473037074674,0.08194874408823005,0.549032884124979,-0.27270159186759435,0.6752144350757507,0.4469540487688705,0.4978266017179058,0.5784234462723639,0.09047091797752294,-0.27270159186759413,H1,"H1,H2,OOS,DD,CAGR",False,False
A,SMALL,SMALL439,SMALL,10.0,2W,0,1,False,14.554865976360876,0.0648962682090346,0.4539968459071035,-0.2885957472158429,0.6259701917892523,0.31330876218513454,0.4758397518447706,0.4428238566041858,0.06483527289593294,-0.288595747215844,"H1,H2","H1,H2,OOS,DD,CAGR",False,False
A,SMALL,SMALL439,SMALL,10.0,2W,0,2,False,14.47567370405639,0.08812229277953842,0.5763029807496438,-0.3309834573328303,0.6204275831695097,0.5441633753535878,0.5104303973368315,0.6137336794361467,0.09882441379217322,-0.3309834573328322,H1,"H1,H2,OOS,DD,CAGR",False,False
A,SMALL,SMALL439,SMALL,10.0,2W,0,3,False,14.452191288969347,0.09859216419692496,0.630424550059472,-0.29837935433721985,0.6611408625855181,0.6117287489142292,0.5927003319249543,0.6527784329240753,0.10755075140535042,-0.29837935433722007,H1,"H1,H2,OOS,DD,CAGR",False,False
A,SMALL,SMALL439,SMALL,10.0,2W,0,4,False,14.48898252304402,0.08113194705657922,0.5409559745975602,-0.2871431601146427,0.7054931179688902,0.41270837661246884,0.5391304873358629,0.5438579488403834,0.08525419088922082,-0.28714316011464314,H1,"H1,H2,OOS,DD,CAGR",False,False
A,SMALL,SMALL439,SMALL,10.0,2W,1,0,False,14.435113850746182,0.07117584707220304,0.4866990400034244,-0.33377382165350655,0.6771447789156438,0.33520310668672776,0.5665218607435305,0.4454791941029438,0.06610407545137664,-0.3337738216535061,"H1,H2","H1,H2,OOS,DD,CAGR",False,False
A,SMALL,SMALL439,SMALL,10.0,2W,1,1,False,14.421911716224615,0.07133456843386043,0.4878653675374308,-0.32996857630408105,0.6716591085376081,0.3424912383489083,0.5771378010623968,0.4420835958842012,0.06551214495451707,-0.3299685763040797,"H1,H2","H1,H2,OOS,DD,CAGR",False,False
A,SMALL,SMALL439,SMALL,10.0,2W,1,2,False,14.377333972736858,0.06834689911061242,0.4705827760605966,-0.34702396937046476,0.7744071736780924,0.22785044140793084,0.6604276868600049,0.37129550006443046,0.05210438640223347,-0.3470239693704644,H2,"H1,H2,OOS,DD,CAGR",False,False
A,SMALL,SMALL439,SMALL,10.0,2W,1,3,False,14.391532338321296,0.07845387561235317,0.5244883289171173,-0.28214011261648386,0.7480683793365533,0.34275703030991167,0.5938470645352263,0.48766083159027124,0.07410453562664898,-0.28214011261648386,H2,"H1,H2,OOS,DD,CAGR",False,False
A,SMALL,SMALL439,SMALL,10.0,2W,1,4,False,14.562879216872531,0.06577460748545794,0.45800044737850476,-0.3020872992919429,0.6975551385442997,0.2646424003485921,0.5885310859823266,0.38847060022754043,0.0549534618522769,-0.302087299291943,"H1,H2","H1,H2,OOS,DD,CAGR",False,False
A,SMALL,SMALL439,SMALL,10.0,M,0,0,True,9.571408459153368,0.06700673790204292,0.4607465497993623,-0.3590518891955006,0.6320033705903705,0.322568685908366,0.57275340014839,0.4009663492056499,0.057846367375299135,-0.359051889195501,"H1,H2","H1,H2,OOS,DD,CAGR",False,False
A,SMALL,SMALL439,SMALL,10.0,M,0,1,False,9.700008065531517,0.06750717270089757,0.46282834130965356,-0.3463504641477143,0.6773221696739531,0.2900484663847876,0.6111333922854572,0.3838706211798837,0.054718510724076186,-0.3463504641477142,"H1,H2","H1,H2,OOS,DD,CAGR",False,False
A,SMALL,SMALL439,SMALL,10.0,M,0,2,False,9.653619553302866,0.07857444434404814,0.5203199976612866,-0.38071517956494005,0.7259617111942204,0.35652830787853745,0.6898787547661915,0.43095344528733853,0.06419088624203484,-0.3807151795649404,"H1,H2,DD","H1,H2,OOS,DD,CAGR",False,False
A,SMALL,SMALL439,SMALL,10.0,M,0,3,False,9.687666215154348,0.07665993554769357,0.511148656921668,-0.39562728798227775,0.7799433900983685,0.293546873973462,0.7011112803132816,0.40978993175363465,0.05981704093862694,-0.3956272879822781,"H2,DD","H1,H2,OOS,DD,CAGR",False,False
