panel,N,cap,mean_nsel,turnover,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,A_H1,A_H2,A_DD,O_S,O_DD,O_CAGR,pass4b,pass4a,pass4b_oos,pass4b_full_and_oos,EDGE_OPEN_pp,EDGE_IS_OPEN_pp,EDGE_se_OPEN_pp,drier_OPEN,raw_CAGR_OPEN,raw_MaxDD_OPEN,raw_Sharpe_OPEN,raw_CAGR_se_OPEN_pp,EDGE_ELIG_pp,EDGE_IS_ELIG_pp,EDGE_se_ELIG_pp,drier_ELIG,raw_CAGR_ELIG,raw_MaxDD_ELIG,raw_Sharpe_ELIG,raw_CAGR_se_ELIG_pp,GATE_pp,GATE_IS_pp,GATE_se_pp,GATE_share,GATE_raw_pp,GATE_raw_se_pp,GATE_raw_dd_pp
U56,5,INF,4.733879222108495,3.1273037437962694,0.17827666701103606,0.9859644343185225,-0.25853596305636206,1.1972157872354316,0.826898186545906,0.1876467906540611,1.116389710650534,-0.24238280544701685,0.1706185380438232,0.9002767132439443,-0.2585359630563616,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,5.95038816304212,7.4536608297699924,0.38286780008427135,23,0.12348679549600428,-0.2540802211599478,0.9004719083728809,0.39837226858760116,7.386262942903343,8.186963199018049,0.4391615310711406,24,0.10787842000163217,-0.24833829437042104,0.8530890705642351,0.35128280212534546,-1.4358747798612237,-0.7333023692480563,0.5826238947332301,-0.241307750102665,-1.5608375494372106,0.5311309362564626,-0.5741926789526786
U56,8,INF,7.562947799385875,3.0512772736591596,0.16835370055023535,1.0543570177313728,-0.21430270860985456,1.148026355406319,0.9848459742701502,0.1506137872324902,1.0244324713438449,-0.20214933127901147,0.18316254663029707,1.0797492270780045,-0.21430270860985456,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,5.350912897081484,2.651620685800149,0.47886105245581856,6,0.12838646788038965,-0.23615597100108016,0.9936267952492732,0.3851449056674711,5.655846412307408,3.4259227288750194,0.35408652298870524,26,0.11635967379049994,-0.2034232983128802,0.9970611535416136,0.31522157135055884,-0.30493351522592427,-0.7743020430748704,0.5955545091100605,-0.056987194725640615,-1.2026794089889714,0.4976959286615882,-3.273267268819996
U56,10,INF,9.438075742067554,3.029138541150788,0.17124124583736267,1.1125375130716837,-0.20771056362661844,1.2474787205448488,1.003384921412402,0.16412630251975568,1.1406207251011073,-0.18868968177667844,0.17713100107447066,1.095423418561058,-0.20771056362661866,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,6.205435076551991,4.496375169259792,0.41594394654541067,6,0.12315355401364969,-0.22761619754043627,0.9842412773438745,0.330527234025389,6.526026044187406,4.964001950968811,0.279190599049041,19,0.10930165582644602,-0.20869617271223168,0.972684076221991,0.25454672689710156,-0.3205909676354146,-0.4676267817090185,0.5009558436280924,-0.05166293155604955,-1.385189818720367,0.41718375880000635,-1.8920024828204596
U56,12,INF,11.30603889457523,3.040640012738739,0.17705025292752952,1.1691854832139659,-0.20169232886405797,1.2752665933754002,1.088420497455344,0.1627932771262759,1.1661166936671203,-0.16104868771188452,0.18891790746327697,1.1758369919110914,-0.2016923288640583,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,6.820183166175642,3.8208633609819187,0.33168693897589907,6,0.1269252954625012,-0.21942440465493318,1.0164618516313366,0.25823490367734003,6.889349147029355,4.727228690613883,0.2308679741290991,18,0.11407502327790664,-0.20454895980010307,1.0308531550971103,0.20812256673691615,-0.06916598085371284,-0.906365329631964,0.40412404898208687,-0.010141367052535783,-1.2850272184594558,0.3316628834560889,-1.487544485483011
U56,15,INF,14.096212896622314,3.019941232779304,0.16995945257623468,1.1621168149681405,-0.20974140506046712,1.251133850158724,1.106266399269583,0.14691876816665372,1.1330672758349964,-0.14478212452215866,0.18927385810504593,1.1905670568487305,-0.20974140506046712,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,5.215201883046006,2.886801204570888,0.2544304322153045,11,0.12880207652105014,-0.22400121191715122,1.0277209638134137,0.21682597479046253,5.838976752770597,3.5277094121443198,0.21795999148152517,24,0.11472194682365866,-0.20100627943491778,1.0168529024183948,0.14835167063588867,-0.6237748697245911,-0.6409082075734318,0.3350244807829619,-0.11960704181987819,-1.4080129697391475,0.26271985369266154,-2.299493248223344
U56,20,INF,18.714431934493348,2.8973943077144937,0.15578668168705812,1.139700973748421,-0.19127568902302328,1.203742907417884,1.0970651527689368,0.13911411272723173,1.111898434102762,-0.1395225553008913,0.1696947758085483,1.1643314948267134,-0.19127568902302317,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,5.1181233929647245,1.78456177856946,0.2843383613302251,0,0.13071910396000164,-0.2345363724339023,1.072652209902079,0.21595270041196837,5.1454366707920585,2.9448731037025944,0.19117414757586487,7,0.1149282826536725,-0.2051649143817626,1.0193480824458365,0.15680312191507262,-0.02731327782733395,-1.1603113251331343,0.34263079024704746,-0.005336580564837156,-1.579082130632914,0.26687597841981675,-2.93714580521397
U56,25,INF,23.333674513817808,2.7345152794852705,0.1489102187692648,1.1285133069631514,-0.21158700153786847,1.2022287079791567,1.0819406530423474,0.13051171690682306,1.0952962137355164,-0.14867717484226062,0.16428064522662233,1.1579290814235303,-0.21158700153786847,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,2.9526013388686767,0.48965707176095163,0.248750045148184,5,0.1287995783019411,-0.22858731446071645,1.0713447752616987,0.1841430625867189,3.4986968542283337,1.4699167628324683,0.1596602424942791,14,0.11936465922656236,-0.2160010581273884,1.0621238028315272,0.11894053452882496,-0.546095515359657,-0.9802596910715167,0.2955807469957331,-0.18495402957749107,-0.9434919075378745,0.21921568888384535,-1.258625633332805
U56,30,INF,27.83930399181167,2.6493013715765503,0.14008113065953998,1.100757855994325,-0.22068513612656904,1.1595575204035486,1.0676142517992833,0.12162384147871874,1.0639173598439982,-0.15324876569526646,0.1555031765030752,1.1329425107219153,-0.22068513612656881,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,1.5456520589598344,-0.30410341298847676,0.18173999715859887,15,0.128309201877849,-0.22639867475940545,1.0831284137891006,0.1282424413173121,1.9061511570775291,0.124136390170837,0.12237294646254175,25,0.12271356193950944,-0.21352402082316269,1.090913228341016,0.1066929425491453,-0.36049909811769476,-0.42823980315931376,0.21909943996535372,-0.23323431429988006,-0.5595639938339558,0.1668217843832737,-1.2874653936242764
U56,40,INF,36.561924257932446,2.313864592272747,0.13457634739318403,1.126761290242574,-0.229841888535963,1.2715954869397383,1.0254030641968146,0.12806187458574558,1.1761943091849962,-0.12581425090959486,0.13996738679597365,1.0983460997969055,-0.2298418885359632,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,0.41353549317942884,0.28538514020063355,0.09101007213258702,29,0.13095536427052779,-0.22649195965133767,1.10363878934238,0.07284967205473927,0.9095915495762052,0.861664787719385,0.05360745056937625,35,0.12554232394782538,-0.21747531098238804,1.115243238674596,0.051249682600783546,-0.4960560563967764,-0.5762796475187515,0.10562476975656236,-1.1995489252516054,-0.54130403227024,0.08907078468928022,-0.9016648668949634
B136,5,INF,4.733606557377049,3.426816921073969,0.18905908768145907,0.9776027635417431,-0.281238810087446,1.3071352694307312,0.72568322978275,0.23791409235330785,1.2857293644485364,-0.2679179203071377,0.150259915145035,0.7686882215621813,-0.2812388100874458,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,5.717068769790689,10.725835384222693,0.4659626612019666,24,0.13412857566486802,-0.2644952844901231,0.9210200881522125,0.4181409268248132,8.188514851437589,11.320627339342227,0.3971501824588967,17,0.11653132196324645,-0.2870935722627278,0.8840368175858625,0.35814196097201845,-2.4714460816468993,-0.5947919551195344,0.612249515362449,-0.43229252282326186,-1.7597253701621574,0.5505519947242009,2.25982877726047
