[b] PREMISE AUDIT — idea 133's published grid, re-derived here (the queue's two rows)
panel  book       arm   cost  CAGR  Sharpe  MaxDD  OOS_Sharpe  OOS_MaxDD  gross  m_CAGR  floor_only  pass4b
  u56 S3-50  vol60-dg 10.000 0.086   1.196 -0.092       1.199     -0.092  0.731  -0.021        True   False
  u56 S3-50  vol60-dg 25.000 0.072   1.010 -0.093       1.029     -0.093  0.731  -0.035        True   False
  u56 S3-50 ebud-0.10 10.000 0.099   1.291 -0.111       1.277     -0.111  0.730  -0.007        True   False
  u56 S3-50 ebud-0.10 25.000 0.087   1.136 -0.112       1.136     -0.112  0.730  -0.020        True   False
  u56 S4-50  vol60-dg 10.000 0.088   1.177 -0.099       1.227     -0.099  0.731  -0.019        True   False
  u56 S4-50  vol60-dg 25.000 0.074   0.997 -0.100       1.060     -0.100  0.731  -0.033        True   False
  u56 S4-50 ebud-0.10 10.000 0.101   1.264 -0.118       1.298     -0.118  0.732  -0.005        True   False
  u56 S4-50 ebud-0.10 25.000 0.088   1.113 -0.119       1.158     -0.119  0.732  -0.018        True   False
broad S3-50  vol60-dg 10.000 0.083   1.039 -0.101       0.964     -0.101  0.728  -0.024        True   False
broad S3-50  vol60-dg 25.000 0.065   0.831 -0.102       0.768     -0.102  0.728  -0.041       False   False
broad S3-50 ebud-0.10 10.000 0.095   1.138 -0.119       1.019     -0.119  0.708  -0.011        True   False
broad S3-50 ebud-0.10 25.000 0.081   0.972 -0.120       0.866     -0.120  0.708  -0.026       False   False
broad S4-50  vol60-dg 10.000 0.085   1.029 -0.108       1.002     -0.108  0.728  -0.022        True   False
broad S4-50  vol60-dg 25.000 0.067   0.825 -0.109       0.807     -0.109  0.728  -0.040       False   False
broad S4-50 ebud-0.10 10.000 0.096   1.108 -0.128       1.035     -0.128  0.709  -0.011        True   False
broad S4-50 ebud-0.10 25.000 0.081   0.945 -0.129       0.883     -0.129  0.709  -0.026       False   False
    NOTE: the queue's label 'SLV50' is not a book name in that file; the f=0.50 sleeve
    books there are S3-50 and S4-50.  The queue's 8.7%/1.292/-13.6% headline is closest
    to u56/S3-50/ebud-0.10 @10bps (9.94%/1.291/-11.1%, OOS 1.277); nothing below
    depends on resolving the label — this run re-derives every f=0.50 row itself.
    idea 133 sleeve rows in the 4b-defensive class: 101; CAGR-floor shortfall (m_CAGR) min -4.10 median -1.29 max -0.06 pp/yr — the queue's '2.0-3.0 pp/yr' is the tail, not the median.

[panel] u56: 56 cols, 2008-01-02..2026-09-04, eval from 2009-01-13
    SPY CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 OOS 0.882 | 4b bars: MaxDD <= 20.23%, CAGR >= 10.66%
[a] engine-equivalence over 13 ungated books: max|diff| = 0.000e+00 (EXACT)

[panel] broad: 136 cols, 2008-01-02..2026-09-04, eval from 2009-01-13
    SPY CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 OOS 0.882 | 4b bars: MaxDD <= 20.23%, CAGR >= 10.66%
[a] engine-equivalence over 13 ungated books: max|diff| = 0.000e+00 (EXACT)

[c] reproduction of idea 133's f=0.50 sleeve rows: 136 matched, max|diff| CAGR 9.71e-17 Sharpe 2.22e-16 MaxDD 9.71e-17 OOS_Sharpe 2.22e-16 gross 0.00e+00  EXACT
  u56 S4-25 0.250           abs12-dg 25.000 0.099   1.001 -0.175 1.036 0.985     0.113       1.044     -0.175  0.673  8.359  -0.007  0.027   False   False              CAGR        True   False
  u56 S4-25 0.250           abs12-rw 10.000 0.123   1.134 -0.178 1.180 1.108     0.138       1.168     -0.178  0.750  9.528   0.017  0.025   False    True                 -       False   False
  u56 S4-25 0.250           abs12-rw 25.000 0.108   1.001 -0.179 1.028 0.990     0.122       1.048     -0.179  0.750  9.528   0.001  0.023   False    True                 -       False   False
  u56 S4-25 0.250           vol60-dg 10.000 0.109   1.136 -0.135 1.164 1.113     0.116       1.173     -0.135  0.723  9.148   0.002  0.067    True    True                 -       False   False
  u56 S4-25 0.250           vol60-dg 25.000 0.094   0.991 -0.136 1.007 0.979     0.101       1.037     -0.136  0.723  9.148  -0.013  0.066    True   False              CAGR        True   False
  u56 S4-25 0.250           vol60-rw 10.000 0.117   1.171 -0.155 1.189 1.160     0.127       1.214     -0.155  0.750  9.334   0.011  0.048   False    True                 -       False   False
  u56 S4-25 0.250           vol60-rw 25.000 0.102   1.030 -0.157 1.035 1.028     0.111       1.080     -0.157  0.750  9.334  -0.005  0.046   False   False              CAGR        True   False
  u56 S4-25 0.250          v1gate-dg 10.000 0.100   1.096 -0.133 1.099 1.096     0.110       1.158     -0.133  0.671  8.940  -0.006  0.069    True   False              CAGR        True   False
  u56 S4-25 0.250          v1gate-dg 25.000 0.086   0.948 -0.134 0.939 0.959     0.096       1.020     -0.134  0.671  8.940  -0.021  0.068    True   False           H1,CAGR       False   False
  u56 S4-25 0.250          v1gate-rw 10.000 0.112   1.103 -0.153 1.089 1.118     0.125       1.175     -0.153  0.750 10.423   0.006  0.049   False    True                 -       False   False
  u56 S4-25 0.250          v1gate-rw 25.000 0.095   0.948 -0.154 0.927 0.970     0.107       1.027     -0.154  0.750 10.423  -0.011  0.048    True   False           H1,CAGR       False   False
  u56 S4-25 0.250             stop15 10.000 0.122   1.178 -0.185 1.288 1.094     0.126       1.157     -0.185  0.744 10.089   0.016  0.018   False    True                 -       False   False
  u56 S4-25 0.250             stop15 25.000 0.105   1.030 -0.187 1.126 0.956     0.110       1.018     -0.187  0.744 10.089  -0.001  0.015   False   False              CAGR        True   False
  u56 S4-25 0.250             stop25 10.000 0.129   1.208 -0.192 1.300 1.142     0.136       1.198     -0.192  0.749  9.104   0.022  0.010   False    True                 -       False   False
  u56 S4-25 0.250             stop25 25.000 0.114   1.078 -0.194 1.153 1.024     0.121       1.079     -0.194  0.749  9.104   0.007  0.008   False    True                 -       False   False
  u56 S4-25 0.250 ddctl-8/.5/recover 10.000 0.104   1.066 -0.130 1.202 0.941     0.101       1.022     -0.130  0.678  8.239  -0.003  0.073    True   False              CAGR        True   False
  u56 S4-25 0.250 ddctl-8/.5/recover 25.000 0.083   0.884 -0.131 1.009 0.772     0.082       0.855     -0.131  0.646  7.923  -0.024  0.072    True   False       H2,OOS,CAGR       False   False
  u56 S4-25 0.250    ddctl-8/.5/high 10.000 0.092   1.008 -0.117 1.132 0.887     0.089       0.980     -0.117  0.631  7.696  -0.014  0.085    True   False              CAGR        True   False
  u56 S4-25 0.250    ddctl-8/.5/high 25.000 0.072   0.828 -0.118 0.892 0.768     0.075       0.849     -0.118  0.589  7.230  -0.034  0.085    True   False    H1,H2,OOS,CAGR       False   False
  u56 S4-25 0.250          ebud-0.10 10.000 0.128   1.220 -0.162 1.278 1.183     0.139       1.239     -0.162  0.734  8.293   0.022  0.040   False    True                 -       False   False
  u56 S4-25 0.250          ebud-0.10 25.000 0.114   1.100 -0.163 1.141 1.075     0.125       1.129     -0.163  0.734  8.293   0.008  0.039   False    True                 -       False   False
  u56 S4-25 0.250          ebud-0.20 10.000 0.131   1.215 -0.177 1.301 1.155     0.139       1.210     -0.177  0.750  8.912   0.024  0.026   False    True                 -       False   False
  u56 S4-25 0.250          ebud-0.20 25.000 0.116   1.088 -0.178 1.156 1.043     0.124       1.095     -0.178  0.750  8.912   0.009  0.024   False    True                 -       False   False
  u56 S4-50 0.500            control 10.000 0.104   1.259 -0.131 1.302 1.229     0.109       1.267     -0.131  0.750  8.702  -0.003  0.072    True   False              CAGR        True   False
  u56 S4-50 0.500            control 25.000 0.089   1.097 -0.132 1.115 1.088     0.096       1.123     -0.132  0.750  8.702  -0.017  0.070    True   False              CAGR        True   False
  u56 S4-50 0.500            g200-dg 10.000 0.094   1.196 -0.122 1.218 1.181     0.100       1.222     -0.122  0.673  8.390  -0.013  0.080    True   False              CAGR        True   False
  u56 S4-50 0.500            g200-dg 25.000 0.080   1.034 -0.124 1.036 1.035     0.087       1.073     -0.124  0.673  8.390  -0.026  0.079    True   False              CAGR        True   False
  u56 S4-50 0.500            g200-rw 10.000 0.107   1.197 -0.137 1.188 1.209     0.115       1.250     -0.137  0.750  9.718   0.000  0.066    True    True                 -       False   False
  u56 S4-50 0.500            g200-rw 25.000 0.091   1.031 -0.139 1.008 1.055     0.099       1.094     -0.139  0.750  9.718  -0.016  0.064    True   False              CAGR        True   False
  u56 S4-50 0.500           band3-dg 10.000 0.095   1.196 -0.118 1.166 1.226     0.104       1.258     -0.118  0.662  7.511  -0.012  0.085    True   False              CAGR        True   False
  u56 S4-50 0.500           band3-dg 25.000 0.083   1.052 -0.119 1.004 1.098     0.092       1.127     -0.119  0.662  7.511  -0.024  0.083    True   False              CAGR        True   False
  u56 S4-50 0.500           band3-rw 10.000 0.113   1.241 -0.124 1.197 1.284     0.122       1.315     -0.124  0.750  8.281   0.006  0.078    True    True                 -       False   False
  u56 S4-50 0.500           band3-rw 25.000 0.099   1.101 -0.125 1.044 1.156     0.109       1.185     -0.125  0.750  8.281  -0.008  0.077    True   False              CAGR        True   False
  u56 S4-50 0.500           abs12-dg 10.000 0.088   1.137 -0.128 1.127 1.153     0.098       1.195     -0.128  0.650  8.101  -0.019  0.075    True   False              CAGR        True   False
  u56 S4-50 0.500           abs12-dg 25.000 0.075   0.978 -0.129 0.943 1.014     0.086       1.052     -0.129  0.650  8.101  -0.032  0.073    True   False           H1,CAGR       False   False
  u56 S4-50 0.500           abs12-rw 10.000 0.101   1.139 -0.130 1.098 1.179     0.113       1.224     -0.130  0.750  9.716  -0.006  0.072    True   False              CAGR        True   False
  u56 S4-50 0.500           abs12-rw 25.000 0.085   0.972 -0.131 0.909 1.031     0.098       1.073     -0.131  0.750  9.716  -0.022  0.071    True   False           H1,CAGR       False   False
  u56 S4-50 0.500           vol60-dg 10.000 0.088   1.177 -0.099 1.169 1.186     0.093       1.227     -0.099  0.731  8.861  -0.019  0.104    True   False              CAGR        True   False
  u56 S4-50 0.500           vol60-dg 25.000 0.074   0.997 -0.100 0.970 1.022     0.079       1.060     -0.100  0.731  8.861  -0.033  0.103    True   False              CAGR        True   False
  u56 S4-50 0.500           vol60-rw 10.000 0.094   1.209 -0.115 1.195 1.224     0.100       1.260     -0.115  0.750  9.020  -0.013  0.088    True   False              CAGR        True   False
  u56 S4-50 0.500           vol60-rw 25.000 0.079   1.032 -0.117 0.999 1.064     0.086       1.097     -0.117  0.750  9.020  -0.028  0.086    True   False              CAGR        True   False
  u56 S4-50 0.500          v1gate-dg 10.000 0.080   1.115 -0.097 1.092 1.137     0.086       1.178     -0.097  0.655  8.525  -0.026  0.105    True   False              CAGR        True   False
  u56 S4-50 0.500          v1gate-dg 25.000 0.067   0.936 -0.098 0.900 0.971     0.073       1.010     -0.098  0.655  8.525  -0.040  0.104    True   False           H1,CAGR       False   False
  u56 S4-50 0.500          v1gate-rw 10.000 0.095   1.120 -0.126 1.067 1.171     0.104       1.210     -0.126  0.750 10.136  -0.012  0.076    True   False              CAGR        True   False
  u56 S4-50 0.500          v1gate-rw 25.000 0.078   0.939 -0.130 0.878 0.997     0.087       1.034     -0.130  0.750 10.136  -0.028  0.072    True   False           H1,CAGR       False   False
  u56 S4-50 0.500             stop15 10.000 0.097   1.220 -0.135 1.286 1.165     0.100       1.212     -0.135  0.746  9.607  -0.010  0.068    True   False              CAGR        True   False
  u56 S4-50 0.500             stop15 25.000 0.081   1.036 -0.137 1.081 0.999     0.085       1.043     -0.137  0.746  9.607  -0.025  0.065    True   False              CAGR        True   False
  u56 S4-50 0.500             stop25 10.000 0.102   1.252 -0.143 1.300 1.216     0.107       1.256     -0.143  0.750  8.841  -0.004  0.060   False   False              CAGR        True   False
  u56 S4-50 0.500             stop25 25.000 0.088   1.086 -0.144 1.111 1.070     0.093       1.107     -0.144  0.750  8.841  -0.019  0.058    True   False              CAGR        True   False
  u56 S4-50 0.500 ddctl-8/.5/recover 10.000 0.097   1.209 -0.117 1.302 1.129     0.097       1.177     -0.117  0.729  8.579  -0.010  0.085    True   False              CAGR        True   False
  u56 S4-50 0.500 ddctl-8/.5/recover 25.000 0.076   0.981 -0.118 1.115 0.859     0.071       0.914     -0.118  0.710  8.402  -0.031  0.084    True   False              CAGR        True   False
  u56 S4-50 0.500    ddctl-8/.5/high 10.000 0.098   1.243 -0.090 1.302 1.188     0.098       1.235     -0.090  0.717  8.442  -0.009  0.113    True   False              CAGR        True    True
  u56 S4-50 0.500    ddctl-8/.5/high 25.000 0.072   0.977 -0.089 1.115 0.838     0.065       0.900     -0.089  0.682  8.078  -0.034  0.113    True   False              CAGR        True    True
  u56 S4-50 0.500          ebud-0.10 10.000 0.101   1.264 -0.118 1.276 1.260     0.109       1.298     -0.118  0.732  7.949  -0.005  0.084    True   False              CAGR        True   False
  u56 S4-50 0.500          ebud-0.10 25.000 0.088   1.113 -0.119 1.106 1.124     0.097       1.158     -0.119  0.732  7.949  -0.018  0.083    True   False              CAGR        True   False
  u56 S4-50 0.500          ebud-0.20 10.000 0.103   1.259 -0.131 1.302 1.228     0.109       1.267     -0.131  0.749  8.689  -0.003  0.072    True   False              CAGR        True   False
  u56 S4-50 0.500          ebud-0.20 25.000 0.089   1.097 -0.132 1.115 1.087     0.096       1.123     -0.132  0.749  8.689  -0.017  0.070    True   False              CAGR        True   False
broad   R20 0.000            control 10.000 0.147   0.976 -0.260 1.140 0.854     0.149       0.930     -0.260  0.748 13.178   0.040 -0.057   False   False                DD       False   False
broad   R20 0.000            control 25.000 0.124   0.846 -0.261 0.998 0.732     0.126       0.807     -0.261  0.748 13.178   0.018 -0.059    True   False         H2,OOS,DD       False   False
broad   R20 0.000            g200-dg 10.000 0.145   0.989 -0.233 1.182 0.842     0.143       0.922     -0.233  0.738 13.028   0.038 -0.031   False   False                DD       False   False
broad   R20 0.000            g200-dg 25.000 0.123   0.857 -0.234 1.040 0.717     0.120       0.795     -0.234  0.738 13.028   0.016 -0.032    True   False         H2,OOS,DD       False   False
broad   R20 0.000            g200-rw 10.000 0.147   0.991 -0.240 1.192 0.837     0.143       0.916     -0.240  0.742 13.142   0.040 -0.038   False   False                DD       False   False
broad   R20 0.000            g200-rw 25.000 0.124   0.858 -0.242 1.050 0.711     0.120       0.789     -0.242  0.742 13.142   0.018 -0.039    True   False         H2,OOS,DD       False   False
broad   R20 0.000           band3-dg 10.000 0.144   0.986 -0.217 1.172 0.843     0.143       0.923     -0.217  0.738 12.960   0.038 -0.014   False   False                DD       False   False
broad   R20 0.000           band3-dg 25.000 0.122   0.854 -0.218 1.031 0.717     0.120       0.796     -0.218  0.738 12.960   0.016 -0.016    True   False         H2,OOS,DD       False   False
broad   R20 0.000           band3-rw 10.000 0.147   0.993 -0.222 1.187 0.843     0.144       0.923     -0.222  0.743 13.051   0.040 -0.019   False   False                DD       False   False
broad   R20 0.000           band3-rw 25.000 0.124   0.861 -0.223 1.046 0.718     0.121       0.796     -0.223  0.743 13.051   0.018 -0.021    True   False         H2,OOS,DD       False   False
broad   R20 0.000           abs12-dg 10.000 0.143   0.976 -0.257 1.162 0.848     0.147       0.925     -0.257  0.726 12.677   0.036 -0.055   False   False                DD       False   False
broad   R20 0.000           abs12-dg 25.000 0.121   0.847 -0.259 1.021 0.727     0.124       0.802     -0.259  0.726 12.677   0.015 -0.057    True   False         H2,OOS,DD       False   False
broad   R20 0.000           abs12-rw 10.000 0.144   0.977 -0.259 1.162 0.848     0.147       0.925     -0.259  0.738 12.840   0.038 -0.056   False   False                DD       False   False
broad   R20 0.000           abs12-rw 25.000 0.122   0.848 -0.261 1.020 0.727     0.124       0.802     -0.261  0.738 12.840   0.016 -0.058    True   False         H2,OOS,DD       False   False
broad   R20 0.000           vol60-dg 10.000 0.120   0.916 -0.184 1.047 0.798     0.118       0.884     -0.184  0.708 13.364   0.014  0.019    True   False                H2       False   False
broad   R20 0.000           vol60-dg 25.000 0.098   0.766 -0.185 0.894 0.650     0.096       0.735     -0.185  0.708 13.364  -0.008  0.018    True   False    H1,H2,OOS,CAGR       False   False
broad   R20 0.000           vol60-rw 10.000 0.128   0.928 -0.207 1.081 0.795     0.124       0.875     -0.207  0.746 13.906   0.022 -0.005    True   False         H2,OOS,DD       False   False
broad   R20 0.000           vol60-rw 25.000 0.105   0.779 -0.210 0.929 0.649     0.100       0.728     -0.210  0.746 13.906  -0.002 -0.007    True   False H1,H2,OOS,DD,CAGR       False   False
broad   R20 0.000          v1gate-dg 10.000 0.120   0.925 -0.184 1.090 0.779     0.115       0.868     -0.184  0.700 13.213   0.013  0.019    True   False            H2,OOS       False   False
broad   R20 0.000          v1gate-dg 25.000 0.098   0.774 -0.185 0.936 0.631     0.093       0.718     -0.185  0.700 13.213  -0.009  0.017    True   False    H1,H2,OOS,CAGR       False   False
broad   R20 0.000          v1gate-rw 10.000 0.131   0.957 -0.201 1.125 0.811     0.125       0.892     -0.201  0.739 13.773   0.024  0.002    True   False                H2       False   False
broad   R20 0.000          v1gate-rw 25.000 0.108   0.808 -0.202 0.972 0.664     0.101       0.743     -0.202  0.739 13.773   0.001  0.001    True   False            H2,OOS       False   False
broad   R20 0.000             stop15 10.000 0.132   0.916 -0.288 1.109 0.764     0.128       0.849     -0.288  0.741 14.463   0.026 -0.086   False   False         H2,OOS,DD       False   False
broad   R20 0.000             stop15 25.000 0.108   0.769 -0.292 0.955 0.621     0.103       0.705     -0.292  0.741 14.463   0.001 -0.089   False   False      H1,H2,OOS,DD       False   False
broad   R20 0.000             stop25 10.000 0.143   0.961 -0.282 1.134 0.828     0.143       0.908     -0.282  0.747 13.380   0.036 -0.080   False   False             H2,DD       False   False
broad   R20 0.000             stop25 25.000 0.120   0.828 -0.285 0.992 0.702     0.119       0.780     -0.285  0.747 13.380   0.014 -0.083   False   False         H2,OOS,DD       False   False
broad   R20 0.000 ddctl-8/.5/recover 10.000 0.098   0.829 -0.187 0.970 0.713     0.103       0.825     -0.187  0.566 10.167  -0.009  0.015    True   False       H2,OOS,CAGR       False   False
broad   R20 0.000 ddctl-8/.5/recover 25.000 0.075   0.670 -0.202 0.761 0.599     0.085       0.710     -0.202  0.551  9.928  -0.032  0.001    True   False    H1,H2,OOS,CAGR       False   False
broad   R20 0.000    ddctl-8/.5/high 10.000 0.087   0.798 -0.141 0.911 0.716     0.099       0.834     -0.141  0.515  9.255  -0.020  0.061    True   False    H1,H2,OOS,CAGR       False   False
broad   R20 0.000    ddctl-8/.5/high 25.000 0.065   0.636 -0.157 0.737 0.563     0.077       0.684     -0.157  0.494  8.962  -0.041  0.045    True   False    H1,H2,OOS,CAGR       False   False
broad   R20 0.000          ebud-0.10 10.000 0.131   0.967 -0.229 1.231 0.768     0.122       0.854     -0.229  0.658 10.033   0.024 -0.027   False   False         H2,OOS,DD       False   False
broad   R20 0.000          ebud-0.10 25.000 0.114   0.857 -0.230 1.108 0.668     0.105       0.751     -0.230  0.658 10.033   0.008 -0.028    True   False         H2,OOS,DD       False   False
broad   R20 0.000          ebud-0.20 10.000 0.146   0.973 -0.258 1.150 0.840     0.146       0.918     -0.258  0.743 13.012   0.039 -0.056   False   False                DD       False   False
broad   R20 0.000          ebud-0.20 25.000 0.123   0.844 -0.260 1.009 0.720     0.123       0.795     -0.260  0.743 13.012   0.017 -0.058    True   False         H2,OOS,DD       False   False
